date,EU_IDV_2022_Q1,meta
2022-02-18 00:00:00,178.8489790702247,
2022-02-18 03:30:00,195.05256714385268,
2022-02-18 04:00:00,200.15795633162497,
2022-02-18 06:00:00,155.84599521048676,
2022-02-18 08:00:00,169.7113095310001,
2022-02-18 10:30:00,142.965430726239,
2022-02-18 11:00:00,143.58534021389005,
2022-02-18 23:59:59,157.50892055608801,w
2022-02-21 00:00:00,185.84036240009664,
2022-02-21 03:30:00,185.38071319966184,
2022-02-21 04:00:00,176.74969262597506,
2022-02-21 06:00:00,129.7310666864446,
2022-02-21 08:00:00,79.41302347373994,
2022-02-21 10:30:00,84.63419374525256,
2022-02-21 11:00:00,75.66221939579191,
2022-02-21 23:59:59,95.06541582215232,c
2022-02-22 00:00:00,26.457700057347665,
2022-02-22 03:30:00,64.23567777471453,
2022-02-22 04:00:00,113.90514839607886,
2022-02-22 06:00:00,160.3537430620454,
2022-02-22 08:00:00,151.24583726419814,
2022-02-22 10:30:00,160.71403888266332,
2022-02-22 11:00:00,124.95658552578107,
2022-02-22 23:59:59,97.5050009947845,c
2022-02-23 00:00:00,118.68155437360065,
2022-02-23 03:30:00,147.16072758159817,
2022-02-23 04:00:00,149.7446658899894,
2022-02-23 06:00:00,118.32047260686795,
2022-02-23 08:00:00,121.73004083885189,
2022-02-23 10:30:00,49.359276072361354,
2022-02-23 11:00:00,41.61098823808288,
2022-02-23 23:59:59,34.727553479724065,c
2022-02-24 00:00:00,-129.08906831299737,
2022-02-24 03:30:00,-89.1125476191869,
2022-02-24 04:00:00,-98.19922308561672,
2022-02-24 06:00:00,-183.40686492141413,
2022-02-24 08:00:00,-156.82732559854276,
2022-02-24 10:30:00,-140.93475392553364,
2022-02-24 11:00:00,-121.36169886783955,
2022-02-24 23:59:59,-109.15025063647181,c
2022-02-25 00:00:00,-37.81172945794151,
2022-02-25 03:30:00,-74.05314285757322,
2022-02-25 04:00:00,-100.03835764624091,
2022-02-25 06:00:00,-123.46324627170043,
2022-02-25 08:00:00,-89.43355836768751,
2022-02-25 10:30:00,-73.4530210039643,
2022-02-25 11:00:00,-62.40203967813204,
2022-02-25 23:59:59,-46.93483839392411,w
2022-02-28 00:00:00,-79.56391461704015,
2022-02-28 03:30:00,-61.099039208864724,
2022-02-28 04:00:00,-110.4420956345084,
2022-02-28 06:00:00,-21.313082176638545,
2022-02-28 08:00:00,-11.212755181952616,
2022-02-28 10:30:00,8.396431066177684,
2022-02-28 11:00:00,25.959339559462933,
2022-02-28 23:59:59,5.766666304312821,c
2022-03-01 00:00:00,-17.925345846802884,
2022-03-01 03:30:00,38.49405099720752,
2022-03-01 04:00:00,47.785558884197144,
2022-03-01 06:00:00,-42.81934566202608,
2022-03-01 08:00:00,-56.13466175068697,
2022-03-01 10:30:00,-41.51403281090052,
2022-03-01 11:00:00,-64.30987651579017,
2022-03-01 23:59:59,-47.22877234808766,c
2022-03-02 00:00:00,-71.97033526464656,
2022-03-02 03:30:00,42.86387810654924,
2022-03-02 04:00:00,48.48807879974629,
2022-03-02 06:00:00,163.21405641407955,
2022-03-02 08:00:00,116.98527994020242,
2022-03-02 10:30:00,67.33200904128034,
2022-03-02 11:00:00,41.29397094963542,
2022-03-02 23:59:59,48.060643527760476,c
2022-03-03 00:00:00,69.47713733486671,
2022-03-03 03:30:00,162.78648083425514,
2022-03-03 04:00:00,155.6433918891853,
2022-03-03 06:00:00,160.86723137714898,
2022-03-03 08:00:00,146.50733855659655,
2022-03-03 10:30:00,118.34218665016215,
2022-03-03 11:00:00,85.03048149981123,
2022-03-03 23:59:59,70.54009531870315,c
2022-03-04 00:00:00,12.29023518781014,
2022-03-04 03:30:00,5.985514339135534,
2022-03-04 04:00:00,-16.42284162263877,
2022-03-04 06:00:00,-50.453345066191105,
2022-03-04 08:00:00,-66.13515531696112,
2022-03-04 10:30:00,-110.54158165513172,
2022-03-04 11:00:00,-121.71345398245467,
2022-03-04 23:59:59,-100.53046762951408,w
2022-03-07 00:00:00,-172.25364129396257,
2022-03-07 03:30:00,-199.89630404340915,
2022-03-07 04:00:00,-205.37303586998087,
2022-03-07 06:00:00,-168.82323340279117,
2022-03-07 08:00:00,-88.2940005301939,
2022-03-07 10:30:00,-164.91556225663908,
2022-03-07 11:00:00,-190.57124389345154,
2022-03-07 23:59:59,-159.54104068690003,c
2022-03-08 00:00:00,-214.17606525645988,
2022-03-08 03:30:00,-114.9576870085134,
2022-03-08 04:00:00,-176.99082988688497,
2022-03-08 06:00:00,-202.45260661940893,
2022-03-08 08:00:00,-194.14819909058724,
2022-03-08 10:30:00,-217.98702583150225,
2022-03-08 11:00:00,-232.93000737261582,
2022-03-08 23:59:59,-290.9039290620808,c
2022-03-09 00:00:00,-220.96774492860868,
2022-03-09 03:30:00,-281.809440192254,
2022-03-09 04:00:00,-276.8691636812214,
2022-03-09 06:00:00,-200.48273338863237,
2022-03-09 08:00:00,-203.91399799567762,
2022-03-09 10:30:00,-202.6867648086668,
2022-03-09 11:00:00,-160.00015517597194,
2022-03-09 23:59:59,-180.39010702033602,c
2022-03-10 00:00:00,-121.74411879625814,
2022-03-10 03:30:00,-153.57681736049653,
2022-03-10 04:00:00,-142.01170309186728,
2022-03-10 06:00:00,-171.02943453766238,
2022-03-10 08:00:00,-182.57318571422775,
2022-03-10 10:30:00,-201.6308739588344,
2022-03-10 11:00:00,-216.41280216501764,
2022-03-10 23:59:59,-199.3150086963119,c
2022-03-11 00:00:00,-159.85716364533346,
2022-03-11 03:30:00,-111.4028475074856,
2022-03-11 04:00:00,-84.94178634831997,
2022-03-11 06:00:00,-63.01807059882185,
2022-03-11 08:00:00,-25.106487535269935,
2022-03-11 10:30:00,-46.415069496371416,
2022-03-11 11:00:00,-22.46755582314063,
2022-03-11 23:59:59,0.0,a
2022-03-14 00:00:00,71.13500824066296,
2022-03-14 03:30:00,71.13500824066296,
2022-03-14 04:00:00,71.13500824066296,
2022-03-14 06:00:00,236.0973499576562,
2022-03-14 08:00:00,184.44837913261472,
2022-03-14 10:30:00,232.18397710192676,
2022-03-14 11:00:00,233.93363187918885,
2022-03-14 23:59:59,199.17740146897177,c
2022-03-15 00:00:00,163.10005735187178,
2022-03-15 03:30:00,163.10005735187178,
2022-03-15 04:00:00,163.10005735187178,
2022-03-15 06:00:00,139.23529410102628,
2022-03-15 08:00:00,190.2527689682779,
2022-03-15 10:30:00,166.0433852108804,
2022-03-15 11:00:00,171.38166866381607,
2022-03-15 23:59:59,151.53964919354075,c
2022-03-16 00:00:00,248.96046002920775,
2022-03-16 03:30:00,248.96046002920775,
2022-03-16 04:00:00,248.96046002920775,
2022-03-16 06:00:00,332.11013634326036,
2022-03-16 08:00:00,417.2128079576046,
2022-03-16 10:30:00,428.42311716499034,
2022-03-16 11:00:00,421.7624801518368,
2022-03-16 23:59:59,433.94333229601943,c
2022-03-17 00:00:00,483.8695343968211,
2022-03-17 03:30:00,483.8695343968211,
2022-03-17 04:00:00,483.8695343968211,
2022-03-17 06:00:00,500.4416407722747,
2022-03-17 08:00:00,482.8477765640978,
2022-03-17 10:30:00,418.5182068968584,
2022-03-17 11:00:00,414.7884803944771,
2022-03-17 23:59:59,432.3113533654091,c
2022-03-18 00:00:00,431.86498846541235,
2022-03-18 03:30:00,431.86498846541235,
2022-03-18 04:00:00,431.86498846541235,
2022-03-18 06:00:00,373.55917723100674,
2022-03-18 08:00:00,381.2519127181263,
2022-03-18 10:30:00,434.98564091749677,
2022-03-18 11:00:00,446.0771147459941,
2022-03-18 23:59:59,377.26388416014333,e
2022-03-21 00:00:00,404.64999916880015,
2022-03-21 03:30:00,404.64999916880015,
2022-03-21 04:00:00,404.64999916880015,
2022-03-21 06:00:00,411.60347126638726,
2022-03-21 08:00:00,415.9984340813171,
2022-03-21 10:30:00,450.7277011558476,
2022-03-21 11:00:00,487.2455251593383,
2022-03-21 23:59:59,503.4298487078895,c
2022-03-22 00:00:00,488.48697075293467,
2022-03-22 03:30:00,488.48697075293467,
2022-03-22 04:00:00,488.48697075293467,
2022-03-22 06:00:00,506.0118919951833,
2022-03-22 08:00:00,503.72028110947394,
2022-03-22 10:30:00,514.5691483127525,
2022-03-22 11:00:00,513.7350693720741,
2022-03-22 23:59:59,486.131548831318,c
2022-03-23 00:00:00,491.0813241299629,
2022-03-23 03:30:00,491.0813241299629,
2022-03-23 04:00:00,491.0813241299629,
2022-03-23 06:00:00,474.39534788378387,
2022-03-23 08:00:00,443.15467987906777,
2022-03-23 10:30:00,466.8441366830548,
2022-03-23 11:00:00,460.7873848150316,
2022-03-23 23:59:59,458.77890183816316,c
2022-03-24 00:00:00,452.9157296333656,
2022-03-24 03:30:00,452.9157296333656,
2022-03-24 04:00:00,452.9157296333656,
2022-03-24 06:00:00,392.82729569535513,
2022-03-24 08:00:00,391.84334265095913,
2022-03-24 10:30:00,300.8555609393675,
2022-03-24 11:00:00,307.70240520187645,
2022-03-24 23:59:59,279.8693204842043,c
2022-03-25 00:00:00,287.68253754117995,
2022-03-25 03:30:00,287.68253754117995,
2022-03-25 04:00:00,287.68253754117995,
2022-03-25 06:00:00,182.33871111484405,
2022-03-25 08:00:00,190.35125677870565,
2022-03-25 10:30:00,118.98986409978534,
2022-03-25 11:00:00,142.09861920972617,
2022-03-25 23:59:59,121.03724605553225,w
2022-03-28 00:00:00,155.16971681010364,
2022-03-28 03:30:00,177.55440038220104,
2022-03-28 04:00:00,185.8717832401344,
2022-03-28 06:00:00,168.26462514088507,
2022-03-28 08:00:00,171.48885174773613,
2022-03-28 10:30:00,114.3357672730499,
2022-03-28 11:00:00,128.05438736097722,
2022-03-28 23:59:59,129.12341913175396,c
2022-03-29 00:00:00,135.6361785534682,
2022-03-29 03:30:00,143.51721711388927,
2022-03-29 04:00:00,159.9482302646802,
2022-03-29 06:00:00,139.18509089265217,
2022-03-29 08:00:00,171.0314903903104,
2022-03-29 10:30:00,136.3039208255923,
2022-03-29 11:00:00,148.67187454083205,
2022-03-29 23:59:59,146.89013981180233,c
2022-03-30 00:00:00,140.62702008020005,
2022-03-30 03:30:00,143.86946902988348,
2022-03-30 04:00:00,124.61973423669588,
2022-03-30 06:00:00,106.2235918663605,
2022-03-30 08:00:00,108.01514173443138,
2022-03-30 10:30:00,145.36368637642818,
2022-03-30 11:00:00,130.0845545008042,
2022-03-30 23:59:59,101.63843751742297,c
2022-03-31 00:00:00,132.23973134512653,
2022-03-31 03:30:00,136.79563373536894,
2022-03-31 04:00:00,108.6134109233144,
2022-03-31 06:00:00,75.10286669845846,
2022-03-31 08:00:00,84.92456083765,
2022-03-31 10:30:00,45.895892890404866,
2022-03-31 11:00:00,46.7240011613203,
2022-03-31 23:59:59,62.885347904655646,c
2022-04-01 00:00:00,75.83998645050633,
2022-04-01 03:30:00,104.38983533291957,
2022-04-01 04:00:00,90.98129270816071,
2022-04-01 06:00:00,129.39518669452127,
2022-04-01 08:00:00,104.20610138058828,
2022-04-01 10:30:00,95.43598090388832,
2022-04-01 11:00:00,105.17589619197042,
2022-04-01 23:59:59,95.83503888784344,w
