date,XLPWMT_2020_Q1,meta
2020-02-11 00:00:00,178.13289477880545,
2020-02-11 10:00:00,186.60965621468435,
2020-02-11 10:30:00,172.4656170665611,
2020-02-11 12:00:00,181.46480456184335,
2020-02-11 13:30:00,184.13822700401354,
2020-02-11 15:00:00,181.0282316796723,
2020-02-11 15:30:30,181.0282316796723,
2020-02-11 23:59:59,155.8894884610737,c
2020-02-12 00:00:00,154.26749638348696,
2020-02-12 10:00:00,127.20468157167844,
2020-02-12 10:30:00,117.51166386851324,
2020-02-12 12:00:00,125.61291665423296,
2020-02-12 13:30:00,122.26275889087148,
2020-02-12 15:00:00,122.90225965954278,
2020-02-12 15:30:30,122.90225965954278,
2020-02-12 23:59:59,134.75858818376594,c
2020-02-13 00:00:00,122.90379017497841,
2020-02-13 10:00:00,107.48878571953496,
2020-02-13 10:30:00,98.37928478961686,
2020-02-13 12:00:00,97.78457913375647,
2020-02-13 13:30:00,100.00373838703993,
2020-02-13 15:00:00,107.14620275870745,
2020-02-13 15:30:30,107.14620275870745,
2020-02-13 23:59:59,97.72965192213832,c
2020-02-14 00:00:00,93.89553761131353,
2020-02-14 10:00:00,81.24611207907861,
2020-02-14 10:30:00,83.00403648593715,
2020-02-14 12:00:00,59.84242282155491,
2020-02-14 13:30:00,81.8951989415794,
2020-02-14 15:00:00,92.73987912540065,
2020-02-14 15:30:30,92.73987912540065,
2020-02-14 23:59:59,90.53979302426995,w
2020-02-17 00:00:00,90.53979302426995,
2020-02-17 10:00:00,90.53979302426995,
2020-02-17 10:30:00,90.53979302426995,
2020-02-17 12:00:00,90.53979302426995,
2020-02-17 13:30:00,90.53979302426995,
2020-02-17 15:00:00,90.53979302426995,
2020-02-17 15:30:30,90.53979302426995,
2020-02-17 23:59:59,90.53979302426995,c
2020-02-18 00:00:00,56.817716874029855,
2020-02-18 10:00:00,64.74676255504832,
2020-02-18 10:30:00,37.83751967160782,
2020-02-18 12:00:00,35.75334278834177,
2020-02-18 13:30:00,13.577496174955428,
2020-02-18 15:00:00,2.6431662848089843,
2020-02-18 15:30:30,2.6431662848089843,
2020-02-18 23:59:59,0.0,a
2020-02-19 00:00:00,6.207892505217671,
2020-02-19 10:00:00,26.536692517218796,
2020-02-19 10:30:00,40.59100980432575,
