date,GSLC_2022_Q1,meta
2022-01-18 00:00:00,16.257543904206756,
2022-01-18 10:00:00,32.950697610828,
2022-01-18 10:30:00,38.83688769586374,
2022-01-18 12:00:00,24.111354646964315,
2022-01-18 13:30:00,4.8122857898574125,
2022-01-18 15:00:00,5.541219267267799,
2022-01-18 15:30:30,5.541219267267799,
2022-01-18 23:59:59,-3.9864672515506996,c
2022-01-19 00:00:00,-19.26342864393391,
2022-01-19 10:00:00,5.537048672718399,
2022-01-19 10:30:00,-1.0691849785128085,
2022-01-19 12:00:00,-24.456235064905073,
2022-01-19 13:30:00,-8.477949306677942,
2022-01-19 15:00:00,-12.003023307149068,
2022-01-19 15:30:30,-12.003023307149068,
2022-01-19 23:59:59,-15.816817419034685,c
2022-01-20 00:00:00,-7.48703839485259,
2022-01-20 10:00:00,-4.019679840038414,
2022-01-20 10:30:00,2.1957863913072444,
2022-01-20 12:00:00,2.9301479631473057,
2022-01-20 13:30:00,-10.329347242539438,
2022-01-20 15:00:00,-16.70622184495633,
2022-01-20 15:30:30,-16.70622184495633,
2022-01-20 23:59:59,-22.466841847339943,c
2022-01-21 00:00:00,-54.5627442874757,
2022-01-21 10:00:00,-59.25520993304674,
2022-01-21 10:30:00,-55.00695953417333,
2022-01-21 12:00:00,-33.16772440763238,
2022-01-21 13:30:00,-40.102802470703516,
2022-01-21 15:00:00,-43.96798924745439,
2022-01-21 15:30:30,-43.96798924745439,
2022-01-21 23:59:59,-47.739520011589775,w
2022-01-24 00:00:00,-71.66759478385308,
2022-01-24 10:00:00,-71.09584338301889,
2022-01-24 10:30:00,-80.82629918629736,
2022-01-24 12:00:00,-95.62176100970439,
2022-01-24 13:30:00,-66.36703039714507,
2022-01-24 15:00:00,-49.410479489869125,
2022-01-24 15:30:30,-49.410479489869125,
2022-01-24 23:59:59,-42.434666152420725,c
2022-01-25 00:00:00,-48.23522785450769,
2022-01-25 10:00:00,-57.01452601181275,
2022-01-25 10:30:00,-61.842597121273954,
2022-01-25 12:00:00,-71.37556412957005,
2022-01-25 13:30:00,-84.23728622371496,
2022-01-25 15:00:00,-77.46484222819994,
2022-01-25 15:30:30,-77.46484222819994,
2022-01-25 23:59:59,-88.12147039275364,c
2022-01-26 00:00:00,-68.68779729307096,
2022-01-26 10:00:00,-71.29510343588117,
2022-01-26 10:30:00,-70.82938726473785,
2022-01-26 12:00:00,-79.9766540297488,
2022-01-26 13:30:00,-74.36382277374517,
2022-01-26 15:00:00,-98.71242226104167,
2022-01-26 15:30:30,-98.71242226104167,
2022-01-26 23:59:59,-107.52284675575497,c
2022-01-27 00:00:00,-79.84768767650537,
2022-01-27 10:00:00,-93.22785181658486,
2022-01-27 10:30:00,-93.90469831724769,
2022-01-27 12:00:00,-98.30517474095515,
2022-01-27 13:30:00,-101.82379444157084,
2022-01-27 15:00:00,-93.14603762944533,
2022-01-27 15:30:30,-93.14603762944533,
2022-01-27 23:59:59,-105.89012348483352,c
2022-01-28 00:00:00,-107.16911985758748,
2022-01-28 10:00:00,-112.37208276499129,
2022-01-28 10:30:00,-119.45536895116251,
2022-01-28 12:00:00,-94.03163834970945,
2022-01-28 13:30:00,-103.30183265149464,
2022-01-28 15:00:00,-102.95664100190041,
2022-01-28 15:30:30,-102.95664100190041,
2022-01-28 23:59:59,-96.00824455459923,w
2022-01-31 00:00:00,-85.8527216980836,
2022-01-31 10:00:00,-52.054358499812125,
2022-01-31 10:30:00,-53.983357323173976,
2022-01-31 12:00:00,-40.785240352775176,
2022-01-31 13:30:00,-45.18368817110166,
2022-01-31 15:00:00,-34.23877819950418,
2022-01-31 15:30:30,-34.23877819950418,
2022-01-31 23:59:59,-28.562494704321022,c
2022-02-01 00:00:00,-10.856084471422648,
2022-02-01 10:00:00,-20.885765273409984,
2022-02-01 10:30:00,-12.772226934472545,
2022-02-01 12:00:00,-3.3644759954494994,
2022-02-01 13:30:00,-2.196822627189391,
2022-02-01 15:00:00,-10.471530851117553,
2022-02-01 15:30:30,-10.471530851117553,s
2022-02-01 23:59:59,0.0,a
2022-02-02 00:00:00,-7.694792218733429,
2022-02-02 10:00:00,-17.87191448943324,
2022-02-02 10:30:00,-26.897770894970677,
2022-02-02 12:00:00,-41.15104736918193,
2022-02-02 13:30:00,-32.67250582188356,
2022-02-02 15:00:00,-34.34273026992453,
2022-02-02 15:30:30,-34.34273026992453,
2022-02-02 23:59:59,-36.869280435564,e
2022-02-03 00:00:00,-55.73576422658951,
2022-02-03 10:00:00,-66.29284271332017,
2022-02-03 10:30:00,-60.679309277056355,
2022-02-03 12:00:00,-83.00962423545799,
2022-02-03 13:30:00,-85.68926911460326,
2022-02-03 15:00:00,-97.67047793905235,
2022-02-03 15:30:30,-97.67047793905235,
2022-02-03 23:59:59,-101.90439864159453,c
2022-02-04 00:00:00,-95.98063198664218,
2022-02-04 10:00:00,-99.13736258665355,
2022-02-04 10:30:00,-94.19094086571138,
2022-02-04 12:00:00,-100.43142399902483,
2022-02-04 13:30:00,-90.63162751033974,
2022-02-04 15:00:00,-86.95697350797784,
2022-02-04 15:30:30,-86.95697350797784,
2022-02-04 23:59:59,-85.14036932947576,w
2022-02-07 00:00:00,-72.29044294937486,
2022-02-07 10:00:00,-66.47092964710782,
2022-02-07 10:30:00,-83.52685376182768,
2022-02-07 12:00:00,-97.2838090188425,
2022-02-07 13:30:00,-87.92994622767691,
2022-02-07 15:00:00,-85.51662941798999,
2022-02-07 15:30:30,-85.51662941798999,
2022-02-07 23:59:59,-94.98735974510208,c
2022-02-08 00:00:00,-106.3230561885407,
