date,GSLC_2022_Q1,meta
2022-02-08 10:00:00,-96.7961589660142,
2022-02-08 10:30:00,-88.92250394125215,
2022-02-08 12:00:00,-64.86436520016413,
2022-02-08 13:30:00,-67.85185994509155,
2022-02-08 15:00:00,-75.72884003497775,
2022-02-08 15:30:30,-75.72884003497775,
2022-02-08 23:59:59,-68.01822836924902,c
2022-02-09 00:00:00,-50.17542663369791,
2022-02-09 10:00:00,-61.24980992084242,
2022-02-09 10:30:00,-52.69567409801692,
2022-02-09 12:00:00,-50.429140668855126,
2022-02-09 13:30:00,-44.864991864596895,
2022-02-09 15:00:00,-46.13425115149975,
2022-02-09 15:30:30,-46.13425115149975,
2022-02-09 23:59:59,-35.63994047444498,c
2022-02-10 00:00:00,-36.74661743909953,
2022-02-10 10:00:00,-19.46810502309271,
2022-02-10 10:30:00,-14.574676882998006,
2022-02-10 12:00:00,-14.887564034156167,
2022-02-10 13:30:00,-33.46669557860463,
2022-02-10 15:00:00,-30.69461011694151,
2022-02-10 15:30:30,-30.69461011694151,
2022-02-10 23:59:59,-34.74086107711517,c
2022-02-11 00:00:00,-29.891690694190736,
2022-02-11 10:00:00,-43.626121025533756,
2022-02-11 10:30:00,-35.97108168211565,
2022-02-11 12:00:00,-58.50117171215018,
2022-02-11 13:30:00,-65.64450661379,
2022-02-11 15:00:00,-99.8956246785505,
2022-02-11 15:30:30,-99.8956246785505,
2022-02-11 23:59:59,-94.45492271188101,w
2022-02-14 00:00:00,-99.23383463426444,
2022-02-14 10:00:00,-81.95546805892187,
2022-02-14 10:30:00,-85.1698840826972,
2022-02-14 12:00:00,-62.618027770937246,
2022-02-14 13:30:00,-79.93359325094977,
2022-02-14 15:00:00,-85.87881348485445,
2022-02-14 15:30:30,-85.87881348485445,
2022-02-14 23:59:59,-83.20374795283334,c
2022-02-15 00:00:00,-84.69848852757346,
2022-02-15 10:00:00,-64.1600721546303,
2022-02-15 10:30:00,-78.2003764158379,
2022-02-15 12:00:00,-72.46979439756092,
2022-02-15 13:30:00,-79.36853887011536,
2022-02-15 15:00:00,-67.97706988969092,
2022-02-15 15:30:30,-67.97706988969092,
2022-02-15 23:59:59,-57.3480169164245,c
2022-02-16 00:00:00,-56.80089886153857,
2022-02-16 10:00:00,-64.82102099190864,
2022-02-16 10:30:00,-62.54517273310799,
2022-02-16 12:00:00,-72.04389794499828,
2022-02-16 13:30:00,-74.71573472564938,
2022-02-16 15:00:00,-68.48688358717445,
2022-02-16 15:30:30,-68.48688358717445,
2022-02-16 23:59:59,-70.69157882441083,c
