date,XT_HEDGED_2021_Q4,meta
2021-11-19 00:00:00,262.534527439097,
2021-11-19 10:00:00,265.59920598734175,
2021-11-19 10:30:00,274.4981172066946,
2021-11-19 12:00:00,270.4515209627224,
2021-11-19 13:30:00,251.5259384805936,
2021-11-19 15:00:00,250.70679994739692,
2021-11-19 15:30:30,250.70679994739692,
2021-11-19 23:59:59,248.90263252261298,w
2021-11-22 00:00:00,236.11432695439862,
2021-11-22 10:00:00,203.04692310939197,
2021-11-22 10:30:00,198.66286580487724,
2021-11-22 12:00:00,178.81715436226534,
2021-11-22 13:30:00,183.52345398388536,
2021-11-22 15:00:00,176.5983690755951,
2021-11-22 15:30:30,176.5983690755951,u
2021-11-22 23:59:59,197.12211644966976,c
2021-11-23 00:00:00,191.68502354174223,
2021-11-23 10:00:00,179.38253919556917,
2021-11-23 10:30:00,173.32389445085164,
2021-11-23 12:00:00,158.5857272355404,
2021-11-23 13:30:00,158.2457295003352,
2021-11-23 15:00:00,149.09018994446478,
2021-11-23 15:30:30,149.09018994446478,
2021-11-23 23:59:59,136.46022130802635,c
2021-11-24 00:00:00,129.5935214295148,
2021-11-24 10:00:00,148.17237017434013,
2021-11-24 10:30:00,156.06926368942436,
2021-11-24 12:00:00,163.51876279407338,
2021-11-24 13:30:00,158.48313287689007,
2021-11-24 15:00:00,148.00475121212264,
2021-11-24 15:30:30,148.00475121212264,
2021-11-24 23:59:59,150.51421737493627,c
2021-11-25 00:00:00,150.51421737493627,
2021-11-25 10:00:00,150.51421737493627,
2021-11-25 10:30:00,150.51421737493627,
2021-11-25 12:00:00,150.51421737493627,
2021-11-25 13:30:00,150.51421737493627,
2021-11-25 15:00:00,150.51421737493627,
2021-11-25 15:30:30,150.51421737493627,
2021-11-25 23:59:59,150.51421737493627,c
2021-11-26 00:00:00,156.6717359494354,
2021-11-26 10:00:00,161.81444569586074,
2021-11-26 10:30:00,172.45739532722928,
2021-11-26 12:00:00,180.77701622323104,
2021-11-26 13:30:00,180.77701622323104,
2021-11-26 15:00:00,180.77701622323104,
2021-11-26 15:30:30,180.77701622323104,
2021-11-26 23:59:59,162.77308881582644,w
2021-11-29 00:00:00,159.536619817114,
2021-11-29 10:00:00,111.76979938390048,
2021-11-29 10:30:00,114.98448517205429,
2021-11-29 12:00:00,120.55313174664252,
2021-11-29 13:30:00,135.95038636912943,
2021-11-29 15:00:00,129.66803282393187,
2021-11-29 15:30:30,129.66803282393187,
2021-11-29 23:59:59,144.35671978601056,c
2021-11-30 00:00:00,141.99774215061393,
2021-11-30 10:00:00,149.45947068825456,
2021-11-30 10:30:00,135.70848444175613,
2021-11-30 12:00:00,139.4022117032447,
2021-11-30 13:30:00,135.89498468334182,
2021-11-30 15:00:00,135.0912941683266,
2021-11-30 15:30:30,135.0912941683266,m
2021-11-30 23:59:59,120.32816934172058,c
2021-12-01 00:00:00,118.45176314180219,
2021-12-01 10:00:00,96.46303762448815,
2021-12-01 10:30:00,81.03084841748205,
2021-12-01 12:00:00,48.540382784680446,
2021-12-01 13:30:00,32.60369107678264,
2021-12-01 15:00:00,43.92829209156889,
2021-12-01 15:30:30,43.92829209156889,
2021-12-01 23:59:59,71.09447444015802,c
2021-12-02 00:00:00,94.70763583426526,
2021-12-02 10:00:00,101.7027252755496,
2021-12-02 10:30:00,82.39957934481981,
2021-12-02 12:00:00,64.68400340186474,
2021-12-02 13:30:00,72.4073383030186,
2021-12-02 15:00:00,64.55199864696715,
2021-12-02 15:30:30,64.55199864696715,
2021-12-02 23:59:59,74.2014486831772,c
2021-12-03 00:00:00,64.25488076974068,
2021-12-03 10:00:00,23.468217607935685,
2021-12-03 10:30:00,28.76791200071216,
2021-12-03 12:00:00,5.058636696381427,
2021-12-03 13:30:00,24.805977652751608,
2021-12-03 15:00:00,30.350411478917977,
2021-12-03 15:30:30,30.350411478917977,
2021-12-03 23:59:59,31.873933261438424,w
2021-12-06 00:00:00,30.744067932034795,
2021-12-06 10:00:00,46.655978497960064,
2021-12-06 10:30:00,68.3303658706368,
2021-12-06 12:00:00,66.21828777216388,
2021-12-06 13:30:00,50.5966858128985,
2021-12-06 15:00:00,59.079094738035224,
2021-12-06 15:30:30,59.079094738035224,
2021-12-06 23:59:59,62.77258627320293,c
2021-12-07 00:00:00,52.9895148283689,
2021-12-07 10:00:00,80.0400928838742,
2021-12-07 10:30:00,73.1162486308749,
2021-12-07 12:00:00,59.09127971899409,
2021-12-07 13:30:00,58.56521975818305,
2021-12-07 15:00:00,43.18312180505018,
2021-12-07 15:30:30,43.18312180505018,
2021-12-07 23:59:59,42.45122598927287,c
2021-12-08 00:00:00,46.777374537809806,
2021-12-08 10:00:00,53.64205619912502,
2021-12-08 10:30:00,62.69544741083564,
2021-12-08 12:00:00,60.899711128864055,
2021-12-08 13:30:00,63.580746735380785,
2021-12-08 15:00:00,63.6804373785817,
2021-12-08 15:30:30,63.6804373785817,
2021-12-08 23:59:59,58.98518154765134,c
2021-12-09 00:00:00,73.36306600413116,
2021-12-09 10:00:00,41.292695900783315,
2021-12-09 10:30:00,39.10890762424515,
2021-12-09 12:00:00,36.244642298358826,
2021-12-09 13:30:00,29.397153929314754,
2021-12-09 15:00:00,23.941580866077402,
2021-12-09 15:30:30,23.941580866077402,
2021-12-09 23:59:59,43.569313116847866,c
2021-12-10 00:00:00,23.978508517793102,
2021-12-10 10:00:00,20.711801259416802,
2021-12-10 10:30:00,12.340227460606798,
2021-12-10 12:00:00,4.836055741669043,
2021-12-10 13:30:00,3.5973766281764483,
2021-12-10 15:00:00,3.7555883154936964,
2021-12-10 15:30:30,3.7555883154936964,
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,8.139885494911596,
2021-12-13 10:00:00,46.73926336031957,
2021-12-13 10:30:00,36.68602110493384,
2021-12-13 12:00:00,46.73044192821885,
2021-12-13 13:30:00,57.50620029318986,
2021-12-13 15:00:00,46.0526582564886,
2021-12-13 15:30:30,46.0526582564886,
2021-12-13 23:59:59,55.043536585364905,c
2021-12-14 00:00:00,53.864552993051234,
2021-12-14 10:00:00,50.66801749800675,
2021-12-14 10:30:00,58.400399820872735,
2021-12-14 12:00:00,68.82144745772291,
2021-12-14 13:30:00,65.41717798007141,
2021-12-14 15:00:00,71.58270873510799,
2021-12-14 15:30:30,71.58270873510799,
2021-12-14 23:59:59,64.92206851572894,c
2021-12-15 00:00:00,51.260493343326175,
2021-12-15 10:00:00,45.010063360467825,
2021-12-15 10:30:00,30.023313921680824,
2021-12-15 12:00:00,14.627230534624346,
2021-12-15 13:30:00,5.121583838220317,
2021-12-15 15:00:00,-10.49179981655925,
2021-12-15 15:30:30,-10.49179981655925,
2021-12-15 23:59:59,-44.70557629017378,c
2021-12-16 00:00:00,-40.55635773196093,
2021-12-16 10:00:00,-1.9220240579354595,
2021-12-16 10:30:00,-3.655602962403691,
2021-12-16 12:00:00,-16.851875990355666,
2021-12-16 13:30:00,-19.950586685727217,
2021-12-16 15:00:00,-19.36928180400821,
2021-12-16 15:30:30,-19.36928180400821,
2021-12-16 23:59:59,-19.019062606105308,c
2021-12-17 00:00:00,-11.636627086817043,
2021-12-17 10:00:00,-27.70468686286722,
2021-12-17 10:30:00,-16.871674471328447,
2021-12-17 12:00:00,-6.903394474570746,
2021-12-17 13:30:00,-10.867436026780865,
2021-12-17 15:00:00,-6.3310911732185104,
2021-12-17 15:30:30,-6.3310911732185104,
2021-12-17 23:59:59,0.28227942664807415,e
2021-12-20 00:00:00,-13.687886419403412,
2021-12-20 10:00:00,-7.861526098697482,
2021-12-20 10:30:00,-15.93235645677521,
2021-12-20 12:00:00,-24.094823167599316,
2021-12-20 13:30:00,-28.28405381971652,
2021-12-20 15:00:00,-35.98040643206639,
2021-12-20 15:30:30,-35.98040643206639,
2021-12-20 23:59:59,-40.805759217568266,c
2021-12-21 00:00:00,-43.52565122084911,
2021-12-21 10:00:00,-16.31273854983465,
2021-12-21 10:30:00,3.4374259996031924,
2021-12-21 12:00:00,-10.24651120266617,
