date,AR2_AD_2019_Q2,meta
2019-04-26 00:00:00,-290.45773045709615,
2019-04-26 10:00:00,-279.09088547036686,
2019-04-26 10:30:00,-274.34491606506066,
2019-04-26 12:00:00,-263.1262349949953,
2019-04-26 13:30:00,-269.86872643973624,
2019-04-26 15:00:00,-277.9760230927542,
2019-04-26 15:30:30,-277.9760230927542,
2019-04-26 23:59:59,-280.8515658649255,w
2019-04-29 00:00:00,-286.2771162940546,
2019-04-29 10:00:00,-298.7720390172058,
2019-04-29 10:30:00,-291.3913809364938,
2019-04-29 12:00:00,-295.93904450000605,
2019-04-29 13:30:00,-283.2489647882227,
2019-04-29 15:00:00,-276.74382921864867,
2019-04-29 15:30:30,-276.74382921864867,
2019-04-29 23:59:59,-267.43878944582065,c
2019-04-30 00:00:00,-266.75929161964183,
2019-04-30 10:00:00,-260.682179652218,
2019-04-30 10:30:00,-265.684354123168,
2019-04-30 12:00:00,-254.7092895941047,
2019-04-30 13:30:00,-236.22550162386125,
2019-04-30 15:00:00,-244.8839072322388,
2019-04-30 15:30:30,-244.8839072322388,
2019-04-30 23:59:59,-237.8767076511749,c
2019-05-01 00:00:00,-249.4132225680383,
2019-05-01 10:00:00,-250.32564839923464,
2019-05-01 10:30:00,-232.3808960395662,
2019-05-01 12:00:00,-230.70858903060406,
2019-05-01 13:30:00,-215.35879250774752,
2019-05-01 15:00:00,-226.66141950035188,
2019-05-01 15:30:30,-226.66141950035188,
2019-05-01 23:59:59,-215.15299078139793,c
2019-05-02 00:00:00,-224.4435188441928,
2019-05-02 10:00:00,-273.8150544755449,
2019-05-02 10:30:00,-273.81117252406165,
2019-05-02 12:00:00,-257.5542219522211,
2019-05-02 13:30:00,-271.27284159692226,
2019-05-02 15:00:00,-266.97719049390787,
2019-05-02 15:30:30,-266.97719049390787,
2019-05-02 23:59:59,-263.1586141851652,c
2019-05-03 00:00:00,-308.3868694175807,
2019-05-03 10:00:00,-301.97641616278884,
2019-05-03 10:30:00,-274.38990382499554,
2019-05-03 12:00:00,-281.87954946039565,
2019-05-03 13:30:00,-293.3961954231535,
2019-05-03 15:00:00,-291.0725178291033,
2019-05-03 15:30:30,-291.0725178291033,
2019-05-03 23:59:59,-296.68168845741866,w
2019-05-06 00:00:00,-292.9520534767778,
2019-05-06 10:00:00,-263.5578910646639,
2019-05-06 10:30:00,-251.9468669652964,
2019-05-06 12:00:00,-236.50474600611858,
2019-05-06 13:30:00,-256.33749973797484,
2019-05-06 15:00:00,-252.45042426672114,
2019-05-06 15:30:30,-252.45042426672114,
2019-05-06 23:59:59,-253.39975659533417,c
2019-05-07 00:00:00,-233.91715038569043,
2019-05-07 10:00:00,-217.8786686900308,
2019-05-07 10:30:00,-224.1726127341505,
2019-05-07 12:00:00,-195.14969675877887,
2019-05-07 13:30:00,-187.28783179947231,
2019-05-07 15:00:00,-179.84176445512895,
2019-05-07 15:30:30,-179.84176445512895,
2019-05-07 23:59:59,-188.45645821431697,c
2019-05-08 00:00:00,-179.523906415983,
2019-05-08 10:00:00,-167.22826066572577,
2019-05-08 10:30:00,-149.73752144182322,
2019-05-08 12:00:00,-149.58986119459956,
2019-05-08 13:30:00,-129.32190601735607,
2019-05-08 15:00:00,-137.3521627437463,
2019-05-08 15:30:30,-137.3521627437463,
2019-05-08 23:59:59,-124.32615540258064,c
2019-05-09 00:00:00,-135.7671817902691,
2019-05-09 10:00:00,-124.42506110659428,
2019-05-09 10:30:00,-114.3586382753673,
2019-05-09 12:00:00,-87.48619564614211,
2019-05-09 13:30:00,-83.8143899369062,
2019-05-09 15:00:00,-70.28493308804514,
2019-05-09 15:30:30,-70.28493308804514,
2019-05-09 23:59:59,-80.48575853484635,c
2019-05-10 00:00:00,-67.63526377274474,
2019-05-10 10:00:00,-57.0622697583097,
2019-05-10 10:30:00,-48.63591209281162,
2019-05-10 12:00:00,-34.22718512075602,
2019-05-10 13:30:00,-7.1062154524013295,
2019-05-10 15:00:00,12.829576707266028,
2019-05-10 15:30:30,12.829576707266028,s
2019-05-10 23:59:59,9.355205961707952,w
2019-05-13 00:00:00,-6.6483385470071426,
2019-05-13 10:00:00,-0.5104213936571114,
2019-05-13 10:30:00,15.956655966900144,
2019-05-13 12:00:00,25.917960487639903,
2019-05-13 13:30:00,46.79107013381963,
2019-05-13 15:00:00,64.87197781653163,
2019-05-13 15:30:30,64.87197781653163,
2019-05-13 23:59:59,93.37721771265058,c
2019-05-14 00:00:00,93.49264953254453,
2019-05-14 10:00:00,93.46989448878526,
2019-05-14 10:30:00,99.12573008508639,
2019-05-14 12:00:00,92.58688853988497,
2019-05-14 13:30:00,102.4325128966284,
2019-05-14 15:00:00,100.99276013963868,
2019-05-14 15:30:30,100.99276013963868,
2019-05-14 23:59:59,101.26575355415093,c
2019-05-15 00:00:00,94.29640273973303,
2019-05-15 10:00:00,120.62088990155621,
2019-05-15 10:30:00,117.8774610532223,
2019-05-15 12:00:00,117.17282075025457,
2019-05-15 13:30:00,120.58089943845744,
2019-05-15 15:00:00,107.28743466237574,
2019-05-15 15:30:30,107.28743466237574,
2019-05-15 23:59:59,112.5005893767601,c
2019-05-16 00:00:00,103.11662506523078,
2019-05-16 10:00:00,92.57705585716008,
2019-05-16 10:30:00,78.59623768033032,
2019-05-16 12:00:00,103.59640192011511,
2019-05-16 13:30:00,99.6410719183848,
2019-05-16 15:00:00,108.72059511187922,
2019-05-16 15:30:30,108.72059511187922,
2019-05-16 23:59:59,102.0489858034041,c
2019-05-17 00:00:00,80.25007332337589,
2019-05-17 10:00:00,98.19494839689423,
2019-05-17 10:30:00,92.4704957229228,
2019-05-17 12:00:00,112.26996275337149,
2019-05-17 13:30:00,103.76424184663222,
2019-05-17 15:00:00,95.27200018411634,
2019-05-17 15:30:30,95.27200018411634,
2019-05-17 23:59:59,113.0394178764343,w
2019-05-20 00:00:00,98.57100217671643,
2019-05-20 10:00:00,108.89330034194461,
2019-05-20 10:30:00,121.33879219745006,
2019-05-20 12:00:00,126.05959353651576,
2019-05-20 13:30:00,120.22138346653855,
2019-05-20 15:00:00,129.72260952068768,
2019-05-20 15:30:30,129.72260952068768,
2019-05-20 23:59:59,130.91871594053657,c
2019-05-21 00:00:00,132.6922737822308,
2019-05-21 10:00:00,128.62679595155487,
2019-05-21 10:30:00,131.16078077351335,
2019-05-21 12:00:00,134.67590167696005,
2019-05-21 13:30:00,142.8282102220802,
2019-05-21 15:00:00,162.26806526249004,
2019-05-21 15:30:30,162.26806526249004,
2019-05-21 23:59:59,142.99653666703853,c
2019-05-22 00:00:00,130.74883959607928,
2019-05-22 10:00:00,156.78289731978327,
2019-05-22 10:30:00,145.09924168733755,
2019-05-22 12:00:00,150.91915563826421,
2019-05-22 13:30:00,163.33765929573076,
2019-05-22 15:00:00,145.3187773047041,
2019-05-22 15:30:30,145.3187773047041,
