date,MSCI_US_AD_HEDGED_2021_Q2,meta
2021-04-06 00:00:00,511.63109795805076,
2021-04-06 10:00:00,505.29031813335473,
2021-04-06 10:30:00,492.3486390837704,
2021-04-06 12:00:00,488.9319537854774,
2021-04-06 13:30:00,490.93744849457426,
2021-04-06 15:00:00,492.0824055750213,
2021-04-06 15:30:30,492.0824055750213,
2021-04-06 23:59:59,494.47149517028106,c
2021-04-07 00:00:00,495.8609554344994,
2021-04-07 10:00:00,474.40293506021703,
2021-04-07 10:30:00,462.279011215531,
2021-04-07 12:00:00,400.5562908810641,
2021-04-07 13:30:00,390.2537678382664,
2021-04-07 15:00:00,390.15275349364515,
2021-04-07 15:30:30,390.15275349364515,
2021-04-07 23:59:59,380.02809670140164,c
2021-04-08 00:00:00,377.6973703707595,
2021-04-08 10:00:00,352.2030844132614,
2021-04-08 10:30:00,385.4734808803396,
2021-04-08 12:00:00,404.2921249140427,
2021-04-08 13:30:00,431.8650803127946,
2021-04-08 15:00:00,414.73700265800267,
2021-04-08 15:30:30,414.73700265800267,
2021-04-08 23:59:59,422.52877188716843,c
2021-04-09 00:00:00,408.3829384528233,
2021-04-09 10:00:00,387.14361835392856,
2021-04-09 10:30:00,380.5017494340839,
2021-04-09 12:00:00,398.97604303465823,
2021-04-09 13:30:00,380.10030361459576,
2021-04-09 15:00:00,379.9639494221228,
2021-04-09 15:30:30,379.9639494221228,
2021-04-09 23:59:59,389.426097309037,w
2021-04-12 00:00:00,398.28432546628187,
2021-04-12 10:00:00,331.8301646003008,
2021-04-12 10:30:00,311.6516592812043,
2021-04-12 12:00:00,326.361431234624,
2021-04-12 13:30:00,322.5274365636858,
2021-04-12 15:00:00,308.5346645294667,
2021-04-12 15:30:30,308.5346645294667,
2021-04-12 23:59:59,335.43199760055563,c
2021-04-13 00:00:00,312.4302769935264,
2021-04-13 10:00:00,300.5966009294725,
2021-04-13 10:30:00,328.1708709692348,
2021-04-13 12:00:00,329.28738461931675,
2021-04-13 13:30:00,333.0051233064096,
2021-04-13 15:00:00,376.8861962266592,
2021-04-13 15:30:30,376.8861962266592,
2021-04-13 23:59:59,421.3015466671818,c
2021-04-14 00:00:00,416.01193648940466,
2021-04-14 10:00:00,420.26329425314157,
2021-04-14 10:30:00,402.5509520668047,
2021-04-14 12:00:00,414.9130494603678,
2021-04-14 13:30:00,424.4493222852823,
2021-04-14 15:00:00,368.91330704123084,
2021-04-14 15:30:30,368.91330704123084,
2021-04-14 23:59:59,365.4384114324703,c
2021-04-15 00:00:00,373.42913154632174,
2021-04-15 10:00:00,324.6690307363899,
2021-04-15 10:30:00,328.16884995821374,
2021-04-15 12:00:00,332.3604484701127,
2021-04-15 13:30:00,290.35928895697407,
2021-04-15 15:00:00,316.16223548904895,
