date,EU_FTSEUK_MCX_2022_Q1,meta
2022-02-25 23:59:59,-1260.6155204472275,w
2022-02-28 00:00:00,-1168.8529314435928,
2022-02-28 03:30:00,-1011.0874998882878,
2022-02-28 04:00:00,-956.2254063799069,
2022-02-28 06:00:00,-952.3740188385186,
2022-02-28 08:00:00,-981.22244396421,
2022-02-28 10:30:00,-1068.9272908135135,
2022-02-28 11:00:00,-1067.5680026304772,
2022-02-28 23:59:59,-1060.652163352875,c
2022-03-01 00:00:00,-1022.0394764119746,
2022-03-01 03:30:00,-840.6829002986287,
2022-03-01 04:00:00,-651.4149477663577,
2022-03-01 06:00:00,-607.4016534322627,
2022-03-01 08:00:00,-539.1808316998226,
2022-03-01 10:30:00,-356.87867778437203,
2022-03-01 11:00:00,-336.8863576363815,
2022-03-01 23:59:59,-429.28234662063187,c
2022-03-02 00:00:00,-383.3719373717827,
2022-03-02 03:30:00,-338.914908169269,
2022-03-02 04:00:00,-345.8490519604147,
2022-03-02 06:00:00,-357.2223422303091,
2022-03-02 08:00:00,-209.241824646042,
2022-03-02 10:30:00,-89.71406871962381,
2022-03-02 11:00:00,-115.25260598370414,
2022-03-02 23:59:59,0.0,a
2022-03-03 00:00:00,14.694091007506358,
2022-03-03 03:30:00,58.67073284101434,
2022-03-03 04:00:00,61.693483027194816,
2022-03-03 06:00:00,64.85055677587161,
2022-03-03 08:00:00,112.25588979546364,
2022-03-03 10:30:00,74.33069271302202,
2022-03-03 11:00:00,58.040960907940644,
2022-03-03 23:59:59,100.29639430274119,c
2022-03-04 00:00:00,132.76956445530777,
2022-03-04 03:30:00,181.98409130669097,
2022-03-04 04:00:00,200.07515427067074,
2022-03-04 06:00:00,214.99382771613318,
2022-03-04 08:00:00,220.2319969915584,
2022-03-04 10:30:00,151.0042719169851,
2022-03-04 11:00:00,151.90538345689674,
2022-03-04 23:59:59,137.70239545386903,w
2022-03-07 00:00:00,167.8198411909425,
2022-03-07 03:30:00,274.2065760155465,
2022-03-07 04:00:00,318.8962527744038,
2022-03-07 06:00:00,171.5064881418648,
2022-03-07 08:00:00,191.93163133696862,
2022-03-07 10:30:00,183.3287098263695,
2022-03-07 11:00:00,185.11000251736596,
2022-03-07 23:59:59,198.79697943046267,c
2022-03-08 00:00:00,150.6326589043333,
2022-03-08 03:30:00,187.2067802094598,
2022-03-08 04:00:00,106.95228862112845,
2022-03-08 06:00:00,112.61044516643278,
2022-03-08 08:00:00,102.30221881111311,
2022-03-08 10:30:00,274.0520672817165,
2022-03-08 11:00:00,263.5009524102775,
2022-03-08 23:59:59,262.42718360474464,c
2022-03-09 00:00:00,289.411476847868,
2022-03-09 03:30:00,145.27294738618548,
2022-03-09 04:00:00,77.96870498570661,
2022-03-09 06:00:00,-6.779942762815153,
2022-03-09 08:00:00,-71.22430060745364,
2022-03-09 10:30:00,-57.66267642826415,
2022-03-09 11:00:00,-47.50621532172909,
2022-03-09 23:59:59,-111.14554826683661,c
2022-03-10 00:00:00,-97.47874192610425,
2022-03-10 03:30:00,-160.31038967348513,
2022-03-10 04:00:00,-195.41387385588723,
2022-03-10 06:00:00,-69.57264372699592,
2022-03-10 08:00:00,-96.35340170235668,
2022-03-10 10:30:00,-67.4120787064976,
2022-03-10 11:00:00,-61.470539745547285,
2022-03-10 23:59:59,-43.47908036638819,c
2022-03-11 00:00:00,-94.0262530382206,
2022-03-11 03:30:00,-99.28268724720556,
2022-03-11 04:00:00,-108.01341586324133,
2022-03-11 06:00:00,-98.35134287887377,
2022-03-11 08:00:00,-215.7392462606931,
2022-03-11 10:30:00,-188.82044368612014,
2022-03-11 11:00:00,-220.650075676283,
2022-03-11 23:59:59,-183.66705085252534,w
2022-03-14 00:00:00,-168.1265701185739,
2022-03-14 03:30:00,-168.1265701185739,
2022-03-14 04:00:00,-168.1265701185739,
2022-03-14 06:00:00,-299.35213054923133,
2022-03-14 08:00:00,-251.3734154667818,
2022-03-14 10:30:00,-305.5265064719629,
2022-03-14 11:00:00,-279.308854697214,
2022-03-14 23:59:59,-289.31946186743835,c
2022-03-15 00:00:00,-291.5426722064235,
2022-03-15 03:30:00,-291.5426722064235,
2022-03-15 04:00:00,-291.5426722064235,
2022-03-15 06:00:00,-235.23669248506576,
2022-03-15 08:00:00,-280.2024727599128,
2022-03-15 10:30:00,-229.4465705143307,
2022-03-15 11:00:00,-210.61243469202236,
2022-03-15 23:59:59,-212.99881427353557,c
2022-03-16 00:00:00,-189.1826199052698,
2022-03-16 03:30:00,-189.1826199052698,
2022-03-16 04:00:00,-189.1826199052698,
2022-03-16 06:00:00,-209.64618732263943,
2022-03-16 08:00:00,-218.36216723785856,
2022-03-16 10:30:00,-289.9593170917028,
2022-03-16 11:00:00,-277.34595763145626,
2022-03-16 23:59:59,-253.51710440617035,c
2022-03-17 00:00:00,-280.92940518375417,
2022-03-17 03:30:00,-280.92940518375417,
2022-03-17 04:00:00,-280.92940518375417,
2022-03-17 06:00:00,-244.12342451192762,
2022-03-17 08:00:00,-199.93552822056063,
2022-03-17 10:30:00,-233.77186377825637,
2022-03-17 11:00:00,-213.4071081633374,
2022-03-17 23:59:59,-208.72278855428885,c
2022-03-18 00:00:00,-230.78977340735582,
2022-03-18 03:30:00,-230.78977340735582,
2022-03-18 04:00:00,-230.78977340735582,
2022-03-18 06:00:00,-250.22039753287663,
2022-03-18 08:00:00,-231.8082721491146,
2022-03-18 10:30:00,-217.7818778356209,
2022-03-18 11:00:00,-156.5817893366243,
2022-03-18 23:59:59,-63.17349892710445,e
2022-03-21 00:00:00,-201.95405463352836,
2022-03-21 03:30:00,-201.95405463352836,
2022-03-21 04:00:00,-201.95405463352836,
2022-03-21 06:00:00,-91.73873655494572,
2022-03-21 08:00:00,-81.19877562203192,
2022-03-21 10:30:00,-4.561545187928459,
2022-03-21 11:00:00,-23.096180474479297,
2022-03-21 23:59:59,4.886667645133912,c
2022-03-22 00:00:00,-5.508074709375705,
2022-03-22 03:30:00,-5.508074709375705,
2022-03-22 04:00:00,-5.508074709375705,
2022-03-22 06:00:00,65.0930109999822,
2022-03-22 08:00:00,106.19820529426579,
2022-03-22 10:30:00,136.5317173988342,
2022-03-22 11:00:00,129.54938508834084,
2022-03-22 23:59:59,74.13374640581787,c
2022-03-23 00:00:00,18.902912156563616,
2022-03-23 03:30:00,18.902912156563616,
2022-03-23 04:00:00,18.902912156563616,
2022-03-23 06:00:00,116.71861919406138,
2022-03-23 08:00:00,110.23783260846722,
2022-03-23 10:30:00,101.7859380050395,
2022-03-23 11:00:00,116.77953247603273,
2022-03-23 23:59:59,145.96646985414236,c
2022-03-24 00:00:00,138.00951926892867,
2022-03-24 03:30:00,138.00951926892867,
2022-03-24 04:00:00,138.00951926892867,
2022-03-24 06:00:00,128.15809689709295,
2022-03-24 08:00:00,128.3107318780594,
2022-03-24 10:30:00,96.9963489644042,
2022-03-24 11:00:00,145.00769980837458,
2022-03-24 23:59:59,117.7722614132208,c
2022-03-25 00:00:00,149.10217542901773,
2022-03-25 03:30:00,149.10217542901773,
2022-03-25 04:00:00,149.10217542901773,
2022-03-25 06:00:00,94.77496803987606,
2022-03-25 08:00:00,71.89017234147695,
2022-03-25 10:30:00,76.26467654080079,
2022-03-25 11:00:00,91.17163409562227,
2022-03-25 23:59:59,102.52893870646085,w
2022-03-28 00:00:00,46.3468492207503,
2022-03-28 03:30:00,59.272599407481266,
2022-03-28 04:00:00,121.823221725866,
2022-03-28 06:00:00,74.65707615639576,
2022-03-28 08:00:00,-17.386444610957824,
2022-03-28 10:30:00,-37.61937327883834,
2022-03-28 11:00:00,-58.40717786224468,
2022-03-28 23:59:59,-59.356354205594926,c
2022-03-29 00:00:00,-47.558257968113594,
2022-03-29 03:30:00,-69.5616593600962,
2022-03-29 04:00:00,-144.0785347213009,
2022-03-29 06:00:00,-195.40240881669388,
2022-03-29 08:00:00,-132.83895986907464,
2022-03-29 10:30:00,-220.04541169911136,
2022-03-29 11:00:00,-288.700863972364,
2022-03-29 23:59:59,-360.1292969437186,c
2022-03-30 00:00:00,-328.44199128285845,
2022-03-30 03:30:00,-243.11468766103462,
2022-03-30 04:00:00,-270.02711257461215,
2022-03-30 06:00:00,-248.8144182711767,
2022-03-30 08:00:00,-228.59746398654534,
2022-03-30 10:30:00,-219.95429985604142,
2022-03-30 11:00:00,-185.6915914801716,
2022-03-30 23:59:59,-174.16789601601386,c
2022-03-31 00:00:00,-223.14681775782492,
2022-03-31 03:30:00,-246.13438370315407,
2022-03-31 04:00:00,-226.05024161079928,
2022-03-31 06:00:00,-160.34438902649254,
2022-03-31 08:00:00,-196.48479026454515,
2022-03-31 10:30:00,-114.2389796491725,
2022-03-31 11:00:00,-121.86709106830085,
2022-03-31 23:59:59,-141.49970479198964,c
2022-04-01 00:00:00,-58.714493738742476,
2022-04-01 03:30:00,-149.4757596114996,
2022-04-01 04:00:00,-143.1600577367276,
2022-04-01 06:00:00,-127.41523363526812,
2022-04-01 08:00:00,-137.35139793867847,
2022-04-01 10:30:00,-150.35823231908807,
2022-04-01 11:00:00,-93.79097970961448,
2022-04-01 23:59:59,-47.10934966237937,w
