date,FTSE_US_2020_Q4,meta
2020-10-09 00:00:00,283.49119871031235,
2020-10-09 10:00:00,306.8474409470085,
2020-10-09 10:30:00,298.2556333222652,
2020-10-09 12:00:00,286.38849429072957,
2020-10-09 13:30:00,304.58585939913496,
2020-10-09 15:00:00,314.6665453779964,
2020-10-09 15:30:30,314.6665453779964,
2020-10-09 23:59:59,308.9659841302247,w
2020-10-12 00:00:00,297.3784550956533,
2020-10-12 10:00:00,278.22305599562924,
2020-10-12 10:30:00,279.22731139408006,
2020-10-12 12:00:00,255.4889893838897,
2020-10-12 13:30:00,242.90843982039178,
2020-10-12 15:00:00,246.48840780275054,
2020-10-12 15:30:30,246.48840780275054,
2020-10-12 23:59:59,256.3280530715458,c
2020-10-13 00:00:00,241.00890186427682,
2020-10-13 10:00:00,268.66524563732264,
2020-10-13 10:30:00,291.47728465086936,
2020-10-13 12:00:00,307.81659598032786,
2020-10-13 13:30:00,313.7297837534809,
2020-10-13 15:00:00,323.50058989763056,
2020-10-13 15:30:30,323.50058989763056,
2020-10-13 23:59:59,323.519256804797,c
2020-10-14 00:00:00,311.40515566786667,
2020-10-14 10:00:00,294.57827549153774,
2020-10-14 10:30:00,285.84383889803416,
2020-10-14 12:00:00,289.7900746892276,
2020-10-14 13:30:00,282.3332797897517,
2020-10-14 15:00:00,291.91069726417163,
2020-10-14 15:30:30,291.91069726417163,
2020-10-14 23:59:59,296.3472655349941,c
2020-10-15 00:00:00,288.54158926378557,
2020-10-15 10:00:00,279.70309866707044,
2020-10-15 10:30:00,280.55648779805097,
2020-10-15 12:00:00,294.08544774763186,
2020-10-15 13:30:00,276.4161278206061,
2020-10-15 15:00:00,285.7339288359607,
2020-10-15 15:30:30,285.7339288359607,
2020-10-15 23:59:59,285.4641108713648,c
2020-10-16 00:00:00,313.54490805954595,
2020-10-16 10:00:00,301.49795755493574,
2020-10-16 10:30:00,279.43921637723815,
2020-10-16 12:00:00,246.41434619287156,
2020-10-16 13:30:00,258.7904398967155,
2020-10-16 15:00:00,249.28325122058231,
2020-10-16 15:30:30,249.28325122058231,
2020-10-16 23:59:59,250.0158738719399,w
2020-10-19 00:00:00,255.23851179658504,
2020-10-19 10:00:00,257.757224692323,
2020-10-19 10:30:00,281.42815210829554,
2020-10-19 12:00:00,307.32047574938997,
2020-10-19 13:30:00,300.8756828997565,
2020-10-19 15:00:00,296.25608814604846,
2020-10-19 15:30:30,296.25608814604846,
2020-10-19 23:59:59,288.82838540785633,c
2020-10-20 00:00:00,295.3809351784056,
2020-10-20 10:00:00,289.36200113780023,
2020-10-20 10:30:00,278.12109954112225,
2020-10-20 12:00:00,302.98842332782567,
2020-10-20 13:30:00,270.26635097344,
2020-10-20 15:00:00,278.72462292301475,
2020-10-20 15:30:30,278.72462292301475,
2020-10-20 23:59:59,280.0368663906297,c
2020-10-21 00:00:00,296.36855445437607,
2020-10-21 10:00:00,250.9734501392811,
2020-10-21 10:30:00,239.45713642806777,
2020-10-21 12:00:00,200.59013416182574,
2020-10-21 13:30:00,187.3520388149111,
2020-10-21 15:00:00,185.63666237590724,
2020-10-21 15:30:30,185.63666237590724,
2020-10-21 23:59:59,182.39143981974144,c
2020-10-22 00:00:00,181.5606722015043,
2020-10-22 10:00:00,183.56581685726337,
2020-10-22 10:30:00,169.43801030641703,
2020-10-22 12:00:00,142.7104536138072,
2020-10-22 13:30:00,127.6662156632483,
2020-10-22 15:00:00,128.99077126736802,
2020-10-22 15:30:30,128.99077126736802,
2020-10-22 23:59:59,117.27158373074963,c
2020-10-23 00:00:00,204.5793797944766,
2020-10-23 10:00:00,188.47013125075227,
2020-10-23 10:30:00,198.734529844412,
2020-10-23 12:00:00,199.84538243046313,
2020-10-23 13:30:00,206.66084310759197,
2020-10-23 15:00:00,205.71115165894435,
2020-10-23 15:30:30,205.71115165894435,
2020-10-23 23:59:59,208.5189004635638,w
2020-10-26 00:00:00,247.8016626545725,
2020-10-26 10:00:00,270.3850410547477,
2020-10-26 10:30:00,249.6571155066447,
2020-10-26 12:00:00,257.7268641779435,
2020-10-26 13:30:00,245.31950052564912,
2020-10-26 15:00:00,253.6742678538617,
2020-10-26 15:30:30,253.6742678538617,
2020-10-26 23:59:59,256.1815576955387,c
2020-10-27 00:00:00,293.6684799876342,
2020-10-27 10:00:00,309.7847747323731,
2020-10-27 10:30:00,297.67015336756367,
2020-10-27 12:00:00,295.40700306896395,
2020-10-27 13:30:00,282.8404619506384,
2020-10-27 15:00:00,289.97473066740054,
2020-10-27 15:30:30,289.97473066740054,
