date,FT_FAM_2023_Q1,meta
2023-02-17 00:00:00,474.28077445093044,
2023-02-17 10:00:00,406.009791782543,
2023-02-17 10:30:00,433.2108153107743,
2023-02-17 12:00:00,412.340106952188,
2023-02-17 13:30:00,402.397273473642,
2023-02-17 15:00:00,415.9408387686487,
2023-02-17 15:30:30,415.9408387686487,
2023-02-17 23:59:59,414.88695637555264,w
2023-02-20 00:00:00,414.88695637555264,
2023-02-20 10:00:00,414.88695637555264,
2023-02-20 10:30:00,414.88695637555264,
2023-02-20 12:00:00,414.88695637555264,
2023-02-20 13:30:00,414.88695637555264,
2023-02-20 15:00:00,414.88695637555264,
2023-02-20 15:30:30,414.88695637555264,
2023-02-20 23:59:59,414.88695637555264,c
2023-02-21 00:00:00,369.75791750892347,
2023-02-21 10:00:00,335.10090339479433,
2023-02-21 10:30:00,297.58640472442704,
2023-02-21 12:00:00,279.2536235383638,
2023-02-21 13:30:00,245.64808077188724,
2023-02-21 15:00:00,244.84482946243673,
2023-02-21 15:30:30,244.84482946243673,
2023-02-21 23:59:59,250.39648508690635,c
2023-02-22 00:00:00,225.7307245763222,
2023-02-22 10:00:00,212.39925918923797,
2023-02-22 10:30:00,198.54874738739989,
2023-02-22 12:00:00,225.49749678506726,
2023-02-22 13:30:00,253.34507755538334,
2023-02-22 15:00:00,221.83602782429114,
2023-02-22 15:30:30,221.83602782429114,
2023-02-22 23:59:59,259.946706665255,c
2023-02-23 00:00:00,302.8382823767554,
2023-02-23 10:00:00,319.6804057497582,
2023-02-23 10:30:00,311.17263815964776,
2023-02-23 12:00:00,264.3163750597162,
2023-02-23 13:30:00,299.95996875478284,
2023-02-23 15:00:00,323.0030401401579,
2023-02-23 15:30:30,323.0030401401579,
2023-02-23 23:59:59,333.0700306108134,c
2023-02-24 00:00:00,330.22061462621593,
2023-02-24 10:00:00,377.6921825447805,
2023-02-24 10:30:00,365.5919023890519,
2023-02-24 12:00:00,420.7842033403792,
2023-02-24 13:30:00,399.12607922450553,
2023-02-24 15:00:00,433.1114597925744,
2023-02-24 15:30:30,433.1114597925744,
2023-02-24 23:59:59,451.72132323494264,w
2023-02-27 00:00:00,449.33882478880577,
2023-02-27 10:00:00,414.6796199790427,
2023-02-27 10:30:00,417.20128122520106,
2023-02-27 12:00:00,421.4086461724083,
2023-02-27 13:30:00,381.7806228968742,
2023-02-27 15:00:00,369.8964295917681,
2023-02-27 15:30:30,369.8964295917681,
2023-02-27 23:59:59,377.7873261361953,c
2023-02-28 00:00:00,392.54072181155396,
2023-02-28 10:00:00,365.95720858369674,
2023-02-28 10:30:00,405.9446559954908,
2023-02-28 12:00:00,380.0510059386315,
2023-02-28 13:30:00,410.1396002568037,
2023-02-28 15:00:00,398.5750447835516,
2023-02-28 15:30:30,398.5750447835516,s
2023-02-28 23:59:59,387.9927514976517,c
2023-03-01 00:00:00,393.7419128387664,
2023-03-01 10:00:00,380.86556654429114,
2023-03-01 10:30:00,363.59837392527686,
2023-03-01 12:00:00,363.9561417715922,
2023-03-01 13:30:00,361.2747843200463,
2023-03-01 15:00:00,372.44691197966307,
2023-03-01 15:30:30,372.44691197966307,
2023-03-01 23:59:59,380.8360832972707,c
2023-03-02 00:00:00,257.78436528335396,
2023-03-02 10:00:00,288.09420929742697,
2023-03-02 10:30:00,280.59725279913016,
2023-03-02 12:00:00,310.67072313982464,
2023-03-02 13:30:00,322.16393307743294,
2023-03-02 15:00:00,333.6346995820154,
2023-03-02 15:30:30,333.6346995820154,
2023-03-02 23:59:59,307.6658406742569,c
2023-03-03 00:00:00,309.5300278897441,
2023-03-03 10:00:00,326.5456584761906,
2023-03-03 10:30:00,327.78032640389983,
2023-03-03 12:00:00,339.07036973404854,
2023-03-03 13:30:00,372.8190642807345,
2023-03-03 15:00:00,388.7171340725245,
2023-03-03 15:30:30,388.7171340725245,
2023-03-03 23:59:59,384.75764947217573,w
2023-03-06 00:00:00,341.55511326423914,
2023-03-06 10:00:00,339.03833584019804,
2023-03-06 10:30:00,331.9264121984256,
2023-03-06 12:00:00,350.10625204747555,
2023-03-06 13:30:00,334.99889692770046,
2023-03-06 15:00:00,338.2233149041921,
2023-03-06 15:30:30,338.2233149041921,
2023-03-06 23:59:59,303.3687634256325,c
2023-03-07 00:00:00,313.0152898992294,
2023-03-07 10:00:00,349.46369466900103,
2023-03-07 10:30:00,320.38204182768163,
2023-03-07 12:00:00,325.3587088236686,
2023-03-07 13:30:00,334.43546222686257,
2023-03-07 15:00:00,303.617467642184,
2023-03-07 15:30:30,303.617467642184,
2023-03-07 23:59:59,295.6203016444306,c
2023-03-08 00:00:00,257.1173098436373,
