date,AS_MSCI_EM_MIG_2021_Q4,meta
2021-10-19 23:59:59,47.99851403122648,c
2021-10-20 00:00:00,36.88403516357812,
2021-10-20 01:00:00,9.804603137241884,
2021-10-20 02:30:00,9.804603137241884,
2021-10-20 03:00:00,9.804603137241884,
2021-10-20 18:30:00,9.804603137241884,
2021-10-20 20:00:00,9.804603137241884,
2021-10-20 23:00:00,57.677374880638126,
2021-10-20 23:59:59,37.160789468101484,c
2021-10-21 00:00:00,79.830688578631,
2021-10-21 01:00:00,105.37920117881276,
2021-10-21 02:30:00,105.37920117881276,
2021-10-21 03:00:00,105.37920117881276,
2021-10-21 18:30:00,105.37920117881276,
2021-10-21 20:00:00,105.37920117881276,
2021-10-21 23:00:00,76.59591035259973,
2021-10-21 23:59:59,53.72458347391239,c
2021-10-22 00:00:00,55.453479845496986,
2021-10-22 01:00:00,20.445986069138144,
2021-10-22 02:30:00,20.445986069138144,
2021-10-22 03:00:00,20.445986069138144,
2021-10-22 18:30:00,20.445986069138144,
2021-10-22 20:00:00,20.445986069138144,
2021-10-22 23:00:00,20.445986069138144,
2021-10-22 23:59:59,4.6561367594117655,w
2021-10-25 00:00:00,-110.75860134699224,
2021-10-25 01:00:00,-108.08545550451981,
2021-10-25 02:30:00,-108.08545550451981,
2021-10-25 03:00:00,-108.08545550451981,
2021-10-25 18:30:00,-108.08545550451981,
2021-10-25 20:00:00,-108.08545550451981,
2021-10-25 23:00:00,-190.20278666658805,
2021-10-25 23:59:59,-147.8647698493014,c
2021-10-26 00:00:00,-118.4577296448374,
2021-10-26 01:00:00,-150.05491364001819,
2021-10-26 02:30:00,-150.05491364001819,
2021-10-26 03:00:00,-150.05491364001819,
2021-10-26 18:30:00,-150.05491364001819,
2021-10-26 20:00:00,-150.05491364001819,
2021-10-26 23:00:00,-21.327174071117042,
2021-10-26 23:59:59,-48.11794354238464,c
2021-10-27 00:00:00,-51.33690162871699,
2021-10-27 01:00:00,-21.914832892493905,
2021-10-27 02:30:00,-21.914832892493905,
2021-10-27 03:00:00,-21.914832892493905,
2021-10-27 18:30:00,-21.914832892493905,
2021-10-27 20:00:00,-21.914832892493905,
2021-10-27 23:00:00,-142.90118056464235,
2021-10-27 23:59:59,-132.03650218848225,c
2021-10-28 00:00:00,-143.14891793433753,
2021-10-28 01:00:00,-149.91453014972421,
2021-10-28 02:30:00,-149.91453014972421,
2021-10-28 03:00:00,-149.91453014972421,
2021-10-28 18:30:00,-149.91453014972421,
2021-10-28 20:00:00,-149.91453014972421,
2021-10-28 23:00:00,-98.5438844583764,
2021-10-28 23:59:59,-116.28335097615673,c
2021-10-29 00:00:00,-122.27386786231637,
2021-10-29 01:00:00,-123.68105254926468,
2021-10-29 02:30:00,-123.68105254926468,
2021-10-29 03:00:00,-123.68105254926468,
2021-10-29 18:30:00,-123.68105254926468,
2021-10-29 20:00:00,-123.68105254926468,
2021-10-29 23:00:00,-123.68105254926468,
2021-10-29 23:59:59,-144.05487482696162,w
2021-11-01 00:00:00,-134.53423766907372,
2021-11-01 01:00:00,-103.91156429889634,
2021-11-01 02:30:00,-103.91156429889634,
2021-11-01 03:00:00,-103.91156429889634,
2021-11-01 18:30:00,-103.91156429889634,
2021-11-01 20:00:00,-103.91156429889634,
2021-11-01 23:00:00,-68.97438635591607,
2021-11-01 23:59:59,-103.75190612212737,c
2021-11-02 00:00:00,-70.86859357020921,
2021-11-02 01:00:00,-65.65231347230656,
2021-11-02 02:30:00,-65.65231347230656,
2021-11-02 03:00:00,-65.65231347230656,
2021-11-02 18:30:00,-65.65231347230656,
2021-11-02 20:00:00,-65.65231347230656,
2021-11-02 23:00:00,-216.59401197061925,
2021-11-02 23:59:59,-206.03743168441224,c
2021-11-03 00:00:00,-206.396821742695,
2021-11-03 01:00:00,-181.3700375399012,
2021-11-03 02:30:00,-181.3700375399012,
2021-11-03 03:00:00,-181.3700375399012,
2021-11-03 18:30:00,-181.3700375399012,
2021-11-03 20:00:00,-181.3700375399012,
2021-11-03 23:00:00,-112.24331461825977,
2021-11-03 23:59:59,-114.04975239001806,c
2021-11-04 00:00:00,-96.06727379899394,
2021-11-04 01:00:00,-88.00131347117667,
2021-11-04 02:30:00,-88.00131347117667,
2021-11-04 03:00:00,-88.00131347117667,
2021-11-04 18:30:00,-88.00131347117667,
2021-11-04 20:00:00,-88.00131347117667,
2021-11-04 23:00:00,63.39299319889096,
2021-11-04 23:59:59,28.99829960910165,c
2021-11-05 00:00:00,58.20572782580348,
2021-11-05 01:00:00,62.101139541641714,
2021-11-05 02:30:00,62.101139541641714,
2021-11-05 03:00:00,62.101139541641714,
2021-11-05 18:30:00,62.101139541641714,
2021-11-05 20:00:00,62.101139541641714,
2021-11-05 23:00:00,62.101139541641714,
2021-11-05 23:59:59,56.805714305131914,w
2021-11-08 00:00:00,47.74299756936989,
2021-11-08 01:00:00,32.34016420685566,
2021-11-08 02:30:00,32.34016420685566,
2021-11-08 03:00:00,32.34016420685566,
2021-11-08 18:30:00,32.34016420685566,
2021-11-08 20:00:00,46.15636838851469,
2021-11-08 23:00:00,87.38754632070322,
2021-11-08 23:59:59,122.43639742740334,c
2021-11-09 00:00:00,161.33663437478208,
2021-11-09 01:00:00,123.8322351196698,
2021-11-09 02:30:00,123.8322351196698,
2021-11-09 03:00:00,123.8322351196698,
2021-11-09 18:30:00,123.8322351196698,
2021-11-09 20:00:00,87.17000166320167,
2021-11-09 23:00:00,-53.08417059994963,
2021-11-09 23:59:59,-41.873518719688946,c
2021-11-10 00:00:00,-43.71386231426095,
2021-11-10 01:00:00,-17.438990432992796,
2021-11-10 02:30:00,-17.438990432992796,
2021-11-10 03:00:00,-17.438990432992796,
2021-11-10 18:30:00,-17.438990432992796,
2021-11-10 20:00:00,-1.7362560592077898,
2021-11-10 23:00:00,72.06471377068556,
2021-11-10 23:59:59,65.49889019234797,c
2021-11-11 00:00:00,60.494642347405716,
2021-11-11 01:00:00,89.73617145312619,
2021-11-11 02:30:00,89.73617145312619,
2021-11-11 03:00:00,89.73617145312619,
2021-11-11 18:30:00,89.73617145312619,
2021-11-11 20:00:00,16.853457605364838,
2021-11-11 23:00:00,-7.60868679076475,
2021-11-11 23:59:59,0.0,a
2021-11-12 00:00:00,17.61702306245661,
2021-11-12 01:00:00,-23.69799812451447,
2021-11-12 02:30:00,-23.69799812451447,
2021-11-12 03:00:00,-23.69799812451447,
2021-11-12 18:30:00,-23.69799812451447,
2021-11-12 20:00:00,-23.69799812451447,
2021-11-12 23:00:00,-23.69799812451447,
2021-11-12 23:59:59,-27.428851007474805,w
2021-11-15 00:00:00,-8.86731036997935,
2021-11-15 01:00:00,-17.61197600821106,
2021-11-15 02:30:00,-17.61197600821106,
2021-11-15 03:00:00,-17.61197600821106,
2021-11-15 18:30:00,-17.61197600821106,
2021-11-15 20:00:00,41.48924895090704,
2021-11-15 23:00:00,147.937448871166,
2021-11-15 23:59:59,151.94804183981114,c
2021-11-16 00:00:00,161.91478742978597,
2021-11-16 01:00:00,183.68536777315694,
2021-11-16 02:30:00,183.68536777315694,
2021-11-16 03:00:00,183.68536777315694,
2021-11-16 18:30:00,183.68536777315694,
2021-11-16 20:00:00,192.8166896887774,
2021-11-16 23:00:00,83.58664304348804,
2021-11-16 23:59:59,58.584902939038784,c
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
0,58.584902939038784,
2021-11-17 00:00:00,67.01145351765308,
2021-11-17 01:00:00,76.28689994103024,
2021-11-17 02:30:00,76.28689994103024,
2021-11-17 03:00:00,76.28689994103024,
2021-11-17 18:30:00,76.28689994103024,
2021-11-17 20:00:00,76.28689994103024,
2021-11-17 23:00:00,259.58250702362466,
2021-11-17 23:59:59,226.97208162394236,c
2021-11-18 00:00:00,246.13124374671224,
2021-11-18 01:00:00,234.09515593215338,
2021-11-18 02:30:00,234.09515593215338,
2021-11-18 03:00:00,234.09515593215338,
2021-11-18 18:30:00,234.09515593215338,
2021-11-18 20:00:00,211.31296993964588,
2021-11-18 23:00:00,179.0634172205423,
2021-11-18 23:59:59,182.81399871294116,c
2021-11-19 00:00:00,181.63592753939884,
2021-11-19 01:00:00,161.1244960156564,
2021-11-19 02:30:00,161.1244960156564,
2021-11-19 03:00:00,161.1244960156564,
2021-11-19 18:30:00,161.1244960156564,
2021-11-19 20:00:00,161.1244960156564,
2021-11-19 23:00:00,161.1244960156564,
2021-11-19 23:59:59,164.2011964261419,w
2021-11-22 00:00:00,101.82850439814274,
2021-11-22 01:00:00,124.75403025312653,
2021-11-22 02:30:00,124.75403025312653,
2021-11-22 03:00:00,124.75403025312653,
2021-11-22 18:30:00,124.75403025312653,
2021-11-22 20:00:00,133.9696914666133,
2021-11-22 23:00:00,12.940163838899934,
2021-11-22 23:59:59,25.9605947405189,c
2021-11-23 00:00:00,30.720940990852796,
2021-11-23 01:00:00,0.827619236483315,
2021-11-23 02:30:00,0.827619236483315,
2021-11-23 03:00:00,0.827619236483315,
2021-11-23 18:30:00,0.827619236483315,
2021-11-23 20:00:00,42.528722141260005,
2021-11-23 23:00:00,-41.06515037933423,
2021-11-23 23:59:59,-59.92859483199254,c
2021-11-24 00:00:00,-44.764573924793694,
2021-11-24 01:00:00,-65.02304750449457,
2021-11-24 02:30:00,-65.02304750449457,
2021-11-24 03:00:00,-65.02304750449457,
2021-11-24 18:30:00,-65.02304750449457,
2021-11-24 20:00:00,-35.723916402805116,
2021-11-24 23:00:00,-17.045392292388442,
2021-11-24 23:59:59,-31.77446744430108,c
2021-11-25 00:00:00,-52.19458192619368,
2021-11-25 01:00:00,-73.18306217344343,
2021-11-25 02:30:00,-73.18306217344343,
2021-11-25 03:00:00,-73.18306217344343,
2021-11-25 18:30:00,-73.18306217344343,
2021-11-25 20:00:00,-16.239902628763957,
2021-11-25 23:00:00,-75.43787635385934,
2021-11-25 23:59:59,-81.3196295112075,c
2021-11-26 00:00:00,-86.41119056966227,
2021-11-26 01:00:00,-48.760958462669805,
2021-11-26 02:30:00,-48.760958462669805,
2021-11-26 03:00:00,-48.760958462669805,
2021-11-26 18:30:00,-48.760958462669805,
2021-11-26 20:00:00,-48.760958462669805,
2021-11-26 23:00:00,-48.760958462669805,
2021-11-26 23:59:59,-51.591843589417294,w
2021-11-29 00:00:00,71.55038451821792,
2021-11-29 01:00:00,69.43482263145506,
2021-11-29 02:30:00,69.43482263145506,
2021-11-29 03:00:00,69.43482263145506,
2021-11-29 18:30:00,69.43482263145506,
2021-11-29 20:00:00,14.98655524914193,
2021-11-29 23:00:00,47.53097468738861,
2021-11-29 23:59:59,113.70455180702493,c
2021-11-30 00:00:00,152.68017644875044,
2021-11-30 01:00:00,14.502713836925068,
2021-11-30 02:30:00,14.502713836925068,
2021-11-30 03:00:00,14.502713836925068,
2021-11-30 18:30:00,14.502713836925068,
2021-11-30 20:00:00,-78.48359069350272,
2021-11-30 23:00:00,-183.1686632255837,
2021-11-30 23:59:59,-162.6020598616351,e
2021-12-01 00:00:00,-136.9674323795216,
2021-12-01 01:00:00,-156.16748984450533,
2021-12-01 02:30:00,-156.16748984450533,
2021-12-01 03:00:00,-156.16748984450533,
2021-12-01 18:30:00,-156.16748984450533,
2021-12-01 20:00:00,-226.16429659644427,
2021-12-01 23:00:00,-353.26883810464096,
2021-12-01 23:59:59,-351.55619039355224,c
2021-12-02 00:00:00,-361.621997515379,
2021-12-02 01:00:00,-293.0203650387043,
2021-12-02 02:30:00,-293.0203650387043,
2021-12-02 03:00:00,-293.0203650387043,
2021-12-02 18:30:00,-293.0203650387043,
2021-12-02 20:00:00,-236.43412841276813,
2021-12-02 23:00:00,-309.38298436839887,
2021-12-02 23:59:59,-328.3551876499141,c
2021-12-03 00:00:00,-321.7317169338139,
2021-12-03 01:00:00,-358.81884004110725,
2021-12-03 02:30:00,-358.81884004110725,
2021-12-03 03:00:00,-358.81884004110725,
2021-12-03 18:30:00,-358.81884004110725,
2021-12-03 20:00:00,-358.81884004110725,
2021-12-03 23:00:00,-358.81884004110725,
2021-12-03 23:59:59,-343.2827839024999,w
2021-12-06 00:00:00,-389.631032313725,
2021-12-06 01:00:00,-384.3370619643888,
2021-12-06 02:30:00,-384.3370619643888,
2021-12-06 03:00:00,-384.3370619643888,
2021-12-06 18:30:00,-384.3370619643888,
2021-12-06 20:00:00,-392.1437617867691,
2021-12-06 23:00:00,-513.233590111613,
2021-12-06 23:59:59,-545.7802359841553,c
2021-12-07 00:00:00,-555.5505166392877,
2021-12-07 01:00:00,-528.2427952148228,
2021-12-07 02:30:00,-528.2427952148228,
2021-12-07 03:00:00,-528.2427952148228,
2021-12-07 18:30:00,-528.2427952148228,
2021-12-07 20:00:00,-530.1960622479214,
2021-12-07 23:00:00,-536.5395152698088,
2021-12-07 23:59:59,-514.7134878272554,c
2021-12-08 00:00:00,-470.8214268218326,
2021-12-08 01:00:00,-499.39302716612474,
2021-12-08 02:30:00,-499.39302716612474,
2021-12-08 03:00:00,-499.39302716612474,
2021-12-08 18:30:00,-499.39302716612474,
2021-12-08 20:00:00,-500.01273538503574,
2021-12-08 23:00:00,-595.228155370779,
2021-12-08 23:59:59,-593.8196699184646,c
2021-12-09 00:00:00,-567.249347850589,
2021-12-09 01:00:00,-545.0594450060876,
2021-12-09 02:30:00,-545.0594450060876,
2021-12-09 03:00:00,-545.0594450060876,
2021-12-09 18:30:00,-545.0594450060876,
2021-12-09 20:00:00,-526.3185543401032,
2021-12-09 23:00:00,-598.9622338687927,
2021-12-09 23:59:59,-591.3165415393019,c
2021-12-10 00:00:00,-606.914635662954,
2021-12-10 01:00:00,-623.3558011834461,
2021-12-10 02:30:00,-623.3558011834461,
2021-12-10 03:00:00,-623.3558011834461,
2021-12-10 18:30:00,-623.3558011834461,
2021-12-10 20:00:00,-623.3558011834461,
2021-12-10 23:00:00,-623.3558011834461,
2021-12-10 23:59:59,-629.0272280579784,w
2021-12-13 00:00:00,-604.3877492614924,
2021-12-13 01:00:00,-611.5506922680765,
2021-12-13 02:30:00,-611.5506922680765,
2021-12-13 03:00:00,-611.5506922680765,
2021-12-13 18:30:00,-611.5506922680765,
2021-12-13 20:00:00,-617.8135421772045,
2021-12-13 23:00:00,-698.460392211934,
2021-12-13 23:59:59,-697.4485485976816,c
2021-12-14 00:00:00,-685.1693876286522,
2021-12-14 01:00:00,-673.6048985473672,
2021-12-14 02:30:00,-673.6048985473672,
2021-12-14 03:00:00,-673.6048985473672,
2021-12-14 18:30:00,-673.6048985473672,
2021-12-14 20:00:00,-682.3138457431355,
2021-12-14 23:00:00,-584.7933458750381,
2021-12-14 23:59:59,-587.0507530936493,c
2021-12-15 00:00:00,-609.0343732140909,
2021-12-15 01:00:00,-605.4058729459039,
2021-12-15 02:30:00,-605.4058729459039,
2021-12-15 03:00:00,-605.4058729459039,
2021-12-15 18:30:00,-605.4058729459039,
2021-12-15 20:00:00,-567.7546347222788,
2021-12-15 23:00:00,-466.7002070398289,
2021-12-15 23:59:59,-469.958432728929,c
2021-12-16 00:00:00,-442.7101682250518,
2021-12-16 01:00:00,-439.49868040905903,
2021-12-16 02:30:00,-439.49868040905903,
2021-12-16 03:00:00,-439.49868040905903,
2021-12-16 18:30:00,-439.49868040905903,
2021-12-16 20:00:00,-433.7621154195722,
2021-12-16 23:00:00,-396.2735835214039,
2021-12-16 23:59:59,-392.14463729105546,c
2021-12-17 00:00:00,-408.38248509556297,
2021-12-17 01:00:00,-417.9561613177784,
2021-12-17 02:30:00,-417.9561613177784,
2021-12-17 03:00:00,-417.9561613177784,
2021-12-17 18:30:00,-417.9561613177784,
2021-12-17 20:00:00,-417.9561613177784,
2021-12-17 23:00:00,-417.9561613177784,
2021-12-17 23:59:59,-408.9279761439352,w
2021-12-20 00:00:00,-520.8017055035275,
2021-12-20 01:00:00,-532.9149731545463,
2021-12-20 02:30:00,-532.9149731545463,
2021-12-20 03:00:00,-532.9149731545463,
2021-12-20 18:30:00,-532.9149731545463,
2021-12-20 20:00:00,-577.3799031437802,
2021-12-20 23:00:00,-464.69351427535867,
2021-12-20 23:59:59,-456.27972000909995,c
2021-12-21 00:00:00,-453.7181998476076,
2021-12-21 01:00:00,-463.6562933052878,
2021-12-21 02:30:00,-463.6562933052878,
2021-12-21 03:00:00,-463.6562933052878,
2021-12-21 18:30:00,-463.6562933052878,
2021-12-21 20:00:00,-440.40353461384757,
2021-12-21 23:00:00,-391.68333927718777,
2021-12-21 23:59:59,-381.9783242170611,c
2021-12-22 00:00:00,-366.4868402763118,
2021-12-22 01:00:00,-354.890526524448,
2021-12-22 02:30:00,-354.890526524448,
2021-12-22 03:00:00,-354.890526524448,
2021-12-22 18:30:00,-354.890526524448,
2021-12-22 20:00:00,-367.38296546885886,
2021-12-22 23:00:00,-427.18351026360915,
2021-12-22 23:59:59,-414.60342206321275,c
2021-12-23 00:00:00,-399.904222661964,
2021-12-23 01:00:00,-375.8992170508968,
2021-12-23 02:30:00,-375.8992170508968,
2021-12-23 03:00:00,-375.8992170508968,
2021-12-23 18:30:00,-375.8992170508968,
2021-12-23 20:00:00,-372.24342735308437,
2021-12-23 23:00:00,-380.2575563216392,
2021-12-23 23:59:59,-381.33443174841887,c
2021-12-24 00:00:00,-363.8397402333326,
2021-12-24 01:00:00,-370.55484910679525,
2021-12-24 02:30:00,-370.55484910679525,
2021-12-24 03:00:00,-370.55484910679525,
2021-12-24 18:30:00,-370.55484910679525,
2021-12-24 20:00:00,-370.55484910679525,
2021-12-24 23:00:00,-370.55484910679525,
2021-12-24 23:59:59,-372.93780365738485,w
2021-12-27 00:00:00,-403.6817743334641,
2021-12-27 01:00:00,-411.4380507980618,
2021-12-27 02:30:00,-411.4380507980618,
2021-12-27 03:00:00,-411.4380507980618,
2021-12-27 18:30:00,-411.4380507980618,
2021-12-27 20:00:00,-371.504187782436,
2021-12-27 23:00:00,-365.5524412109153,
2021-12-27 23:59:59,-354.74123383108144,c
2021-12-28 00:00:00,-332.45461872612714,
2021-12-28 01:00:00,-346.82371806478704,
2021-12-28 02:30:00,-346.82371806478704,
2021-12-28 03:00:00,-346.82371806478704,
2021-12-28 18:30:00,-346.82371806478704,
2021-12-28 20:00:00,-346.82371806478704,
2021-12-28 23:00:00,-346.82371806478704,
2021-12-28 23:59:59,-347.0652434953654,c
