date,FBT_2022_Q4,meta
2022-10-05 00:00:00,256.6189259058782,
2022-10-05 10:00:00,270.05356012515006,
2022-10-05 10:30:00,260.26581094752487,
2022-10-05 12:00:00,253.9314134011041,
2022-10-05 13:30:00,263.38889851711485,
2022-10-05 15:00:00,259.30019362179667,
2022-10-05 15:30:30,259.30019362179667,
2022-10-05 23:59:59,236.3144925518811,c
2022-10-06 00:00:00,237.91849964026832,
2022-10-06 10:00:00,166.2289220812817,
2022-10-06 10:30:00,164.2826584893393,
2022-10-06 12:00:00,171.41596949596422,
2022-10-06 13:30:00,160.24719421856597,
2022-10-06 15:00:00,145.75160619472538,
2022-10-06 15:30:30,145.75160619472538,
2022-10-06 23:59:59,146.32988967240325,c
2022-10-07 00:00:00,108.24832607173298,
2022-10-07 10:00:00,111.07246408617232,
2022-10-07 10:30:00,100.11329289068462,
2022-10-07 12:00:00,68.49909227519615,
2022-10-07 13:30:00,79.91446841332592,
2022-10-07 15:00:00,58.36942929615981,
2022-10-07 15:30:30,58.36942929615981,
2022-10-07 23:59:59,67.25674098168093,w
2022-10-10 00:00:00,79.6023769795654,
2022-10-10 10:00:00,111.03524704380288,
2022-10-10 10:30:00,72.00820051834032,
2022-10-10 12:00:00,117.36903527393176,
2022-10-10 13:30:00,126.53105483059662,
2022-10-10 15:00:00,116.8649332965486,
2022-10-10 15:30:30,116.8649332965486,
2022-10-10 23:59:59,103.98781113153359,c
2022-10-11 00:00:00,91.350695118071,
2022-10-11 10:00:00,65.44735227867054,
2022-10-11 10:30:00,94.46960983054487,
2022-10-11 12:00:00,83.7737640824543,
2022-10-11 13:30:00,70.35829252632504,
2022-10-11 15:00:00,84.40036264698784,
2022-10-11 15:30:30,84.40036264698784,
2022-10-11 23:59:59,60.20441199965026,c
2022-10-12 00:00:00,95.99194825695653,
2022-10-12 10:00:00,137.30561506432863,
2022-10-12 10:30:00,108.96477064039763,
2022-10-12 12:00:00,114.50131498525286,
2022-10-12 13:30:00,109.6000919978137,
2022-10-12 15:00:00,98.97656582408405,
2022-10-12 15:30:30,98.97656582408405,
2022-10-12 23:59:59,88.21198961393125,c
2022-10-13 00:00:00,98.34927077059297,
2022-10-13 10:00:00,49.04148271295796,
2022-10-13 10:30:00,78.73729951286217,
2022-10-13 12:00:00,98.63996060958476,
2022-10-13 13:30:00,70.18819333341224,
2022-10-13 15:00:00,65.9697413287405,
2022-10-13 15:30:30,65.9697413287405,
2022-10-13 23:59:59,20.354565724348532,c
2022-10-14 00:00:00,25.446000330354366,
2022-10-14 10:00:00,28.802184618389788,
2022-10-14 10:30:00,6.160651054373545,
2022-10-14 12:00:00,-11.465232887546605,
2022-10-14 13:30:00,-3.291292725561192,
2022-10-14 15:00:00,-6.485517581184411,
2022-10-14 15:30:30,-6.485517581184411,
2022-10-14 23:59:59,11.643685822585951,w
2022-10-17 00:00:00,22.732066180677634,
2022-10-17 10:00:00,23.452716312860275,
2022-10-17 10:30:00,31.882617813981454,
2022-10-17 12:00:00,63.4644205449074,
2022-10-17 13:30:00,52.24258894583744,
2022-10-17 15:00:00,78.25919528478482,
2022-10-17 15:30:30,78.25919528478482,
2022-10-17 23:59:59,64.3040308660884,c
2022-10-18 00:00:00,71.65671311042559,
2022-10-18 10:00:00,114.59317343127083,
2022-10-18 10:30:00,122.44522677819904,
2022-10-18 12:00:00,75.78440233729361,
2022-10-18 13:30:00,55.53707770549062,
2022-10-18 15:00:00,70.51675066137221,
2022-10-18 15:30:30,70.51675066137221,
2022-10-18 23:59:59,72.59315250030625,c
2022-10-19 00:00:00,42.19306333553604,
2022-10-19 10:00:00,-17.870009930499265,
2022-10-19 10:30:00,1.4257179841973766,
2022-10-19 12:00:00,8.987497434471123,
2022-10-19 13:30:00,18.476852895536865,
2022-10-19 15:00:00,3.192841635125234,
2022-10-19 15:30:30,3.192841635125234,s
2022-10-19 23:59:59,0.0,a
2022-10-20 00:00:00,-12.36113906422409,
2022-10-20 10:00:00,25.94999879734172,
2022-10-20 10:30:00,-5.437897807860992,
2022-10-20 12:00:00,-50.1842735958373,
2022-10-20 13:30:00,-35.199525283513566,
