date,INTEL_SECT_2022_Q2,meta
2022-05-11 00:00:00,123.19941414135243,
2022-05-11 10:00:00,125.1907511030874,
2022-05-11 10:30:00,150.64845260058718,
2022-05-11 12:00:00,140.65282320162441,
2022-05-11 13:30:00,129.45446857226887,
2022-05-11 15:00:00,131.25671508460726,
2022-05-11 15:30:30,131.25671508460726,
2022-05-11 23:59:59,116.22274248273501,c
2022-05-12 00:00:00,106.72105620733899,
2022-05-12 10:00:00,117.74452391019739,
2022-05-12 10:30:00,100.69395105338123,
2022-05-12 12:00:00,111.73242084826987,
2022-05-12 13:30:00,112.5895636561352,
2022-05-12 15:00:00,98.56863429763933,
2022-05-12 15:30:30,98.56863429763933,
2022-05-12 23:59:59,103.13736834325687,c
2022-05-13 00:00:00,118.36417022091277,
2022-05-13 10:00:00,171.10494769362663,
2022-05-13 10:30:00,179.90460008213216,
2022-05-13 12:00:00,171.88169347118304,
2022-05-13 13:30:00,194.48486514480607,
2022-05-13 15:00:00,182.06019834060902,
2022-05-13 15:30:30,182.06019834060902,
2022-05-13 23:59:59,163.96483750045599,w
2022-05-16 00:00:00,158.97788201725814,
2022-05-16 10:00:00,164.2783110141088,
2022-05-16 10:30:00,171.0314394931292,
2022-05-16 12:00:00,149.03192269269127,
2022-05-16 13:30:00,155.3534133999455,
2022-05-16 15:00:00,151.6811918547489,
2022-05-16 15:30:30,151.6811918547489,
2022-05-16 23:59:59,136.56253861036612,c
2022-05-17 00:00:00,143.35974062194344,
2022-05-17 10:00:00,137.2480895545326,
2022-05-17 10:30:00,120.31627748095795,
2022-05-17 12:00:00,119.65337919501266,
2022-05-17 13:30:00,125.99140533714456,
2022-05-17 15:00:00,123.30521591193329,
2022-05-17 15:30:30,123.30521591193329,
2022-05-17 23:59:59,118.67296793213296,c
2022-05-18 00:00:00,115.40258287828954,
2022-05-18 10:00:00,86.82360144267216,
2022-05-18 10:30:00,83.0136548497369,
2022-05-18 12:00:00,74.07179462534057,
2022-05-18 13:30:00,65.8956331625389,
2022-05-18 15:00:00,42.508819179458186,
2022-05-18 15:30:30,42.508819179458186,
2022-05-18 23:59:59,57.00100090472225,c
2022-05-19 00:00:00,46.272140768991704,
2022-05-19 10:00:00,44.96622154129369,
2022-05-19 10:30:00,26.736245226768787,
2022-05-19 12:00:00,40.89480736625762,
2022-05-19 13:30:00,40.35131910557308,
2022-05-19 15:00:00,32.8452895970286,
2022-05-19 15:30:30,32.8452895970286,
2022-05-19 23:59:59,31.157542615922495,c
2022-05-20 00:00:00,31.476277732340606,
2022-05-20 10:00:00,25.436520111240227,
