date,EU_FTSEUK_MCX_2022_Q4,meta
2022-11-21 10:30:00,-2547.813483880193,
2022-11-21 11:00:00,-2507.0854221504082,
2022-11-21 23:59:59,-2577.0847495119874,c
2022-11-22 00:00:00,-2510.926360388645,
2022-11-22 03:30:00,-2495.9465485320115,
2022-11-22 04:00:00,-2470.88502477286,
2022-11-22 06:00:00,-2360.375640169181,
2022-11-22 08:00:00,-2253.48098571557,
2022-11-22 10:30:00,-2221.124152255214,
2022-11-22 11:00:00,-2185.9276080285604,
2022-11-22 23:59:59,-2159.8487330697553,c
2022-11-23 00:00:00,-2169.978049321639,
2022-11-23 03:30:00,-2125.0804246681173,
2022-11-23 04:00:00,-2150.5325425003543,
2022-11-23 06:00:00,-1198.9302242976369,
2022-11-23 08:00:00,-1007.5682540540037,
2022-11-23 10:30:00,-1090.2906471887095,
2022-11-23 11:00:00,-1159.8969576584918,
2022-11-23 23:59:59,-1226.2974178954005,c
2022-11-24 00:00:00,-1263.4266516386983,
2022-11-24 03:30:00,-1470.687682872166,
2022-11-24 04:00:00,-1572.17780497906,
2022-11-24 06:00:00,-1483.865455070099,
2022-11-24 08:00:00,-1352.073575222416,
2022-11-24 10:30:00,-1319.8412368628615,
2022-11-24 11:00:00,-1267.743296807489,
2022-11-24 23:59:59,-1279.4141528492119,c
2022-11-25 00:00:00,-1312.5887909084981,
2022-11-25 03:30:00,-1172.5022595587657,
2022-11-25 04:00:00,-1094.1002574043437,
2022-11-25 06:00:00,-1031.5883604652554,
2022-11-25 08:00:00,-918.4950812629423,
2022-11-25 10:30:00,-878.4358459175343,
2022-11-25 11:00:00,-868.8182548384115,
2022-11-25 23:59:59,-879.8033670431704,w
2022-11-28 00:00:00,-759.6890543321116,
2022-11-28 03:30:00,-623.46876939228,
2022-11-28 04:00:00,-812.0190731669935,
2022-11-28 06:00:00,-658.7796742876398,
2022-11-28 08:00:00,-575.617711208757,
2022-11-28 10:30:00,-609.5442682239585,
2022-11-28 11:00:00,-564.6693367321051,
2022-11-28 23:59:59,-590.2908179084508,c
2022-11-29 00:00:00,-719.9062819769825,
2022-11-29 03:30:00,-630.158303631803,
2022-11-29 04:00:00,-625.1181149927444,
2022-11-29 06:00:00,-541.3152151775704,
2022-11-29 08:00:00,-472.28840897676184,
2022-11-29 10:30:00,-380.5964869528335,
2022-11-29 11:00:00,-383.31390011237806,
2022-11-29 23:59:59,-387.3428556245823,c
2022-11-30 00:00:00,-571.1167227896655,
2022-11-30 03:30:00,-611.5827959726004,
2022-11-30 04:00:00,-462.3589700029444,
2022-11-30 06:00:00,-299.6008797220029,
2022-11-30 08:00:00,-148.87080899351827,
2022-11-30 10:30:00,-70.51866415954828,
2022-11-30 11:00:00,-38.437654644708346,
2022-11-30 23:59:59,0.0,a
2022-12-01 00:00:00,-60.36930671712878,
2022-12-01 03:30:00,-29.083463921253042,
2022-12-01 04:00:00,16.17019729205458,
2022-12-01 06:00:00,138.08765067989657,
2022-12-01 08:00:00,114.37332297831233,
2022-12-01 10:30:00,74.73148926455701,
2022-12-01 11:00:00,20.83388548380549,
2022-12-01 23:59:59,61.34551021403615,c
2022-12-02 00:00:00,130.9114666001384,
2022-12-02 03:30:00,50.961908334672216,
2022-12-02 04:00:00,49.13219117856136,
2022-12-02 06:00:00,-163.11634067549664,
2022-12-02 08:00:00,-141.7512529968492,
2022-12-02 10:30:00,-155.05911562560834,
2022-12-02 11:00:00,-155.25032710414405,
2022-12-02 23:59:59,-224.0479861353441,w
2022-12-05 00:00:00,-196.46929240601935,
2022-12-05 03:30:00,-227.5879873935196,
2022-12-05 04:00:00,-271.5805982178555,
2022-12-05 06:00:00,-213.33668375131595,
2022-12-05 08:00:00,-148.71198148296673,
2022-12-05 10:30:00,3.7928410986697827,
2022-12-05 11:00:00,36.95134350338731,
2022-12-05 23:59:59,130.1087058423402,c
2022-12-06 00:00:00,99.36172671632755,
2022-12-06 03:30:00,117.27866895888928,
2022-12-06 04:00:00,112.11517384318313,
2022-12-06 06:00:00,96.81763815432669,
2022-12-06 08:00:00,98.67748168455296,
2022-12-06 10:30:00,166.63030412030764,
2022-12-06 11:00:00,157.94880575330387,
2022-12-06 23:59:59,100.13220583771329,c
2022-12-07 00:00:00,110.65040511793313,
2022-12-07 03:30:00,131.42272112695662,
2022-12-07 04:00:00,126.84276491466312,
2022-12-07 06:00:00,133.77343025367213,
2022-12-07 08:00:00,109.55268831322405,
2022-12-07 10:30:00,142.75323875252377,
2022-12-07 11:00:00,142.7341558890596,
2022-12-07 23:59:59,177.74918916659357,c
2022-12-08 00:00:00,218.29228332228206,
2022-12-08 03:30:00,228.0360806979935,
2022-12-08 04:00:00,126.22902740738823,
2022-12-08 06:00:00,300.63226786063933,
2022-12-08 08:00:00,285.2139516595589,
2022-12-08 10:30:00,305.6984344686533,
2022-12-08 11:00:00,299.74606007968896,
2022-12-08 23:59:59,300.31842515184826,c
2022-12-09 00:00:00,343.67320331228785,
2022-12-09 03:30:00,335.262588989684,
2022-12-09 04:00:00,339.5839815997358,
2022-12-09 06:00:00,302.3348771900151,
2022-12-09 08:00:00,311.0863950629297,
2022-12-09 10:30:00,326.82043580365115,
2022-12-09 11:00:00,359.7672369323856,
2022-12-09 23:59:59,395.4565809987375,w
2022-12-12 00:00:00,354.0340730878368,
2022-12-12 03:30:00,467.1545049835778,
2022-12-12 04:00:00,488.793345414368,
2022-12-12 06:00:00,430.895888183563,
2022-12-12 08:00:00,571.0646699961944,
2022-12-12 10:30:00,771.7964937998944,
2022-12-12 11:00:00,798.5859914054502,
2022-12-12 23:59:59,823.5029085666308,c
2022-12-13 00:00:00,809.4832226675148,
2022-12-13 03:30:00,709.8958308820332,
2022-12-13 04:00:00,755.9581758066992,
2022-12-13 06:00:00,887.4351121202055,
2022-12-13 08:00:00,761.5801768417894,
2022-12-13 10:30:00,763.3785635357667,
2022-12-13 11:00:00,853.232791684485,
2022-12-13 23:59:59,796.700738821005,c
2022-12-14 00:00:00,820.9562466274004,
2022-12-14 03:30:00,805.7387320223637,
2022-12-14 04:00:00,816.9870395473494,
2022-12-14 06:00:00,875.8468259476211,
2022-12-14 08:00:00,906.4856926297495,
2022-12-14 10:30:00,934.1458683750203,
2022-12-14 11:00:00,950.907271128694,
2022-12-14 23:59:59,958.7444516916013,c
2022-12-15 00:00:00,968.6656145895441,
2022-12-15 03:30:00,1056.0860941871708,
2022-12-15 04:00:00,1000.58053347233,
2022-12-15 06:00:00,994.2803685706169,
2022-12-15 08:00:00,1005.2318656724092,
2022-12-15 10:30:00,883.135537030434,
2022-12-15 11:00:00,889.3787648066726,
2022-12-15 23:59:59,868.1743783814591,c
2022-12-16 00:00:00,841.0329625513125,
2022-12-16 03:30:00,870.6412452831721,
2022-12-16 04:00:00,984.7849103032856,
2022-12-16 06:00:00,967.6299357438054,
2022-12-16 08:00:00,1030.114062219977,
2022-12-16 10:30:00,1082.6411526341992,
2022-12-16 11:00:00,1126.8001411424736,
2022-12-16 23:59:59,890.9833438758503,e
2022-12-19 00:00:00,1052.9983909939347,
2022-12-19 03:30:00,1091.2646014710917,
2022-12-19 04:00:00,1097.6644199158868,
2022-12-19 06:00:00,906.7981581825118,
2022-12-19 08:00:00,975.5178041316879,
2022-12-19 10:30:00,1056.9793249425934,
2022-12-19 11:00:00,1055.9695852320228,
2022-12-19 23:59:59,931.0149361133648,c
2022-12-20 00:00:00,1065.5517502952061,
2022-12-20 03:30:00,1230.9112309922884,
2022-12-20 04:00:00,1184.5190564216061,
2022-12-20 06:00:00,1251.241755203793,
2022-12-20 08:00:00,1240.1956593244258,
2022-12-20 10:30:00,1116.4419320085024,
2022-12-20 11:00:00,1075.212796369365,
2022-12-20 23:59:59,1044.4794542144853,c
2022-12-21 00:00:00,1077.8807878405828,
2022-12-21 03:30:00,1055.7912141535767,
2022-12-21 04:00:00,1007.5378474505342,
2022-12-21 06:00:00,989.9613937321058,
2022-12-21 08:00:00,942.7631782256918,
2022-12-21 10:30:00,862.1088082821309,
2022-12-21 11:00:00,827.5244033816394,
2022-12-21 23:59:59,786.3899136151996,c
2022-12-22 00:00:00,729.6525242358232,
2022-12-22 03:30:00,828.2413068403104,
2022-12-22 04:00:00,821.8855527288171,
2022-12-22 06:00:00,798.578568891276,
2022-12-22 08:00:00,750.9147626591721,
2022-12-22 10:30:00,797.3344361122271,
2022-12-22 11:00:00,786.9543538803332,
2022-12-22 23:59:59,718.4212110758912,c
2022-12-23 00:00:00,721.1150234622884,
2022-12-23 03:30:00,779.4113040328177,
2022-12-23 04:00:00,736.3124405384115,
2022-12-23 06:00:00,754.9820057228583,
2022-12-23 08:00:00,754.9820057228583,
2022-12-23 10:30:00,754.9820057228583,
2022-12-23 11:00:00,754.9820057228583,
2022-12-23 23:59:59,688.1444263429623,w
2022-12-26 00:00:00,688.1444263429623,
2022-12-26 03:30:00,688.1444263429623,
2022-12-26 04:00:00,688.1444263429623,
2022-12-26 06:00:00,688.1444263429623,
2022-12-26 08:00:00,688.1444263429623,
2022-12-26 10:30:00,688.1444263429623,
2022-12-26 11:00:00,688.1444263429623,
2022-12-26 23:59:59,688.1444263429623,c
2022-12-27 00:00:00,688.1444263429623,
2022-12-27 03:30:00,688.1444263429623,
2022-12-27 04:00:00,688.1444263429623,
2022-12-27 06:00:00,688.1444263429623,
2022-12-27 08:00:00,688.1444263429623,
2022-12-27 10:30:00,688.1444263429623,
2022-12-27 11:00:00,688.1444263429623,
2022-12-27 23:59:59,688.1444263429623,c
2022-12-28 00:00:00,604.3791544642363,
2022-12-28 03:30:00,667.1750300421771,
2022-12-28 04:00:00,671.4792481532089,
2022-12-28 06:00:00,654.8974997182795,
2022-12-28 08:00:00,667.1463701298431,
2022-12-28 10:30:00,820.1662435138494,
2022-12-28 11:00:00,804.7153713850738,
2022-12-28 23:59:59,841.5721787156299,c
2022-12-29 00:00:00,822.4228153695462,
2022-12-29 03:30:00,854.3749158130337,
2022-12-29 04:00:00,869.8306947344216,
2022-12-29 06:00:00,761.0723090866085,
2022-12-29 08:00:00,812.0033194186163,
2022-12-29 10:30:00,797.4630727025501,
2022-12-29 11:00:00,781.2762389095001,
2022-12-29 23:59:59,805.2705440840905,c
2022-12-30 00:00:00,769.2127259996353,
2022-12-30 03:30:00,769.1445737094375,
2022-12-30 04:00:00,778.1452590390697,
2022-12-30 06:00:00,832.549889226597,
2022-12-30 08:00:00,832.549889226597,
2022-12-30 10:30:00,832.549889226597,
2022-12-30 11:00:00,832.549889226597,
2022-12-30 23:59:59,879.682268626256,w
