date,AS_LOCK_2022_Q2,meta
2022-05-20 00:00:00,190.6481073167915,
2022-05-20 01:00:00,191.44921183795006,
2022-05-20 02:30:00,196.36119907941847,
2022-05-20 03:00:00,197.23471840714123,
2022-05-20 18:30:00,197.23471840714123,
2022-05-20 20:00:00,197.23471840714123,
2022-05-20 23:00:00,197.23471840714123,
2022-05-20 23:59:59,194.1014900898568,w
2022-05-23 00:00:00,227.67018929359568,
2022-05-23 01:00:00,199.80113200893422,
2022-05-23 02:30:00,218.34939791620263,
2022-05-23 03:00:00,218.34273035628314,
2022-05-23 18:30:00,218.34273035628314,
2022-05-23 20:00:00,218.34273035628314,
2022-05-23 23:00:00,179.82001768079903,
2022-05-23 23:59:59,167.72920453626017,c
2022-05-24 00:00:00,144.8156766240564,
2022-05-24 01:00:00,147.18162033259264,
2022-05-24 02:30:00,119.14354225168272,
2022-05-24 03:00:00,119.56788860354128,
2022-05-24 18:30:00,119.56788860354128,
2022-05-24 20:00:00,119.56788860354128,
2022-05-24 23:00:00,126.27924770547384,
2022-05-24 23:59:59,127.34354023164859,c
2022-05-25 00:00:00,139.52864135860946,
2022-05-25 01:00:00,141.22594466922365,
2022-05-25 02:30:00,157.3667667776538,
2022-05-25 03:00:00,157.78511137904528,
2022-05-25 18:30:00,157.78511137904528,
2022-05-25 20:00:00,157.78511137904528,
2022-05-25 23:00:00,209.44084092232785,
2022-05-25 23:59:59,198.76240636464013,c
2022-05-26 00:00:00,208.2453138455875,
2022-05-26 01:00:00,201.70322049809712,
2022-05-26 02:30:00,187.99874125846435,
2022-05-26 03:00:00,187.99874125846435,
2022-05-26 18:30:00,187.99874125846435,
2022-05-26 20:00:00,187.99874125846435,
2022-05-26 23:00:00,91.3435034362756,
2022-05-26 23:59:59,108.29969843181603,c
2022-05-27 00:00:00,105.85199259998144,
2022-05-27 01:00:00,98.76127714795265,
2022-05-27 02:30:00,122.3593117666503,
2022-05-27 03:00:00,122.35765425451619,
2022-05-27 18:30:00,122.35765425451619,
2022-05-27 20:00:00,122.35765425451619,
2022-05-27 23:00:00,122.35765425451619,
2022-05-27 23:59:59,117.54018651818512,w
2022-05-30 00:00:00,125.77692425239348,
2022-05-30 01:00:00,118.14274816941528,
2022-05-30 02:30:00,138.86691438815498,
2022-05-30 03:00:00,138.03008376506148,
2022-05-30 18:30:00,138.03008376506148,
2022-05-30 20:00:00,138.03008376506148,
2022-05-30 23:00:00,92.67896904118622,
2022-05-30 23:59:59,65.54601831243093,c
2022-05-31 00:00:00,84.4870143545554,
2022-05-31 01:00:00,116.40761327625165,
2022-05-31 02:30:00,59.95488079368377,
2022-05-31 03:00:00,59.95829501889473,
2022-05-31 18:30:00,59.95829501889473,
2022-05-31 20:00:00,59.95829501889473,
2022-05-31 23:00:00,87.15636332611912,
2022-05-31 23:59:59,82.77222803153461,c
2022-06-01 00:00:00,69.04025104441591,
2022-06-01 01:00:00,45.46899780289298,
2022-06-01 02:30:00,18.621889969217268,
2022-06-01 03:00:00,19.024066730766638,
2022-06-01 18:30:00,19.024066730766638,
2022-06-01 20:00:00,19.024066730766638,
2022-06-01 23:00:00,-34.91468706402661,
2022-06-01 23:59:59,-48.927013846586846,c
2022-06-02 00:00:00,-57.79673000667309,
2022-06-02 01:00:00,-55.007581269793775,
2022-06-02 02:30:00,-14.025600542219916,
2022-06-02 03:00:00,-14.028982984404912,
2022-06-02 18:30:00,-14.028982984404912,
2022-06-02 20:00:00,-14.028982984404912,
2022-06-02 23:00:00,-14.028982984404912,
2022-06-02 23:59:59,0.0,c
2022-06-03 00:00:00,0.0,
2022-06-03 01:00:00,0.0,
2022-06-03 02:30:00,0.0,
2022-06-03 03:00:00,0.0,
2022-06-03 18:30:00,0.0,
2022-06-03 20:00:00,0.0,
2022-06-03 23:00:00,0.0,
2022-06-03 23:59:59,0.0,a
2022-06-06 00:00:00,7.517147325404041,
2022-06-06 01:00:00,-0.07816517101507614,
2022-06-06 02:30:00,14.894150223436018,
2022-06-06 03:00:00,14.87115050676758,
2022-06-06 18:30:00,14.87115050676758,
2022-06-06 20:00:00,14.87115050676758,
2022-06-06 23:00:00,-96.20224730489073,
2022-06-06 23:59:59,-92.2006771988003,c
2022-06-07 00:00:00,-106.8330141015633,
2022-06-07 01:00:00,-105.46889162618704,
2022-06-07 02:30:00,-96.34788568385866,
2022-06-07 03:00:00,-96.3625320694877,
2022-06-07 18:30:00,-96.3625320694877,
2022-06-07 20:00:00,-96.3625320694877,
2022-06-07 23:00:00,-95.9568022378922,
2022-06-07 23:59:59,-107.84253109594746,c
2022-06-08 00:00:00,-106.60290994361834,
