date,MSCI_US_SC_AD_2022_Q4,meta
2022-10-06 00:00:00,-110.89528201182259,
2022-10-06 10:00:00,-85.6803075550514,
2022-10-06 10:30:00,-112.8070657624047,
2022-10-06 12:00:00,-105.53367167060605,
2022-10-06 13:30:00,-109.78187046437336,
2022-10-06 15:00:00,-124.31659429104025,
2022-10-06 15:30:30,-124.31659429104025,
2022-10-06 23:59:59,-142.72106466230605,c
2022-10-07 00:00:00,-146.28769095956454,
2022-10-07 10:00:00,-118.64846020791765,
2022-10-07 10:30:00,-116.46350304549071,
2022-10-07 12:00:00,-100.7307875504282,
2022-10-07 13:30:00,-122.37938330812585,
2022-10-07 15:00:00,-117.99348869998471,
2022-10-07 15:30:30,-117.99348869998471,
2022-10-07 23:59:59,-121.18610729413535,w
2022-10-10 00:00:00,-128.55832667310858,
2022-10-10 10:00:00,-147.1838227931762,
2022-10-10 10:30:00,-135.6945331704012,
2022-10-10 12:00:00,-131.2371164979985,
2022-10-10 13:30:00,-127.876960530681,
2022-10-10 15:00:00,-116.42484687378794,
2022-10-10 15:30:30,-116.42484687378794,
2022-10-10 23:59:59,-108.44001004999609,c
2022-10-11 00:00:00,-98.48179052131218,
2022-10-11 10:00:00,-121.0076498456757,
2022-10-11 10:30:00,-130.43514404440782,
2022-10-11 12:00:00,-100.8095029087342,
2022-10-11 13:30:00,-100.40447861878374,
2022-10-11 15:00:00,-97.87245010405331,
2022-10-11 15:30:30,-97.87245010405331,
2022-10-11 23:59:59,-96.55738088971509,c
2022-10-12 00:00:00,-108.34210642929168,
2022-10-12 10:00:00,-150.81094304090914,
2022-10-12 10:30:00,-156.77261149098433,
2022-10-12 12:00:00,-144.53777521653558,
2022-10-12 13:30:00,-138.52770111802567,
2022-10-12 15:00:00,-121.57280534552694,
2022-10-12 15:30:30,-121.57280534552694,
2022-10-12 23:59:59,-123.99615144315567,c
2022-10-13 00:00:00,-55.875738604750836,
2022-10-13 10:00:00,-41.81037897582348,
2022-10-13 10:30:00,-31.733619434631464,
2022-10-13 12:00:00,0.7934443319217053,
2022-10-13 13:30:00,9.529424568999161,
2022-10-13 15:00:00,20.68690461179301,
2022-10-13 15:30:30,20.68690461179301,
2022-10-13 23:59:59,28.04624227737338,c
2022-10-14 00:00:00,21.932197161790782,
2022-10-14 10:00:00,14.583450656435275,
2022-10-14 10:30:00,18.913215791751213,
2022-10-14 12:00:00,20.073519528939983,
2022-10-14 13:30:00,14.629510520515055,
2022-10-14 15:00:00,7.001848165612728,
2022-10-14 15:30:30,7.001848165612728,
2022-10-14 23:59:59,4.734446228375759,w
2022-10-17 00:00:00,14.746658809725432,
2022-10-17 10:00:00,5.03442671391133,
2022-10-17 10:30:00,21.95505469576608,
2022-10-17 12:00:00,22.986241557599442,
2022-10-17 13:30:00,16.01093469426769,
2022-10-17 15:00:00,29.354259282374755,
2022-10-17 15:30:30,29.354259282374755,
2022-10-17 23:59:59,35.28108401363636,c
2022-10-18 00:00:00,70.51946768907715,
2022-10-18 10:00:00,68.2053296619523,
2022-10-18 10:30:00,88.31634512920346,
