date,DJSECT_2022_Q1,meta
2022-02-18 00:00:00,-371.3683560715489,
2022-02-18 10:00:00,-381.24493193802516,
2022-02-18 10:30:00,-367.8951159551094,
2022-02-18 12:00:00,-345.19223141689304,
2022-02-18 13:30:00,-351.32609422908445,
2022-02-18 15:00:00,-352.6398312713219,
2022-02-18 15:30:30,-352.6398312713219,
2022-02-18 23:59:59,-335.44018075741405,w
2022-02-21 00:00:00,-335.44018075741405,
2022-02-21 10:00:00,-335.44018075741405,
2022-02-21 10:30:00,-335.44018075741405,
2022-02-21 12:00:00,-335.44018075741405,
2022-02-21 13:30:00,-335.44018075741405,
2022-02-21 15:00:00,-335.44018075741405,
2022-02-21 15:30:30,-335.44018075741405,
2022-02-21 23:59:59,-335.44018075741405,c
2022-02-22 00:00:00,-281.8245241103408,
2022-02-22 10:00:00,-260.7143758573915,
2022-02-22 10:30:00,-251.87084768955185,
2022-02-22 12:00:00,-251.7005780931337,
2022-02-22 13:30:00,-237.64556453857995,
2022-02-22 15:00:00,-227.84770903931008,
2022-02-22 15:30:30,-227.84770903931008,
2022-02-22 23:59:59,-231.49963438950488,c
2022-02-23 00:00:00,-250.7990761264623,
2022-02-23 10:00:00,-246.046569912339,
2022-02-23 10:30:00,-242.1170713712553,
2022-02-23 12:00:00,-253.0293039117946,
2022-02-23 13:30:00,-267.2800758325981,
2022-02-23 15:00:00,-275.1716310247773,
2022-02-23 15:30:30,-275.1716310247773,
2022-02-23 23:59:59,-262.8868204909261,c
2022-02-24 00:00:00,-236.37909580317353,
2022-02-24 10:00:00,-239.15081248736453,
2022-02-24 10:30:00,-212.81809336455228,
2022-02-24 12:00:00,-211.49102096440527,
2022-02-24 13:30:00,-192.13520312218077,
2022-02-24 15:00:00,-220.83676908790312,
2022-02-24 15:30:30,-220.83676908790312,
2022-02-24 23:59:59,-229.89069452815204,c
2022-02-25 00:00:00,-286.10801998324416,
2022-02-25 10:00:00,-262.191955081425,
2022-02-25 10:30:00,-246.40560649550798,
2022-02-25 12:00:00,-267.8719940753591,
2022-02-25 13:30:00,-237.74648064235998,
2022-02-25 15:00:00,-230.53964879518128,
2022-02-25 15:30:30,-230.53964879518128,
2022-02-25 23:59:59,-225.70697451881813,w
2022-02-28 00:00:00,-228.41847726925585,
2022-02-28 10:00:00,-245.87242202601863,
2022-02-28 10:30:00,-284.4564148634271,
2022-02-28 12:00:00,-340.69112207998114,
2022-02-28 13:30:00,-306.1183435951566,
2022-02-28 15:00:00,-312.7399071480195,
2022-02-28 15:30:30,-312.7399071480195,m
2022-02-28 23:59:59,-330.8378055082637,c
2022-03-01 00:00:00,-303.761282280076,
2022-03-01 10:00:00,-312.46212804252116,
2022-03-01 10:30:00,-336.1265650074032,
2022-03-01 12:00:00,-314.490489642562,
2022-03-01 13:30:00,-314.6955361283822,
2022-03-01 15:00:00,-298.1511068266901,
2022-03-01 15:30:30,-298.1511068266901,
2022-03-01 23:59:59,-309.29739243079325,c
2022-03-02 00:00:00,-284.506330415088,
2022-03-02 10:00:00,-264.04630606836326,
2022-03-02 10:30:00,-262.7587159131341,
2022-03-02 12:00:00,-273.85567301558433,
2022-03-02 13:30:00,-261.9057164259558,
2022-03-02 15:00:00,-262.2089025844033,
2022-03-02 15:30:30,-262.2089025844033,
2022-03-02 23:59:59,-258.7971704896345,c
2022-03-03 00:00:00,-242.55727794063966,
2022-03-03 10:00:00,-210.6918707182814,
2022-03-03 10:30:00,-196.8849078872572,
2022-03-03 12:00:00,-191.19591604704453,
2022-03-03 13:30:00,-173.60735350063305,
2022-03-03 15:00:00,-174.3339502991464,
2022-03-03 15:30:30,-174.3339502991464,
2022-03-03 23:59:59,-166.12829372758569,c
2022-03-04 00:00:00,-182.44205574569605,
2022-03-04 10:00:00,-167.77425613875988,
2022-03-04 10:30:00,-160.60196503004005,
2022-03-04 12:00:00,-155.46881048237975,
2022-03-04 13:30:00,-139.23546622271692,
2022-03-04 15:00:00,-109.01989448963201,
2022-03-04 15:30:30,-109.01989448963201,
2022-03-04 23:59:59,-110.115801334092,w
2022-03-07 00:00:00,-123.39981012270505,
2022-03-07 10:00:00,-92.45412278595427,
2022-03-07 10:30:00,-74.50963954757435,
2022-03-07 12:00:00,-106.04276132470557,
2022-03-07 13:30:00,-85.58996690177815,
2022-03-07 15:00:00,-75.23558878824355,
2022-03-07 15:30:30,-75.23558878824355,
2022-03-07 23:59:59,-44.45472835735336,c
2022-03-08 00:00:00,-47.750536707746505,
2022-03-08 10:00:00,-56.08722508292129,
2022-03-08 10:30:00,-63.19000693634979,
2022-03-08 12:00:00,-80.12372533905386,
2022-03-08 13:30:00,-106.4485243913262,
2022-03-08 15:00:00,-85.16515822279865,
2022-03-08 15:30:30,-85.16515822279865,
2022-03-08 23:59:59,-78.54812040000007,c
2022-03-09 00:00:00,-116.94401074914992,
2022-03-09 10:00:00,-120.21089226966382,
