date,PAR2_STAY_20210607,meta
2021-04-02 00:00:00,17.64317761825953,
2021-04-02 10:00:00,17.64317761825953,
2021-04-02 10:30:00,17.64317761825953,
2021-04-02 12:00:00,17.64317761825953,
2021-04-02 13:30:00,17.64317761825953,
2021-04-02 15:00:00,17.64317761825953,
2021-04-02 15:30:30,17.64317761825953,
2021-04-02 23:59:59,17.64317761825953,w
2021-04-05 00:00:00,17.64317761825953,
2021-04-05 10:00:00,2.9995450952635565,
2021-04-05 10:30:00,-0.3772999480315775,
2021-04-05 12:00:00,-11.651566897817702,
2021-04-05 13:30:00,-12.680495172572705,
2021-04-05 15:00:00,-25.0195670860478,
2021-04-05 15:30:30,-25.0195670860478,
2021-04-05 23:59:59,-17.927653728228734,c
2021-04-06 00:00:00,-17.43090853562785,
2021-04-06 10:00:00,-11.515708813698097,
2021-04-06 10:30:00,-19.602732249566202,
2021-04-06 12:00:00,-17.593136537857163,
2021-04-06 13:30:00,-21.1316919665245,
2021-04-06 15:00:00,-20.614863887618526,
2021-04-06 15:30:30,-20.614863887618526,
2021-04-06 23:59:59,-26.79688756409962,c
2021-04-07 00:00:00,-35.40442854066782,
2021-04-07 10:00:00,-47.59770548021481,
2021-04-07 10:30:00,-54.514478240687936,
2021-04-07 12:00:00,-68.7643494362153,
2021-04-07 13:30:00,-67.98036764131507,
2021-04-07 15:00:00,-67.74880482314859,
2021-04-07 15:30:30,-67.74880482314859,
2021-04-07 23:59:59,-62.28848571041374,c
2021-04-08 00:00:00,-49.16641976855453,
2021-04-08 10:00:00,-63.51451929298082,
2021-04-08 10:30:00,-66.68819982299976,
2021-04-08 12:00:00,-58.37632654446395,
2021-04-08 13:30:00,-63.39165697332055,
2021-04-08 15:00:00,-62.86028831700173,
2021-04-08 15:30:30,-62.86028831700173,
2021-04-08 23:59:59,-64.11798260730791,c
2021-04-09 00:00:00,-53.91948171927186,
2021-04-09 10:00:00,-76.05604182676336,
2021-04-09 10:30:00,-80.60300676369559,
2021-04-09 12:00:00,-65.60619074663748,
2021-04-09 13:30:00,-62.57766345439882,
2021-04-09 15:00:00,-62.61990773397599,
2021-04-09 15:30:30,-62.61990773397599,
2021-04-09 23:59:59,-59.261634309229976,w
2021-04-12 00:00:00,-60.96167552574741,
2021-04-12 10:00:00,-81.84516378624767,
2021-04-12 10:30:00,-85.74471842796845,
2021-04-12 12:00:00,-92.7949204158756,
2021-04-12 13:30:00,-101.56944637268509,
2021-04-12 15:00:00,-102.5411292592014,
2021-04-12 15:30:30,-102.5411292592014,
2021-04-12 23:59:59,-106.46096298776513,c
2021-04-13 00:00:00,-112.21489092461582,
2021-04-13 10:00:00,-116.47208788465264,
2021-04-13 10:30:00,-110.92754236006829,
2021-04-13 12:00:00,-113.48558966275209,
2021-04-13 13:30:00,-115.72421016905434,
2021-04-13 15:00:00,-111.01883394222295,
2021-04-13 15:30:30,-111.01883394222295,
2021-04-13 23:59:59,-105.04688858623456,c
2021-04-14 00:00:00,-103.24928010571898,
2021-04-14 10:00:00,-100.9416511753858,
2021-04-14 10:30:00,-92.92399230147021,
2021-04-14 12:00:00,-105.25188044006177,
2021-04-14 13:30:00,-106.34003757747405,
2021-04-14 15:00:00,-117.76664410078058,
2021-04-14 15:30:30,-117.76664410078058,
2021-04-14 23:59:59,-114.65513815727468,c
2021-04-15 00:00:00,-114.93320625820661,
2021-04-15 10:00:00,-134.5707819378316,
2021-04-15 10:30:00,-143.36104515952002,
2021-04-15 12:00:00,-148.4133292417123,
2021-04-15 13:30:00,-167.83334108998338,
