date,BOTZ_2021_Q2,meta
2021-06-09 00:00:00,218.56276830688876,
2021-06-09 10:00:00,180.7750564683879,
2021-06-09 10:30:00,148.474592230677,
2021-06-09 12:00:00,143.5601847275459,
2021-06-09 13:30:00,142.97734187252672,
2021-06-09 15:00:00,190.9944988165903,
2021-06-09 15:30:30,190.9944988165903,
2021-06-09 23:59:59,153.00559530834516,c
2021-06-10 00:00:00,131.6169886432258,
2021-06-10 10:00:00,80.10777520409897,
2021-06-10 10:30:00,21.616208108102683,
2021-06-10 12:00:00,-62.90945826110499,
2021-06-10 13:30:00,-70.41714745766592,
2021-06-10 15:00:00,-140.07224130423833,
2021-06-10 15:30:30,-140.07224130423833,
2021-06-10 23:59:59,-156.57588943197015,c
2021-06-11 00:00:00,-212.21873973472066,
2021-06-11 10:00:00,-229.06009549608893,
2021-06-11 10:30:00,-284.7798041220203,
2021-06-11 12:00:00,-261.27125989687875,
2021-06-11 13:30:00,-239.54276230856033,
2021-06-11 15:00:00,-246.0686510290692,
2021-06-11 15:30:30,-246.0686510290692,
2021-06-11 23:59:59,-290.0309159145844,w
2021-06-14 00:00:00,-370.9213487404811,
2021-06-14 10:00:00,-58.04246163242317,
2021-06-14 10:30:00,30.62178343358096,
2021-06-14 12:00:00,77.09460170847274,
2021-06-14 13:30:00,18.162441914998908,
2021-06-14 15:00:00,9.975070531530037,
2021-06-14 15:30:30,9.975070531530037,
2021-06-14 23:59:59,-8.28220885632004,c
2021-06-15 00:00:00,-0.14537828112747775,
2021-06-15 10:00:00,-134.7674687233971,
2021-06-15 10:30:00,-250.26391611917677,
2021-06-15 12:00:00,-303.30565381469,
2021-06-15 13:30:00,-221.1752162395428,
2021-06-15 15:00:00,-169.017979571026,
2021-06-15 15:30:30,-169.017979571026,
2021-06-15 23:59:59,-200.61651020631712,c
2021-06-16 00:00:00,-328.4827570561986,
2021-06-16 10:00:00,-347.2389020169029,
2021-06-16 10:30:00,-369.0683023887034,
2021-06-16 12:00:00,-354.020271154925,
2021-06-16 13:30:00,-396.1698806821995,
2021-06-16 15:00:00,-422.8857210507256,
2021-06-16 15:30:30,-422.8857210507256,
2021-06-16 23:59:59,-401.3733110331277,c
2021-06-17 00:00:00,-354.21853846938177,
2021-06-17 10:00:00,-145.78687920075788,
2021-06-17 10:30:00,-199.63241956998843,
2021-06-17 12:00:00,-276.36409407162955,
2021-06-17 13:30:00,-226.219854817405,
2021-06-17 15:00:00,-199.63148392186883,
2021-06-17 15:30:30,-199.63148392186883,
2021-06-17 23:59:59,-204.4350212027798,c
2021-06-18 00:00:00,-180.3289437691103,
2021-06-18 10:00:00,-210.2367429023916,
2021-06-18 10:30:00,-240.6972461781229,
2021-06-18 12:00:00,-157.46879110169516,
2021-06-18 13:30:00,-158.54717201545202,
2021-06-18 15:00:00,-153.82985828376252,
2021-06-18 15:30:30,-153.82985828376252,q
2021-06-18 23:59:59,-160.44754976545119,w
2021-06-21 00:00:00,-149.09585349102372,
2021-06-21 10:00:00,-220.39247270114845,
2021-06-21 10:30:00,-316.0382789825784,
2021-06-21 12:00:00,-313.2148559396833,
2021-06-21 13:30:00,-321.524372207708,
2021-06-21 15:00:00,-343.17339514849584,
2021-06-21 15:30:30,-343.17339514849584,
2021-06-21 23:59:59,-340.5160825183832,c
2021-06-22 00:00:00,-377.2859446873571,
2021-06-22 10:00:00,-345.6682548919239,
2021-06-22 10:30:00,-361.73513238248995,
2021-06-22 12:00:00,-381.7327182386442,
2021-06-22 13:30:00,-318.56773737312176,
2021-06-22 15:00:00,-353.4567550727721,
2021-06-22 15:30:30,-353.4567550727721,
2021-06-22 23:59:59,-339.78352519921884,c
2021-06-23 00:00:00,-362.2988437715861,
2021-06-23 10:00:00,-187.66445237025835,
2021-06-23 10:30:00,-168.23318852023806,
2021-06-23 12:00:00,-136.79086935657676,
2021-06-23 13:30:00,-117.09171053096111,
2021-06-23 15:00:00,-87.07287607078354,
2021-06-23 15:30:30,-87.07287607078354,
2021-06-23 23:59:59,0.0,a
2021-06-24 00:00:00,58.215650748007874,
2021-06-24 10:00:00,74.91928199930226,
2021-06-24 10:30:00,145.47502749346495,
2021-06-24 12:00:00,11.310810102027062,
2021-06-24 13:30:00,-107.05646862744675,
2021-06-24 15:00:00,-213.7941910789309,
2021-06-24 15:30:30,-213.7941910789309,
2021-06-24 23:59:59,-230.10724041284163,c
2021-06-25 00:00:00,-175.51566380352813,
2021-06-25 10:00:00,-201.0872259641908,
2021-06-25 10:30:00,-132.13986241268572,
2021-06-25 12:00:00,-123.96776617032288,
2021-06-25 13:30:00,-118.28138577823097,
2021-06-25 15:00:00,-55.01628183822368,
2021-06-25 15:30:30,-55.01628183822368,
2021-06-25 23:59:59,-66.15012985802093,w
2021-06-28 00:00:00,-62.52589987425904,
2021-06-28 10:00:00,3.4203900953984885,
2021-06-28 10:30:00,5.325145529798647,
2021-06-28 12:00:00,57.7845230346727,
2021-06-28 13:30:00,179.29103642175255,
2021-06-28 15:00:00,226.0788967252663,
2021-06-28 15:30:30,226.0788967252663,
2021-06-28 23:59:59,266.22642020331773,c
2021-06-29 00:00:00,240.98461184684152,
2021-06-29 10:00:00,302.5199512691456,
2021-06-29 10:30:00,327.3956639912849,
2021-06-29 12:00:00,369.81249888309844,
2021-06-29 13:30:00,545.3765212462995,
2021-06-29 15:00:00,375.576524641564,
2021-06-29 15:30:30,375.576524641564,
2021-06-29 23:59:59,405.99460021146047,c
2021-06-30 00:00:00,377.3618817641245,
2021-06-30 10:00:00,658.7383836159013,
2021-06-30 10:30:00,737.0617063609006,
2021-06-30 12:00:00,869.9938440550391,
2021-06-30 13:30:00,886.0949652474296,
2021-06-30 15:00:00,807.4481580909669,
2021-06-30 15:30:30,807.4481580909669,
2021-06-30 23:59:59,447.33496486444096,e
2021-07-01 00:00:00,479.9781795640363,
2021-07-01 10:00:00,372.43748386583184,
2021-07-01 10:30:00,414.02816539421815,
2021-07-01 12:00:00,300.79763037975044,
2021-07-01 13:30:00,131.54367194802398,
2021-07-01 15:00:00,181.89425978682516,
2021-07-01 15:30:30,181.89425978682516,
2021-07-01 23:59:59,160.58157015306756,c
2021-07-02 00:00:00,116.47667769233749,
2021-07-02 10:00:00,170.44604838207033,
2021-07-02 10:30:00,98.66351278367233,
2021-07-02 12:00:00,5.114495773298813,
2021-07-02 13:30:00,-0.7856970899265434,
2021-07-02 15:00:00,4.076039244484264,
2021-07-02 15:30:30,4.076039244484264,
2021-07-02 23:59:59,-12.813250677696715,w
2021-07-05 00:00:00,-15.350236049524256,
2021-07-05 10:00:00,-16.086346848211633,
2021-07-05 10:30:00,-16.35801742203057,
2021-07-05 12:00:00,-16.845965211423845,
2021-07-05 13:30:00,-17.133840063847856,
2021-07-05 15:00:00,-16.41127759538358,
2021-07-05 15:30:30,-16.41127759538358,
2021-07-05 23:59:59,-14.625383086144666,c
2021-07-06 00:00:00,-72.1391528568198,
2021-07-06 10:00:00,-132.8274374201668,
2021-07-06 10:30:00,-31.4818579874418,
2021-07-06 12:00:00,3.895783328712014,
2021-07-06 13:30:00,-6.100526450630923,
2021-07-06 15:00:00,-29.278905159348824,
2021-07-06 15:30:30,-29.278905159348824,
2021-07-06 23:59:59,1.6331280706181133,c
2021-07-07 00:00:00,60.7169933543521,
2021-07-07 10:00:00,-91.64607387806734,
2021-07-07 10:30:00,-243.24523169190422,
2021-07-07 12:00:00,-259.2147032796098,
2021-07-07 13:30:00,-277.93890610598226,
2021-07-07 15:00:00,-295.94764625826554,
2021-07-07 15:30:30,-295.94764625826554,
2021-07-07 23:59:59,-299.7548911214441,c
2021-07-08 00:00:00,-371.4058331609681,
2021-07-08 10:00:00,-211.7629923047682,
2021-07-08 10:30:00,-239.71746549146098,
2021-07-08 12:00:00,-272.03210645582874,
2021-07-08 13:30:00,-213.61072691613208,
2021-07-08 15:00:00,-224.45788415433344,
2021-07-08 15:30:30,-224.45788415433344,
2021-07-08 23:59:59,-249.80567329988003,c
2021-07-09 00:00:00,-196.56415984152977,
2021-07-09 10:00:00,-283.84325362545565,
2021-07-09 10:30:00,-298.342770002889,
2021-07-09 12:00:00,-302.87456701460064,
2021-07-09 13:30:00,-288.1085146407431,
2021-07-09 15:00:00,-281.57654610481643,
2021-07-09 15:30:30,-281.57654610481643,
2021-07-09 23:59:59,-262.1247492641139,w
2021-07-12 00:00:00,-222.79623353710554,
2021-07-12 10:00:00,-143.8676788567326,
2021-07-12 10:30:00,-239.58583043839405,
2021-07-12 12:00:00,-210.81974834296955,
2021-07-12 13:30:00,-199.02359226801843,
2021-07-12 15:00:00,-224.07777046787953,
2021-07-12 15:30:30,-224.07777046787953,
2021-07-12 23:59:59,-215.71589551935563,c
2021-07-13 00:00:00,-205.9314853851139,
2021-07-13 10:00:00,-351.2553125850004,
2021-07-13 10:30:00,-338.9207735627589,
2021-07-13 12:00:00,-385.07658139241755,
2021-07-13 13:30:00,-396.73791951911335,
2021-07-13 15:00:00,-444.82255743494864,
2021-07-13 15:30:30,-444.82255743494864,
2021-07-13 23:59:59,-447.0881276444053,c
2021-07-14 00:00:00,-446.4202811168269,
2021-07-14 10:00:00,-537.3976467743672,
2021-07-14 10:30:00,-567.4492288324075,
2021-07-14 12:00:00,-641.5381264319483,
2021-07-14 13:30:00,-635.7391508285193,
2021-07-14 15:00:00,-682.5481356002954,
2021-07-14 15:30:30,-682.5481356002954,
2021-07-14 23:59:59,-693.0701466324685,c
