date,AS_NAREIT_2022_Q3,meta
2022-08-10 00:00:00,-231.024612165721,
2022-08-10 01:00:00,-217.79238869767664,
2022-08-10 02:30:00,-201.12747952277846,
2022-08-10 03:00:00,-198.40896100994587,
2022-08-10 18:30:00,-203.83838619237417,
2022-08-10 20:00:00,-203.73274925102623,
2022-08-10 23:00:00,-198.76626374565512,
2022-08-10 23:59:59,-203.46024618978072,c
2022-08-11 00:00:00,-212.89422938196458,
2022-08-11 01:00:00,-212.2183033759875,
2022-08-11 02:30:00,-216.77576984919733,
2022-08-11 03:00:00,-215.08193402696065,
2022-08-11 18:30:00,-219.176125707123,
2022-08-11 20:00:00,-219.4034126355018,
2022-08-11 23:00:00,-204.0432056436557,
2022-08-11 23:59:59,-197.53627731345046,c
2022-08-12 00:00:00,-160.6035379945788,
2022-08-12 01:00:00,-170.26283647979903,
2022-08-12 02:30:00,-147.15795975597598,
2022-08-12 03:00:00,-145.90543248236054,
2022-08-12 18:30:00,-145.90543248236054,
2022-08-12 20:00:00,-145.90543248236054,
2022-08-12 23:00:00,-145.90543248236054,
2022-08-12 23:59:59,-139.33419234756047,w
2022-08-15 00:00:00,-151.50018354749682,
2022-08-15 01:00:00,-141.15422399710678,
2022-08-15 02:30:00,-139.97107776366238,
2022-08-15 03:00:00,-139.72908511958417,
2022-08-15 18:30:00,-138.6597243690278,
2022-08-15 20:00:00,-138.14449487535285,
2022-08-15 23:00:00,-157.86937750240577,
2022-08-15 23:59:59,-174.22155910428773,c
2022-08-16 00:00:00,-176.5960608547225,
2022-08-16 01:00:00,-178.98780061491198,
2022-08-16 02:30:00,-165.1884832967894,
2022-08-16 03:00:00,-168.31950119955695,
2022-08-16 18:30:00,-167.29333577273792,
2022-08-16 20:00:00,-167.4202475804541,
2022-08-16 23:00:00,-157.58399399047426,
2022-08-16 23:59:59,-151.437451480228,c
2022-08-17 00:00:00,-136.73167283686212,
2022-08-17 01:00:00,-130.94113357785886,
2022-08-17 02:30:00,-131.40307829236804,
2022-08-17 03:00:00,-128.14015427526328,
2022-08-17 18:30:00,-127.29419700023232,
2022-08-17 20:00:00,-127.13667130464228,
2022-08-17 23:00:00,-123.39304862390986,
2022-08-17 23:59:59,-130.64084665457813,c
2022-08-18 00:00:00,-138.32626747014206,
2022-08-18 01:00:00,-155.2252636475414,
2022-08-18 02:30:00,-153.55801998260768,
2022-08-18 03:00:00,-152.60682983845345,
2022-08-18 18:30:00,-154.56452237704957,
2022-08-18 20:00:00,-154.37054683690144,
2022-08-18 23:00:00,-154.97872261847533,
2022-08-18 23:59:59,-150.84419995339908,c
2022-08-19 00:00:00,-147.02748423451203,
2022-08-19 01:00:00,-141.9206486390001,
2022-08-19 02:30:00,-132.36821167966787,
2022-08-19 03:00:00,-130.14130570664383,
2022-08-19 18:30:00,-130.14130570664383,
2022-08-19 20:00:00,-130.14130570664383,
2022-08-19 23:00:00,-130.14130570664383,
2022-08-19 23:59:59,-120.88134602377386,w
2022-08-22 00:00:00,-104.06579609660594,
2022-08-22 01:00:00,-111.74088474226073,
2022-08-22 02:30:00,-102.50115785735329,
2022-08-22 03:00:00,-102.10137056300096,
2022-08-22 18:30:00,-95.67407324980854,
2022-08-22 20:00:00,-95.90748711490596,
