date,EU_FTSEUK_MCX_2023_Q1,meta
2023-02-15 10:30:00,-405.0950493130131,
2023-02-15 11:00:00,-450.24056025754453,
2023-02-15 23:59:59,-430.49814166791657,c
2023-02-16 00:00:00,-416.26939731480525,
2023-02-16 03:30:00,-413.58978457893954,
2023-02-16 04:00:00,-395.02945380891833,
2023-02-16 06:00:00,-333.1411165392192,
2023-02-16 08:00:00,-364.77156406441736,
2023-02-16 10:30:00,-319.44409476061537,
2023-02-16 11:00:00,-334.513386873733,
2023-02-16 23:59:59,-433.44003822667673,c
2023-02-17 00:00:00,-447.3162542310065,
2023-02-17 03:30:00,-351.11634522029453,
2023-02-17 04:00:00,-394.466544854944,
2023-02-17 06:00:00,-430.88816102433066,
2023-02-17 08:00:00,-433.0403596213728,
2023-02-17 10:30:00,-386.99806656887995,
2023-02-17 11:00:00,-371.6036053343196,
2023-02-17 23:59:59,-382.11280197555334,w
2023-02-20 00:00:00,-423.2614528090935,
2023-02-20 03:30:00,-444.1467274190236,
2023-02-20 04:00:00,-438.5684515664825,
2023-02-20 06:00:00,-364.3210159920018,
2023-02-20 08:00:00,-289.4612490158943,
2023-02-20 10:30:00,-182.50822120380417,
2023-02-20 11:00:00,-262.09661060812505,
2023-02-20 23:59:59,-242.44594712481467,c
2023-02-21 00:00:00,-245.00310526593785,
2023-02-21 03:30:00,-239.49056964268493,
2023-02-21 04:00:00,-231.0217416195792,
2023-02-21 06:00:00,-207.26516499954232,
2023-02-21 08:00:00,-245.2134355074004,
2023-02-21 10:30:00,-203.90841369025748,
2023-02-21 11:00:00,-208.31766314027664,
2023-02-21 23:59:59,-219.6207563147609,c
2023-02-22 00:00:00,-298.2228653807397,
2023-02-22 03:30:00,-233.14523127153097,
2023-02-22 04:00:00,-295.5628884840944,
2023-02-22 06:00:00,-284.1234670148124,
2023-02-22 08:00:00,-305.235282314854,
2023-02-22 10:30:00,-314.3411843241993,
2023-02-22 11:00:00,-315.92266714022753,
2023-02-22 23:59:59,-231.3360881418712,c
2023-02-23 00:00:00,-200.27127716120413,
2023-02-23 03:30:00,-252.0227175696682,
2023-02-23 04:00:00,-236.68497392216887,
2023-02-23 06:00:00,-159.38481288102594,
2023-02-23 08:00:00,-149.22575244169002,
2023-02-23 10:30:00,-235.01065697622835,
2023-02-23 11:00:00,-286.95865708392466,
2023-02-23 23:59:59,-262.6830306795591,c
2023-02-24 00:00:00,-265.9179556957888,
2023-02-24 03:30:00,-276.6812667055301,
2023-02-24 04:00:00,-266.92170495326627,
2023-02-24 06:00:00,-249.4754033196141,
2023-02-24 08:00:00,-284.41289426031744,
2023-02-24 10:30:00,-303.1077180109951,
2023-02-24 11:00:00,-307.25419275104196,
2023-02-24 23:59:59,-273.91309068114697,w
2023-02-27 00:00:00,-225.5442799842549,
2023-02-27 03:30:00,-184.37760108951898,
2023-02-27 04:00:00,-190.73779827454473,
2023-02-27 06:00:00,-208.3933160958959,
2023-02-27 08:00:00,-287.23781245609916,
2023-02-27 10:30:00,-79.02196705636379,
2023-02-27 11:00:00,-160.60861031061086,
2023-02-27 23:59:59,-162.74887416772253,c
2023-02-28 00:00:00,-132.84210558566974,
2023-02-28 03:30:00,-216.9676378394097,
2023-02-28 04:00:00,-151.13789495787842,
2023-02-28 06:00:00,-125.48922402560402,
2023-02-28 08:00:00,-122.79668047546147,
2023-02-28 10:30:00,-129.80735251662736,
2023-02-28 11:00:00,-136.7941815703416,
2023-02-28 23:59:59,-175.43601247037896,c
2023-03-01 00:00:00,-177.02561179357053,
2023-03-01 03:30:00,-72.56804292370543,
2023-03-01 04:00:00,-85.52571889932096,
2023-03-01 06:00:00,-75.65456128576716,
2023-03-01 08:00:00,-25.639519218502755,
2023-03-01 10:30:00,-39.609339556552186,
2023-03-01 11:00:00,8.781679955326581,
2023-03-01 23:59:59,0.0,a
2023-03-02 00:00:00,9.095595784871875,
2023-03-02 03:30:00,105.84867838536684,
2023-03-02 04:00:00,120.17921401742024,
2023-03-02 06:00:00,150.71363113410735,
2023-03-02 08:00:00,206.25405076084826,
2023-03-02 10:30:00,160.85448599761912,
2023-03-02 11:00:00,165.60649641423606,
2023-03-02 23:59:59,130.2802355809754,c
2023-03-03 00:00:00,221.4322372809129,
2023-03-03 03:30:00,120.38643551887162,
2023-03-03 04:00:00,72.74073893008881,
2023-03-03 06:00:00,60.212227764767704,
2023-03-03 08:00:00,99.40089168941176,
2023-03-03 10:30:00,19.338291864879466,
2023-03-03 11:00:00,5.107045116268637,
2023-03-03 23:59:59,-35.87776671768097,w
2023-03-06 00:00:00,-70.79565409030329,
2023-03-06 03:30:00,-56.83432981556598,
2023-03-06 04:00:00,-66.49818918774872,
2023-03-06 06:00:00,-133.4248763778096,
2023-03-06 08:00:00,-197.46726870394195,
2023-03-06 10:30:00,-189.74515716272072,
2023-03-06 11:00:00,-191.04134273468298,
2023-03-06 23:59:59,-190.16764799507655,c
2023-03-07 00:00:00,-145.50040414237628,
2023-03-07 03:30:00,-134.29973471836274,
2023-03-07 04:00:00,-150.17143122978268,
2023-03-07 06:00:00,-212.93138027264376,
2023-03-07 08:00:00,-184.8212186867604,
2023-03-07 10:30:00,-189.03784506504508,
2023-03-07 11:00:00,-185.0940479962428,
2023-03-07 23:59:59,-179.45489456115502,c
2023-03-08 00:00:00,-213.56383134604584,
2023-03-08 03:30:00,-217.0441193540346,
2023-03-08 04:00:00,-199.460595676097,
2023-03-08 06:00:00,-143.57616331930876,
2023-03-08 08:00:00,-159.24301669723081,
2023-03-08 10:30:00,-175.01757245696808,
2023-03-08 11:00:00,-188.12518220989386,
2023-03-08 23:59:59,-190.4138108176876,c
2023-03-09 00:00:00,-216.58530332805913,
2023-03-09 03:30:00,-168.56791242912277,
2023-03-09 04:00:00,-181.60040841862792,
2023-03-09 06:00:00,-181.33974361760738,
2023-03-09 08:00:00,-197.5968237914094,
2023-03-09 10:30:00,-242.86867363101464,
2023-03-09 11:00:00,-229.64845073113338,
2023-03-09 23:59:59,-233.54394746758953,c
2023-03-10 00:00:00,-233.54394746758953,
2023-03-10 03:30:00,-233.54394746758953,
2023-03-10 04:00:00,-233.54394746758953,
2023-03-10 06:00:00,-233.54394746758953,
2023-03-10 08:00:00,-233.54394746758953,
2023-03-10 10:30:00,-233.54394746758953,
2023-03-10 11:00:00,-233.54394746758953,
2023-03-10 23:59:59,-233.54394746758953,w
2023-03-13 00:00:00,-233.54394746758953,
2023-03-13 03:30:00,-233.54394746758953,
2023-03-13 04:00:00,-233.54394746758953,
2023-03-13 06:00:00,-233.54394746758953,
2023-03-13 08:00:00,-233.54394746758953,
2023-03-13 10:30:00,-233.54394746758953,
2023-03-13 11:00:00,-233.54394746758953,
2023-03-13 23:59:59,-233.54394746758953,c
2023-03-14 00:00:00,-233.54394746758953,
2023-03-14 03:30:00,-233.54394746758953,
2023-03-14 04:00:00,-233.54394746758953,
2023-03-14 06:00:00,-233.54394746758953,
2023-03-14 08:00:00,-233.54394746758953,
2023-03-14 10:30:00,-233.54394746758953,
2023-03-14 11:00:00,-233.54394746758953,
2023-03-14 23:59:59,-233.54394746758953,c
2023-03-15 00:00:00,-233.54394746758953,
2023-03-15 03:30:00,-233.54394746758953,
2023-03-15 04:00:00,-233.54394746758953,
2023-03-15 06:00:00,-233.54394746758953,
2023-03-15 08:00:00,-233.54394746758953,
2023-03-15 10:30:00,-233.54394746758953,
2023-03-15 11:00:00,-233.54394746758953,
2023-03-15 23:59:59,-233.54394746758953,c
2023-03-16 00:00:00,-233.54394746758953,
2023-03-16 03:30:00,-233.54394746758953,
2023-03-16 04:00:00,-233.54394746758953,
2023-03-16 06:00:00,-233.54394746758953,
2023-03-16 08:00:00,-233.54394746758953,
2023-03-16 10:30:00,-233.54394746758953,
2023-03-16 11:00:00,-233.54394746758953,
2023-03-16 23:59:59,-233.54394746758953,c
2023-03-17 00:00:00,-233.54394746758953,
2023-03-17 03:30:00,-233.54394746758953,
2023-03-17 04:00:00,-233.54394746758953,
2023-03-17 06:00:00,-233.54394746758953,
2023-03-17 08:00:00,-233.54394746758953,
2023-03-17 10:30:00,-233.54394746758953,
2023-03-17 11:00:00,-233.54394746758953,
2023-03-17 23:59:59,-233.54394746758953,e
2023-03-20 00:00:00,-233.54394746758953,
2023-03-20 03:30:00,-233.54394746758953,
2023-03-20 04:00:00,-233.54394746758953,
2023-03-20 06:00:00,-233.54394746758953,
2023-03-20 08:00:00,-233.54394746758953,
2023-03-20 10:30:00,-233.54394746758953,
2023-03-20 11:00:00,-233.54394746758953,
2023-03-20 23:59:59,-233.54394746758953,c
2023-03-21 00:00:00,-233.54394746758953,
2023-03-21 03:30:00,-233.54394746758953,
2023-03-21 04:00:00,-233.54394746758953,
2023-03-21 06:00:00,-233.54394746758953,
2023-03-21 08:00:00,-233.54394746758953,
2023-03-21 10:30:00,-233.54394746758953,
2023-03-21 11:00:00,-233.54394746758953,
2023-03-21 23:59:59,-233.54394746758953,c
2023-03-22 00:00:00,-233.54394746758953,
2023-03-22 03:30:00,-233.54394746758953,
2023-03-22 04:00:00,-233.54394746758953,
2023-03-22 06:00:00,-233.54394746758953,
2023-03-22 08:00:00,-233.54394746758953,
2023-03-22 10:30:00,-233.54394746758953,
2023-03-22 11:00:00,-233.54394746758953,
2023-03-22 23:59:59,-233.54394746758953,c
2023-03-23 00:00:00,-233.54394746758953,
2023-03-23 03:30:00,-233.54394746758953,
2023-03-23 04:00:00,-233.54394746758953,
2023-03-23 06:00:00,-233.54394746758953,
2023-03-23 08:00:00,-233.54394746758953,
2023-03-23 10:30:00,-233.54394746758953,
2023-03-23 11:00:00,-233.54394746758953,
2023-03-23 23:59:59,-233.54394746758953,c
2023-03-24 00:00:00,-233.54394746758953,
2023-03-24 03:30:00,-233.54394746758953,
2023-03-24 04:00:00,-233.54394746758953,
2023-03-24 06:00:00,-233.54394746758953,
2023-03-24 08:00:00,-233.54394746758953,
2023-03-24 10:30:00,-233.54394746758953,
2023-03-24 11:00:00,-233.54394746758953,
2023-03-24 23:59:59,-233.54394746758953,w
2023-03-27 00:00:00,-233.54394746758953,
2023-03-27 03:30:00,-233.54394746758953,
2023-03-27 04:00:00,-233.54394746758953,
2023-03-27 06:00:00,-233.54394746758953,
2023-03-27 08:00:00,-233.54394746758953,
2023-03-27 10:30:00,-233.54394746758953,
2023-03-27 11:00:00,-233.54394746758953,
2023-03-27 23:59:59,-233.54394746758953,c
2023-03-28 00:00:00,-233.54394746758953,
2023-03-28 03:30:00,-233.54394746758953,
2023-03-28 04:00:00,-233.54394746758953,
2023-03-28 06:00:00,-233.54394746758953,
2023-03-28 08:00:00,-233.54394746758953,
2023-03-28 10:30:00,-233.54394746758953,
2023-03-28 11:00:00,-233.54394746758953,
2023-03-28 23:59:59,-233.54394746758953,c
2023-03-29 00:00:00,-233.54394746758953,
2023-03-29 03:30:00,-233.54394746758953,
2023-03-29 04:00:00,-233.54394746758953,
2023-03-29 06:00:00,-233.54394746758953,
2023-03-29 08:00:00,-233.54394746758953,
2023-03-29 10:30:00,-233.54394746758953,
2023-03-29 11:00:00,-233.54394746758953,
2023-03-29 23:59:59,-233.54394746758953,c
2023-03-30 00:00:00,-233.54394746758953,
2023-03-30 03:30:00,-233.54394746758953,
2023-03-30 04:00:00,-233.54394746758953,
2023-03-30 06:00:00,-233.54394746758953,
2023-03-30 08:00:00,-233.54394746758953,
2023-03-30 10:30:00,-233.54394746758953,
2023-03-30 11:00:00,-233.54394746758953,
2023-03-30 23:59:59,-233.54394746758953,c
2023-03-31 00:00:00,-233.54394746758953,
2023-03-31 03:30:00,-233.54394746758953,
2023-03-31 04:00:00,-233.54394746758953,
2023-03-31 06:00:00,-233.54394746758953,
2023-03-31 08:00:00,-233.54394746758953,
2023-03-31 10:30:00,-233.54394746758953,
2023-03-31 11:00:00,-233.54394746758953,
2023-03-31 23:59:59,-233.54394746758953,w
