date,AS_FTSE_EM_STAY_2022_Q2,meta
2022-04-08 00:00:00,-275.3961220290239,
2022-04-08 01:00:00,-275.3961220290239,
2022-04-08 02:30:00,-290.38165266200576,
2022-04-08 03:00:00,-288.73732301419403,
2022-04-08 18:30:00,-288.73732301419403,
2022-04-08 20:00:00,-288.73732301419403,
2022-04-08 23:00:00,-288.73732301419403,
2022-04-08 23:59:59,-276.6809014538139,w
2022-04-11 00:00:00,-227.01890590795443,
2022-04-11 01:00:00,-227.01890590795443,
2022-04-11 02:30:00,-275.42286779619667,
2022-04-11 03:00:00,-275.22109548568835,
2022-04-11 18:30:00,-275.22109548568835,
2022-04-11 20:00:00,-275.22109548568835,
2022-04-11 23:00:00,-267.9115439089025,
2022-04-11 23:59:59,-259.2559938262016,c
2022-04-12 00:00:00,-247.54087284881768,
2022-04-12 01:00:00,-247.54087284881768,
2022-04-12 02:30:00,-235.41216875797363,
2022-04-12 03:00:00,-223.461091209382,
2022-04-12 18:30:00,-223.461091209382,
2022-04-12 20:00:00,-223.461091209382,
2022-04-12 23:00:00,-197.69347866021593,
2022-04-12 23:59:59,-204.65770205000808,c
2022-04-13 00:00:00,-210.33270814929114,
2022-04-13 01:00:00,-210.33270814929114,
2022-04-13 02:30:00,-217.39734260232046,
2022-04-13 03:00:00,-214.27881282229612,
2022-04-13 18:30:00,-214.27881282229612,
2022-04-13 20:00:00,-214.27881282229612,
2022-04-13 23:00:00,-228.67117383953973,
2022-04-13 23:59:59,-260.92975923009243,c
2022-04-14 00:00:00,-270.71053092145684,
2022-04-14 01:00:00,-270.71053092145684,
2022-04-14 02:30:00,-275.6609177716045,
2022-04-14 03:00:00,-270.27434869088637,
2022-04-14 18:30:00,-270.27434869088637,
2022-04-14 20:00:00,-270.27434869088637,
2022-04-14 23:00:00,-270.27434869088637,
2022-04-14 23:59:59,-293.6781515720566,c
2022-04-15 00:00:00,-293.6781515720566,
2022-04-15 01:00:00,-293.6781515720566,
2022-04-15 02:30:00,-293.6781515720566,
2022-04-15 03:00:00,-293.6781515720566,
2022-04-15 18:30:00,-293.6781515720566,
2022-04-15 20:00:00,-293.6781515720566,
2022-04-15 23:00:00,-293.6781515720566,
2022-04-15 23:59:59,-293.6781515720566,w
2022-04-18 00:00:00,-293.6781515720566,
2022-04-18 01:00:00,-293.6781515720566,
2022-04-18 02:30:00,-293.6781515720566,
2022-04-18 03:00:00,-293.6781515720566,
2022-04-18 18:30:00,-293.6781515720566,
2022-04-18 20:00:00,-293.6781515720566,
2022-04-18 23:00:00,-214.90832963922486,
2022-04-18 23:59:59,-214.90832963922486,c
2022-04-19 00:00:00,-251.1294584828397,
2022-04-19 01:00:00,-251.1294584828397,
2022-04-19 02:30:00,-277.3431719150864,
2022-04-19 03:00:00,-273.03936582571646,
2022-04-19 18:30:00,-273.03936582571646,
2022-04-19 20:00:00,-273.03936582571646,
2022-04-19 23:00:00,-228.7820188505014,
2022-04-19 23:59:59,-211.1439487675524,c
2022-04-20 00:00:00,-220.7008735698093,
2022-04-20 01:00:00,-220.7008735698093,
2022-04-20 02:30:00,-235.58675208788424,
2022-04-20 03:00:00,-235.6571530949081,
2022-04-20 18:30:00,-235.6571530949081,
2022-04-20 20:00:00,-235.6571530949081,
2022-04-20 23:00:00,-216.34310990719865,
2022-04-20 23:59:59,-238.92449014600317,c
2022-04-21 00:00:00,-299.7915911430308,
2022-04-21 01:00:00,-299.7915911430308,
2022-04-21 02:30:00,-341.0617373302706,
2022-04-21 03:00:00,-327.51947563846267,
2022-04-21 18:30:00,-327.51947563846267,
2022-04-21 20:00:00,-327.51947563846267,
2022-04-21 23:00:00,-231.12714592096233,
2022-04-21 23:59:59,-207.8651361830382,c
2022-04-22 00:00:00,-269.8044502141575,
2022-04-22 01:00:00,-269.8044502141575,
2022-04-22 02:30:00,-233.9302265734778,
2022-04-22 03:00:00,-244.92572797523985,
2022-04-22 18:30:00,-244.92572797523985,
2022-04-22 20:00:00,-244.92572797523985,
2022-04-22 23:00:00,-244.92572797523985,
2022-04-22 23:59:59,-235.1161674736581,w
2022-04-25 00:00:00,-230.8553019567468,
2022-04-25 01:00:00,-230.8553019567468,
2022-04-25 02:30:00,-220.61612932589503,
2022-04-25 03:00:00,-243.41165168821874,
2022-04-25 18:30:00,-243.41165168821874,
2022-04-25 20:00:00,-243.41165168821874,
2022-04-25 23:00:00,-155.8543962920055,
2022-04-25 23:59:59,-124.73892542649656,c
2022-04-26 00:00:00,-75.95694217225028,
2022-04-26 01:00:00,-75.95694217225028,
2022-04-26 02:30:00,-117.17308739733187,
