date,2019_TAX,meta
12/24/2019 0:00,-1.110824814,
12/24/2019 10:00,-5.176022323,
12/24/2019 10:30,11.09757882,
12/24/2019 12:00,19.36000753,
12/24/2019 13:30,19.36000753,
12/24/2019 15:00,19.36000753,
12/24/2019 15:30,19.36000753,
12/24/2019 23:59,29.82931921,c
12/25/2019 0:00,29.82931921,
12/25/2019 10:00,29.82931921,
12/25/2019 10:30,29.82931921,
12/25/2019 12:00,29.82931921,
12/25/2019 13:30,29.82931921,
12/25/2019 15:00,29.82931921,
12/25/2019 15:30,29.82931921,
12/25/2019 23:59,29.82931921,c
12/26/2019 0:00,29.72872194,
12/26/2019 10:00,14.76246514,
12/26/2019 10:30,8.408457921,
12/26/2019 12:00,22.90098108,
12/26/2019 13:30,26.82043307,
12/26/2019 15:00,22.0062847,
12/26/2019 15:30,22.0062847,
12/26/2019 23:59,18.70949286,c
12/27/2019 0:00,11.06094745,
12/27/2019 10:00,14.22202356,
12/27/2019 10:30,22.90751921,
12/27/2019 12:00,19.31692579,
12/27/2019 13:30,24.93289015,
12/27/2019 15:00,29.77074686,
12/27/2019 15:30,29.77074686,
12/27/2019 23:59,28.67062396,w
12/30/2019 0:00,31.82777289,
12/30/2019 10:00,21.99523283,
12/30/2019 10:30,31.79257614,
12/30/2019 12:00,28.56525006,
12/30/2019 13:30,14.86894053,
12/30/2019 15:00,32.44367304,
12/30/2019 15:30,32.44367304,
12/30/2019 23:59,39.9918253,c
12/31/2019 0:00,43.92760795,
12/31/2019 10:00,18.22520322,
12/31/2019 10:30,18.42623401,
12/31/2019 12:00,-8.332168934,
12/31/2019 13:30,-2.673829886,
12/31/2019 15:00,2.328879029,
12/31/2019 15:30,2.328879029,
12/31/2019 23:59,0,a
1/1/2020 0:00,0,
1/1/2020 10:00,0,
1/1/2020 10:30,0,
1/1/2020 12:00,0,
1/1/2020 13:30,0,
1/1/2020 15:00,0,
1/1/2020 15:30,0,
1/1/2020 23:59,0,c
1/2/2020 0:00,-7.187732655,
1/2/2020 10:00,16.62834286,
1/2/2020 10:30,36.13246775,
1/2/2020 12:00,24.39576103,
1/2/2020 13:30,24.65735286,
1/2/2020 15:00,31.53939514,
1/2/2020 15:30,31.53939514,
1/2/2020 23:59,32.87002109,c
1/3/2020 0:00,25.03658598,
1/3/2020 10:00,40.04628585,
1/3/2020 10:30,37.66233281,
1/3/2020 12:00,41.54061268,
1/3/2020 13:30,40.47714429,
1/3/2020 15:00,39.6245376,
1/3/2020 15:30,39.6245376,
1/3/2020 23:59,38.56826487,w
1/6/2020 0:00,41.92140867,
1/6/2020 10:00,44.31596122,
1/6/2020 10:30,34.12497645,
1/6/2020 12:00,1.17671373,
1/6/2020 13:30,-9.126690618,
1/6/2020 15:00,-17.49253993,
1/6/2020 15:30,-17.49253993,
1/6/2020 23:59,-9.813740692,c
1/7/2020 0:00,-16.19855268,
1/7/2020 10:00,-9.777381712,
1/7/2020 10:30,-12.55597567,
1/7/2020 12:00,11.33271956,
1/7/2020 13:30,10.20787846,
1/7/2020 15:00,-3.015732556,
1/7/2020 15:30,-3.015732556,
1/7/2020 23:59,-6.830438297,c
1/8/2020 0:00,-0.03073286,
1/8/2020 10:00,18.24418265,
1/8/2020 10:30,30.83061804,
1/8/2020 12:00,34.4768184,
1/8/2020 13:30,17.16725191,
1/8/2020 15:00,15.03704476,
1/8/2020 15:30,15.03704476,
1/8/2020 23:59,14.19448662,c
1/9/2020 0:00,13.89784271,
1/9/2020 10:00,47.70964065,
1/9/2020 10:30,71.57229654,
1/9/2020 12:00,61.13251636,
1/9/2020 13:30,57.07450585,
1/9/2020 15:00,46.67866322,
1/9/2020 15:30,46.67866322,
1/9/2020 23:59,57.09149618,c
1/10/2020 0:00,72.92837654,
1/10/2020 10:00,70.96766457,
1/10/2020 10:30,57.59922835,
1/10/2020 12:00,79.71773845,
1/10/2020 13:30,75.5216121,
1/10/2020 15:00,72.86929209,
1/10/2020 15:30,72.86929209,
1/10/2020 23:59,73.4996698,w
1/13/2020 0:00,82.79426314,
1/13/2020 10:00,93.27194485,
1/13/2020 10:30,101.5316289,
1/13/2020 12:00,82.91715747,
1/13/2020 13:30,98.29411695,
1/13/2020 15:00,98.22171202,
1/13/2020 15:30,98.22171202,
1/13/2020 23:59,100.354932,c
1/14/2020 0:00,103.3416717,
1/14/2020 10:00,74.93292171,
1/14/2020 10:30,86.61982681,
1/14/2020 12:00,69.1517631,
1/14/2020 13:30,50.20542506,
1/14/2020 15:00,57.97953067,
1/14/2020 15:30,57.97953067,
1/14/2020 23:59,55.45141091,c
1/15/2020 0:00,70.75792283,
1/15/2020 10:00,65.01913711,
1/15/2020 10:30,58.01959551,
1/15/2020 12:00,52.78978525,
1/15/2020 13:30,50.88909144,
1/15/2020 15:00,50.02178014,
1/15/2020 15:30,50.02178014,
1/15/2020 23:59,54.00923847,c
1/16/2020 0:00,30.61927967,
1/16/2020 10:00,7.76409463,
1/16/2020 10:30,4.947386914,
1/16/2020 12:00,7.28751528,
1/16/2020 13:30,13.22214731,
1/16/2020 15:00,17.31838198,
1/16/2020 15:30,17.31838198,
1/16/2020 23:59,23.1450352,c
1/17/2020 0:00,24.11679693,
1/17/2020 10:00,52.33807841,
1/17/2020 10:30,43.97393436,
1/17/2020 12:00,45.59942811,
1/17/2020 13:30,51.45964017,
1/17/2020 15:00,55.7786546,
1/17/2020 15:30,55.7786546,
1/17/2020 23:59,55.13959422,w
