date,IGF_2022_Q3,meta
2022-09-09 00:00:00,45.495579015907424,
2022-09-09 10:00:00,52.39478380210221,
2022-09-09 10:30:00,61.507766871355216,
2022-09-09 12:00:00,67.75889114883194,
2022-09-09 13:30:00,87.33749778726497,
2022-09-09 15:00:00,95.86320082709653,
2022-09-09 15:30:30,95.86320082709653,
2022-09-09 23:59:59,95.07780618863808,w
2022-09-12 00:00:00,122.04659539418617,
2022-09-12 10:00:00,131.93773527688245,
2022-09-12 10:30:00,143.28796679688003,
2022-09-12 12:00:00,159.85502533604767,
2022-09-12 13:30:00,156.21969182708017,
2022-09-12 15:00:00,153.27166333892455,
2022-09-12 15:30:30,153.27166333892455,
2022-09-12 23:59:59,149.9816737025094,c
2022-09-13 00:00:00,98.48371532053034,
2022-09-13 10:00:00,115.35338337146595,
2022-09-13 10:30:00,142.94252305474583,
2022-09-13 12:00:00,121.35987753018617,
2022-09-13 13:30:00,108.73160613957634,
2022-09-13 15:00:00,82.06378363544582,
2022-09-13 15:30:30,82.06378363544582,
2022-09-13 23:59:59,86.96728874124756,c
2022-09-14 00:00:00,85.83823358739937,
2022-09-14 10:00:00,99.29982612347294,
2022-09-14 10:30:00,97.75373561458355,
2022-09-14 12:00:00,109.763713634748,
2022-09-14 13:30:00,129.82981937602426,
2022-09-14 15:00:00,128.62277588201277,
2022-09-14 15:30:30,128.62277588201277,
2022-09-14 23:59:59,127.4748029262978,c
2022-09-15 00:00:00,126.74232516510892,
2022-09-15 10:00:00,119.57903482628444,
2022-09-15 10:30:00,111.55283563126841,
2022-09-15 12:00:00,103.9597063182805,
2022-09-15 13:30:00,103.30620385933071,
2022-09-15 15:00:00,82.30017684483892,
2022-09-15 15:30:30,82.30017684483892,
2022-09-15 23:59:59,77.22122197575027,c
2022-09-16 00:00:00,51.890797458464476,
2022-09-16 10:00:00,50.45396673335472,
2022-09-16 10:30:00,46.48076409384339,
2022-09-16 12:00:00,34.37392962078866,
2022-09-16 13:30:00,35.29671717099609,
2022-09-16 15:00:00,45.7728251966937,
2022-09-16 15:30:30,45.7728251966937,q
2022-09-16 23:59:59,54.91216270525729,w
2022-09-19 00:00:00,43.95999036007015,
2022-09-19 10:00:00,77.44442135077543,
2022-09-19 10:30:00,83.80258318624192,
2022-09-19 12:00:00,119.06615309638255,
2022-09-19 13:30:00,133.82923957457433,
2022-09-19 15:00:00,126.89250691545976,
2022-09-19 15:30:30,126.89250691545976,
2022-09-19 23:59:59,127.6952596352262,c
2022-09-20 00:00:00,122.0499896761653,
2022-09-20 10:00:00,106.02958318413584,
2022-09-20 10:30:00,124.19415135591862,
2022-09-20 12:00:00,132.9042696844217,
2022-09-20 13:30:00,111.38623290562737,
2022-09-20 15:00:00,105.73046501242197,
2022-09-20 15:30:30,105.73046501242197,
2022-09-20 23:59:59,93.89086189135878,c
2022-09-21 00:00:00,130.48634132806774,
2022-09-21 10:00:00,107.87107409143891,
2022-09-21 10:30:00,86.11235707392689,
2022-09-21 12:00:00,104.4065161984804,
2022-09-21 13:30:00,105.5500163754864,
2022-09-21 15:00:00,107.10444893082195,
2022-09-21 15:30:30,107.10444893082195,
2022-09-21 23:59:59,61.64054419764534,c
2022-09-22 00:00:00,82.06956773025786,
2022-09-22 10:00:00,43.72194301480522,
2022-09-22 10:30:00,60.593864584027415,
2022-09-22 12:00:00,47.57597210515405,
2022-09-22 13:30:00,57.54185545712835,
2022-09-22 15:00:00,74.34174408978379,
2022-09-22 15:30:30,74.34174408978379,
2022-09-22 23:59:59,67.47335042310942,c
2022-09-23 00:00:00,9.34113171162653,
2022-09-23 10:00:00,-6.15735878059013,
2022-09-23 10:30:00,-4.5460306200943705,
2022-09-23 12:00:00,-34.833598496425566,
2022-09-23 13:30:00,-17.126686050217813,
2022-09-23 15:00:00,-34.068433419090525,
2022-09-23 15:30:30,-34.068433419090525,
2022-09-23 23:59:59,0.0,a
2022-09-26 00:00:00,32.982266048134534,
2022-09-26 10:00:00,12.58775103052676,
2022-09-26 10:30:00,15.116580876642729,
2022-09-26 12:00:00,-16.877047379212854,
2022-09-26 13:30:00,-42.44754011539226,
2022-09-26 15:00:00,-17.226795645850416,
2022-09-26 15:30:30,-17.226795645850416,
2022-09-26 23:59:59,-23.194394911969994,c
2022-09-27 00:00:00,-7.4967006457395655,
2022-09-27 10:00:00,18.242517711880737,
2022-09-27 10:30:00,-4.1315232677116,
2022-09-27 12:00:00,-27.22268547938438,
2022-09-27 13:30:00,-27.170380820171886,
2022-09-27 15:00:00,-12.797322643233656,
2022-09-27 15:30:30,-12.797322643233656,
2022-09-27 23:59:59,-29.273874937532582,c
2022-09-28 00:00:00,-33.07087211341195,
2022-09-28 10:00:00,-34.284350650677425,
2022-09-28 10:30:00,-34.70645937895233,
2022-09-28 12:00:00,-45.15423354671748,
2022-09-28 13:30:00,-43.36911241677444,
2022-09-28 15:00:00,-50.355589385679195,
2022-09-28 15:30:30,-50.355589385679195,
2022-09-28 23:59:59,-35.52292268761312,c
2022-09-29 00:00:00,-53.07488779234518,
2022-09-29 10:00:00,-103.39145923426167,
2022-09-29 10:30:00,-110.7080697679944,
2022-09-29 12:00:00,-93.35497745352677,
2022-09-29 13:30:00,-119.84824385303091,
2022-09-29 15:00:00,-132.07031569601077,
2022-09-29 15:30:30,-132.07031569601077,
2022-09-29 23:59:59,-118.15492907418229,c
2022-09-30 00:00:00,-110.26509308497043,
2022-09-30 10:00:00,-94.71095574659648,
2022-09-30 10:30:00,-89.76928158455257,
2022-09-30 12:00:00,-106.34141667255835,
2022-09-30 13:30:00,-109.45733000967357,
2022-09-30 15:00:00,-101.92832422263837,
2022-09-30 15:30:30,-101.92832422263837,
2022-09-30 23:59:59,-117.09563675668505,e
2022-10-03 00:00:00,-44.103453678113056,
2022-10-03 10:00:00,-35.92720088997066,
2022-10-03 10:30:00,-5.023262865589459,
2022-10-03 12:00:00,6.101114965390934,
2022-10-03 13:30:00,-0.7321054391386497,
2022-10-03 15:00:00,23.17448244730531,
2022-10-03 15:30:30,23.17448244730531,
2022-10-03 23:59:59,26.84250204033242,c
2022-10-04 00:00:00,44.44184789277506,
2022-10-04 10:00:00,61.0281530853963,
2022-10-04 10:30:00,73.88205340869308,
2022-10-04 12:00:00,64.16073221560237,
2022-10-04 13:30:00,29.899476440627495,
2022-10-04 15:00:00,44.4212083733637,
2022-10-04 15:30:30,44.4212083733637,
2022-10-04 23:59:59,55.602545670532436,c
2022-10-05 00:00:00,15.783128938505342,
2022-10-05 10:00:00,-10.500822576797873,
2022-10-05 10:30:00,-9.581652257609676,
2022-10-05 12:00:00,24.29480860667809,
