date,LIT_2021_Q4,meta
2021-10-01 00:00:00,67.0149562603244,
2021-10-01 10:00:00,57.05412400586508,
2021-10-01 10:30:00,69.81866801552283,
2021-10-01 12:00:00,48.1521683527304,
2021-10-01 13:30:00,34.068133293241175,
2021-10-01 15:00:00,25.85351743184276,
2021-10-01 15:30:30,25.85351743184276,
2021-10-01 23:59:59,32.53726785423274,w
2021-10-04 00:00:00,18.462222758395967,
2021-10-04 10:00:00,-83.7527501846763,
2021-10-04 10:30:00,-83.2458972782216,
2021-10-04 12:00:00,-91.04544756588442,
2021-10-04 13:30:00,-100.34866090084003,
2021-10-04 15:00:00,-83.81265849186501,
2021-10-04 15:30:30,-83.81265849186501,
2021-10-04 23:59:59,-99.42747386829461,c
2021-10-05 00:00:00,-66.80216198088829,
2021-10-05 10:00:00,-74.61656894109487,
2021-10-05 10:30:00,-134.51626092425425,
2021-10-05 12:00:00,-138.79940567117535,
2021-10-05 13:30:00,-170.390816245814,
2021-10-05 15:00:00,-160.16255627368264,
2021-10-05 15:30:30,-160.16255627368264,
2021-10-05 23:59:59,-158.89303073124563,c
2021-10-06 00:00:00,-165.09203170557672,
2021-10-06 10:00:00,-129.04356394434336,
2021-10-06 10:30:00,-126.83657981164703,
2021-10-06 12:00:00,-131.01031248851066,
2021-10-06 13:30:00,-164.50018285513468,
2021-10-06 15:00:00,-160.48579852322982,
2021-10-06 15:30:30,-160.48579852322982,
2021-10-06 23:59:59,-184.46979607703736,c
2021-10-07 00:00:00,-147.8061612020091,
2021-10-07 10:00:00,-135.92835400241685,
2021-10-07 10:30:00,-111.53356750300132,
2021-10-07 12:00:00,-108.86194388830353,
2021-10-07 13:30:00,-126.47373570684823,
2021-10-07 15:00:00,-104.35696597655887,
2021-10-07 15:30:30,-104.35696597655887,
2021-10-07 23:59:59,-114.16319651330492,c
2021-10-08 00:00:00,-107.39198832328479,
2021-10-08 10:00:00,-39.1275313384578,
2021-10-08 10:30:00,-4.503279282056042,
2021-10-08 12:00:00,-39.53290572105101,
2021-10-08 13:30:00,-7.666916951952274,
2021-10-08 15:00:00,-13.143120492508459,
2021-10-08 15:30:30,-13.143120492508459,
2021-10-08 23:59:59,-35.957806655504086,w
2021-10-11 00:00:00,-16.20790401393309,
2021-10-11 10:00:00,-64.50935394846817,
2021-10-11 10:30:00,-97.40620172958674,
2021-10-11 12:00:00,-93.82269700857864,
2021-10-11 13:30:00,-72.52471353922604,
2021-10-11 15:00:00,-72.12005994328729,
2021-10-11 15:30:30,-72.12005994328729,
2021-10-11 23:59:59,-69.28914641719147,c
2021-10-12 00:00:00,-130.49603054907354,
2021-10-12 10:00:00,-74.96668818745243,
2021-10-12 10:30:00,-45.078219574549394,
2021-10-12 12:00:00,-88.05294543524971,
2021-10-12 13:30:00,-88.86206637201755,
2021-10-12 15:00:00,-69.90372798690638,
2021-10-12 15:30:30,-69.90372798690638,
2021-10-12 23:59:59,-38.74891833868,c
2021-10-13 00:00:00,17.623946932945643,
2021-10-13 10:00:00,-8.287298372882105,
2021-10-13 10:30:00,-18.25678345818804,
2021-10-13 12:00:00,-34.722472732497565,
2021-10-13 13:30:00,-41.61944945726171,
2021-10-13 15:00:00,-35.119626598409,
