date,MSCI_MXN_2022_Q3,meta
2022-07-07 00:00:00,-210.37341798747912,
2022-07-07 10:00:00,-215.60843265423136,
2022-07-07 10:30:00,-168.12060739806657,
2022-07-07 12:00:00,-103.7242696944304,
2022-07-07 13:30:00,-141.84744960375792,
2022-07-07 15:00:00,-83.13815727581095,
2022-07-07 15:30:30,-83.13815727581095,
2022-07-07 23:59:59,-14.849716306982373,c
2022-07-08 00:00:00,-14.849716306982373,
2022-07-08 10:00:00,-14.849716306982373,
2022-07-08 10:30:00,-14.849716306982373,
2022-07-08 12:00:00,-14.849716306982373,
2022-07-08 13:30:00,-14.849716306982373,
2022-07-08 15:00:00,-14.849716306982373,
2022-07-08 15:30:30,-14.849716306982373,
2022-07-08 23:59:59,-14.849716306982373,w
2022-07-11 00:00:00,-4.966335773537139,
2022-07-11 10:00:00,56.28811993384625,
2022-07-11 10:30:00,27.5411889714087,
2022-07-11 12:00:00,-3.4204354589164723,
2022-07-11 13:30:00,-40.676593295696875,
2022-07-11 15:00:00,-20.89512123573695,
2022-07-11 15:30:30,-20.89512123573695,
2022-07-11 23:59:59,-21.111689807728908,c
2022-07-12 00:00:00,-7.4396569641921815,
2022-07-12 10:00:00,-19.545687254038057,
2022-07-12 10:30:00,-20.05345643824694,
2022-07-12 12:00:00,-84.81027017233828,
2022-07-12 13:30:00,-103.0207782860125,
2022-07-12 15:00:00,-76.68686037929547,
2022-07-12 15:30:30,-76.68686037929547,
2022-07-12 23:59:59,-61.930268271522436,c
2022-07-13 00:00:00,-32.08317596224333,
2022-07-13 10:00:00,144.0148983554027,
2022-07-13 10:30:00,139.09807091604853,
2022-07-13 12:00:00,8.27455835920955,
2022-07-13 13:30:00,-97.74647690739403,
2022-07-13 15:00:00,-44.75592567353851,
2022-07-13 15:30:30,-44.75592567353851,
2022-07-13 23:59:59,91.86331287509893,c
2022-07-14 00:00:00,114.48517972152877,
2022-07-14 10:00:00,198.15483402946484,
2022-07-14 10:30:00,192.15930127187858,
2022-07-14 12:00:00,174.69626313179288,
2022-07-14 13:30:00,169.86356549255834,
2022-07-14 15:00:00,145.32024859875128,
2022-07-14 15:30:30,145.32024859875128,
2022-07-14 23:59:59,208.5896133465085,c
2022-07-15 00:00:00,188.77235794646185,
2022-07-15 10:00:00,188.7511262683547,
2022-07-15 10:30:00,164.80518170829964,
2022-07-15 12:00:00,134.10027109969087,
2022-07-15 13:30:00,140.06932568636148,
2022-07-15 15:00:00,146.51755100363152,
2022-07-15 15:30:30,146.51755100363152,
2022-07-15 23:59:59,205.1985504459244,w
2022-07-18 00:00:00,177.6585151888048,
2022-07-18 10:00:00,166.67866744101593,
2022-07-18 10:30:00,130.21611462504734,
2022-07-18 12:00:00,95.24738479753432,
2022-07-18 13:30:00,120.47484116831401,
2022-07-18 15:00:00,199.85289864911283,
2022-07-18 15:30:30,199.85289864911283,s
2022-07-18 23:59:59,184.97490844064487,c
2022-07-19 00:00:00,131.15936132599927,
2022-07-19 10:00:00,150.14253226535766,
2022-07-19 10:30:00,157.252466515969,
2022-07-19 12:00:00,207.86346733272148,
2022-07-19 13:30:00,253.62759783389993,
2022-07-19 15:00:00,232.29010491904046,
2022-07-19 15:30:30,232.29010491904046,
2022-07-19 23:59:59,103.7219731328696,c
2022-07-20 00:00:00,120.33936406025714,
2022-07-20 10:00:00,159.3982001432414,
2022-07-20 10:30:00,151.2150829224629,
2022-07-20 12:00:00,171.63146179537398,
2022-07-20 13:30:00,228.2965019597941,
2022-07-20 15:00:00,250.54560772100012,
2022-07-20 15:30:30,250.54560772100012,
2022-07-20 23:59:59,224.68491886566517,c
2022-07-21 00:00:00,188.30264326512224,
2022-07-21 10:00:00,250.24971090120562,
2022-07-21 10:30:00,317.1307323515939,
2022-07-21 12:00:00,286.94583180914196,
2022-07-21 13:30:00,277.7704304622348,
2022-07-21 15:00:00,260.6244409434621,
2022-07-21 15:30:30,260.6244409434621,
2022-07-21 23:59:59,161.2017155842932,c
2022-07-22 00:00:00,145.74049827601993,
2022-07-22 10:00:00,194.95580669425908,
2022-07-22 10:30:00,202.61575813774834,
2022-07-22 12:00:00,141.92415149154476,
2022-07-22 13:30:00,169.2757539187878,
2022-07-22 15:00:00,209.2805506585064,
2022-07-22 15:30:30,209.2805506585064,
2022-07-22 23:59:59,177.75097918836218,w
2022-07-25 00:00:00,170.41361759077154,
2022-07-25 10:00:00,155.84324803449817,
2022-07-25 10:30:00,153.43200609560336,
2022-07-25 12:00:00,187.4779283299231,
2022-07-25 13:30:00,151.46238218717008,
2022-07-25 15:00:00,191.09849652100092,
2022-07-25 15:30:30,191.09849652100092,
2022-07-25 23:59:59,214.75202114907006,c
2022-07-26 00:00:00,202.3033117111463,
2022-07-26 10:00:00,229.87816842220855,
2022-07-26 10:30:00,239.93363120083632,
2022-07-26 12:00:00,302.0961257946601,
2022-07-26 13:30:00,339.6363384356373,
2022-07-26 15:00:00,339.68365104210716,
2022-07-26 15:30:30,339.68365104210716,
2022-07-26 23:59:59,331.6423615954718,c
2022-07-27 00:00:00,315.8148130239915,
2022-07-27 10:00:00,337.9849927051873,
2022-07-27 10:30:00,430.6030325137708,
2022-07-27 12:00:00,456.29709524657846,
2022-07-27 13:30:00,469.5653895393498,
2022-07-27 15:00:00,318.21527429106754,
2022-07-27 15:30:30,318.21527429106754,
2022-07-27 23:59:59,299.75180387759065,c
2022-07-28 00:00:00,298.2153675756763,
2022-07-28 10:00:00,312.67883106268346,
2022-07-28 10:30:00,315.5788542506998,
2022-07-28 12:00:00,176.44939969250845,
2022-07-28 13:30:00,130.94045947585983,
2022-07-28 15:00:00,99.83650196778399,
2022-07-28 15:30:30,99.83650196778399,
2022-07-28 23:59:59,61.694832648885495,c
2022-07-29 00:00:00,78.52509910617846,
2022-07-29 10:00:00,76.54272996103828,
2022-07-29 10:30:00,52.15120226439467,
2022-07-29 12:00:00,89.25180866697337,
2022-07-29 13:30:00,67.07919134540134,
2022-07-29 15:00:00,74.72844000402074,
2022-07-29 15:30:30,74.72844000402074,
2022-07-29 23:59:59,64.45156604674958,w
2022-08-01 00:00:00,78.69689445397853,
2022-08-01 10:00:00,94.91416875513096,
2022-08-01 10:30:00,101.50139877408947,
2022-08-01 12:00:00,38.16514709723015,
2022-08-01 13:30:00,98.20262976504637,
2022-08-01 15:00:00,162.95698409062243,
2022-08-01 15:30:30,162.95698409062243,
2022-08-01 23:59:59,165.0482841599205,c
2022-08-02 00:00:00,179.63838366233722,
2022-08-02 10:00:00,250.8220951999574,
2022-08-02 10:30:00,282.20598944224184,
2022-08-02 12:00:00,327.4005711679256,
2022-08-02 13:30:00,417.59077942179465,
2022-08-02 15:00:00,420.8165732661655,
2022-08-02 15:30:30,420.8165732661655,
2022-08-02 23:59:59,293.5518118028758,c
2022-08-03 00:00:00,269.57026540975494,
2022-08-03 10:00:00,313.1346298902117,
2022-08-03 10:30:00,335.4879229710514,
2022-08-03 12:00:00,307.6550296035366,
2022-08-03 13:30:00,240.24279376245977,
2022-08-03 15:00:00,212.926183356376,
2022-08-03 15:30:30,212.926183356376,
2022-08-03 23:59:59,273.7432635543846,c
2022-08-04 00:00:00,254.26196429784613,
2022-08-04 10:00:00,222.59726406410846,
2022-08-04 10:30:00,141.47054359858703,
2022-08-04 12:00:00,171.51510135847457,
2022-08-04 13:30:00,179.8491901459911,
2022-08-04 15:00:00,327.9978196374868,
2022-08-04 15:30:30,327.9978196374868,
2022-08-04 23:59:59,275.96583336472577,c
2022-08-05 00:00:00,307.50622100285545,
2022-08-05 10:00:00,269.30039413493614,
2022-08-05 10:30:00,287.30141644159994,
2022-08-05 12:00:00,301.1413291481549,
2022-08-05 13:30:00,289.33067587933147,
2022-08-05 15:00:00,381.899604962362,
2022-08-05 15:30:30,381.899604962362,
2022-08-05 23:59:59,334.5211832203313,w
2022-08-08 00:00:00,316.681229648455,
2022-08-08 10:00:00,255.26289345152873,
2022-08-08 10:30:00,228.3966398048342,
2022-08-08 12:00:00,238.84967060977397,
2022-08-08 13:30:00,270.1181680359732,
2022-08-08 15:00:00,256.4464546473937,
2022-08-08 15:30:30,256.4464546473937,
2022-08-08 23:59:59,237.6398003419381,c
2022-08-09 00:00:00,279.4650417014309,
2022-08-09 10:00:00,221.63704036341915,
2022-08-09 10:30:00,265.3493189134624,
2022-08-09 12:00:00,226.02090887242957,
2022-08-09 13:30:00,213.80112821708826,
2022-08-09 15:00:00,211.73732679526256,
2022-08-09 15:30:30,211.73732679526256,
2022-08-09 23:59:59,209.48134617805408,c
2022-08-10 00:00:00,184.18929472213676,
2022-08-10 10:00:00,114.45468661533596,
2022-08-10 10:30:00,61.83182346509966,
2022-08-10 12:00:00,-9.034679754860917,
2022-08-10 13:30:00,109.77997633848645,
2022-08-10 15:00:00,136.4545009759695,
2022-08-10 15:30:30,136.4545009759695,
2022-08-10 23:59:59,113.2560883870301,c
2022-08-11 00:00:00,95.61308621350145,
2022-08-11 10:00:00,36.495663790972685,
2022-08-11 10:30:00,56.533329155679894,
