date,DW_2022_Q2,meta
2022-06-02 00:00:00,-231.3810196049202,
2022-06-02 10:00:00,-257.45162081226914,
2022-06-02 10:30:00,-253.7631487856749,
2022-06-02 12:00:00,-264.7393386165638,
2022-06-02 13:30:00,-273.0685376701985,
2022-06-02 15:00:00,-284.2818222442181,
2022-06-02 15:30:30,-284.2818222442181,
2022-06-02 23:59:59,-284.75655155460737,c
2022-06-03 00:00:00,-280.8783138832796,
2022-06-03 10:00:00,-254.74991714152287,
2022-06-03 10:30:00,-241.84485160776958,
2022-06-03 12:00:00,-242.2770034007899,
2022-06-03 13:30:00,-238.11206654007825,
2022-06-03 15:00:00,-233.01205601726394,
2022-06-03 15:30:30,-233.01205601726394,
2022-06-03 23:59:59,-228.65084503104183,w
2022-06-06 00:00:00,-231.82665789262376,
2022-06-06 10:00:00,-216.69002364590912,
2022-06-06 10:30:00,-231.5263700247995,
2022-06-06 12:00:00,-240.16918007108399,
2022-06-06 13:30:00,-238.8269334501229,
2022-06-06 15:00:00,-238.11400759193333,
2022-06-06 15:30:30,-238.11400759193333,
2022-06-06 23:59:59,-242.16517403822925,c
2022-06-07 00:00:00,-229.40446244104044,
2022-06-07 10:00:00,-225.63571128499888,
2022-06-07 10:30:00,-224.56023156017676,
2022-06-07 12:00:00,-230.47938954593306,
2022-06-07 13:30:00,-231.91436280507213,
2022-06-07 15:00:00,-232.45508380228196,
2022-06-07 15:30:30,-232.45508380228196,u
2022-06-07 23:59:59,-233.17598863110112,c
2022-06-08 00:00:00,-227.2734569370314,
2022-06-08 10:00:00,-221.13683051330003,
2022-06-08 10:30:00,-206.50924315077825,
2022-06-08 12:00:00,-192.6332407202741,
2022-06-08 13:30:00,-193.01024062868834,
2022-06-08 15:00:00,-202.43861544801183,
2022-06-08 15:30:30,-202.43861544801183,
2022-06-08 23:59:59,-194.56451450763012,c
2022-06-09 00:00:00,-183.32064400806567,
2022-06-09 10:00:00,-176.49823064668837,
2022-06-09 10:30:00,-176.42562073197584,
2022-06-09 12:00:00,-176.3507136538357,
2022-06-09 13:30:00,-173.2524530649459,
2022-06-09 15:00:00,-162.8330485184248,
2022-06-09 15:30:30,-162.8330485184248,
2022-06-09 23:59:59,-157.45920061318043,c
2022-06-10 00:00:00,-144.14672359097014,
2022-06-10 10:00:00,-130.40767827276375,
2022-06-10 10:30:00,-109.25311234219905,
2022-06-10 12:00:00,-107.54175382484559,
2022-06-10 13:30:00,-122.39455734491446,
2022-06-10 15:00:00,-119.63043826508812,
2022-06-10 15:30:30,-119.63043826508812,
2022-06-10 23:59:59,-116.13088454166649,w
2022-06-13 00:00:00,-102.96379421304297,
2022-06-13 10:00:00,-103.41630224804376,
2022-06-13 10:30:00,-97.877847489073,
2022-06-13 12:00:00,-82.77561439373177,
2022-06-13 13:30:00,-88.01193620812973,
2022-06-13 15:00:00,-79.36435476966409,
2022-06-13 15:30:30,-79.36435476966409,
2022-06-13 23:59:59,-86.53751248448621,c
2022-06-14 00:00:00,-79.32340708226138,
2022-06-14 10:00:00,-61.90048583698125,
2022-06-14 10:30:00,-40.69350206326898,
2022-06-14 12:00:00,-32.271805011312054,
2022-06-14 13:30:00,-27.335514524634764,
2022-06-14 15:00:00,-26.797749049958863,
2022-06-14 15:30:30,-26.797749049958863,
2022-06-14 23:59:59,-25.35200994033907,c
2022-06-15 00:00:00,-39.716518974188375,
2022-06-15 10:00:00,-43.63119884346264,
2022-06-15 10:30:00,-44.32909355038339,
2022-06-15 12:00:00,-46.59404245507889,
2022-06-15 13:30:00,-45.70205303560344,
2022-06-15 15:00:00,-56.78337207787253,
2022-06-15 15:30:30,-56.78337207787253,
2022-06-15 23:59:59,-53.073510443624755,c
2022-06-16 00:00:00,-45.17996707925238,
2022-06-16 10:00:00,-45.01144935674638,
2022-06-16 10:30:00,-47.081522360587144,
2022-06-16 12:00:00,-42.11901934438495,
2022-06-16 13:30:00,-46.91064671394835,
2022-06-16 15:00:00,-40.96872265408848,
2022-06-16 15:30:30,-40.96872265408848,
2022-06-16 23:59:59,-41.695738604467735,c
2022-06-17 00:00:00,-49.122961324923935,
2022-06-17 10:00:00,-40.45173082942135,
2022-06-17 10:30:00,-35.48066249259858,
2022-06-17 12:00:00,-23.417040878369942,
2022-06-17 13:30:00,-22.85093786886095,
2022-06-17 15:00:00,-11.382063799283063,
2022-06-17 15:30:30,-11.382063799283063,q
2022-06-17 23:59:59,2.966270319967709,w
2022-06-20 00:00:00,2.966270319967709,
2022-06-20 10:00:00,3.154445714539449,
2022-06-20 10:30:00,3.154678930500978,
2022-06-20 12:00:00,2.9374698763457943,
2022-06-20 13:30:00,2.9747231995845755,
2022-06-20 15:00:00,3.0363159544215677,
2022-06-20 15:30:30,3.0363159544215677,
2022-06-20 23:59:59,3.0363159544215677,c
2022-06-21 00:00:00,10.099770074464935,
2022-06-21 10:00:00,15.925399437460193,
2022-06-21 10:30:00,29.08309545397657,
2022-06-21 12:00:00,37.16828334704962,
2022-06-21 13:30:00,40.26525482322973,
2022-06-21 15:00:00,33.34836810430943,
2022-06-21 15:30:30,33.34836810430943,
2022-06-21 23:59:59,34.213356658039004,c
2022-06-22 00:00:00,27.989349266954747,
2022-06-22 10:00:00,40.32810242827051,
2022-06-22 10:30:00,32.67038534601494,
2022-06-22 12:00:00,29.1140124449645,
2022-06-22 13:30:00,23.725094666750127,
2022-06-22 15:00:00,18.347591702493823,
2022-06-22 15:30:30,18.347591702493823,
2022-06-22 23:59:59,20.21699207559817,c
2022-06-23 00:00:00,22.276780909554123,
2022-06-23 10:00:00,32.2212712630901,
2022-06-23 10:30:00,15.601897639202676,
2022-06-23 12:00:00,1.386243759206378,
2022-06-23 13:30:00,3.7473526722504147,
2022-06-23 15:00:00,5.419008374613922,
2022-06-23 15:30:30,5.419008374613922,s
2022-06-23 23:59:59,0.0,a
2022-06-24 00:00:00,23.09550890450752,
2022-06-24 10:00:00,6.024295589838272,
2022-06-24 10:30:00,-7.989979203214766,
2022-06-24 12:00:00,-21.26186992482315,
2022-06-24 13:30:00,-19.293414502902483,
2022-06-24 15:00:00,-14.790525931435397,
2022-06-24 15:30:30,-14.790525931435397,
2022-06-24 23:59:59,-35.51515879203771,w
2022-06-27 00:00:00,-41.527475889883476,
2022-06-27 10:00:00,-18.00391577352312,
2022-06-27 10:30:00,-13.295766607446001,
2022-06-27 12:00:00,-27.509052659170816,
2022-06-27 13:30:00,-23.423547713054962,
2022-06-27 15:00:00,-18.98988333197335,
2022-06-27 15:30:30,-18.98988333197335,
2022-06-27 23:59:59,-12.629637353811653,c
2022-06-28 00:00:00,-14.673032176250882,
2022-06-28 10:00:00,-10.518598612421599,
2022-06-28 10:30:00,-3.676574317507935,
2022-06-28 12:00:00,0.04036153961134481,
2022-06-28 13:30:00,-5.300708412467266,
2022-06-28 15:00:00,-4.082937806550479,
2022-06-28 15:30:30,-4.082937806550479,
2022-06-28 23:59:59,4.874804190884634,c
2022-06-29 00:00:00,-7.594802882517836,
2022-06-29 10:00:00,12.740982514100411,
2022-06-29 10:30:00,-3.23716366177543,
2022-06-29 12:00:00,-6.999731811498549,
2022-06-29 13:30:00,-10.902223228183892,
2022-06-29 15:00:00,-11.717713257684125,
2022-06-29 15:30:30,-11.717713257684125,
2022-06-29 23:59:59,-9.032607830357616,c
2022-06-30 00:00:00,-17.05422513057637,
2022-06-30 10:00:00,10.370375308259021,
2022-06-30 10:30:00,8.948024033992242,
2022-06-30 12:00:00,-7.435579489971392,
2022-06-30 13:30:00,-8.456493660998817,
2022-06-30 15:00:00,4.963599181826494,
2022-06-30 15:30:30,4.963599181826494,
2022-06-30 23:59:59,-6.819252873404931,e
2022-07-01 00:00:00,-10.915698840830153,
2022-07-01 10:00:00,-25.51631109512989,
2022-07-01 10:30:00,-32.193058516826085,
2022-07-01 12:00:00,-30.07240525804394,
2022-07-01 13:30:00,-24.518775886972175,
2022-07-01 15:00:00,-27.611129349066037,
2022-07-01 15:30:30,-27.611129349066037,
2022-07-01 23:59:59,-26.932782475947672,w
2022-07-04 00:00:00,-26.932782475947672,
2022-07-04 10:00:00,-26.37468388639603,
2022-07-04 10:30:00,-26.50155918465713,
2022-07-04 12:00:00,-26.58308505140042,
2022-07-04 13:30:00,-26.65354634643234,
2022-07-04 15:00:00,-26.57617076467601,
2022-07-04 15:30:30,-26.57617076467601,
2022-07-04 23:59:59,-26.57617076467601,c
2022-07-05 00:00:00,-17.8490798940004,
2022-07-05 10:00:00,-20.359187345408582,
2022-07-05 10:30:00,-23.573083359048088,
2022-07-05 12:00:00,-16.71780315708717,
2022-07-05 13:30:00,-19.202768031179826,
2022-07-05 15:00:00,-22.134246936216893,
2022-07-05 15:30:30,-22.134246936216893,
2022-07-05 23:59:59,-17.21742404827988,c
2022-07-06 00:00:00,-21.8811894247356,
2022-07-06 10:00:00,-13.72992865257961,
2022-07-06 10:30:00,-11.625977640121981,
2022-07-06 12:00:00,-13.284299873695517,
2022-07-06 13:30:00,-11.094789115075677,
2022-07-06 15:00:00,-10.406967573341785,
2022-07-06 15:30:30,-10.406967573341785,
2022-07-06 23:59:59,-3.3165697409389985,c
2022-07-07 00:00:00,-8.779216529959648,
2022-07-07 10:00:00,-18.745579601837928,
2022-07-07 10:30:00,-17.21540518676645,
2022-07-07 12:00:00,-21.69820640699402,
2022-07-07 13:30:00,-24.03763164902782,
2022-07-07 15:00:00,-26.282123020004743,
2022-07-07 15:30:30,-26.282123020004743,
2022-07-07 23:59:59,-33.09141769415996,c
2022-07-08 00:00:00,-25.0094886923729,
2022-07-08 10:00:00,-31.06977297383214,
2022-07-08 10:30:00,-31.370329443640497,
2022-07-08 12:00:00,-27.148708716918858,
2022-07-08 13:30:00,-24.55153711524579,
2022-07-08 15:00:00,-20.014681436690655,
2022-07-08 15:30:30,-20.014681436690655,
2022-07-08 23:59:59,-21.87092588284604,w
2022-07-11 00:00:00,-28.70225130286344,
2022-07-11 10:00:00,-25.04988504413443,
2022-07-11 10:30:00,-23.341744336916786,
2022-07-11 12:00:00,-31.57109162395616,
2022-07-11 13:30:00,-25.83274164559648,
2022-07-11 15:00:00,-21.06546364646064,
2022-07-11 15:30:30,-21.06546364646064,
2022-07-11 23:59:59,-22.886016429856465,c
2022-07-12 00:00:00,-19.777133230915357,
2022-07-12 10:00:00,-37.61771691632161,
2022-07-12 10:30:00,-26.556843547590592,
2022-07-12 12:00:00,-28.053911844843913,
2022-07-12 13:30:00,-20.80014065324495,
2022-07-12 15:00:00,-16.93516760482157,
2022-07-12 15:30:30,-16.93516760482157,
2022-07-12 23:59:59,-16.52783142589273,c
2022-07-13 00:00:00,-10.526753357221356,
2022-07-13 10:00:00,1.5967142566338755,
2022-07-13 10:30:00,-16.274978185840837,
2022-07-13 12:00:00,-26.040473683196456,
2022-07-13 13:30:00,-26.71692211733765,
2022-07-13 15:00:00,-24.993055049212,
2022-07-13 15:30:30,-24.993055049212,
2022-07-13 23:59:59,-26.617465563446185,c
2022-07-14 00:00:00,-15.734122316902976,
2022-07-14 10:00:00,-24.774204080104898,
2022-07-14 10:30:00,-15.96288375364897,
2022-07-14 12:00:00,-27.286811513748457,
2022-07-14 13:30:00,-25.099842532226557,
2022-07-14 15:00:00,-34.034369651900036,
2022-07-14 15:30:30,-34.034369651900036,
2022-07-14 23:59:59,-36.2303198454228,c
