date,EU_MDAX_2022_Q1,meta
2022-02-18 10:30:00,-113.00349278172462,
2022-02-18 11:00:00,-107.6771360219011,
2022-02-18 23:59:59,-89.17291872316855,w
2022-02-21 00:00:00,-91.9769799025471,
2022-02-21 03:30:00,-28.192752155739072,
2022-02-21 04:00:00,-6.142708235991677,
2022-02-21 06:00:00,-46.63840312366824,
2022-02-21 08:00:00,-95.06634692588,
2022-02-21 10:30:00,-101.47904701707193,
2022-02-21 11:00:00,-102.18506667278325,
2022-02-21 23:59:59,-102.38891403646608,c
2022-02-22 00:00:00,-112.81042209259931,
2022-02-22 03:30:00,-95.5985928934399,
2022-02-22 04:00:00,-94.90633048994573,
2022-02-22 06:00:00,-78.35565539449908,
2022-02-22 08:00:00,-55.39439672864955,
2022-02-22 10:30:00,-122.29263201651293,
2022-02-22 11:00:00,-114.78858544910167,
2022-02-22 23:59:59,-125.72165639226364,c
2022-02-23 00:00:00,-122.46096806352102,
2022-02-23 03:30:00,-33.771672276861864,
2022-02-23 04:00:00,-35.457118181150236,
2022-02-23 06:00:00,-44.4840658006251,
2022-02-23 08:00:00,-30.66054784832977,
2022-02-23 10:30:00,-15.225806886435294,
2022-02-23 11:00:00,-8.558098135633372,
2022-02-23 23:59:59,-23.80223325950169,c
2022-02-24 00:00:00,-21.9036087216939,
2022-02-24 03:30:00,26.672921733159683,
2022-02-24 04:00:00,0.1253854101307752,
2022-02-24 06:00:00,-69.8786824531528,
2022-02-24 08:00:00,-86.829684885191,
2022-02-24 10:30:00,-141.60987195953976,
2022-02-24 11:00:00,-141.1991939215327,
2022-02-24 23:59:59,-128.5785308566824,c
2022-02-25 00:00:00,-137.51766240576558,
2022-02-25 03:30:00,-135.00141171852624,
2022-02-25 04:00:00,-130.72744165565928,
2022-02-25 06:00:00,-131.60045097138914,
2022-02-25 08:00:00,-102.1509988993696,
2022-02-25 10:30:00,-38.37656618229903,
2022-02-25 11:00:00,-51.25000783317182,
2022-02-25 23:59:59,-58.3584009281401,w
2022-02-28 00:00:00,-100.84702557731362,
2022-02-28 03:30:00,-116.9607291445634,
2022-02-28 04:00:00,-141.59038538462573,
2022-02-28 06:00:00,-151.52709798321098,
2022-02-28 08:00:00,-234.84981305235306,
2022-02-28 10:30:00,-254.9158495549441,
2022-02-28 11:00:00,-270.2709732295407,
2022-02-28 23:59:59,-260.15217698624474,c
2022-03-01 00:00:00,-288.26855335152163,
2022-03-01 03:30:00,-224.30090873003178,
2022-03-01 04:00:00,-217.43989198666395,
2022-03-01 06:00:00,-166.59709335368802,
2022-03-01 08:00:00,-192.31975121065648,
2022-03-01 10:30:00,-263.5513195417286,
2022-03-01 11:00:00,-239.6809532487939,
2022-03-01 23:59:59,-230.22107907347117,c
2022-03-02 00:00:00,-190.11347240478267,
2022-03-02 03:30:00,-177.16012374962565,
2022-03-02 04:00:00,-144.77334426829725,
2022-03-02 06:00:00,-160.36617429897615,
2022-03-02 08:00:00,-152.2123081424736,
2022-03-02 10:30:00,-74.90800187449099,
2022-03-02 11:00:00,-76.07115171659393,
2022-03-02 23:59:59,-58.0476356492627,c
2022-03-03 00:00:00,-22.90167862479325,
2022-03-03 03:30:00,38.30673727792396,
2022-03-03 04:00:00,30.54820422639682,
2022-03-03 06:00:00,28.939630922717924,
2022-03-03 08:00:00,12.933851204855955,
2022-03-03 10:30:00,47.244843135560814,
2022-03-03 11:00:00,21.484274412729974,
2022-03-03 23:59:59,0.0,a
2022-03-04 00:00:00,24.61823755017008,
2022-03-04 03:30:00,-34.83522438324303,
2022-03-04 04:00:00,-18.723788561280344,
2022-03-04 06:00:00,5.630822611832855,
2022-03-04 08:00:00,11.535837085025605,
2022-03-04 10:30:00,-31.148344843616087,
2022-03-04 11:00:00,-27.826369060857814,
2022-03-04 23:59:59,-0.21162221881218102,w
2022-03-07 00:00:00,19.934102501576717,
2022-03-07 03:30:00,6.0894138751421,
2022-03-07 04:00:00,56.71011249077105,
2022-03-07 06:00:00,-38.239717825271555,
2022-03-07 08:00:00,32.426905114898545,
2022-03-07 10:30:00,68.21854684408527,
2022-03-07 11:00:00,61.99477974444699,
2022-03-07 23:59:59,55.93808867735402,c
2022-03-08 00:00:00,110.3017835589892,
2022-03-08 03:30:00,143.88392280297353,
2022-03-08 04:00:00,161.80023072238237,
2022-03-08 06:00:00,158.0604175133235,
2022-03-08 08:00:00,180.66125938220262,
2022-03-08 10:30:00,83.52898962813651,
2022-03-08 11:00:00,82.29978241575418,
2022-03-08 23:59:59,79.48061119512181,c
2022-03-09 00:00:00,205.71378745098787,
2022-03-09 03:30:00,209.48697619620452,
2022-03-09 04:00:00,148.5491886729717,
2022-03-09 06:00:00,177.0506256935223,
2022-03-09 08:00:00,195.68335319140874,
2022-03-09 10:30:00,160.54148612703102,
2022-03-09 11:00:00,136.4659277674716,
2022-03-09 23:59:59,142.33482294150258,c
2022-03-10 00:00:00,204.4475106557261,
2022-03-10 03:30:00,199.5947529084192,
2022-03-10 04:00:00,192.3264868502722,
2022-03-10 06:00:00,177.5412435940782,
2022-03-10 08:00:00,123.63134828362581,
2022-03-10 10:30:00,159.71891600179538,
2022-03-10 11:00:00,154.07618777363268,
2022-03-10 23:59:59,176.1244326889123,c
2022-03-11 00:00:00,175.13612666408972,
2022-03-11 03:30:00,211.69085896918546,
2022-03-11 04:00:00,188.6395910311171,
2022-03-11 06:00:00,229.54822494906762,
2022-03-11 08:00:00,221.91637420882057,
2022-03-11 10:30:00,156.77311424819095,
2022-03-11 11:00:00,181.62012247445318,
2022-03-11 23:59:59,185.89239720070896,w
2022-03-14 00:00:00,259.15777235285805,
2022-03-14 03:30:00,259.15777235285805,
2022-03-14 04:00:00,259.15777235285805,
2022-03-14 06:00:00,229.92514242861898,
2022-03-14 08:00:00,232.58119470570637,
2022-03-14 10:30:00,242.45865124845977,
2022-03-14 11:00:00,247.6179594230632,
2022-03-14 23:59:59,251.0848716211683,c
2022-03-15 00:00:00,265.2274331412782,
2022-03-15 03:30:00,265.2274331412782,
2022-03-15 04:00:00,265.2274331412782,
2022-03-15 06:00:00,392.659802175644,
2022-03-15 08:00:00,380.74602762414406,
2022-03-15 10:30:00,363.46569791118714,
2022-03-15 11:00:00,331.5305479762071,
2022-03-15 23:59:59,376.58718759250087,c
2022-03-16 00:00:00,420.43850160903844,
2022-03-16 03:30:00,420.43850160903844,
2022-03-16 04:00:00,420.43850160903844,
2022-03-16 06:00:00,389.9349372862964,
2022-03-16 08:00:00,396.12871212362575,
2022-03-16 10:30:00,378.52412711722445,
2022-03-16 11:00:00,412.1224557757173,
2022-03-16 23:59:59,353.5304682968715,c
2022-03-17 00:00:00,320.04387736735725,
2022-03-17 03:30:00,320.04387736735725,
2022-03-17 04:00:00,320.04387736735725,
2022-03-17 06:00:00,280.7040903925051,
2022-03-17 08:00:00,264.44284162491203,
2022-03-17 10:30:00,270.9137399821341,
2022-03-17 11:00:00,299.60662950569485,
2022-03-17 23:59:59,296.63821308537194,c
2022-03-18 00:00:00,257.94746489625595,
2022-03-18 03:30:00,257.94746489625595,
2022-03-18 04:00:00,257.94746489625595,
2022-03-18 06:00:00,287.0043221704025,
2022-03-18 08:00:00,251.60312734211425,
2022-03-18 10:30:00,208.21480582563026,
2022-03-18 11:00:00,248.70554150066846,
2022-03-18 23:59:59,268.8892985227574,e
2022-03-21 00:00:00,298.0699702239499,
2022-03-21 03:30:00,298.0699702239499,
2022-03-21 04:00:00,298.0699702239499,
2022-03-21 06:00:00,292.12025781932334,
2022-03-21 08:00:00,309.75546894028184,
2022-03-21 10:30:00,300.445449407488,
2022-03-21 11:00:00,288.02180907974093,
2022-03-21 23:59:59,262.8711844004913,c
2022-03-22 00:00:00,280.3707745930037,
2022-03-22 03:30:00,280.3707745930037,
2022-03-22 04:00:00,280.3707745930037,
2022-03-22 06:00:00,187.96993437310948,
2022-03-22 08:00:00,195.45854868004403,
2022-03-22 10:30:00,202.87088777692952,
2022-03-22 11:00:00,195.4100860372871,
2022-03-22 23:59:59,215.6894218689131,c
2022-03-23 00:00:00,172.65326699473098,
2022-03-23 03:30:00,172.65326699473098,
2022-03-23 04:00:00,172.65326699473098,
2022-03-23 06:00:00,362.72332104716656,
2022-03-23 08:00:00,341.1296860904904,
2022-03-23 10:30:00,339.47844124803987,
2022-03-23 11:00:00,366.60820241655256,
2022-03-23 23:59:59,280.12813752898137,c
2022-03-24 00:00:00,276.51081215333784,
2022-03-24 03:30:00,276.51081215333784,
2022-03-24 04:00:00,276.51081215333784,
2022-03-24 06:00:00,225.48824157815602,
2022-03-24 08:00:00,202.27573988266522,
2022-03-24 10:30:00,160.92395312852955,
2022-03-24 11:00:00,154.99698269600458,
2022-03-24 23:59:59,174.57811785204922,c
2022-03-25 00:00:00,216.41043969797488,
2022-03-25 03:30:00,216.41043969797488,
2022-03-25 04:00:00,216.41043969797488,
2022-03-25 06:00:00,98.02862634687267,
2022-03-25 08:00:00,128.6116630866636,
2022-03-25 10:30:00,78.20074378898312,
2022-03-25 11:00:00,80.44458248036358,
2022-03-25 23:59:59,118.57434363253469,w
2022-03-28 00:00:00,126.71681030632158,
2022-03-28 03:30:00,145.9337299854019,
2022-03-28 04:00:00,141.24103476818095,
2022-03-28 06:00:00,168.55801904199325,
2022-03-28 08:00:00,115.23206540071965,
2022-03-28 10:30:00,82.31551007335224,
2022-03-28 11:00:00,73.28547980685175,
2022-03-28 23:59:59,58.317490944372594,c
2022-03-29 00:00:00,29.480685340813807,
2022-03-29 03:30:00,20.03579738495,
2022-03-29 04:00:00,39.679233038955545,
2022-03-29 06:00:00,-18.211008892781592,
2022-03-29 08:00:00,-40.63603502883825,
2022-03-29 10:30:00,10.216917899864484,
2022-03-29 11:00:00,-23.74378882172141,
2022-03-29 23:59:59,-3.3239096008562683,c
2022-03-30 00:00:00,25.285826968330866,
2022-03-30 03:30:00,-9.05672715511787,
2022-03-30 04:00:00,-37.06723426251165,
2022-03-30 06:00:00,-5.396914980537531,
2022-03-30 08:00:00,-25.60367267045467,
2022-03-30 10:30:00,-105.65369775515342,
2022-03-30 11:00:00,-118.83964847293487,
2022-03-30 23:59:59,-112.02846008500137,c
2022-03-31 00:00:00,-117.09202115824132,
2022-03-31 03:30:00,-161.35774677128234,
2022-03-31 04:00:00,-155.117651565296,
2022-03-31 06:00:00,-125.90788131554291,
2022-03-31 08:00:00,-182.76456321712203,
2022-03-31 10:30:00,-206.56500038542663,
2022-03-31 11:00:00,-203.51685731647535,
2022-03-31 23:59:59,-194.91885324155237,c
2022-04-01 00:00:00,-116.23283684046032,
2022-04-01 03:30:00,-187.80348376516395,
2022-04-01 04:00:00,-195.61541874193244,
2022-04-01 06:00:00,-231.03196788736022,
2022-04-01 08:00:00,-215.94883534317137,
2022-04-01 10:30:00,-221.56863977416037,
2022-04-01 11:00:00,-227.6567205771787,
2022-04-01 23:59:59,-256.88981606395214,w
2022-04-04 00:00:00,-225.97770976459674,
2022-04-04 03:30:00,-268.6458775823369,
2022-04-04 04:00:00,-275.03777036183305,
2022-04-04 06:00:00,-282.43953634519494,
2022-04-04 08:00:00,-240.0028313327041,
2022-04-04 10:30:00,-310.39238065852646,
2022-04-04 11:00:00,-300.13522911729683,
2022-04-04 23:59:59,-308.3754448265072,c
2022-04-05 00:00:00,-223.57251666902766,
2022-04-05 03:30:00,-198.5521394368866,
2022-04-05 04:00:00,-272.8433743193202,
2022-04-05 06:00:00,-265.29288544492647,
2022-04-05 08:00:00,-293.63601286985204,
2022-04-05 10:30:00,-341.1699524407345,
2022-04-05 11:00:00,-345.95614637093354,
2022-04-05 23:59:59,-325.21900437538216,c
2022-04-06 00:00:00,-325.67332412405085,
2022-04-06 03:30:00,-375.2533424053413,
2022-04-06 04:00:00,-400.37818462881944,
2022-04-06 06:00:00,-445.6987018968982,
2022-04-06 08:00:00,-511.33135005896224,
2022-04-06 10:30:00,-576.9252644080993,
2022-04-06 11:00:00,-584.1815412775522,
2022-04-06 23:59:59,-576.9343205593586,c
2022-04-07 00:00:00,-559.2565326018283,
2022-04-07 03:30:00,-593.0421698663683,
2022-04-07 04:00:00,-621.5080471168665,
2022-04-07 06:00:00,-569.8565062600791,
2022-04-07 08:00:00,-558.5375142421271,
2022-04-07 10:30:00,-579.359577943769,
2022-04-07 11:00:00,-576.9078521883966,
2022-04-07 23:59:59,-625.1824279099765,c
2022-04-08 00:00:00,-577.1184252749827,
2022-04-08 03:30:00,-607.737417733151,
2022-04-08 04:00:00,-584.2477854592244,
2022-04-08 06:00:00,-493.5782358794571,
2022-04-08 08:00:00,-506.60133627472646,
2022-04-08 10:30:00,-543.7504594708724,
2022-04-08 11:00:00,-531.4461536729359,
2022-04-08 23:59:59,-526.2674932919488,w
2022-04-11 00:00:00,-499.64984299965374,
2022-04-11 03:30:00,-472.43089916875476,
2022-04-11 04:00:00,-449.3452436010523,
2022-04-11 06:00:00,-468.5484282358502,
2022-04-11 08:00:00,-494.9446065290558,
2022-04-11 10:30:00,-453.0979298890702,
2022-04-11 11:00:00,-462.2878097458778,
2022-04-11 23:59:59,-468.0296917075914,c
2022-04-12 00:00:00,-435.9138786864944,
2022-04-12 03:30:00,-435.1174157763314,
2022-04-12 04:00:00,-449.75600824245373,
2022-04-12 06:00:00,-439.471059596293,
2022-04-12 08:00:00,-440.98631163856476,
2022-04-12 10:30:00,-454.0860669220107,
2022-04-12 11:00:00,-450.5732133180451,
2022-04-12 23:59:59,-480.4946837106138,c
2022-04-13 00:00:00,-454.943378565894,
2022-04-13 03:30:00,-420.89591337545016,
2022-04-13 04:00:00,-427.22590084250544,
2022-04-13 06:00:00,-372.17821326293665,
2022-04-13 08:00:00,-372.7804874229432,
2022-04-13 10:30:00,-375.2555834742659,
2022-04-13 11:00:00,-377.03541948162297,
2022-04-13 23:59:59,-386.6459764391242,c
2022-04-14 00:00:00,-363.1232053339936,
2022-04-14 03:30:00,-408.5489805620201,
2022-04-14 04:00:00,-419.0497590261713,
2022-04-14 06:00:00,-437.1506002541961,
2022-04-14 08:00:00,-487.16074372012747,
2022-04-14 10:30:00,-511.32854688123325,
2022-04-14 11:00:00,-500.7280672437124,
2022-04-14 23:59:59,-480.6397668640327,c
2022-04-15 00:00:00,-480.6397668640327,
2022-04-15 03:30:00,-480.6397668640327,
2022-04-15 04:00:00,-480.6397668640327,
2022-04-15 06:00:00,-480.6397668640327,
2022-04-15 08:00:00,-480.6397668640327,
2022-04-15 10:30:00,-480.6397668640327,
2022-04-15 11:00:00,-480.6397668640327,
2022-04-15 23:59:59,-480.6397668640327,w
