date,US_MISC_2021_Q2,meta
2021-05-28 13:30:00,-263.37181118704206,
2021-05-28 15:00:00,-272.58588603125725,
2021-05-28 15:30:30,-272.58588603125725,
2021-05-28 23:59:59,-271.24801789188916,w
2021-05-31 00:00:00,-271.24801789188916,
2021-05-31 10:00:00,-271.24801789188916,
2021-05-31 10:30:00,-271.24801789188916,
2021-05-31 12:00:00,-271.24801789188916,
2021-05-31 13:30:00,-271.24801789188916,
2021-05-31 15:00:00,-271.24801789188916,
2021-05-31 15:30:30,-271.24801789188916,s
2021-05-31 23:59:59,-271.24801789188916,c
2021-06-01 00:00:00,-273.38076710641724,
2021-06-01 10:00:00,-254.36695814750334,
2021-06-01 10:30:00,-275.8670881085787,
2021-06-01 12:00:00,-270.30969388244876,
2021-06-01 13:30:00,-259.4385927047718,
2021-06-01 15:00:00,-245.95609324670573,
2021-06-01 15:30:30,-245.95609324670573,
2021-06-01 23:59:59,-254.8515807066675,c
2021-06-02 00:00:00,-245.84539915073435,
2021-06-02 10:00:00,-260.58560182094845,
2021-06-02 10:30:00,-263.76044161863643,
2021-06-02 12:00:00,-236.64018424246194,
2021-06-02 13:30:00,-201.8875858372885,
2021-06-02 15:00:00,-186.19384710610325,
2021-06-02 15:30:30,-186.19384710610325,
2021-06-02 23:59:59,-180.18485032840442,c
2021-06-03 00:00:00,-202.75429792443157,
2021-06-03 10:00:00,-198.58595174515472,
2021-06-03 10:30:00,-179.7606892292854,
2021-06-03 12:00:00,-185.7539464051116,
2021-06-03 13:30:00,-174.16564206236353,
2021-06-03 15:00:00,-202.04934804621382,
2021-06-03 15:30:30,-202.04934804621382,
2021-06-03 23:59:59,-201.94558631780825,c
2021-06-04 00:00:00,-185.4646233790994,
2021-06-04 10:00:00,-166.10199038835617,
2021-06-04 10:30:00,-176.88722524164245,
2021-06-04 12:00:00,-154.01563955199833,
2021-06-04 13:30:00,-167.94932100893743,
2021-06-04 15:00:00,-172.4873697695915,
2021-06-04 15:30:30,-172.4873697695915,
2021-06-04 23:59:59,-180.7855573567074,w
2021-06-07 00:00:00,-137.90324324322626,
2021-06-07 10:00:00,-112.00054666859626,
2021-06-07 10:30:00,-110.16028101875258,
2021-06-07 12:00:00,-91.17172490947348,
2021-06-07 13:30:00,-92.5201019161891,
2021-06-07 15:00:00,-77.87891629515093,
2021-06-07 15:30:30,-77.87891629515093,
2021-06-07 23:59:59,-85.7779648100319,c
2021-06-08 00:00:00,-86.59427582827652,
2021-06-08 10:00:00,-73.59866070848102,
2021-06-08 10:30:00,-22.044028491726294,
2021-06-08 12:00:00,-24.42241958640011,
2021-06-08 13:30:00,-9.909367316204111,
2021-06-08 15:00:00,1.9617016580239124,
2021-06-08 15:30:30,1.9617016580239124,
2021-06-08 23:59:59,-3.469550685780746,c
2021-06-09 00:00:00,19.370005696929866,
2021-06-09 10:00:00,26.437497367224864,
2021-06-09 10:30:00,21.25387613012174,
2021-06-09 12:00:00,39.39752571602003,
2021-06-09 13:30:00,58.74218612961806,
2021-06-09 15:00:00,46.85388757541989,
2021-06-09 15:30:30,46.85388757541989,
2021-06-09 23:59:59,29.3621407281953,c
2021-06-10 00:00:00,13.709045599795786,
2021-06-10 10:00:00,7.155352155839296,
2021-06-10 10:30:00,-3.623598819430754,
2021-06-10 12:00:00,-19.080811399183972,
2021-06-10 13:30:00,-11.924792733349705,
2021-06-10 15:00:00,-17.12592905181816,
2021-06-10 15:30:30,-17.12592905181816,
2021-06-10 23:59:59,-23.624114337638616,c
2021-06-11 00:00:00,-9.478887498004383,
2021-06-11 10:00:00,-9.917980019910601,
2021-06-11 10:30:00,-14.044684996170304,
2021-06-11 12:00:00,-9.112238163795723,
2021-06-11 13:30:00,1.7603749711536238,
2021-06-11 15:00:00,0.9419256239206106,
2021-06-11 15:30:30,0.9419256239206106,
2021-06-11 23:59:59,0.0,a
2021-06-14 00:00:00,42.769043457142516,
2021-06-14 10:00:00,58.05061238793769,
2021-06-14 10:30:00,66.44151583945006,
2021-06-14 12:00:00,55.45017768812352,
2021-06-14 13:30:00,46.24809241134301,
2021-06-14 15:00:00,30.74101898201866,
2021-06-14 15:30:30,30.74101898201866,
2021-06-14 23:59:59,19.1770737475332,c
2021-06-15 00:00:00,0.7040468538298228,
2021-06-15 10:00:00,-1.2005733842424888,
2021-06-15 10:30:00,-55.00808687975518,
2021-06-15 12:00:00,-47.22247802010406,
2021-06-15 13:30:00,-41.69063506150542,
2021-06-15 15:00:00,-47.61603282511999,
2021-06-15 15:30:30,-47.61603282511999,
2021-06-15 23:59:59,-53.23850613237437,c
2021-06-16 00:00:00,-90.07256075678208,
2021-06-16 10:00:00,-40.09695799000417,
2021-06-16 10:30:00,-39.58115831767793,
2021-06-16 12:00:00,-33.808359297435345,
2021-06-16 13:30:00,-47.5682176929555,
2021-06-16 15:00:00,-59.715390592544054,
2021-06-16 15:30:30,-59.715390592544054,
2021-06-16 23:59:59,-43.425280761841236,c
2021-06-17 00:00:00,-63.49932249158621,
2021-06-17 10:00:00,-3.965262453016635,
2021-06-17 10:30:00,-7.330542205502297,
2021-06-17 12:00:00,-24.094581820315625,
2021-06-17 13:30:00,-22.283203493289307,
2021-06-17 15:00:00,-21.195251390208455,
2021-06-17 15:30:30,-21.195251390208455,
2021-06-17 23:59:59,-24.98491936899211,c
2021-06-18 00:00:00,-18.617235025272407,
2021-06-18 10:00:00,4.557555337116355,
2021-06-18 10:30:00,-3.6726914048855406,
2021-06-18 12:00:00,11.593961616283764,
2021-06-18 13:30:00,-0.30347350820522934,
2021-06-18 15:00:00,-5.542031566056153,
2021-06-18 15:30:30,-5.542031566056153,
2021-06-18 23:59:59,11.974974544799466,e
2021-06-21 00:00:00,12.26357068329446,
2021-06-21 10:00:00,4.93225472037966,
2021-06-21 10:30:00,-9.838337273657999,
2021-06-21 12:00:00,1.9167361625089825,
2021-06-21 13:30:00,14.626639168276597,
2021-06-21 15:00:00,-1.6043777640105645,
2021-06-21 15:30:30,-1.6043777640105645,
2021-06-21 23:59:59,-1.6243010789072514,c
2021-06-22 00:00:00,-25.279689053881157,
2021-06-22 10:00:00,-22.991997125265016,
2021-06-22 10:30:00,-20.818475519287517,
2021-06-22 12:00:00,-7.717830324534589,
2021-06-22 13:30:00,-11.02318728247235,
2021-06-22 15:00:00,-16.548360799599436,
2021-06-22 15:30:30,-16.548360799599436,
2021-06-22 23:59:59,-7.102098340276143,c
2021-06-23 00:00:00,-9.030323185525162,
2021-06-23 10:00:00,14.187688247203027,
2021-06-23 10:30:00,5.700146288108044,
2021-06-23 12:00:00,-0.045163261917537056,
2021-06-23 13:30:00,3.6890270385193844,
2021-06-23 15:00:00,3.9632996151561883,
2021-06-23 15:30:30,3.9632996151561883,
2021-06-23 23:59:59,15.029761916722123,c
2021-06-24 00:00:00,7.578076994191065,
2021-06-24 10:00:00,28.73283590520259,
2021-06-24 10:30:00,31.46645380863015,
2021-06-24 12:00:00,28.666835157190235,
2021-06-24 13:30:00,22.71644313480408,
2021-06-24 15:00:00,19.365813420893232,
2021-06-24 15:30:30,19.365813420893232,
2021-06-24 23:59:59,28.03333387149803,c
2021-06-25 00:00:00,40.43262770335082,
2021-06-25 10:00:00,40.70668632021,
2021-06-25 10:30:00,37.26578329492111,
2021-06-25 12:00:00,28.58019565048835,
2021-06-25 13:30:00,42.51722743209939,
2021-06-25 15:00:00,40.07311709993246,
2021-06-25 15:30:30,40.07311709993246,
2021-06-25 23:59:59,32.27188829385193,w
2021-06-28 00:00:00,43.60926570843901,
2021-06-28 10:00:00,41.96522734430664,
2021-06-28 10:30:00,61.15079185609227,
2021-06-28 12:00:00,67.14276297810545,
2021-06-28 13:30:00,79.91499450255594,
2021-06-28 15:00:00,87.84520818461897,
2021-06-28 15:30:30,87.84520818461897,
2021-06-28 23:59:59,92.09647400049278,c
2021-06-29 00:00:00,96.41940117974468,
2021-06-29 10:00:00,108.48087367061135,
2021-06-29 10:30:00,95.41803107858323,
2021-06-29 12:00:00,97.54152429355042,
2021-06-29 13:30:00,99.52017385454133,
2021-06-29 15:00:00,86.72774271375977,
2021-06-29 15:30:30,86.72774271375977,
2021-06-29 23:59:59,88.78814735073581,c
2021-06-30 00:00:00,85.27267090531814,
2021-06-30 10:00:00,83.95882453271008,
2021-06-30 10:30:00,92.28791059426544,
2021-06-30 12:00:00,111.27964963424063,
2021-06-30 13:30:00,108.38419379097695,
2021-06-30 15:00:00,109.84083506403567,
2021-06-30 15:30:30,109.84083506403567,
2021-06-30 23:59:59,104.57589199058953,c
2021-07-01 00:00:00,143.2125274650931,
2021-07-01 10:00:00,148.1245467577612,
2021-07-01 10:30:00,141.11171163954646,
2021-07-01 12:00:00,121.10022617598804,
2021-07-01 13:30:00,106.22353204928004,
2021-07-01 15:00:00,97.68659667412282,
2021-07-01 15:30:30,97.68659667412282,
2021-07-01 23:59:59,104.01653039087205,c
2021-07-02 00:00:00,107.82143454984771,
2021-07-02 10:00:00,109.66072972722964,
2021-07-02 10:30:00,99.21053991218514,
2021-07-02 12:00:00,98.15510115590268,
2021-07-02 13:30:00,95.78230368971606,
2021-07-02 15:00:00,90.52220254339124,
2021-07-02 15:30:30,90.52220254339124,
2021-07-02 23:59:59,82.32248088788174,w
