date,EU_FTSEUK_AD_2022_Q4,meta
2022-11-09 00:00:00,676.6055045871526,
2022-11-09 03:30:00,693.3681807233952,
2022-11-09 04:00:00,683.1866651007858,
2022-11-09 06:00:00,791.3615363638237,
2022-11-09 08:00:00,794.5871758685025,
2022-11-09 10:30:00,716.1437235882586,
2022-11-09 11:00:00,661.1844396981433,
2022-11-09 23:59:59,802.7522935779834,c
2022-11-10 00:00:00,802.7522935779834,
2022-11-10 03:30:00,805.5993687673617,
2022-11-10 04:00:00,810.3444940830013,
2022-11-10 06:00:00,793.7365554782773,
2022-11-10 08:00:00,905.5018871695902,
2022-11-10 10:30:00,1403.3420995577762,
2022-11-10 11:00:00,1409.2055028140385,
2022-11-10 23:59:59,1341.743119266066,c
2022-11-11 00:00:00,1353.2110091743216,
2022-11-11 03:30:00,1323.397033852647,
2022-11-11 04:00:00,1323.2232483593998,
2022-11-11 06:00:00,1382.5846628249164,
2022-11-11 08:00:00,1684.6062762728761,
2022-11-11 10:30:00,1663.2794767533815,
2022-11-11 11:00:00,1719.1563944470126,
2022-11-11 23:59:59,1628.4403669724961,w
2022-11-14 00:00:00,1697.2477064220384,
2022-11-14 03:30:00,1924.8721899292832,
2022-11-14 04:00:00,1616.9530234766062,
2022-11-14 06:00:00,1715.230602827789,
2022-11-14 08:00:00,1746.1073371151215,
2022-11-14 10:30:00,1627.7731089167592,
2022-11-14 11:00:00,1684.3538685404492,
2022-11-14 23:59:59,1697.2477064220384,c
2022-11-15 00:00:00,1766.0550458715788,
2022-11-15 03:30:00,1761.5795589769896,
2022-11-15 04:00:00,1771.5250854094065,
2022-11-15 06:00:00,1817.390828945101,
2022-11-15 08:00:00,1794.9794672377375,
2022-11-15 10:30:00,1803.8955444429394,
2022-11-15 11:00:00,1785.5680524100226,
2022-11-15 23:59:59,1513.7614678899135,c
2022-11-16 00:00:00,1697.2477064220257,
2022-11-16 03:30:00,1675.6116336507712,
2022-11-16 04:00:00,1687.4131278896384,
2022-11-16 06:00:00,1640.6313876551812,
2022-11-16 08:00:00,1573.2394561748133,
2022-11-16 10:30:00,1677.8118795537994,
