date,IBUY_2022_Q4,meta
2022-10-21 00:00:00,305.24460751783477,
2022-10-21 10:00:00,317.7559551599011,
2022-10-21 10:30:00,295.9461971141932,
2022-10-21 12:00:00,291.8999648311956,
2022-10-21 13:30:00,288.25502956273203,
2022-10-21 15:00:00,304.28532308195395,
2022-10-21 15:30:30,304.28532308195395,
2022-10-21 23:59:59,337.03016139397164,w
2022-10-24 00:00:00,306.8897298848001,
2022-10-24 10:00:00,310.1673247859169,
2022-10-24 10:30:00,303.875111374055,
2022-10-24 12:00:00,340.9816097391756,
2022-10-24 13:30:00,355.54762282807815,
2022-10-24 15:00:00,375.75233201873493,
2022-10-24 15:30:30,375.75233201873493,
2022-10-24 23:59:59,393.19248139873935,c
2022-10-25 00:00:00,439.41579745339914,
2022-10-25 10:00:00,469.5190333942685,
2022-10-25 10:30:00,469.29591720668463,
2022-10-25 12:00:00,518.0585569553623,
2022-10-25 13:30:00,512.4744619710921,
2022-10-25 15:00:00,499.60776768654387,
2022-10-25 15:30:30,499.60776768654387,
2022-10-25 23:59:59,524.0659418933712,c
2022-10-26 00:00:00,460.7469228764935,
2022-10-26 10:00:00,489.78724447518084,
2022-10-26 10:30:00,521.3499102678952,
2022-10-26 12:00:00,532.5823177000093,
2022-10-26 13:30:00,440.420813273606,
2022-10-26 15:00:00,441.85343807637946,
2022-10-26 15:30:30,441.85343807637946,
2022-10-26 23:59:59,415.5514493100611,c
2022-10-27 00:00:00,433.16973382017954,
2022-10-27 10:00:00,448.0383121084899,
2022-10-27 10:30:00,456.16002223122973,
2022-10-27 12:00:00,413.2155994711966,
2022-10-27 13:30:00,420.390707598611,
2022-10-27 15:00:00,437.9193500442657,
2022-10-27 15:30:30,437.9193500442657,
2022-10-27 23:59:59,461.5038064263083,c
2022-10-28 00:00:00,380.2648684601454,
2022-10-28 10:00:00,384.64233224494274,
2022-10-28 10:30:00,372.0737955179445,
2022-10-28 12:00:00,393.45349613992994,
2022-10-28 13:30:00,424.20419436237785,
2022-10-28 15:00:00,456.406487332031,
2022-10-28 15:30:30,456.406487332031,
2022-10-28 23:59:59,472.2820623991918,w
2022-10-31 00:00:00,432.36253124737505,
2022-10-31 10:00:00,355.0926292305919,
2022-10-31 10:30:00,353.36768654445063,
2022-10-31 12:00:00,425.46361907479695,
2022-10-31 13:30:00,422.97929856277574,
2022-10-31 15:00:00,359.0254698196138,
2022-10-31 15:30:30,359.0254698196138,
2022-10-31 23:59:59,373.5412115641225,c
2022-11-01 00:00:00,532.4439171416766,
2022-11-01 10:00:00,530.0828108460787,
2022-11-01 10:30:00,519.7557708713694,
2022-11-01 12:00:00,497.3263384924808,
2022-11-01 13:30:00,485.8098824110248,
2022-11-01 15:00:00,484.99295197638617,
2022-11-01 15:30:30,484.99295197638617,
2022-11-01 23:59:59,490.60264360486417,c
2022-11-02 00:00:00,365.4651440544933,
2022-11-02 10:00:00,414.7860465855888,
2022-11-02 10:30:00,384.44866211598924,
2022-11-02 12:00:00,343.31519988315927,
2022-11-02 13:30:00,340.91532731136726,
2022-11-02 15:00:00,332.08916803637294,
2022-11-02 15:30:30,332.08916803637294,s
2022-11-02 23:59:59,254.46212853159,c
