date,AS_TSEREIT_2021_Q3,meta
2021-06-23 00:00:00,-135.06393131143525,
2021-06-23 01:00:00,-133.72188971988967,
2021-06-23 02:30:00,-133.72188971988967,
2021-06-23 03:00:00,-133.72188971988967,
2021-06-23 18:30:00,-133.72188971988967,
2021-06-23 20:00:00,-133.72188971988967,
2021-06-23 23:00:00,-133.72188971988967,
2021-06-23 23:59:59,-98.78334713035619,c
2021-06-24 00:00:00,-102.6411471035346,
2021-06-24 01:00:00,-98.24399117618677,
2021-06-24 02:30:00,-98.24399117618677,
2021-06-24 03:00:00,-98.24399117618677,
2021-06-24 18:30:00,-98.24399117618677,
2021-06-24 20:00:00,-98.24399117618677,
2021-06-24 23:00:00,-98.24399117618677,
2021-06-24 23:59:59,-98.92354742204047,c
2021-06-25 00:00:00,-103.58247666400938,
2021-06-25 01:00:00,-99.50215643312717,
2021-06-25 02:30:00,-99.50215643312717,
2021-06-25 03:00:00,-99.50215643312717,
2021-06-25 18:30:00,-99.50215643312717,
2021-06-25 20:00:00,-99.50215643312717,
2021-06-25 23:00:00,-99.50215643312717,
2021-06-25 23:59:59,-104.76791843132129,w
2021-06-28 00:00:00,-90.61543135871992,
2021-06-28 01:00:00,-91.23709755988034,
2021-06-28 02:30:00,-91.23709755988034,
2021-06-28 03:00:00,-91.23709755988034,
2021-06-28 18:30:00,-91.23709755988034,
2021-06-28 20:00:00,-91.23709755988034,
2021-06-28 23:00:00,-91.23709755988034,
2021-06-28 23:59:59,-116.36019450962009,c
2021-06-29 00:00:00,-111.39618710314038,
2021-06-29 01:00:00,-120.55034365659243,
2021-06-29 02:30:00,-120.55034365659243,
2021-06-29 03:00:00,-120.55034365659243,
2021-06-29 18:30:00,-120.55034365659243,
2021-06-29 20:00:00,-120.55034365659243,
2021-06-29 23:00:00,-120.55034365659243,
2021-06-29 23:59:59,-107.96942871559587,c
2021-06-30 00:00:00,-102.90993403311295,
2021-06-30 01:00:00,-97.78883218023827,
2021-06-30 02:30:00,-97.78883218023827,
2021-06-30 03:00:00,-97.78883218023827,
2021-06-30 18:30:00,-97.78883218023827,
2021-06-30 20:00:00,-97.78883218023827,
2021-06-30 23:00:00,-97.78883218023827,
2021-06-30 23:59:59,-90.71749628522964,c
2021-07-01 00:00:00,-90.46337300752839,
2021-07-01 01:00:00,-91.28809205812182,
2021-07-01 02:30:00,-91.28809205812182,
2021-07-01 03:00:00,-91.28809205812182,
2021-07-01 18:30:00,-91.28809205812182,
2021-07-01 20:00:00,-91.28809205812182,
2021-07-01 23:00:00,-91.28809205812182,
2021-07-01 23:59:59,-77.23514987057807,c
2021-07-02 00:00:00,-75.9696740607056,
2021-07-02 01:00:00,-82.94103086214989,
2021-07-02 02:30:00,-82.94103086214989,
2021-07-02 03:00:00,-82.94103086214989,
2021-07-02 18:30:00,-82.94103086214989,
2021-07-02 20:00:00,-82.94103086214989,
2021-07-02 23:00:00,-82.94103086214989,
2021-07-02 23:59:59,-86.95562351975865,w
2021-07-05 00:00:00,-77.41952365302099,
2021-07-05 01:00:00,-73.62172641890523,
2021-07-05 02:30:00,-73.62172641890523,
2021-07-05 03:00:00,-73.62172641890523,
2021-07-05 18:30:00,-73.62172641890523,
2021-07-05 20:00:00,-73.62172641890523,
2021-07-05 23:00:00,-73.62172641890523,
2021-07-05 23:59:59,-86.84982772959161,c
2021-07-06 00:00:00,-84.34087301421688,
2021-07-06 01:00:00,-76.13956534726866,
2021-07-06 02:30:00,-76.13956534726866,
2021-07-06 03:00:00,-76.13956534726866,
2021-07-06 18:30:00,-76.13956534726866,
2021-07-06 20:00:00,-76.13956534726866,
2021-07-06 23:00:00,-76.13956534726866,
2021-07-06 23:59:59,-45.48647872304033,c
2021-07-07 00:00:00,-45.251430958244015,
2021-07-07 01:00:00,-43.69600300813618,
2021-07-07 02:30:00,-43.69600300813618,
2021-07-07 03:00:00,-43.69600300813618,
2021-07-07 18:30:00,-43.69600300813618,
2021-07-07 20:00:00,-43.69600300813618,
2021-07-07 23:00:00,-43.69600300813618,
2021-07-07 23:59:59,0.0,a
2021-07-08 00:00:00,5.065028385153548,
2021-07-08 01:00:00,3.0756804791610093,
2021-07-08 02:30:00,3.0756804791610093,
2021-07-08 03:00:00,3.0756804791610093,
2021-07-08 18:30:00,3.0756804791610093,
2021-07-08 20:00:00,3.0756804791610093,
2021-07-08 23:00:00,3.0756804791610093,
2021-07-08 23:59:59,50.540899622466846,c
2021-07-09 00:00:00,37.80850003038585,
2021-07-09 01:00:00,42.750018830693456,
2021-07-09 02:30:00,42.750018830693456,
2021-07-09 03:00:00,42.750018830693456,
2021-07-09 18:30:00,42.750018830693456,
2021-07-09 20:00:00,42.750018830693456,
2021-07-09 23:00:00,42.750018830693456,
2021-07-09 23:59:59,57.523129755521005,w
