date,EU_NAREIT_2021_Q4,meta
2021-11-10 00:00:00,-281.36130697259966,
2021-11-10 03:30:00,-286.18746880107494,
2021-11-10 04:00:00,-290.7416572576627,
2021-11-10 06:00:00,-308.33112327288393,
2021-11-10 08:00:00,-272.7526037829406,
2021-11-10 10:30:00,-275.1881059348822,
2021-11-10 11:00:00,-264.50659230579265,
2021-11-10 23:59:59,-268.59219139870413,c
2021-11-11 00:00:00,-256.14179235404515,
2021-11-11 03:30:00,-254.96015306201627,
2021-11-11 04:00:00,-260.0411422888766,
2021-11-11 06:00:00,-240.97513366631927,
2021-11-11 08:00:00,-222.07261475307212,
2021-11-11 10:30:00,-222.72229025549302,
2021-11-11 11:00:00,-219.33338812891668,
2021-11-11 23:59:59,-221.12968733429295,c
2021-11-12 00:00:00,-218.86289520268576,
2021-11-12 03:30:00,-212.5075866631804,
2021-11-12 04:00:00,-201.92390257290356,
2021-11-12 06:00:00,-219.2281397937753,
2021-11-12 08:00:00,-230.89566262225856,
2021-11-12 10:30:00,-224.71750525868208,
2021-11-12 11:00:00,-213.17764779127617,
2021-11-12 23:59:59,-218.94498884182588,w
2021-11-15 00:00:00,-206.0292548590029,
2021-11-15 03:30:00,-211.3097095897009,
2021-11-15 04:00:00,-224.24297900869226,
2021-11-15 06:00:00,-235.01233346885272,
2021-11-15 08:00:00,-217.7256562066201,
2021-11-15 10:30:00,-209.1248543652904,
2021-11-15 11:00:00,-207.7479648073844,
2021-11-15 23:59:59,-206.16696511162957,c
2021-11-16 00:00:00,-207.24841221304848,
2021-11-16 03:30:00,-221.51178464693555,
2021-11-16 04:00:00,-223.62718713589118,
2021-11-16 06:00:00,-233.69366135819166,
2021-11-16 08:00:00,-261.2376566357385,
2021-11-16 10:30:00,-237.72103136295266,
2021-11-16 11:00:00,-233.00778686860224,
2021-11-16 23:59:59,-225.60404274672157,c
2021-11-17 00:00:00,-221.20218283883594,
2021-11-17 03:30:00,-223.39405313443024,
2021-11-17 04:00:00,-236.3445009701453,
2021-11-17 06:00:00,-215.85499705524114,
2021-11-17 08:00:00,-207.9051343107277,
2021-11-17 10:30:00,-180.49944158836422,
2021-11-17 11:00:00,-183.17346369252994,
2021-11-17 23:59:59,-177.9552530325508,c
2021-11-18 00:00:00,-163.6201330514831,
2021-11-18 03:30:00,-177.58972570443063,
2021-11-18 04:00:00,-157.26120437914085,
2021-11-18 06:00:00,-164.99150444402164,
2021-11-18 08:00:00,-153.4936871817198,
2021-11-18 10:30:00,-162.88152368939052,
2021-11-18 11:00:00,-158.91448648138237,
2021-11-18 23:59:59,-151.66688327634472,c
2021-11-19 00:00:00,-144.65861780172838,
2021-11-19 03:30:00,-134.7218067136074,
2021-11-19 04:00:00,-126.7426118643956,
2021-11-19 06:00:00,-93.03239661550958,
2021-11-19 08:00:00,-82.97799735998058,
2021-11-19 10:30:00,-95.27480189081382,
2021-11-19 11:00:00,-93.02566454909345,
2021-11-19 23:59:59,-89.28868250075641,w
2021-11-22 00:00:00,-69.94451469670105,
2021-11-22 03:30:00,-86.87507722122893,
2021-11-22 04:00:00,-79.60406614495321,
2021-11-22 06:00:00,-77.29644174969746,
2021-11-22 08:00:00,-61.713156475902565,
2021-11-22 10:30:00,-51.06789104268603,
2021-11-22 11:00:00,-55.179912433096774,
2021-11-22 23:59:59,-63.690594752365655,c
2021-11-23 00:00:00,-75.66232069534806,
2021-11-23 03:30:00,-116.99083957676987,
2021-11-23 04:00:00,-114.55420396476927,
2021-11-23 06:00:00,-109.85667476638912,
2021-11-23 08:00:00,-128.33305186620294,
2021-11-23 10:30:00,-138.19682360206627,
2021-11-23 11:00:00,-144.2726641538028,
2021-11-23 23:59:59,-118.04879521603164,c
2021-11-24 00:00:00,-133.75193823077154,
2021-11-24 03:30:00,-92.8314677712707,
2021-11-24 04:00:00,-92.40075429464184,
2021-11-24 06:00:00,-109.24089059825826,
2021-11-24 08:00:00,-115.33386146294117,
2021-11-24 10:30:00,-164.98288308744202,
2021-11-24 11:00:00,-160.45622363034897,
2021-11-24 23:59:59,-160.44432356539994,c
2021-11-25 00:00:00,-162.81113509081786,
2021-11-25 03:30:00,-138.8632466906862,
2021-11-25 04:00:00,-137.55447620111102,
2021-11-25 06:00:00,-172.59582738707206,
2021-11-25 08:00:00,-172.97170027762138,
2021-11-25 10:30:00,-163.66317677161885,
2021-11-25 11:00:00,-174.35712252951623,
2021-11-25 23:59:59,-176.114095896418,c
2021-11-26 00:00:00,-97.80608639456307,
2021-11-26 03:30:00,-37.40382460506646,
2021-11-26 04:00:00,-64.81507675925957,
2021-11-26 06:00:00,-37.67979118173582,
2021-11-26 08:00:00,-23.49400218652579,
2021-11-26 10:30:00,-38.8308247027943,
2021-11-26 11:00:00,-36.19409968792013,
2021-11-26 23:59:59,-13.254240701364438,w
2021-11-29 00:00:00,-32.63244313420603,
2021-11-29 03:30:00,-21.655776606855056,
2021-11-29 04:00:00,-27.240303720265388,
2021-11-29 06:00:00,-54.64433506840044,
2021-11-29 08:00:00,-53.82616052536093,
2021-11-29 10:30:00,-7.682064024771876,
2021-11-29 11:00:00,-12.344924595077487,
2021-11-29 23:59:59,-9.740261444461453,c
2021-11-30 00:00:00,16.162629494654198,
2021-11-30 03:30:00,-16.531831599858265,
2021-11-30 04:00:00,-28.823500093568896,
2021-11-30 06:00:00,-11.85899312601066,
2021-11-30 08:00:00,-17.961233220309964,
2021-11-30 10:30:00,-20.22259241887889,
2021-11-30 11:00:00,-7.943934864660378,
2021-11-30 23:59:59,-2.7817581773595066,c
2021-12-01 00:00:00,-3.1347954081842317,
2021-12-01 03:30:00,-29.868481022398214,
2021-12-01 04:00:00,-37.48315999970907,
2021-12-01 06:00:00,-25.328967365888843,
2021-12-01 08:00:00,-30.382804985306052,
2021-12-01 10:30:00,-6.840461196170509,
2021-12-01 11:00:00,-2.5476259664443432,
2021-12-01 23:59:59,0.0,a
2021-12-02 00:00:00,35.4173340361865,
2021-12-02 03:30:00,39.3528382255771,
2021-12-02 04:00:00,54.79998298433259,
2021-12-02 06:00:00,16.737507026678827,
2021-12-02 08:00:00,12.28725879129638,
2021-12-02 10:30:00,-7.752112869694088,
2021-12-02 11:00:00,-4.558747829220806,
2021-12-02 23:59:59,-13.744660411012433,c
2021-12-03 00:00:00,-22.378591581840396,
2021-12-03 03:30:00,-32.01304688663333,
2021-12-03 04:00:00,-37.446295207446724,
2021-12-03 06:00:00,-36.2968456073703,
2021-12-03 08:00:00,-42.58312576804576,
2021-12-03 10:30:00,-39.5331522343414,
2021-12-03 11:00:00,-26.528207648234115,
2021-12-03 23:59:59,-32.532840259249156,w
2021-12-06 00:00:00,-46.4604443410675,
2021-12-06 03:30:00,-68.10503217941562,
2021-12-06 04:00:00,-62.97275384915554,
2021-12-06 06:00:00,-69.30290124025134,
2021-12-06 08:00:00,-60.59867175076863,
2021-12-06 10:30:00,-93.99204990274472,
2021-12-06 11:00:00,-102.09926656269852,
2021-12-06 23:59:59,-114.24776322489845,c
2021-12-07 00:00:00,-114.24776322489845,
2021-12-07 03:30:00,-97.19982921245503,
2021-12-07 04:00:00,-79.00379453508742,
2021-12-07 06:00:00,-80.77042384213121,
2021-12-07 08:00:00,-86.07949228986138,
2021-12-07 10:30:00,-95.20874584912292,
