date,EU_SX5P_AD_2021_Q4,meta
2021-12-30 03:30:00,-110.04539870958115,
2021-12-30 04:00:00,-98.59324003714983,
2021-12-30 06:00:00,-97.10946221099448,
2021-12-30 08:00:00,-111.34198621925043,
2021-12-30 10:30:00,-155.07885664458854,
2021-12-30 11:00:00,-156.07258459239665,
2021-12-30 23:59:59,-186.02958976851414,c
2021-12-31 00:00:00,-161.31684049886007,
2021-12-31 03:30:00,-164.38603698215456,
2021-12-31 04:00:00,-169.34506790842443,
2021-12-31 06:00:00,-173.06137398047622,
2021-12-31 08:00:00,-173.06137398047622,
2021-12-31 10:30:00,-173.06137398047622,
2021-12-31 11:00:00,-173.06137398047622,
2021-12-31 23:59:59,-182.1275767259367,w
