date,FVD_2022_Dec,meta
2023-01-11 12:00:00,186.28744902381018,
2023-01-11 13:30:00,195.68719490373516,
2023-01-11 15:00:00,183.80241110849371,
2023-01-11 15:30:30,183.80241110849371,
2023-01-11 23:59:59,181.97599518601152,c
2023-01-12 00:00:00,182.76570938543534,
2023-01-12 10:00:00,191.43174720161997,
2023-01-12 10:30:00,203.04978229594028,
2023-01-12 12:00:00,202.14363821174098,
2023-01-12 13:30:00,196.8874288435054,
2023-01-12 15:00:00,203.31416097237593,
2023-01-12 15:30:30,203.31416097237593,
2023-01-12 23:59:59,199.78418630646465,c
