date,FVD_2022_Dec,meta
2022-12-13 00:00:00,183.60293393813342,
2022-12-13 10:00:00,191.08746313252092,
2022-12-13 10:30:00,189.1753163732983,
2022-12-13 12:00:00,173.99530551858163,
2022-12-13 13:30:00,169.5639648210712,
2022-12-13 15:00:00,171.01154045794993,
2022-12-13 15:30:30,171.01154045794993,
2022-12-13 23:59:59,171.64084222210934,c
2022-12-14 00:00:00,168.26798667274707,
2022-12-14 10:00:00,141.9506066283111,
2022-12-14 10:30:00,127.2943578496558,
2022-12-14 12:00:00,136.07220939403535,
2022-12-14 13:30:00,119.47296214231491,
2022-12-14 15:00:00,110.9752075812201,
2022-12-14 15:30:30,110.9752075812201,
2022-12-14 23:59:59,118.61066655196281,c
2022-12-15 00:00:00,112.90465511817636,
2022-12-15 10:00:00,87.2112154719306,
2022-12-15 10:30:00,91.05597393026623,
2022-12-15 12:00:00,73.19715051632082,
2022-12-15 13:30:00,70.55902690786155,
2022-12-15 15:00:00,63.28822581464545,
2022-12-15 15:30:30,63.28822581464545,
2022-12-15 23:59:59,64.42602756832882,c
2022-12-16 00:00:00,61.63298246035446,
2022-12-16 10:00:00,85.25622690600972,
2022-12-16 10:30:00,73.36780227849076,
2022-12-16 12:00:00,56.95504559604845,
2022-12-16 13:30:00,54.1284377702888,
2022-12-16 15:00:00,60.85097695388713,
2022-12-16 15:30:30,60.85097695388713,q
2022-12-16 23:59:59,51.410976437215936,w
2022-12-19 00:00:00,65.36413377562953,
2022-12-19 10:00:00,53.448760164519065,
2022-12-19 10:30:00,44.30917076263354,
2022-12-19 12:00:00,28.19879090817901,
2022-12-19 13:30:00,31.415629936020697,
2022-12-19 15:00:00,37.134843186156886,
2022-12-19 15:30:30,37.134843186156886,
2022-12-19 23:59:59,35.19971296179567,c
2022-12-20 00:00:00,29.219235619867295,
2022-12-20 10:00:00,22.21101397345307,
2022-12-20 10:30:00,21.850804445569302,
2022-12-20 12:00:00,19.406222216009603,
2022-12-20 13:30:00,24.776718327754434,
2022-12-20 15:00:00,25.64891991444136,
2022-12-20 15:30:30,25.64891991444136,
2022-12-20 23:59:59,41.73642723006062,c
2022-12-21 00:00:00,52.2302586071199,
2022-12-21 10:00:00,42.73957273709584,
2022-12-21 10:30:00,30.069309675296754,
2022-12-21 12:00:00,29.149360713585033,
2022-12-21 13:30:00,31.61945236453313,
2022-12-21 15:00:00,43.593484410086404,
2022-12-21 15:30:30,43.593484410086404,
2022-12-21 23:59:59,30.157570589526692,c
2022-12-22 00:00:00,34.00448862584176,
2022-12-22 10:00:00,20.77773751695002,
2022-12-22 10:30:00,19.078405673932345,
2022-12-22 12:00:00,18.11259985607584,
2022-12-22 13:30:00,17.588381444491514,
2022-12-22 15:00:00,25.383716247226246,
2022-12-22 15:30:30,25.383716247226246,
2022-12-22 23:59:59,21.83466545956631,c
2022-12-23 00:00:00,21.424167712188535,
2022-12-23 10:00:00,16.925361433174434,
2022-12-23 10:30:00,11.22422593326778,
2022-12-23 12:00:00,4.2424962032302425,
2022-12-23 13:30:00,0.6713079165552875,
2022-12-23 15:00:00,5.5780722641000935,
2022-12-23 15:30:30,5.5780722641000935,s
2022-12-23 23:59:59,1.6563694220820062,w
2022-12-26 00:00:00,1.6563694220820062,
2022-12-26 10:00:00,1.6563694220820062,
2022-12-26 10:30:00,1.6563694220820062,
2022-12-26 12:00:00,1.6563694220820062,
2022-12-26 13:30:00,1.6563694220820062,
2022-12-26 15:00:00,1.6563694220820062,
2022-12-26 15:30:30,1.6563694220820062,
2022-12-26 23:59:59,1.6563694220820062,c
2022-12-27 00:00:00,3.8323302739152174,
2022-12-27 10:00:00,-14.683936908876188,
2022-12-27 10:30:00,-0.19282004620630389,
2022-12-27 12:00:00,6.498604156838639,
2022-12-27 13:30:00,9.157688347876451,
2022-12-27 15:00:00,11.476711482967248,
2022-12-27 15:30:30,11.476711482967248,
2022-12-27 23:59:59,0.0,a
2022-12-28 00:00:00,16.06857758999097,
2022-12-28 10:00:00,45.063535769030146,
2022-12-28 10:30:00,59.66360461897894,
2022-12-28 12:00:00,63.64210330714281,
2022-12-28 13:30:00,62.90573795801468,
2022-12-28 15:00:00,77.6960600128281,
2022-12-28 15:30:30,77.6960600128281,
2022-12-28 23:59:59,70.94197363369247,c
2022-12-29 00:00:00,87.99338709766275,
2022-12-29 10:00:00,94.10432960355831,
2022-12-29 10:30:00,83.77539340489214,
2022-12-29 12:00:00,103.87502083556119,
2022-12-29 13:30:00,94.8673591391252,
2022-12-29 15:00:00,102.62290792030245,
2022-12-29 15:30:30,102.62290792030245,
2022-12-29 23:59:59,89.56253230554368,e
2022-12-30 00:00:00,74.79632703914429,
2022-12-30 10:00:00,80.01894862203098,
2022-12-30 10:30:00,85.04591068106532,
2022-12-30 12:00:00,77.65597290303606,
2022-12-30 13:30:00,71.27298120219454,
2022-12-30 15:00:00,79.90920772519873,
2022-12-30 15:30:30,79.90920772519873,
2022-12-30 23:59:59,80.00091027963558,w
2023-01-02 00:00:00,80.00091027963558,
2023-01-02 10:00:00,80.00091027963558,
2023-01-02 10:30:00,80.00091027963558,
2023-01-02 12:00:00,80.00091027963558,
2023-01-02 13:30:00,80.00091027963558,
2023-01-02 15:00:00,80.00091027963558,
2023-01-02 15:30:30,80.00091027963558,
2023-01-02 23:59:59,80.00091027963558,c
2023-01-03 00:00:00,91.17639624029252,
2023-01-03 10:00:00,94.66383898731404,
2023-01-03 10:30:00,119.48029711910989,
2023-01-03 12:00:00,119.11342477280114,
2023-01-03 13:30:00,125.63344348754524,
2023-01-03 15:00:00,125.4136504452647,
2023-01-03 15:30:30,125.4136504452647,
2023-01-03 23:59:59,121.4809119453143,c
2023-01-04 00:00:00,133.47202671388354,
2023-01-04 10:00:00,114.48248823878482,
2023-01-04 10:30:00,115.50304801902293,
2023-01-04 12:00:00,139.32154833245326,
2023-01-04 13:30:00,133.92224959246528,
2023-01-04 15:00:00,143.4517142338139,
2023-01-04 15:30:30,143.4517142338139,
2023-01-04 23:59:59,147.66325255096152,c
2023-01-05 00:00:00,149.96384323766821,
2023-01-05 10:00:00,149.3468047756122,
2023-01-05 10:30:00,143.69666325228079,
2023-01-05 12:00:00,138.3774175665575,
2023-01-05 13:30:00,142.12332636336157,
2023-01-05 15:00:00,148.1238061255313,
2023-01-05 15:30:30,148.1238061255313,
2023-01-05 23:59:59,154.87219540140944,c
2023-01-06 00:00:00,150.6956272392017,
2023-01-06 10:00:00,156.40516929038012,
2023-01-06 10:30:00,167.3193087083937,
2023-01-06 12:00:00,174.37666598377325,
2023-01-06 13:30:00,173.3610890920684,
2023-01-06 15:00:00,163.2149008728674,
2023-01-06 15:30:30,163.2149008728674,
2023-01-06 23:59:59,159.59298799006956,w
2023-01-09 00:00:00,153.33942502857653,
2023-01-09 10:00:00,160.4229660225653,
2023-01-09 10:30:00,164.2458585472396,
2023-01-09 12:00:00,183.64288114091102,
2023-01-09 13:30:00,193.5455290193174,
2023-01-09 15:00:00,177.29915022348527,
2023-01-09 15:30:30,177.29915022348527,
2023-01-09 23:59:59,173.72881407742216,c
2023-01-10 00:00:00,186.90229874968983,
2023-01-10 10:00:00,182.91593715317111,
2023-01-10 10:30:00,192.8819958545242,
2023-01-10 12:00:00,196.04173007326685,
2023-01-10 13:30:00,183.02061226891172,
2023-01-10 15:00:00,186.7906590982676,
2023-01-10 15:30:30,186.7906590982676,
2023-01-10 23:59:59,193.50200726765593,c
2023-01-11 00:00:00,177.04397571751565,
2023-01-11 10:00:00,183.65746807508458,
2023-01-11 10:30:00,192.75507829937752,
