date,NDX_2021_Q1,meta
2021-02-05 00:00:00,286.6190918650725,
2021-02-05 10:00:00,322.43333155964933,
2021-02-05 10:30:00,300.5781056225628,
2021-02-05 12:00:00,315.1227253361527,
2021-02-05 13:30:00,331.13181856592445,
2021-02-05 15:00:00,326.65592050213826,
2021-02-05 15:30:30,326.65592050213826,
2021-02-05 23:59:59,321.7966775101289,w
2021-02-08 00:00:00,359.56368368245705,
2021-02-08 10:00:00,332.56072577879917,
2021-02-08 10:30:00,324.5131340500509,
2021-02-08 12:00:00,317.7263911273574,
2021-02-08 13:30:00,309.6375263911177,
2021-02-08 15:00:00,286.1672592300564,
2021-02-08 15:30:30,286.1672592300564,
2021-02-08 23:59:59,286.1025303820596,c
2021-02-09 00:00:00,271.37292536093827,
2021-02-09 10:00:00,242.8906797012528,
2021-02-09 10:30:00,229.7903130391879,
2021-02-09 12:00:00,242.41428116409554,
2021-02-09 13:30:00,235.7147223424211,
2021-02-09 15:00:00,254.88940130814365,
2021-02-09 15:30:30,254.88940130814365,
2021-02-09 23:59:59,263.01746747690777,c
2021-02-10 00:00:00,263.40175500409913,
2021-02-10 10:00:00,286.7836433795681,
2021-02-10 10:30:00,296.08788111540014,
2021-02-10 12:00:00,285.1924604222891,
2021-02-10 13:30:00,291.9917888895468,
2021-02-10 15:00:00,298.64909958502597,
2021-02-10 15:30:30,298.64909958502597,
2021-02-10 23:59:59,273.5269552094953,c
2021-02-11 00:00:00,286.5173794417456,
2021-02-11 10:00:00,341.04924095429794,
2021-02-11 10:30:00,330.2539573684893,
2021-02-11 12:00:00,317.00575676194967,
2021-02-11 13:30:00,296.64094026438795,
2021-02-11 15:00:00,294.37446680551494,
2021-02-11 15:30:30,294.37446680551494,
2021-02-11 23:59:59,283.58910531466046,c
2021-02-12 00:00:00,278.0588965785164,
2021-02-12 10:00:00,258.0399835169372,
2021-02-12 10:30:00,249.3060996358845,
2021-02-12 12:00:00,293.6159856977657,
2021-02-12 13:30:00,292.2299984860845,
2021-02-12 15:00:00,290.65795324978035,
2021-02-12 15:30:30,290.65795324978035,
2021-02-12 23:59:59,296.04022602992313,w
2021-02-15 00:00:00,296.04022602992313,
2021-02-15 10:00:00,296.04022602992313,
2021-02-15 10:30:00,296.04022602992313,
2021-02-15 12:00:00,296.04022602992313,
2021-02-15 13:30:00,296.04022602992313,
2021-02-15 15:00:00,296.04022602992313,
2021-02-15 15:30:30,296.04022602992313,
2021-02-15 23:59:59,296.04022602992313,c
2021-02-16 00:00:00,377.88670561999385,
2021-02-16 10:00:00,383.83211882586625,
2021-02-16 10:30:00,376.46443092417707,
2021-02-16 12:00:00,336.3610687688452,
2021-02-16 13:30:00,343.3863374041508,
2021-02-16 15:00:00,334.7495170196653,
2021-02-16 15:30:30,334.7495170196653,
2021-02-16 23:59:59,319.1517082162786,c
2021-02-17 00:00:00,310.9265073057725,
2021-02-17 10:00:00,315.5227496652506,
2021-02-17 10:30:00,288.1371890446085,
2021-02-17 12:00:00,261.12181486923964,
2021-02-17 13:30:00,276.4329575438142,
2021-02-17 15:00:00,280.47318845769996,
2021-02-17 15:30:30,280.47318845769996,
2021-02-17 23:59:59,286.0833631090359,c
2021-02-18 00:00:00,304.41011320040076,
2021-02-18 10:00:00,282.61938807314755,
2021-02-18 10:30:00,270.48208024036626,
2021-02-18 12:00:00,285.3140774623448,
2021-02-18 13:30:00,275.4743046697981,
2021-02-18 15:00:00,275.9037422686867,
2021-02-18 15:30:30,275.9037422686867,
2021-02-18 23:59:59,260.9577697307368,c
2021-02-19 00:00:00,285.6400979150901,
2021-02-19 10:00:00,274.99618191571176,
2021-02-19 10:30:00,276.1027952592288,
2021-02-19 12:00:00,270.704146555482,
2021-02-19 13:30:00,257.24737020229213,
2021-02-19 15:00:00,236.02602555306353,
2021-02-19 15:30:30,236.02602555306353,
2021-02-19 23:59:59,229.85388908232105,w
2021-02-22 00:00:00,226.14127390521975,
2021-02-22 10:00:00,229.86307414056733,
2021-02-22 10:30:00,228.5670576411582,
2021-02-22 12:00:00,198.6051968277842,
2021-02-22 13:30:00,204.62713821848095,
2021-02-22 15:00:00,188.84467098620743,
2021-02-22 15:30:30,188.84467098620743,
2021-02-22 23:59:59,161.66333297968725,c
2021-02-23 00:00:00,72.190630908125,
2021-02-23 10:00:00,58.551681071830046,
2021-02-23 10:30:00,127.64489289825839,
2021-02-23 12:00:00,101.72393545303981,
2021-02-23 13:30:00,81.15061457753498,
2021-02-23 15:00:00,70.4907665102318,
2021-02-23 15:30:30,70.4907665102318,
2021-02-23 23:59:59,116.78723894701255,c
2021-02-24 00:00:00,151.74514221303008,
2021-02-24 10:00:00,122.99670890551164,
2021-02-24 10:30:00,93.68631955997589,
2021-02-24 12:00:00,154.9571202030952,
2021-02-24 13:30:00,145.4638674555097,
2021-02-24 15:00:00,138.35346536650962,
2021-02-24 15:30:30,138.35346536650962,
2021-02-24 23:59:59,150.9617220043807,c
2021-02-25 00:00:00,154.10100114595488,
2021-02-25 10:00:00,117.92477697154077,
2021-02-25 10:30:00,129.07256744529076,
2021-02-25 12:00:00,110.2725252651619,
2021-02-25 13:30:00,111.71012932727584,
2021-02-25 15:00:00,93.4822954442051,
2021-02-25 15:30:30,93.4822954442051,
2021-02-25 23:59:59,60.65076415592654,c
2021-02-26 00:00:00,84.00887476364277,
2021-02-26 10:00:00,49.75866278558155,
2021-02-26 10:30:00,20.540256298629487,
2021-02-26 12:00:00,64.81990988874941,
2021-02-26 13:30:00,62.116164573517196,
2021-02-26 15:00:00,59.234101420089104,
2021-02-26 15:30:30,59.234101420089104,s
2021-02-26 23:59:59,73.41504054769122,w
2021-03-01 00:00:00,109.29828593235041,
2021-03-01 10:00:00,109.85771517111591,
2021-03-01 10:30:00,121.8976325721197,
2021-03-01 12:00:00,142.7456837902564,
2021-03-01 13:30:00,162.64326185286728,
2021-03-01 15:00:00,169.67965707827105,
2021-03-01 15:30:30,169.67965707827105,
2021-03-01 23:59:59,173.5505364804053,c
2021-03-02 00:00:00,214.44823796603387,
2021-03-02 10:00:00,163.65451393676682,
2021-03-02 10:30:00,153.00912607908825,
2021-03-02 12:00:00,134.4291058184226,
2021-03-02 13:30:00,86.7902774057306,
2021-03-02 15:00:00,64.18991262135577,
2021-03-02 15:30:30,64.18991262135577,
2021-03-02 23:59:59,41.939491728949164,c
2021-03-03 00:00:00,90.40225559645891,
2021-03-03 10:00:00,25.31678104353992,
2021-03-03 10:30:00,-5.197312059890692,
2021-03-03 12:00:00,0.08581840877465652,
2021-03-03 13:30:00,-15.5493945473726,
2021-03-03 15:00:00,-22.663668493291112,
2021-03-03 15:30:30,-22.663668493291112,
2021-03-03 23:59:59,-41.06549490903066,c
2021-03-04 00:00:00,-43.53019274150961,
2021-03-04 10:00:00,-72.83223273392471,
2021-03-04 10:30:00,-83.63327966395511,
2021-03-04 12:00:00,-101.0711679470349,
2021-03-04 13:30:00,-137.5618252061821,
2021-03-04 15:00:00,-131.26546824192337,
2021-03-04 15:30:30,-131.26546824192337,
2021-03-04 23:59:59,-135.36303761046014,c
2021-03-05 00:00:00,-140.3682025751625,
2021-03-05 10:00:00,-218.6664828629165,
2021-03-05 10:30:00,-245.38123815205557,
2021-03-05 12:00:00,-280.79436170478317,
2021-03-05 13:30:00,-205.06903309321734,
2021-03-05 15:00:00,-233.0475652012347,
2021-03-05 15:30:30,-233.0475652012347,
2021-03-05 23:59:59,-231.90317835839187,w
2021-03-08 00:00:00,-220.1538271426457,
2021-03-08 10:00:00,-179.41163486774957,
2021-03-08 10:30:00,-201.50474120657748,
2021-03-08 12:00:00,-252.5418198294218,
2021-03-08 13:30:00,-270.74457769807844,
2021-03-08 15:00:00,-295.90039414260883,
2021-03-08 15:30:30,-295.90039414260883,
2021-03-08 23:59:59,-310.0639842024873,c
