date,BRL_FTSE_2022_Q4,meta
2022-10-07 00:00:00,571.6891018715355,
2022-10-07 10:00:00,494.83538504672515,
2022-10-07 10:30:00,470.49192330700635,
2022-10-07 12:00:00,444.7266595283445,
2022-10-07 13:30:00,451.94623667212727,
2022-10-07 15:00:00,518.5103989061545,
2022-10-07 15:30:30,518.5103989061545,
2022-10-07 23:59:59,517.2794593470326,w
2022-10-10 00:00:00,533.2926667937504,
2022-10-10 10:00:00,581.428645382176,
2022-10-10 10:30:00,545.4567460324752,
2022-10-10 12:00:00,536.9720326451538,
2022-10-10 13:30:00,540.0988263921477,
2022-10-10 15:00:00,564.5110529650574,
2022-10-10 15:30:30,564.5110529650574,
2022-10-10 23:59:59,595.6738994379516,c
2022-10-11 00:00:00,609.7562150894792,
2022-10-11 10:00:00,631.1553334728615,
2022-10-11 10:30:00,580.3808898602151,
2022-10-11 12:00:00,564.418022076241,
2022-10-11 13:30:00,565.7648620910459,
2022-10-11 15:00:00,506.87301276338667,
2022-10-11 15:30:30,506.87301276338667,
2022-10-11 23:59:59,566.4782774289029,c
2022-10-12 00:00:00,566.4782774289029,
2022-10-12 10:00:00,566.4782774289029,
2022-10-12 10:30:00,566.4782774289029,
2022-10-12 12:00:00,566.4782774289029,
2022-10-12 13:30:00,566.4782774289029,
2022-10-12 15:00:00,566.4782774289029,
2022-10-12 15:30:30,566.4782774289029,
2022-10-12 23:59:59,566.4782774289029,c
2022-10-13 00:00:00,534.9875313749567,
2022-10-13 10:00:00,583.7722528207773,
2022-10-13 10:30:00,530.9293572904676,
2022-10-13 12:00:00,591.1931662008974,
2022-10-13 13:30:00,642.9906859785333,
2022-10-13 15:00:00,635.9004247502162,
2022-10-13 15:30:30,635.9004247502162,
2022-10-13 23:59:59,547.347417918636,c
2022-10-14 00:00:00,541.3173489540218,
2022-10-14 10:00:00,532.3796484631935,
2022-10-14 10:30:00,529.4439558520867,
2022-10-14 12:00:00,485.5371014121001,
2022-10-14 13:30:00,506.5746652042394,
2022-10-14 15:00:00,485.1755404807227,
2022-10-14 15:30:30,485.1755404807227,
2022-10-14 23:59:59,508.294636481804,w
2022-10-17 00:00:00,546.0183812056871,
2022-10-17 10:00:00,591.7499796598031,
2022-10-17 10:30:00,572.9142255269312,
2022-10-17 12:00:00,678.8324543918898,
