date,SPX_EW_HEDGED_2020_Q4,meta
2020-12-09 12:00:00,28.01728520480117,
2020-12-09 13:30:00,31.887792895226966,
2020-12-09 15:00:00,22.739428337489755,
2020-12-09 15:30:30,22.739428337489755,
2020-12-09 23:59:59,18.730316313925016,c
2020-12-10 00:00:00,32.0075435736087,
2020-12-10 10:00:00,25.953505714291197,
2020-12-10 10:30:00,27.921435441995357,
2020-12-10 12:00:00,23.35620433089099,
2020-12-10 13:30:00,21.410721586158132,
2020-12-10 15:00:00,23.393521252641108,
2020-12-10 15:30:30,23.393521252641108,
2020-12-10 23:59:59,25.06856498945109,c
2020-12-11 00:00:00,27.855411886096903,
2020-12-11 10:00:00,12.10044219501583,
2020-12-11 10:30:00,8.758558284391654,
2020-12-11 12:00:00,0.6644968953696093,
2020-12-11 13:30:00,2.593408913046801,
2020-12-11 15:00:00,0.30466110527933665,
2020-12-11 15:30:30,0.30466110527933665,
2020-12-11 23:59:59,0.0,a
2020-12-14 00:00:00,0.10461219798003185,
2020-12-14 10:00:00,17.305451029145814,
2020-12-14 10:30:00,24.053398371319844,
2020-12-14 12:00:00,32.18276900427995,
2020-12-14 13:30:00,30.93999256430942,
2020-12-14 15:00:00,38.077660136715366,
2020-12-14 15:30:30,38.077660136715366,
2020-12-14 23:59:59,35.19538003469586,c
2020-12-15 00:00:00,30.75245389734002,
2020-12-15 10:00:00,38.83494231171562,
2020-12-15 10:30:00,42.22902684598037,
2020-12-15 12:00:00,36.49061285801392,
2020-12-15 13:30:00,32.181591313713625,
2020-12-15 15:00:00,36.903630566142596,
2020-12-15 15:30:30,36.903630566142596,
2020-12-15 23:59:59,36.97944956440415,c
2020-12-16 00:00:00,32.13462503571438,
2020-12-16 10:00:00,37.514833212620005,
2020-12-16 10:30:00,39.06117984797311,
2020-12-16 12:00:00,38.30942776385686,
2020-12-16 13:30:00,35.566067303503644,
2020-12-16 15:00:00,35.3166830827673,
2020-12-16 15:30:30,35.3166830827673,
2020-12-16 23:59:59,36.39670450477206,c
2020-12-17 00:00:00,38.272929041978415,
2020-12-17 10:00:00,52.98760612018293,
2020-12-17 10:30:00,59.98332004564125,
2020-12-17 12:00:00,57.02239693932111,
2020-12-17 13:30:00,54.68416055178025,
2020-12-17 15:00:00,53.88178507224575,
2020-12-17 15:30:30,53.88178507224575,
2020-12-17 23:59:59,49.05753139046499,c
2020-12-18 00:00:00,66.21535386254106,
2020-12-18 10:00:00,57.46731459774921,
2020-12-18 10:30:00,57.5904865291611,
2020-12-18 12:00:00,64.35898831531335,
2020-12-18 13:30:00,68.81141444824979,
2020-12-18 15:00:00,68.71587842015654,
2020-12-18 15:30:30,68.71587842015654,
2020-12-18 23:59:59,61.132960715812374,e
2020-12-21 00:00:00,77.80809816904573,
2020-12-21 10:00:00,68.40671146280141,
2020-12-21 10:30:00,74.77469946848811,
2020-12-21 12:00:00,69.31217018297474,
2020-12-21 13:30:00,66.79099824954778,
2020-12-21 15:00:00,65.70492600316012,
2020-12-21 15:30:30,65.70492600316012,
2020-12-21 23:59:59,72.82412859834105,c
2020-12-22 00:00:00,69.27329839799117,
2020-12-22 10:00:00,77.9419912342027,
2020-12-22 10:30:00,75.54430034117217,
2020-12-22 12:00:00,73.8130091779482,
2020-12-22 13:30:00,70.77107621000636,
2020-12-22 15:00:00,73.99136954470032,
2020-12-22 15:30:30,73.99136954470032,
2020-12-22 23:59:59,81.5970682453387,c
2020-12-23 00:00:00,80.22167052342064,
2020-12-23 10:00:00,70.64464276724468,
2020-12-23 10:30:00,61.01900709343664,
2020-12-23 12:00:00,59.03312673346625,
2020-12-23 13:30:00,55.12292526410906,
2020-12-23 15:00:00,48.89791257754132,
2020-12-23 15:30:30,48.89791257754132,
2020-12-23 23:59:59,51.82723855761395,c
2020-12-24 00:00:00,47.30893820518989,
2020-12-24 10:00:00,57.33714771343537,
2020-12-24 10:30:00,59.2955133373554,
2020-12-24 12:00:00,51.33000496851869,
2020-12-24 13:30:00,51.33000496851869,
2020-12-24 15:00:00,51.33000496851869,
2020-12-24 15:30:30,51.33000496851869,
2020-12-24 23:59:59,52.570258842830924,c
2020-12-25 00:00:00,52.570258842830924,
2020-12-25 10:00:00,52.570258842830924,
2020-12-25 10:30:00,52.570258842830924,
2020-12-25 12:00:00,52.570258842830924,
2020-12-25 13:30:00,52.570258842830924,
2020-12-25 15:00:00,52.570258842830924,
2020-12-25 15:30:30,52.570258842830924,
2020-12-25 23:59:59,52.570258842830924,w
2020-12-28 00:00:00,47.65049838069902,
2020-12-28 10:00:00,37.351319383977994,
2020-12-28 10:30:00,38.60234461964626,
2020-12-28 12:00:00,41.52282641726299,
2020-12-28 13:30:00,39.16963373835392,
2020-12-28 15:00:00,42.18553621634848,
2020-12-28 15:30:30,42.18553621634848,
2020-12-28 23:59:59,45.67493845313189,c
2020-12-29 00:00:00,48.498767536308236,
2020-12-29 10:00:00,50.401425239905876,
2020-12-29 10:30:00,56.13364083436605,
2020-12-29 12:00:00,54.96893776184564,
2020-12-29 13:30:00,56.62574173509333,
2020-12-29 15:00:00,55.37198479336061,
2020-12-29 15:30:30,55.37198479336061,
2020-12-29 23:59:59,54.538134808450764,c
2020-12-30 00:00:00,54.723679413871,
2020-12-30 10:00:00,50.45427278267084,
2020-12-30 10:30:00,52.47245365255219,
2020-12-30 12:00:00,54.104306581818264,
2020-12-30 13:30:00,50.56787246840713,
2020-12-30 15:00:00,52.20360119691733,
2020-12-30 15:30:30,52.20360119691733,
2020-12-30 23:59:59,48.60750975788977,c
2020-12-31 00:00:00,46.991135496558,
2020-12-31 10:00:00,47.98161082327786,
2020-12-31 10:30:00,48.187974501494296,
2020-12-31 12:00:00,45.71258961606816,
2020-12-31 13:30:00,46.72605210022675,
2020-12-31 15:00:00,52.14201380223474,
2020-12-31 15:30:30,52.14201380223474,
2020-12-31 23:59:59,50.36807083110946,c
2021-01-01 00:00:00,50.36807083110946,
2021-01-01 10:00:00,50.36807083110946,
2021-01-01 10:30:00,50.36807083110946,
2021-01-01 12:00:00,50.36807083110946,
2021-01-01 13:30:00,50.36807083110946,
2021-01-01 15:00:00,50.36807083110946,
2021-01-01 15:30:30,50.36807083110946,
2021-01-01 23:59:59,50.36807083110946,w
2021-01-04 00:00:00,38.74791783392345,
2021-01-04 10:00:00,37.39184520329826,
2021-01-04 10:30:00,33.84283355142338,
2021-01-04 12:00:00,38.52856463433079,
2021-01-04 13:30:00,27.814728821860626,
2021-01-04 15:00:00,27.320604043506535,
2021-01-04 15:30:30,27.320604043506535,
2021-01-04 23:59:59,26.443192283084187,c
2021-01-05 00:00:00,28.53444714312525,
2021-01-05 10:00:00,12.981976460812405,
2021-01-05 10:30:00,17.569309706934916,
2021-01-05 12:00:00,9.588693740970427,
2021-01-05 13:30:00,6.933907985730144,
2021-01-05 15:00:00,6.9174053730091885,
2021-01-05 15:30:30,6.9174053730091885,
2021-01-05 23:59:59,6.4459497998349775,c
2021-01-06 00:00:00,-7.850560915366486,
2021-01-06 10:00:00,-10.000427597245505,
2021-01-06 10:30:00,-21.47619432925157,
2021-01-06 12:00:00,-26.057000393990023,
2021-01-06 13:30:00,-31.57666294755282,
2021-01-06 15:00:00,-31.625710746338115,
2021-01-06 15:30:30,-31.625710746338115,
2021-01-06 23:59:59,-31.081028167423796,c
2021-01-07 00:00:00,-25.854989580534237,
2021-01-07 10:00:00,-43.64173135197174,
2021-01-07 10:30:00,-45.66782513613455,
2021-01-07 12:00:00,-52.075076818688984,
2021-01-07 13:30:00,-51.4980219006126,
2021-01-07 15:00:00,-46.69369784589182,
2021-01-07 15:30:30,-46.69369784589182,
2021-01-07 23:59:59,-45.56255157544652,c
2021-01-08 00:00:00,-57.298151265762584,
2021-01-08 10:00:00,-54.58522373372173,
2021-01-08 10:30:00,-57.008338063020545,
2021-01-08 12:00:00,-63.538367552275446,
2021-01-08 13:30:00,-44.94416353065,
2021-01-08 15:00:00,-51.45558857827817,
2021-01-08 15:30:30,-51.45558857827817,
2021-01-08 23:59:59,-50.781919439152915,w
