date,AS_MSCI_EM_HK_MIG_2023_Q1,meta
2022-12-29 00:00:00,289.40921770504883,
2022-12-29 01:00:00,313.58895301431676,
2022-12-29 02:30:00,254.79609403104496,
2022-12-29 03:00:00,294.2926102324491,
2022-12-29 18:30:00,294.2926102324491,
2022-12-29 20:00:00,294.2926102324491,
2022-12-29 23:00:00,141.36215786521097,
2022-12-29 23:59:59,142.4688649997197,c
2022-12-30 00:00:00,159.8822964016208,
2022-12-30 01:00:00,213.17190041618778,
2022-12-30 02:30:00,223.52140799539393,
2022-12-30 03:00:00,232.61806820466154,
2022-12-30 18:30:00,232.61806820466154,
2022-12-30 20:00:00,232.61806820466154,
2022-12-30 23:00:00,232.61806820466154,
2022-12-30 23:59:59,232.5431963216961,w
2023-01-02 00:00:00,232.5431963216961,
2023-01-02 01:00:00,232.5431963216961,
2023-01-02 02:30:00,232.5431963216961,
2023-01-02 03:00:00,232.5431963216961,
2023-01-02 18:30:00,232.5431963216961,
2023-01-02 20:00:00,232.5431963216961,
2023-01-02 23:00:00,794.815435076659,
2023-01-02 23:59:59,794.815435076659,c
2023-01-03 00:00:00,751.9416331021503,
2023-01-03 01:00:00,868.0720622328909,
2023-01-03 02:30:00,1001.093087719727,
2023-01-03 03:00:00,982.9295110390831,
2023-01-03 18:30:00,982.9295110390831,
2023-01-03 20:00:00,982.9295110390831,
2023-01-03 23:00:00,1297.5772110579283,
2023-01-03 23:59:59,1299.0804438562145,c
2023-01-04 00:00:00,1280.7434661685693,
2023-01-04 01:00:00,1294.7520928894228,
2023-01-04 02:30:00,1130.7093047685703,
2023-01-04 03:00:00,1087.193748194608,
2023-01-04 18:30:00,1087.193748194608,
2023-01-04 20:00:00,1087.193748194608,
2023-01-04 23:00:00,566.2033822868543,
2023-01-04 23:59:59,569.9169387326774,c
2023-01-05 00:00:00,700.2628041007774,
2023-01-05 01:00:00,701.9196683867394,
2023-01-05 02:30:00,647.8749243128104,
2023-01-05 03:00:00,602.7025036795085,
2023-01-05 18:30:00,602.7025036795085,
2023-01-05 20:00:00,602.7025036795085,
2023-01-05 23:00:00,605.2799904898984,
2023-01-05 23:59:59,602.3403450074575,c
2023-01-06 00:00:00,578.5338144614561,
2023-01-06 01:00:00,413.3616140698823,
2023-01-06 02:30:00,446.44868278822196,
2023-01-06 03:00:00,422.616117883882,
2023-01-06 18:30:00,422.616117883882,
2023-01-06 20:00:00,422.616117883882,
2023-01-06 23:00:00,422.616117883882,
2023-01-06 23:59:59,423.46545053933005,w
2023-01-09 00:00:00,905.5469217997961,
2023-01-09 01:00:00,843.9723338991498,
2023-01-09 02:30:00,768.5355576403208,
2023-01-09 03:00:00,768.2497026051324,
2023-01-09 18:30:00,768.2497026051324,
2023-01-09 20:00:00,768.2497026051324,
2023-01-09 23:00:00,596.4984066611778,
2023-01-09 23:59:59,595.8229951906533,c
2023-01-10 00:00:00,695.0695840718845,
2023-01-10 01:00:00,579.5577849445262,
2023-01-10 02:30:00,511.0063041772628,
2023-01-10 03:00:00,519.9580617645706,
2023-01-10 18:30:00,519.9580617645706,
2023-01-10 20:00:00,519.9580617645706,
2023-01-10 23:00:00,883.1250956403583,
2023-01-10 23:59:59,882.2523212876222,c
2023-01-11 00:00:00,996.8047193406892,
2023-01-11 01:00:00,908.607635972422,
2023-01-11 02:30:00,789.5840605625563,
2023-01-11 03:00:00,942.1642774579077,
2023-01-11 18:30:00,942.1642774579077,
2023-01-11 20:00:00,942.1642774579077,
2023-01-11 23:00:00,662.3947343112095,
2023-01-11 23:59:59,663.6390499160534,c
2023-01-12 00:00:00,752.7033949666602,
2023-01-12 01:00:00,717.418183169777,
2023-01-12 02:30:00,667.4620406969816,
2023-01-12 03:00:00,631.7391145718566,
