date,AS_MSCI_DM_STAY_2022_Q2,meta
2022-03-31 00:00:00,-72.15261764186978,
2022-03-31 01:00:00,-71.85846899973141,
2022-03-31 02:30:00,-68.60826959736703,
2022-03-31 03:00:00,-69.98926989513977,
2022-03-31 18:30:00,-71.19766200500727,
2022-03-31 20:00:00,-63.22885851217261,
2022-03-31 23:00:00,-57.275542611779386,
2022-03-31 23:59:59,-58.23020629962424,c
2022-04-01 00:00:00,-55.89954743251589,
2022-04-01 01:00:00,-52.029732644516216,
2022-04-01 02:30:00,-49.34105986147712,
2022-04-01 03:00:00,-49.2593283441784,
2022-04-01 18:30:00,-49.2593283441784,
2022-04-01 20:00:00,-49.2593283441784,
2022-04-01 23:00:00,-49.2593283441784,
2022-04-01 23:59:59,-51.669490710205494,w
2022-04-04 00:00:00,-44.033543299514335,
2022-04-04 01:00:00,-40.11167177561266,
2022-04-04 02:30:00,-38.212827712007666,
2022-04-04 03:00:00,-37.770876920043904,
2022-04-04 18:30:00,-37.64544127015647,
2022-04-04 20:00:00,-37.641923255563384,
2022-04-04 23:00:00,-32.63066520510252,
2022-04-04 23:59:59,-25.05361981394792,c
2022-04-05 00:00:00,-25.759838938663947,
2022-04-05 01:00:00,-28.598172909390158,
2022-04-05 02:30:00,-27.924204583067038,
2022-04-05 03:00:00,-27.935586215344316,
2022-04-05 18:30:00,-27.389223828411176,
2022-04-05 20:00:00,-27.56079325221596,
2022-04-05 23:00:00,-28.534339897756027,
2022-04-05 23:59:59,-22.86204416029402,c
2022-04-06 00:00:00,-24.590199650177865,
2022-04-06 01:00:00,-21.66039294307224,
2022-04-06 02:30:00,-15.146319009829242,
2022-04-06 03:00:00,-15.272799699688065,
2022-04-06 18:30:00,-15.040481557076149,
2022-04-06 20:00:00,-14.664472438752668,
2022-04-06 23:00:00,-11.706674265230433,
2022-04-06 23:59:59,-15.16689627621274,c
2022-04-07 00:00:00,-17.85985303189365,
2022-04-07 01:00:00,-19.07578786915427,
2022-04-07 02:30:00,-21.537364819955584,
2022-04-07 03:00:00,-21.246055511330113,
2022-04-07 18:30:00,-20.674532453525373,
2022-04-07 20:00:00,-20.59911282755813,
2022-04-07 23:00:00,-15.4656934036026,
2022-04-07 23:59:59,-22.09600441478615,c
2022-04-08 00:00:00,-18.61959326308788,
2022-04-08 01:00:00,-19.916364395877153,
2022-04-08 02:30:00,-16.53623109151836,
2022-04-08 03:00:00,-16.520032572689942,
2022-04-08 18:30:00,-16.520032572689942,
2022-04-08 20:00:00,-16.520032572689942,
2022-04-08 23:00:00,-16.520032572689942,
2022-04-08 23:59:59,-14.17002521898472,w
2022-04-11 00:00:00,-9.370443669168253,
2022-04-11 01:00:00,-9.39708606806711,
2022-04-11 02:30:00,-9.69297335774273,
2022-04-11 03:00:00,-8.855672238517442,
2022-04-11 18:30:00,-6.958736934051402,
2022-04-11 20:00:00,-6.847136151652691,
2022-04-11 23:00:00,-25.598361773134187,
2022-04-11 23:59:59,-27.949266772136767,c
2022-04-12 00:00:00,-26.20600208919639,
2022-04-12 01:00:00,-30.660130555151298,
2022-04-12 02:30:00,-30.737486854280476,
2022-04-12 03:00:00,-31.029175690787966,
2022-04-12 18:30:00,-29.67810485481506,
2022-04-12 20:00:00,-29.65641456926555,
2022-04-12 23:00:00,-21.192601492272374,
2022-04-12 23:59:59,-24.553373905277724,c
2022-04-13 00:00:00,-21.891279303145737,
2022-04-13 01:00:00,-18.119455064259753,
2022-04-13 02:30:00,-16.311274336767823,
2022-04-13 03:00:00,-17.331831365614093,
2022-04-13 18:30:00,-17.364847290757197,
2022-04-13 20:00:00,-17.371465298536506,
2022-04-13 23:00:00,-9.046272747055994,
2022-04-13 23:59:59,-17.014078835726608,c
2022-04-14 00:00:00,-24.745488133769427,
2022-04-14 01:00:00,-27.96834878141273,
2022-04-14 02:30:00,-30.771084179594922,
2022-04-14 03:00:00,-31.519123563381484,
2022-04-14 18:30:00,-31.519123563381484,
2022-04-14 20:00:00,-31.519123563381484,
2022-04-14 23:00:00,-31.519123563381484,
2022-04-14 23:59:59,-28.252545220016074,c
2022-04-15 00:00:00,-27.0864396828283,
2022-04-15 01:00:00,-28.355041390980304,
2022-04-15 02:30:00,-28.355041390980304,
2022-04-15 03:00:00,-28.355041390980304,
2022-04-15 18:30:00,-28.355041390980304,
2022-04-15 20:00:00,-28.355041390980304,
2022-04-15 23:00:00,-28.355041390980304,
2022-04-15 23:59:59,-25.944213634760374,w
2022-04-18 00:00:00,-34.55563254121073,
2022-04-18 01:00:00,-34.8913089322519,
2022-04-18 02:30:00,-30.405074384144555,
2022-04-18 03:00:00,-30.98462714140915,
2022-04-18 18:30:00,-31.480089538241785,
2022-04-18 20:00:00,-31.603229226282977,
2022-04-18 23:00:00,-37.3589412659495,
2022-04-18 23:59:59,-36.38263931575814,c
2022-04-19 00:00:00,-33.59099563842305,
2022-04-19 01:00:00,-35.811526632694964,
2022-04-19 02:30:00,-41.50130819127217,
2022-04-19 03:00:00,-40.60346831172215,
2022-04-19 18:30:00,-42.63938959440533,
2022-04-19 20:00:00,-42.32387379602373,
2022-04-19 23:00:00,-37.84246135571128,
2022-04-19 23:59:59,-41.218237954647165,c
2022-04-20 00:00:00,-40.17459183413932,
2022-04-20 01:00:00,-44.25454383591715,
2022-04-20 02:30:00,-39.85710726063648,
2022-04-20 03:00:00,-39.67630947199932,
2022-04-20 18:30:00,-41.81278904220896,
2022-04-20 20:00:00,-41.64082062730644,
2022-04-20 23:00:00,-32.49294247385548,
2022-04-20 23:59:59,-30.73704214155093,c
2022-04-21 00:00:00,-27.716656706820302,
2022-04-21 01:00:00,-26.177040882964448,
2022-04-21 02:30:00,-23.409633615291014,
2022-04-21 03:00:00,-21.959120495832266,
2022-04-21 18:30:00,-22.040945258624546,
2022-04-21 20:00:00,-22.03108575008254,
2022-04-21 23:00:00,-18.181806519383045,
2022-04-21 23:59:59,-22.106495605646657,c
2022-04-22 00:00:00,-31.287443672001828,
2022-04-22 01:00:00,-29.524888075333294,
2022-04-22 02:30:00,-21.475463444627465,
