date,MSCI_FACT_USMV_HEDGED_2022_Q4,meta
2022-10-14 00:00:00,73.76297746179371,
2022-10-14 10:00:00,65.12008184532807,
2022-10-14 10:30:00,65.35952142516328,
2022-10-14 12:00:00,67.5537900965485,
2022-10-14 13:30:00,64.52372577690053,
2022-10-14 15:00:00,67.01748847246698,
2022-10-14 15:30:30,67.01748847246698,
2022-10-14 23:59:59,68.80732693793942,w
2022-10-17 00:00:00,64.15712165421232,
2022-10-17 10:00:00,64.09911274131454,
2022-10-17 10:30:00,65.9734748940272,
2022-10-17 12:00:00,64.88038209946525,
2022-10-17 13:30:00,74.59540071064774,
2022-10-17 15:00:00,71.53613691852166,
2022-10-17 15:30:30,71.53613691852166,
2022-10-17 23:59:59,71.49283137342705,c
2022-10-18 00:00:00,71.98298566561226,
2022-10-18 10:00:00,53.870852024470594,
2022-10-18 10:30:00,65.33946960508513,
2022-10-18 12:00:00,60.37596976548673,
2022-10-18 13:30:00,61.10263633069687,
2022-10-18 15:00:00,61.94718544647766,
2022-10-18 15:30:30,61.94718544647766,
2022-10-18 23:59:59,58.60696634883185,c
2022-10-19 00:00:00,57.70563549687397,
2022-10-19 10:00:00,72.6841861509748,
2022-10-19 10:30:00,66.05961787446903,
2022-10-19 12:00:00,51.0020116247949,
2022-10-19 13:30:00,57.86456454013859,
2022-10-19 15:00:00,59.00396046137419,
2022-10-19 15:30:30,59.00396046137419,
2022-10-19 23:59:59,56.41220680854535,c
2022-10-20 00:00:00,78.04748075077379,
2022-10-20 10:00:00,71.20441747773424,
2022-10-20 10:30:00,72.38184922586962,
2022-10-20 12:00:00,72.46795743707011,
2022-10-20 13:30:00,68.59025791142308,
2022-10-20 15:00:00,75.9576689164152,
2022-10-20 15:30:30,75.9576689164152,
2022-10-20 23:59:59,76.46740961253509,c
2022-10-21 00:00:00,66.03149678606061,
2022-10-21 10:00:00,75.74568692925763,
2022-10-21 10:30:00,75.34083037998616,
2022-10-21 12:00:00,69.59574742684693,
2022-10-21 13:30:00,76.94506467478324,
2022-10-21 15:00:00,79.97921895081785,
2022-10-21 15:30:30,79.97921895081785,
2022-10-21 23:59:59,72.65751580213758,w
2022-10-24 00:00:00,71.42346114494582,
2022-10-24 10:00:00,53.632053427244216,
2022-10-24 10:30:00,58.04963302180842,
2022-10-24 12:00:00,59.881319863190924,
2022-10-24 13:30:00,56.2531867774953,
2022-10-24 15:00:00,61.16235984795547,
2022-10-24 15:30:30,61.16235984795547,
2022-10-24 23:59:59,64.92496588969351,c
2022-10-25 00:00:00,53.17576913180564,
2022-10-25 10:00:00,49.96538607869249,
2022-10-25 10:30:00,47.64235874889077,
2022-10-25 12:00:00,47.77807475361131,
2022-10-25 13:30:00,51.283190859835486,
2022-10-25 15:00:00,50.71877930989372,
2022-10-25 15:30:30,50.71877930989372,
2022-10-25 23:59:59,49.087555499119105,c
2022-10-26 00:00:00,46.340524509230605,
2022-10-26 10:00:00,43.988185772062295,
2022-10-26 10:30:00,40.314178592419466,
2022-10-26 12:00:00,32.79551742365334,
2022-10-26 13:30:00,37.995383118515235,
2022-10-26 15:00:00,43.33661832805042,
