date,CLOU_2022_Q4,meta
2022-10-21 00:00:00,205.52650004655652,
2022-10-21 10:00:00,173.66635862972407,
2022-10-21 10:30:00,194.21503193052376,
2022-10-21 12:00:00,132.9564115701039,
2022-10-21 13:30:00,126.51796663229698,
2022-10-21 15:00:00,109.39190151536968,
2022-10-21 15:30:30,109.39190151536968,
2022-10-21 23:59:59,102.62516578639793,w
2022-10-24 00:00:00,87.56841931781082,
2022-10-24 10:00:00,101.286184278159,
2022-10-24 10:30:00,96.94455895099873,
2022-10-24 12:00:00,102.61734919535502,
2022-10-24 13:30:00,109.88084946380832,
2022-10-24 15:00:00,93.40358110878333,
2022-10-24 15:30:30,93.40358110878333,
2022-10-24 23:59:59,127.7886860748506,c
2022-10-25 00:00:00,158.65926644884257,
2022-10-25 10:00:00,95.35601559713177,
2022-10-25 10:30:00,69.7645905114573,
2022-10-25 12:00:00,83.68520768900362,
2022-10-25 13:30:00,92.58884589833679,
2022-10-25 15:00:00,76.8136344535128,
2022-10-25 15:30:30,76.8136344535128,
2022-10-25 23:59:59,92.23711344901744,c
2022-10-26 00:00:00,57.18441175943963,
2022-10-26 10:00:00,98.1816845929336,
2022-10-26 10:30:00,73.6175542344015,
2022-10-26 12:00:00,96.09906739971098,
2022-10-26 13:30:00,107.92290528767103,
2022-10-26 15:00:00,95.41624064566008,
2022-10-26 15:30:30,95.41624064566008,
2022-10-26 23:59:59,113.1323405251876,c
2022-10-27 00:00:00,139.27529341035006,
2022-10-27 10:00:00,121.40530069125862,
2022-10-27 10:30:00,102.8127025268434,
2022-10-27 12:00:00,92.44609316590481,
2022-10-27 13:30:00,90.16733462282673,
2022-10-27 15:00:00,66.47778809098395,
2022-10-27 15:30:30,66.47778809098395,
2022-10-27 23:59:59,101.77125099437535,c
2022-10-28 00:00:00,28.65506458808545,
2022-10-28 10:00:00,95.64379722045896,
2022-10-28 10:30:00,70.7558276806476,
2022-10-28 12:00:00,108.73918467728072,
2022-10-28 13:30:00,95.81441312867423,
2022-10-28 15:00:00,98.41560387255322,
2022-10-28 15:30:30,98.41560387255322,
2022-10-28 23:59:59,79.7190809404949,w
2022-10-31 00:00:00,113.6484975978276,
2022-10-31 10:00:00,114.70913062624754,
2022-10-31 10:30:00,112.41174106355584,
2022-10-31 12:00:00,118.30540426624998,
2022-10-31 13:30:00,123.11922036345322,
2022-10-31 15:00:00,127.96302547200435,
2022-10-31 15:30:30,127.96302547200435,
2022-10-31 23:59:59,112.48766903408546,c
2022-11-01 00:00:00,117.60270775548952,
2022-11-01 10:00:00,92.89927153554368,
2022-11-01 10:30:00,103.22781177673914,
2022-11-01 12:00:00,115.22689358858065,
2022-11-01 13:30:00,120.36253849145919,
2022-11-01 15:00:00,104.20407126987789,
2022-11-01 15:30:30,104.20407126987789,
2022-11-01 23:59:59,108.58521317527129,c
2022-11-02 00:00:00,98.12740924581885,
2022-11-02 10:00:00,119.2614313105637,
2022-11-02 10:30:00,83.43523385414596,
2022-11-02 12:00:00,53.290360565502624,
2022-11-02 13:30:00,73.07924821948382,
2022-11-02 15:00:00,59.868279968057095,
2022-11-02 15:30:30,59.868279968057095,
2022-11-02 23:59:59,82.66677423215083,c
2022-11-03 00:00:00,116.03842990039834,
2022-11-03 10:00:00,105.36760045004735,
2022-11-03 10:30:00,49.287033897800484,
2022-11-03 12:00:00,51.688392547848025,
2022-11-03 13:30:00,46.42889634512176,
2022-11-03 15:00:00,44.92876763942877,
2022-11-03 15:30:30,44.92876763942877,
2022-11-03 23:59:59,65.01621958952319,c
2022-11-04 00:00:00,-80.07916633307082,
2022-11-04 10:00:00,-65.90623657223318,
2022-11-04 10:30:00,-73.97111951766124,
2022-11-04 12:00:00,4.59446290746223,
2022-11-04 13:30:00,-6.898480826944478,
2022-11-04 15:00:00,-1.7510536847846652,
2022-11-04 15:30:30,-1.7510536847846652,
2022-11-04 23:59:59,0.0,a
2022-11-07 00:00:00,1.6242347365248406,
2022-11-07 10:00:00,67.314084495197,
2022-11-07 10:30:00,103.13023375580383,
2022-11-07 12:00:00,144.00663927703727,
2022-11-07 13:30:00,116.81878078637646,
2022-11-07 15:00:00,105.61201053997343,
2022-11-07 15:30:30,105.61201053997343,
2022-11-07 23:59:59,79.39616336496579,c
2022-11-08 00:00:00,135.44174261128387,
2022-11-08 10:00:00,218.93496632844676,
2022-11-08 10:30:00,229.0630035304314,
2022-11-08 12:00:00,236.7781067999308,
2022-11-08 13:30:00,208.45479691057812,
2022-11-08 15:00:00,196.1566139791464,
2022-11-08 15:30:30,196.1566139791464,
2022-11-08 23:59:59,197.72728407748696,c
2022-11-09 00:00:00,223.3402433943147,
2022-11-09 10:00:00,218.78883146581347,
2022-11-09 10:30:00,230.2010358488144,
2022-11-09 12:00:00,216.59167681238932,
2022-11-09 13:30:00,206.47440000668803,
2022-11-09 15:00:00,228.53305451916117,
2022-11-09 15:30:30,228.53305451916117,
2022-11-09 23:59:59,238.5766628259264,c
2022-11-10 00:00:00,133.58368571083997,
2022-11-10 10:00:00,202.91026045087506,
2022-11-10 10:30:00,176.2720204119994,
2022-11-10 12:00:00,200.89462338778026,
2022-11-10 13:30:00,209.445512020945,
2022-11-10 15:00:00,211.56491446779705,
2022-11-10 15:30:30,211.56491446779705,
2022-11-10 23:59:59,190.17243907177408,c
2022-11-11 00:00:00,222.16474160686244,
2022-11-11 10:00:00,206.46893234798995,
2022-11-11 10:30:00,189.02318947750086,
2022-11-11 12:00:00,98.02980994172685,
2022-11-11 13:30:00,87.57460434567088,
2022-11-11 15:00:00,96.37316377294064,
2022-11-11 15:30:30,96.37316377294064,
2022-11-11 23:59:59,116.3368355017983,e
2022-11-14 00:00:00,135.25492592884075,
2022-11-14 10:00:00,21.888793779249,
2022-11-14 10:30:00,20.533385022431048,
2022-11-14 12:00:00,-30.53945297451969,
2022-11-14 13:30:00,-19.167826730058778,
2022-11-14 15:00:00,-56.55712341495678,
2022-11-14 15:30:30,-56.55712341495678,
2022-11-14 23:59:59,-1.5476984747799634,c
2022-11-15 00:00:00,2.4896658502821083,
2022-11-15 10:00:00,-13.50865879513799,
2022-11-15 10:30:00,-9.483027584645242,
2022-11-15 12:00:00,-31.569215708173715,
2022-11-15 13:30:00,9.276078738312663,
2022-11-15 15:00:00,-17.787568537585003,
2022-11-15 15:30:30,-17.787568537585003,
2022-11-15 23:59:59,-43.59499263840894,c
2022-11-16 00:00:00,-14.832410538979047,
2022-11-16 10:00:00,-48.790404625337715,
2022-11-16 10:30:00,-62.69310933659722,
2022-11-16 12:00:00,-82.38760647707454,
2022-11-16 13:30:00,-93.12349358422193,
2022-11-16 15:00:00,-111.63917866121096,
2022-11-16 15:30:30,-111.63917866121096,
2022-11-16 23:59:59,-84.7172374920608,c
2022-11-17 00:00:00,-41.47740262282673,
2022-11-17 10:00:00,-25.693732478566062,
2022-11-17 10:30:00,-16.902468092646814,
2022-11-17 12:00:00,-39.94743980713815,
2022-11-17 13:30:00,-73.65255905808112,
2022-11-17 15:00:00,-66.67578701271191,
