date,AS_MSCI_EM_REST_SC_2022_Q2,meta
2022-03-31 00:00:00,25.15527920615835,
2022-03-31 01:00:00,21.64280969953226,
2022-03-31 02:30:00,21.64280969953226,
2022-03-31 03:00:00,21.64280969953226,
2022-03-31 18:30:00,21.64280969953226,
2022-03-31 20:00:00,21.64280969953226,
2022-03-31 23:00:00,56.34029008617752,
2022-03-31 23:59:59,66.24519889170604,c
2022-04-01 00:00:00,61.69631281180136,
2022-04-01 01:00:00,63.72622526106149,
2022-04-01 02:30:00,63.72622526106149,
2022-04-01 03:00:00,63.72622526106149,
2022-04-01 18:30:00,63.72622526106149,
2022-04-01 20:00:00,63.72622526106149,
2022-04-01 23:00:00,63.72622526106149,
2022-04-01 23:59:59,58.105481078607966,w
2022-04-04 00:00:00,44.518701168020506,
2022-04-04 01:00:00,44.418386454892925,
2022-04-04 02:30:00,44.418386454892925,
2022-04-04 03:00:00,44.418386454892925,
2022-04-04 18:30:00,44.418386454892925,
2022-04-04 20:00:00,44.418386454892925,
2022-04-04 23:00:00,55.89581688296218,
2022-04-04 23:59:59,76.82598443239554,c
2022-04-05 00:00:00,72.35924346055555,
2022-04-05 01:00:00,71.44271274665829,
2022-04-05 02:30:00,71.44271274665829,
2022-04-05 03:00:00,71.44271274665829,
2022-04-05 18:30:00,71.44271274665829,
2022-04-05 20:00:00,71.44271274665829,
2022-04-05 23:00:00,97.20566732711373,
2022-04-05 23:59:59,93.9884681355331,c
2022-04-06 00:00:00,96.26447403669063,
2022-04-06 01:00:00,96.22989930745732,
2022-04-06 02:30:00,96.22989930745732,
2022-04-06 03:00:00,96.22989930745732,
2022-04-06 18:30:00,96.22989930745732,
2022-04-06 20:00:00,96.22989930745732,
2022-04-06 23:00:00,107.31971226548171,
2022-04-06 23:59:59,101.62188903966134,c
2022-04-07 00:00:00,102.05065951393395,
2022-04-07 01:00:00,79.21379513953254,
2022-04-07 02:30:00,79.21379513953254,
2022-04-07 03:00:00,79.21379513953254,
2022-04-07 18:30:00,79.21379513953254,
