date,JPDIV_2021,meta
2021-03-17 00:00:00,104.52747148433089,
2021-03-17 10:00:00,112.17708242461384,
2021-03-17 10:30:00,107.06779129114926,
2021-03-17 12:00:00,119.58463837462902,
2021-03-17 13:30:00,115.23209648252666,
2021-03-17 15:00:00,106.15898393215777,
2021-03-17 15:30:30,106.15898393215777,
2021-03-17 23:59:59,111.91849591291785,c
2021-03-18 00:00:00,162.26580101911188,
2021-03-18 10:00:00,161.65436603579937,
2021-03-18 10:30:00,171.1130562640393,
2021-03-18 12:00:00,176.5555318601483,
2021-03-18 13:30:00,182.5103399331969,
2021-03-18 15:00:00,197.72703634247063,
2021-03-18 15:30:30,197.72703634247063,
2021-03-18 23:59:59,198.46697916438401,c
2021-03-19 00:00:00,234.61024593030274,
2021-03-19 10:00:00,225.37181536870477,
2021-03-19 10:30:00,235.13825425582348,
2021-03-19 12:00:00,222.1578888282013,
2021-03-19 13:30:00,211.5229369904387,
2021-03-19 15:00:00,214.74171049501956,
2021-03-19 15:30:30,214.74171049501956,q
2021-03-19 23:59:59,244.76453791659472,w
2021-03-22 00:00:00,187.47438081481874,
2021-03-22 10:00:00,182.39808522156417,
2021-03-22 10:30:00,182.82102092603145,
2021-03-22 12:00:00,179.11522514972808,
2021-03-22 13:30:00,179.00491643122078,
2021-03-22 15:00:00,164.1333374216777,
2021-03-22 15:30:30,164.1333374216777,
2021-03-22 23:59:59,171.231768418501,c
2021-03-23 00:00:00,119.97497273868503,
2021-03-23 10:00:00,117.30205280896604,
2021-03-23 10:30:00,111.7833570006311,
2021-03-23 12:00:00,117.48990664584457,
2021-03-23 13:30:00,116.56595793112635,
2021-03-23 15:00:00,119.28289837733806,
2021-03-23 15:30:30,119.28289837733806,
2021-03-23 23:59:59,133.5955042281717,c
2021-03-24 00:00:00,51.186780222429036,
2021-03-24 10:00:00,50.15167158974231,
2021-03-24 10:30:00,54.147608984097836,
2021-03-24 12:00:00,69.33792804994285,
2021-03-24 13:30:00,81.12565274774968,
2021-03-24 15:00:00,93.05553276261212,
2021-03-24 15:30:30,93.05553276261212,
2021-03-24 23:59:59,103.11643010380388,c
2021-03-25 00:00:00,128.50698559497357,
2021-03-25 10:00:00,133.47882426167786,
2021-03-25 10:30:00,138.19211605866613,
2021-03-25 12:00:00,141.35951796663045,
2021-03-25 13:30:00,139.6145143874073,
2021-03-25 15:00:00,141.71745469112517,
2021-03-25 15:30:30,141.71745469112517,
2021-03-25 23:59:59,132.53018636623145,c
2021-03-26 00:00:00,130.87858056586623,
2021-03-26 10:00:00,133.91344590217173,
2021-03-26 10:30:00,135.59534081309317,
2021-03-26 12:00:00,140.52236282286106,
2021-03-26 13:30:00,128.6875242281133,
2021-03-26 15:00:00,137.57663113567114,
2021-03-26 15:30:30,137.57663113567114,
2021-03-26 23:59:59,120.43814046634913,w
2021-03-29 00:00:00,98.04513343501091,
2021-03-29 10:00:00,103.16312953896463,
2021-03-29 10:30:00,107.75203444343448,
2021-03-29 12:00:00,95.55782960241258,
2021-03-29 13:30:00,95.15797009016931,
2021-03-29 15:00:00,91.46820117050468,
2021-03-29 15:30:30,91.46820117050468,
2021-03-29 23:59:59,92.31080983427823,c
2021-03-30 00:00:00,62.037530555402036,
2021-03-30 10:00:00,64.01158843645155,
2021-03-30 10:30:00,71.47608429459811,
2021-03-30 12:00:00,77.3492873053068,
2021-03-30 13:30:00,77.10558785662472,
2021-03-30 15:00:00,67.00798405867934,
2021-03-30 15:30:30,67.00798405867934,
2021-03-30 23:59:59,68.34263856831909,c
2021-03-31 00:00:00,-1.374973083820939,
2021-03-31 10:00:00,-6.120875539199114,
2021-03-31 10:30:00,-0.4946323852324486,
2021-03-31 12:00:00,7.055678273732067,
2021-03-31 13:30:00,8.138870723831653,
2021-03-31 15:00:00,8.094525591037868,
2021-03-31 15:30:30,8.094525591037868,
2021-03-31 23:59:59,0.0,a
2021-04-01 00:00:00,-16.630163453292848,
2021-04-01 10:00:00,-18.208451050943733,
2021-04-01 10:30:00,-14.44378810796976,
2021-04-01 12:00:00,-6.056127831509114,
2021-04-01 13:30:00,-4.651639682998657,
2021-04-01 15:00:00,-7.171649206632972,
2021-04-01 15:30:30,-7.171649206632972,
2021-04-01 23:59:59,-8.755000000003577,c
2021-04-02 00:00:00,-8.755000000003577,
2021-04-02 10:00:00,-8.755000000003577,
2021-04-02 10:30:00,-8.755000000003577,
2021-04-02 12:00:00,-8.755000000003577,
2021-04-02 13:30:00,-8.755000000003577,
2021-04-02 15:00:00,-8.755000000003577,
2021-04-02 15:30:30,-8.755000000003577,
2021-04-02 23:59:59,-8.755000000003577,w
2021-04-05 00:00:00,-18.44094779247105,
2021-04-05 10:00:00,-25.56161247406125,
2021-04-05 10:30:00,-24.942640168141725,
2021-04-05 12:00:00,-31.945480332174302,
2021-04-05 13:30:00,-31.508779884408117,
2021-04-05 15:00:00,-30.774066708443762,
2021-04-05 15:30:30,-30.774066708443762,
2021-04-05 23:59:59,-20.000369475006462,c
2021-04-06 00:00:00,-94.8855950237018,
2021-04-06 10:00:00,-102.51949960368931,
2021-04-06 10:30:00,-105.59174227238596,
2021-04-06 12:00:00,-98.07952002872348,
2021-04-06 13:30:00,-97.94060410081983,
2021-04-06 15:00:00,-107.05478752996564,
