date,FBT_2022_Q1,meta
2022-01-05 00:00:00,487.6964381317367,
2022-01-05 10:00:00,465.9629174466073,
2022-01-05 10:30:00,470.51119082377306,
2022-01-05 12:00:00,436.1841415088552,
2022-01-05 13:30:00,404.0099710401276,
2022-01-05 15:00:00,359.65194300246964,
2022-01-05 15:30:30,359.65194300246964,
2022-01-05 23:59:59,361.912966447646,c
2022-01-06 00:00:00,363.3579853803094,
2022-01-06 10:00:00,284.6063101959313,
2022-01-06 10:30:00,316.03181305660223,
2022-01-06 12:00:00,360.223375771618,
2022-01-06 13:30:00,355.0762352121597,
2022-01-06 15:00:00,363.683340816337,
2022-01-06 15:30:30,363.683340816337,
2022-01-06 23:59:59,360.9581517288685,c
2022-01-07 00:00:00,351.61371654788286,
2022-01-07 10:00:00,323.38310701008777,
2022-01-07 10:30:00,290.1249617865527,
2022-01-07 12:00:00,326.76415806465974,
2022-01-07 13:30:00,293.1548677026349,
2022-01-07 15:00:00,292.53006890941634,
2022-01-07 15:30:30,292.53006890941634,
2022-01-07 23:59:59,286.12331470553534,w
2022-01-10 00:00:00,238.66049146292818,
2022-01-10 10:00:00,226.1834113887635,
2022-01-10 10:30:00,213.04901062060992,
2022-01-10 12:00:00,291.4405074357153,
2022-01-10 13:30:00,300.14394657095926,
2022-01-10 15:00:00,330.05673468316434,
2022-01-10 15:30:30,330.05673468316434,
2022-01-10 23:59:59,355.36666445581864,c
2022-01-11 00:00:00,274.14645402372645,
2022-01-11 10:00:00,270.9155225028106,
2022-01-11 10:30:00,263.3308556612495,
2022-01-11 12:00:00,253.03444717341438,
2022-01-11 13:30:00,237.01251504837728,
2022-01-11 15:00:00,241.63172029854553,
2022-01-11 15:30:30,241.63172029854553,
2022-01-11 23:59:59,226.91305731725595,c
2022-01-12 00:00:00,230.05898570353025,
2022-01-12 10:00:00,224.57939742478095,
2022-01-12 10:30:00,234.5555193140562,
2022-01-12 12:00:00,243.2982461509979,
2022-01-12 13:30:00,238.8895363107884,
2022-01-12 15:00:00,253.70409891883412,
2022-01-12 15:30:30,253.70409891883412,
2022-01-12 23:59:59,284.93786059457176,c
2022-01-13 00:00:00,298.8898250700439,
2022-01-13 10:00:00,184.49538232127497,
2022-01-13 10:30:00,168.9491586134028,
2022-01-13 12:00:00,183.79449620083358,
2022-01-13 13:30:00,166.4921713931496,
2022-01-13 15:00:00,192.05116577126864,
2022-01-13 15:30:30,192.05116577126864,
2022-01-13 23:59:59,195.72710820089486,c
2022-01-14 00:00:00,128.28961039429123,
2022-01-14 10:00:00,163.00080184937144,
2022-01-14 10:30:00,175.87940791534407,
2022-01-14 12:00:00,149.5206372357892,
2022-01-14 13:30:00,152.95759806097317,
2022-01-14 15:00:00,120.57084674840182,
2022-01-14 15:30:30,120.57084674840182,
2022-01-14 23:59:59,89.23293343873256,w
2022-01-17 00:00:00,89.23293343873256,
2022-01-17 10:00:00,89.23293343873256,
2022-01-17 10:30:00,89.23293343873256,
2022-01-17 12:00:00,89.23293343873256,
2022-01-17 13:30:00,89.23293343873256,
2022-01-17 15:00:00,89.23293343873256,
2022-01-17 15:30:30,89.23293343873256,
2022-01-17 23:59:59,89.23293343873256,c
2022-01-18 00:00:00,46.13612752822094,
2022-01-18 10:00:00,74.8740515036602,
2022-01-18 10:30:00,68.29931302113287,
2022-01-18 12:00:00,37.355890142090416,
2022-01-18 13:30:00,24.329951626712713,
2022-01-18 15:00:00,46.23058013517543,
2022-01-18 15:30:30,46.23058013517543,
2022-01-18 23:59:59,45.67103767502273,c
2022-01-19 00:00:00,48.155987671378355,
2022-01-19 10:00:00,69.03162371840598,
2022-01-19 10:30:00,59.83069145501615,
2022-01-19 12:00:00,-2.255382954647615,
2022-01-19 13:30:00,-11.548379648465968,
2022-01-19 15:00:00,-13.641339509896241,
2022-01-19 15:30:30,-13.641339509896241,
2022-01-19 23:59:59,0.0,a
2022-01-20 00:00:00,27.06841890058415,
2022-01-20 10:00:00,42.235427663968025,
2022-01-20 10:30:00,55.48798217800878,
2022-01-20 12:00:00,72.92829125170486,
2022-01-20 13:30:00,78.36021485558582,
2022-01-20 15:00:00,68.76403264235726,
