date,AS_TWDP_2022_Q1,meta
2022-02-11 00:00:00,-665.2742056838019,
2022-02-11 01:00:00,-665.2742056838019,
2022-02-11 02:30:00,-665.2742056838019,
2022-02-11 03:00:00,-665.2742056838019,
2022-02-11 18:30:00,-665.2742056838019,
2022-02-11 20:00:00,-665.2742056838019,
2022-02-11 23:00:00,-665.2742056838019,
2022-02-11 23:59:59,-644.3437246028607,w
2022-02-14 00:00:00,-546.952643251826,
2022-02-14 01:00:00,-546.952643251826,
2022-02-14 02:30:00,-546.952643251826,
2022-02-14 03:00:00,-546.952643251826,
2022-02-14 18:30:00,-546.952643251826,
2022-02-14 20:00:00,-546.952643251826,
2022-02-14 23:00:00,-651.1096701601045,
2022-02-14 23:59:59,-630.4608507715589,c
2022-02-15 00:00:00,-630.1812897266695,
2022-02-15 01:00:00,-630.1812897266695,
2022-02-15 02:30:00,-630.1812897266695,
2022-02-15 03:00:00,-630.1812897266695,
2022-02-15 18:30:00,-630.1812897266695,
2022-02-15 20:00:00,-630.1812897266695,
2022-02-15 23:00:00,-615.4594230614503,
2022-02-15 23:59:59,-635.4667555136334,c
2022-02-16 00:00:00,-651.3361041594248,
2022-02-16 01:00:00,-651.3361041594248,
2022-02-16 02:30:00,-651.3361041594248,
2022-02-16 03:00:00,-651.3361041594248,
2022-02-16 18:30:00,-651.3361041594248,
2022-02-16 20:00:00,-651.3361041594248,
2022-02-16 23:00:00,-632.6409838778109,
2022-02-16 23:59:59,-589.0316038463047,c
2022-02-17 00:00:00,-585.25236803393,
2022-02-17 01:00:00,-585.25236803393,
2022-02-17 02:30:00,-585.25236803393,
2022-02-17 03:00:00,-585.25236803393,
2022-02-17 18:30:00,-585.25236803393,
2022-02-17 20:00:00,-585.25236803393,
2022-02-17 23:00:00,-586.6401450710518,
2022-02-17 23:59:59,-624.3961958575824,c
2022-02-18 00:00:00,-621.3715390189518,
2022-02-18 01:00:00,-621.3715390189518,
2022-02-18 02:30:00,-621.3715390189518,
2022-02-18 03:00:00,-621.3715390189518,
2022-02-18 18:30:00,-621.3715390189518,
2022-02-18 20:00:00,-621.3715390189518,
2022-02-18 23:00:00,-621.3715390189518,
2022-02-18 23:59:59,-611.4104236263142,w
2022-02-21 00:00:00,-570.7911870387975,
2022-02-21 01:00:00,-570.7911870387975,
2022-02-21 02:30:00,-570.7911870387975,
2022-02-21 03:00:00,-570.7911870387975,
2022-02-21 18:30:00,-570.7911870387975,
2022-02-21 20:00:00,-570.7911870387975,
2022-02-21 23:00:00,-523.9946658206413,
2022-02-21 23:59:59,-507.34631485201817,c
2022-02-22 00:00:00,-506.6216668963975,
2022-02-22 01:00:00,-506.6216668963975,
2022-02-22 02:30:00,-506.6216668963975,
2022-02-22 03:00:00,-506.6216668963975,
2022-02-22 18:30:00,-506.6216668963975,
2022-02-22 20:00:00,-506.6216668963975,
2022-02-22 23:00:00,-509.5930046630233,
2022-02-22 23:59:59,-494.660643703804,c
