date,FIVG_2021_Q2,meta
2021-05-21 00:00:00,-37.2504218566321,
2021-05-21 10:00:00,-51.72660549115767,
2021-05-21 10:30:00,-76.43622794981786,
2021-05-21 12:00:00,-70.01983525965204,
2021-05-21 13:30:00,-60.84511146723452,
2021-05-21 15:00:00,-30.778682591773702,
2021-05-21 15:30:30,-30.778682591773702,
2021-05-21 23:59:59,-32.775222214085204,w
2021-05-24 00:00:00,-27.997785456304314,
2021-05-24 10:00:00,-48.69116842946852,
2021-05-24 10:30:00,-60.96003746148,
2021-05-24 12:00:00,-75.05796537346077,
2021-05-24 13:30:00,-80.8312517212023,
2021-05-24 15:00:00,-74.55312169426526,
2021-05-24 15:30:30,-74.55312169426526,
2021-05-24 23:59:59,-73.76190255697401,c
2021-05-25 00:00:00,-87.39990222260451,
2021-05-25 10:00:00,-65.05992419853789,
2021-05-25 10:30:00,-67.34894315327199,
2021-05-25 12:00:00,-77.16035625561295,
2021-05-25 13:30:00,-78.8078740287637,
2021-05-25 15:00:00,-75.0730278031694,
2021-05-25 15:30:30,-75.0730278031694,
2021-05-25 23:59:59,-90.88599388377139,c
2021-05-26 00:00:00,-63.44543917407606,
2021-05-26 10:00:00,-56.571254368722464,
2021-05-26 10:30:00,-51.35817433922733,
2021-05-26 12:00:00,-49.73383812293196,
2021-05-26 13:30:00,-39.95656674764825,
2021-05-26 15:00:00,-24.958279020381326,
2021-05-26 15:30:30,-24.958279020381326,
2021-05-26 23:59:59,-37.452762947063434,c
2021-05-27 00:00:00,-38.244018904288964,
2021-05-27 10:00:00,-65.01612299964563,
2021-05-27 10:30:00,-63.50173551617928,
2021-05-27 12:00:00,-61.459303862906836,
2021-05-27 13:30:00,-62.07888623270168,
2021-05-27 15:00:00,-52.0985488876193,
2021-05-27 15:30:30,-52.0985488876193,m
2021-05-27 23:59:59,-44.103472222584685,c
2021-05-28 00:00:00,-64.12076100963276,
2021-05-28 10:00:00,-46.23880438396213,
2021-05-28 10:30:00,-50.45352929889867,
2021-05-28 12:00:00,-46.52973354698872,
2021-05-28 13:30:00,-45.73117987538808,
2021-05-28 15:00:00,-46.69688399433352,
2021-05-28 15:30:30,-46.69688399433352,
2021-05-28 23:59:59,-52.44463196482144,w
2021-05-31 00:00:00,-52.44463196482144,
2021-05-31 10:00:00,-52.44463196482144,
2021-05-31 10:30:00,-52.44463196482144,
2021-05-31 12:00:00,-52.44463196482144,
2021-05-31 13:30:00,-52.44463196482144,
2021-05-31 15:00:00,-52.44463196482144,
2021-05-31 15:30:30,-52.44463196482144,
2021-05-31 23:59:59,-52.44463196482144,c
2021-06-01 00:00:00,-15.469980399927863,
2021-06-01 10:00:00,6.478504649450542,
2021-06-01 10:30:00,4.714640054548795,
2021-06-01 12:00:00,-10.722832413213666,
2021-06-01 13:30:00,9.46966123230817,
2021-06-01 15:00:00,15.401195868026889,
2021-06-01 15:30:30,15.401195868026889,
2021-06-01 23:59:59,-0.874369980128904,c
2021-06-02 00:00:00,-8.946274388810593,
2021-06-02 10:00:00,-29.862695243606538,
2021-06-02 10:30:00,-39.289708836702175,
2021-06-02 12:00:00,-52.63742252174757,
2021-06-02 13:30:00,-34.529282373564,
2021-06-02 15:00:00,-37.952474893856674,
2021-06-02 15:30:30,-37.952474893856674,
2021-06-02 23:59:59,-28.685956154864357,c
2021-06-03 00:00:00,-69.27084732386737,
2021-06-03 10:00:00,-70.44045637467474,
2021-06-03 10:30:00,-70.13938509682987,
