date,FIVG_2021_Q2,meta
2021-06-03 12:00:00,-78.4383400043879,
2021-06-03 13:30:00,-69.68068866539551,
2021-06-03 15:00:00,-80.13124962243239,
2021-06-03 15:30:30,-80.13124962243239,s
2021-06-03 23:59:59,-77.77269602277175,c
2021-06-04 00:00:00,-85.6323701812276,
2021-06-04 10:00:00,-54.20523652217838,
2021-06-04 10:30:00,-51.049202005169434,
2021-06-04 12:00:00,-30.47918564558455,
2021-06-04 13:30:00,-15.433032637386475,
2021-06-04 15:00:00,-5.644292594114518,
2021-06-04 15:30:30,-5.644292594114518,
2021-06-04 23:59:59,-9.95036664844298,w
2021-06-07 00:00:00,-21.504952392700318,
2021-06-07 10:00:00,-9.283324052063108,
2021-06-07 10:30:00,6.289185231374404,
2021-06-07 12:00:00,-11.064258749607575,
2021-06-07 13:30:00,-18.573910496356234,
2021-06-07 15:00:00,-16.28808376740949,
2021-06-07 15:30:30,-16.28808376740949,
2021-06-07 23:59:59,-11.55491570248023,c
2021-06-08 00:00:00,-1.957649415646415,
2021-06-08 10:00:00,-11.486542115295322,
2021-06-08 10:30:00,-4.408421969530366,
2021-06-08 12:00:00,-18.76544024664031,
2021-06-08 13:30:00,-3.174534898814102,
2021-06-08 15:00:00,8.137344011183586,
2021-06-08 15:30:30,8.137344011183586,
2021-06-08 23:59:59,12.26407174424105,c
2021-06-09 00:00:00,31.0331596198572,
2021-06-09 10:00:00,19.04438912419323,
2021-06-09 10:30:00,9.48901614731011,
2021-06-09 12:00:00,-4.33744351739341,
2021-06-09 13:30:00,1.177731781806358,
2021-06-09 15:00:00,3.8002718696078546,
2021-06-09 15:30:30,3.8002718696078546,
2021-06-09 23:59:59,-7.486886830409844,c
2021-06-10 00:00:00,-8.080978629382003,
2021-06-10 10:00:00,2.0645659007305426,
2021-06-10 10:30:00,-5.149698933143043,
2021-06-10 12:00:00,-12.760809246169458,
2021-06-10 13:30:00,-7.137431655464297,
2021-06-10 15:00:00,-4.099103915202932,
2021-06-10 15:30:30,-4.099103915202932,
2021-06-10 23:59:59,-9.62530838783698,c
2021-06-11 00:00:00,-16.145252628579385,
2021-06-11 10:00:00,3.606052273176715,
2021-06-11 10:30:00,-3.297135892046242,
2021-06-11 12:00:00,-5.342131560477355,
2021-06-11 13:30:00,0.7917818645495345,
2021-06-11 15:00:00,4.311068901453552,
2021-06-11 15:30:30,4.311068901453552,
2021-06-11 23:59:59,0.0,a
2021-06-14 00:00:00,4.603024204733458,
2021-06-14 10:00:00,76.17701483418762,
2021-06-14 10:30:00,114.21844116111811,
2021-06-14 12:00:00,143.9186305587874,
2021-06-14 13:30:00,148.83308149159063,
2021-06-14 15:00:00,138.58262296096507,
2021-06-14 15:30:30,138.58262296096507,
2021-06-14 23:59:59,123.85818288548762,c
2021-06-15 00:00:00,128.79649323838805,
2021-06-15 10:00:00,123.27881027027092,
2021-06-15 10:30:00,112.24694285342662,
2021-06-15 12:00:00,119.94524092137522,
2021-06-15 13:30:00,125.53862039440219,
2021-06-15 15:00:00,133.76779022217943,
2021-06-15 15:30:30,133.76779022217943,
2021-06-15 23:59:59,127.00439361921872,c
2021-06-16 00:00:00,114.54890998045698,
2021-06-16 10:00:00,135.49243054404485,
2021-06-16 10:30:00,140.34141421312074,
2021-06-16 12:00:00,153.3638173856317,
2021-06-16 13:30:00,146.1222423918249,
2021-06-16 15:00:00,144.44058366924105,
2021-06-16 15:30:30,144.44058366924105,
2021-06-16 23:59:59,138.06276881243377,c
2021-06-17 00:00:00,173.76381767933822,
2021-06-17 10:00:00,205.1201605237644,
2021-06-17 10:30:00,212.17418701587383,
2021-06-17 12:00:00,213.0567050450153,
2021-06-17 13:30:00,225.4604689819089,
2021-06-17 15:00:00,229.0432607985689,
2021-06-17 15:30:30,229.0432607985689,
2021-06-17 23:59:59,203.13914205176445,c
2021-06-18 00:00:00,208.97565466505625,
2021-06-18 10:00:00,244.8434216909469,
2021-06-18 10:30:00,250.3089160738383,
2021-06-18 12:00:00,268.09294910393805,
2021-06-18 13:30:00,273.28116540022893,
2021-06-18 15:00:00,237.69637796331472,
2021-06-18 15:30:30,237.69637796331472,
2021-06-18 23:59:59,229.56050597151398,e
2021-06-21 00:00:00,208.63897738014805,
2021-06-21 10:00:00,189.37857967197942,
2021-06-21 10:30:00,149.06665566119784,
2021-06-21 12:00:00,142.01596694181956,
2021-06-21 13:30:00,147.76489053480714,
2021-06-21 15:00:00,128.32694942567525,
2021-06-21 15:30:30,128.32694942567525,
2021-06-21 23:59:59,118.35734061427081,c
2021-06-22 00:00:00,133.5798276232416,
2021-06-22 10:00:00,93.44327881597974,
2021-06-22 10:30:00,92.21906787209218,
2021-06-22 12:00:00,103.93933170062485,
2021-06-22 13:30:00,118.06538909124697,
2021-06-22 15:00:00,124.7391547692871,
2021-06-22 15:30:30,124.7391547692871,
2021-06-22 23:59:59,122.2567233108341,c
2021-06-23 00:00:00,166.5726268894848,
2021-06-23 10:00:00,159.56691092468122,
2021-06-23 10:30:00,149.14870280560592,
2021-06-23 12:00:00,148.31938030115373,
2021-06-23 13:30:00,148.10105743024292,
2021-06-23 15:00:00,155.74194005390416,
2021-06-23 15:30:30,155.74194005390416,
2021-06-23 23:59:59,154.61611703355186,c
2021-06-24 00:00:00,146.54219483104225,
2021-06-24 10:00:00,180.9710770911007,
2021-06-24 10:30:00,197.1231941618213,
2021-06-24 12:00:00,213.2743772918086,
2021-06-24 13:30:00,197.86850587494496,
2021-06-24 15:00:00,197.14154540244385,
2021-06-24 15:30:30,197.14154540244385,
2021-06-24 23:59:59,204.71210530646943,c
2021-06-25 00:00:00,201.777216085678,
2021-06-25 10:00:00,168.0212306858317,
2021-06-25 10:30:00,154.0044262108662,
2021-06-25 12:00:00,154.67581719379734,
2021-06-25 13:30:00,140.20612230372478,
2021-06-25 15:00:00,147.78185606745967,
2021-06-25 15:30:30,147.78185606745967,
2021-06-25 23:59:59,135.3229636664554,w
2021-06-28 00:00:00,129.1926768892647,
2021-06-28 10:00:00,155.22929821936327,
2021-06-28 10:30:00,158.1371126524225,
2021-06-28 12:00:00,150.72534969217133,
2021-06-28 13:30:00,143.17549515123517,
2021-06-28 15:00:00,135.33495199200138,
2021-06-28 15:30:30,135.33495199200138,
2021-06-28 23:59:59,138.00031029257593,c
2021-06-29 00:00:00,142.571396725593,
2021-06-29 10:00:00,168.22680522048847,
2021-06-29 10:30:00,172.5803206936008,
2021-06-29 12:00:00,150.35127376894832,
2021-06-29 13:30:00,162.4133648743849,
2021-06-29 15:00:00,150.8822970615372,
2021-06-29 15:30:30,150.8822970615372,
2021-06-29 23:59:59,144.8104219073159,c
2021-06-30 00:00:00,180.23689163862764,
2021-06-30 10:00:00,212.9382733123541,
2021-06-30 10:30:00,228.62916124483104,
2021-06-30 12:00:00,232.17420964147425,
2021-06-30 13:30:00,219.585455319846,
2021-06-30 15:00:00,218.55697928262248,
2021-06-30 15:30:30,218.55697928262248,
2021-06-30 23:59:59,222.26828008278983,c
2021-07-01 00:00:00,213.04918408010224,
2021-07-01 10:00:00,205.1212969638583,
2021-07-01 10:30:00,206.36377179356714,
2021-07-01 12:00:00,195.87726747073452,
2021-07-01 13:30:00,206.20932959932736,
2021-07-01 15:00:00,211.45485864744887,
2021-07-01 15:30:30,211.45485864744887,
2021-07-01 23:59:59,216.71283519338874,c
2021-07-02 00:00:00,227.6766661376098,
2021-07-02 10:00:00,190.95939297974508,
2021-07-02 10:30:00,217.51593165115787,
2021-07-02 12:00:00,226.3574791160969,
2021-07-02 13:30:00,235.99244347276556,
2021-07-02 15:00:00,223.96915036831433,
2021-07-02 15:30:30,223.96915036831433,
2021-07-02 23:59:59,212.85628607650608,w
