date,SILJ_2022_Q1,meta
2022-03-03 00:00:00,-296.22808911718084,
2022-03-03 10:00:00,-303.6317958370344,
2022-03-03 10:30:00,-330.86082179267333,
2022-03-03 12:00:00,-323.245228723936,
2022-03-03 13:30:00,-287.1216531367106,
2022-03-03 15:00:00,-311.72299946782937,
2022-03-03 15:30:30,-311.72299946782937,
2022-03-03 23:59:59,-330.817181023531,c
2022-03-04 00:00:00,-311.2834131114177,
2022-03-04 10:00:00,-364.92324511830066,
2022-03-04 10:30:00,-365.43116752480597,
2022-03-04 12:00:00,-310.35597306082593,
2022-03-04 13:30:00,-292.16868254077474,
2022-03-04 15:00:00,-300.0411548518878,
2022-03-04 15:30:30,-300.0411548518878,
2022-03-04 23:59:59,-296.3723218680342,w
2022-03-07 00:00:00,-313.03839224014433,
2022-03-07 10:00:00,-295.0405669928316,
2022-03-07 10:30:00,-299.6572416300296,
2022-03-07 12:00:00,-348.81230725671173,
2022-03-07 13:30:00,-339.993271571596,
2022-03-07 15:00:00,-394.03957665623994,
2022-03-07 15:30:30,-394.03957665623994,
2022-03-07 23:59:59,-432.0229339318008,c
2022-03-08 00:00:00,-414.603458589144,
2022-03-08 10:00:00,-431.94033650317493,
2022-03-08 10:30:00,-398.2884679227349,
2022-03-08 12:00:00,-371.08288547760924,
2022-03-08 13:30:00,-385.268750236958,
2022-03-08 15:00:00,-389.64106994996564,
2022-03-08 15:30:30,-389.64106994996564,
2022-03-08 23:59:59,-414.0293833971749,c
2022-03-09 00:00:00,-421.28076556040673,
2022-03-09 10:00:00,-394.9337484442614,
2022-03-09 10:30:00,-402.62555079010997,
2022-03-09 12:00:00,-418.82916424687727,
2022-03-09 13:30:00,-419.3931546248919,
2022-03-09 15:00:00,-431.4847749545015,
2022-03-09 15:30:30,-431.4847749545015,
2022-03-09 23:59:59,-428.61563043684913,c
2022-03-10 00:00:00,-393.6106093817679,
2022-03-10 10:00:00,-360.61275408710287,
2022-03-10 10:30:00,-344.8777757376795,
2022-03-10 12:00:00,-297.51491506509916,
2022-03-10 13:30:00,-302.82708942837587,
2022-03-10 15:00:00,-292.31763316442056,
2022-03-10 15:30:30,-292.31763316442056,
2022-03-10 23:59:59,-285.9303317271784,c
2022-03-11 00:00:00,-237.0388755060858,
2022-03-11 10:00:00,-280.03960185799747,
2022-03-11 10:30:00,-281.97047876107035,
2022-03-11 12:00:00,-243.49910422880043,
2022-03-11 13:30:00,-234.03454018236278,
2022-03-11 15:00:00,-235.224097156604,
2022-03-11 15:30:30,-235.224097156604,s
2022-03-11 23:59:59,-251.264634755746,w
2022-03-14 00:00:00,-116.534072311466,
2022-03-14 10:00:00,-109.35602680271039,
2022-03-14 10:30:00,-116.1291579108616,
2022-03-14 12:00:00,-108.17646559128384,
2022-03-14 13:30:00,-110.19193216021058,
2022-03-14 15:00:00,-90.84308349819837,
2022-03-14 15:30:30,-90.84308349819837,
2022-03-14 23:59:59,-81.89122905073522,c
2022-03-15 00:00:00,-122.600472500364,
2022-03-15 10:00:00,-119.07595893316143,
2022-03-15 10:30:00,-128.02853109889742,
2022-03-15 12:00:00,-110.42914792864413,
2022-03-15 13:30:00,-90.24922320330084,
2022-03-15 15:00:00,-66.64213260186814,
2022-03-15 15:30:30,-66.64213260186814,
2022-03-15 23:59:59,-73.72002595352126,c
2022-03-16 00:00:00,-85.26891285406982,
2022-03-16 10:00:00,-92.57481037409177,
2022-03-16 10:30:00,-88.7268251898662,
2022-03-16 12:00:00,-66.8729517428514,
2022-03-16 13:30:00,-40.221882297446726,
2022-03-16 15:00:00,-58.692375496638675,
2022-03-16 15:30:30,-58.692375496638675,
2022-03-16 23:59:59,-46.17112474130889,c
2022-03-17 00:00:00,-62.66069930778599,
2022-03-17 10:00:00,-56.76290116304598,
2022-03-17 10:30:00,-46.42729524220404,
2022-03-17 12:00:00,-35.16643845307746,
2022-03-17 13:30:00,-34.72947173061925,
2022-03-17 15:00:00,-41.62478730842787,
2022-03-17 15:30:30,-41.62478730842787,
2022-03-17 23:59:59,0.0,a
2022-03-18 00:00:00,-20.499866886159374,
2022-03-18 10:00:00,9.430524439082141,
2022-03-18 10:30:00,21.594505568532256,
2022-03-18 12:00:00,58.05273119301645,
2022-03-18 13:30:00,115.49305659343908,
2022-03-18 15:00:00,146.09746918224488,
2022-03-18 15:30:30,146.09746918224488,
2022-03-18 23:59:59,445.6719516250368,e
2022-03-21 00:00:00,314.03942845895807,
2022-03-21 10:00:00,303.59286870512256,
2022-03-21 10:30:00,296.99441401475053,
2022-03-21 12:00:00,207.8084527564822,
2022-03-21 13:30:00,222.70970248402125,
2022-03-21 15:00:00,205.5668965373601,
2022-03-21 15:30:30,205.5668965373601,
2022-03-21 23:59:59,194.26457798334258,c
2022-03-22 00:00:00,196.48647435479484,
2022-03-22 10:00:00,225.08249555310334,
2022-03-22 10:30:00,209.2478090069871,
2022-03-22 12:00:00,206.5260141745734,
2022-03-22 13:30:00,179.99159579771054,
2022-03-22 15:00:00,169.07128487570486,
2022-03-22 15:30:30,169.07128487570486,
2022-03-22 23:59:59,188.72683397790144,c
2022-03-23 00:00:00,202.13204733027106,
2022-03-23 10:00:00,188.95687685288158,
2022-03-23 10:30:00,187.57908041103417,
2022-03-23 12:00:00,192.32913076493702,
2022-03-23 13:30:00,193.68925824819388,
2022-03-23 15:00:00,156.92899867174077,
2022-03-23 15:30:30,156.92899867174077,
2022-03-23 23:59:59,148.3407558022049,c
2022-03-24 00:00:00,158.85580414423973,
2022-03-24 10:00:00,170.88000771069295,
2022-03-24 10:30:00,152.02918537160878,
2022-03-24 12:00:00,152.05765164961457,
2022-03-24 13:30:00,156.9099862962869,
2022-03-24 15:00:00,157.95896950546742,
2022-03-24 15:30:30,157.95896950546742,
2022-03-24 23:59:59,184.93143901999224,c
2022-03-25 00:00:00,160.2280272178106,
2022-03-25 10:00:00,163.59043454591972,
2022-03-25 10:30:00,168.23405141768103,
2022-03-25 12:00:00,161.8261285437901,
2022-03-25 13:30:00,156.1253422367966,
2022-03-25 15:00:00,162.84599909827796,
2022-03-25 15:30:30,162.84599909827796,
2022-03-25 23:59:59,171.30677952075712,w
2022-03-28 00:00:00,157.20385101526898,
2022-03-28 10:00:00,186.96388332535895,
2022-03-28 10:30:00,210.1264577238835,
2022-03-28 12:00:00,199.555734485311,
2022-03-28 13:30:00,209.89463459864436,
2022-03-28 15:00:00,215.61997432238115,
2022-03-28 15:30:30,215.61997432238115,
2022-03-28 23:59:59,228.0470027154131,c
2022-03-29 00:00:00,191.93523768249503,
2022-03-29 10:00:00,296.1908565301472,
2022-03-29 10:30:00,304.91920512095163,
2022-03-29 12:00:00,286.19402779621174,
2022-03-29 13:30:00,254.59714284645895,
2022-03-29 15:00:00,247.969799118658,
2022-03-29 15:30:30,247.969799118658,
2022-03-29 23:59:59,237.63028922883922,c
2022-03-30 00:00:00,225.97073643379844,
2022-03-30 10:00:00,184.26030145311182,
2022-03-30 10:30:00,195.76862332867097,
2022-03-30 12:00:00,210.81523671043493,
2022-03-30 13:30:00,217.01233057998706,
2022-03-30 15:00:00,209.1814986740821,
2022-03-30 15:30:30,209.1814986740821,
2022-03-30 23:59:59,221.6615669149988,c
2022-03-31 00:00:00,217.45138150025394,
2022-03-31 10:00:00,178.27331396318516,
2022-03-31 10:30:00,200.35379621643585,
2022-03-31 12:00:00,199.9369796642984,
2022-03-31 13:30:00,191.6723972716399,
2022-03-31 15:00:00,197.64403531503444,
2022-03-31 15:30:30,197.64403531503444,
2022-03-31 23:59:59,180.52234662749288,c
2022-04-01 00:00:00,173.82216460368585,
2022-04-01 10:00:00,155.54787970174408,
2022-04-01 10:30:00,158.18953330658243,
2022-04-01 12:00:00,173.3782880185792,
2022-04-01 13:30:00,170.1734233139723,
2022-04-01 15:00:00,159.9085234963656,
2022-04-01 15:30:30,159.9085234963656,
2022-04-01 23:59:59,162.11105687578083,w
