date,AS_JETS_2022_Q1,meta
2022-02-11 20:00:00,-291.3436764613191,
2022-02-11 23:00:00,-291.3436764613191,
2022-02-11 23:59:59,-290.9692217807967,w
2022-02-14 00:00:00,-328.28998473232036,
2022-02-14 01:00:00,-361.6213556071091,
2022-02-14 02:30:00,-350.73999811821704,
2022-02-14 03:00:00,-355.9204137152965,
2022-02-14 18:30:00,-355.9204137152965,
2022-02-14 20:00:00,-281.7842706025024,
2022-02-14 23:00:00,-602.6720630265879,
2022-02-14 23:59:59,-601.6066768609571,c
2022-02-15 00:00:00,-433.6386764451888,
2022-02-15 01:00:00,-396.9154575181067,
2022-02-15 02:30:00,-316.7305283451881,
2022-02-15 03:00:00,-327.30620003759327,
2022-02-15 18:30:00,-327.30620003759327,
2022-02-15 20:00:00,-344.46687113530265,
2022-02-15 23:00:00,-260.6921805023303,
2022-02-15 23:59:59,-253.7369329381288,c
2022-02-16 00:00:00,-208.43826770534906,
2022-02-16 01:00:00,-197.74563012212252,
2022-02-16 02:30:00,-171.11609811408516,
2022-02-16 03:00:00,-167.92860474361282,
2022-02-16 18:30:00,-167.92860474361282,
2022-02-16 20:00:00,-174.26166105200218,
2022-02-16 23:00:00,-340.07758744423245,
2022-02-16 23:59:59,-352.72315295995327,c
2022-02-17 00:00:00,-366.6172768801425,
2022-02-17 01:00:00,-324.9885258528532,
2022-02-17 02:30:00,-303.648531149614,
2022-02-17 03:00:00,-282.1494739578927,
2022-02-17 18:30:00,-282.1494739578927,
2022-02-17 20:00:00,-285.29755478020866,
2022-02-17 23:00:00,-288.5214947002371,
2022-02-17 23:59:59,-293.6975932182779,c
2022-02-18 00:00:00,-308.14155044861764,
2022-02-18 01:00:00,-342.774526127577,
2022-02-18 02:30:00,-297.6213069519033,
2022-02-18 03:00:00,-299.90511116590415,
2022-02-18 18:30:00,-299.90511116590415,
2022-02-18 20:00:00,-299.90511116590415,
2022-02-18 23:00:00,-299.90511116590415,
2022-02-18 23:59:59,-296.5476901195693,w
2022-02-21 00:00:00,-181.36370357981787,
2022-02-21 01:00:00,-272.4813967973146,
2022-02-21 02:30:00,-200.26837813792076,
2022-02-21 03:00:00,-146.93433606304052,
2022-02-21 18:30:00,-146.93433606304052,
2022-02-21 20:00:00,-147.29273789151853,
2022-02-21 23:00:00,-168.27374269233906,
2022-02-21 23:59:59,-171.61923952577376,c
2022-02-22 00:00:00,-199.9079228454516,
2022-02-22 01:00:00,-193.32313832228647,
2022-02-22 02:30:00,-66.60888809160201,
2022-02-22 03:00:00,-2.4041907089649612,
2022-02-22 18:30:00,-2.4041907089649612,
2022-02-22 20:00:00,-2.4041907089649612,
2022-02-22 23:00:00,107.1348810388472,
2022-02-22 23:59:59,108.05408281585596,c
2022-02-23 00:00:00,43.1937827654715,
2022-02-23 01:00:00,3.1781226368580064,
2022-02-23 02:30:00,-5.339247049313599,
2022-02-23 03:00:00,-42.521410650720554,
2022-02-23 18:30:00,-42.521410650720554,
2022-02-23 20:00:00,-68.9472523952702,
2022-02-23 23:00:00,-191.19997100693013,
2022-02-23 23:59:59,-195.99746861637982,c
2022-02-24 00:00:00,-250.66763785932767,
2022-02-24 01:00:00,-209.09991115316848,
2022-02-24 02:30:00,-164.25133663853467,
2022-02-24 03:00:00,-106.03019669748574,
2022-02-24 18:30:00,-106.03019669748574,
2022-02-24 20:00:00,-94.02174037226109,
2022-02-24 23:00:00,64.19271214178116,
2022-02-24 23:59:59,70.09008055653658,c
2022-02-25 00:00:00,8.588967667825727,
2022-02-25 01:00:00,45.35933775741478,
2022-02-25 02:30:00,3.297761338772034,
2022-02-25 03:00:00,3.4988750926800094,
2022-02-25 18:30:00,3.4988750926800094,
2022-02-25 20:00:00,3.4988750926800094,
2022-02-25 23:00:00,3.4988750926800094,
2022-02-25 23:59:59,0.0,a
2022-02-28 00:00:00,-8.913430309968135,
2022-02-28 01:00:00,18.179956966243935,
2022-02-28 02:30:00,31.558433984651856,
2022-02-28 03:00:00,-53.08111844234418,
2022-02-28 18:30:00,-53.08111844234418,
2022-02-28 20:00:00,-44.88677106161185,
2022-02-28 23:00:00,38.15085152996744,
2022-02-28 23:59:59,52.80431473952149,c
2022-03-01 00:00:00,30.89099183627195,
2022-03-01 01:00:00,33.08288235346345,
2022-03-01 02:30:00,3.9132301897307116,
2022-03-01 03:00:00,-14.780682860634897,
2022-03-01 18:30:00,-14.780682860634897,
2022-03-01 20:00:00,-34.67194316391851,
2022-03-01 23:00:00,3.7927316747577606,
2022-03-01 23:59:59,10.805314497656582,c
2022-03-02 00:00:00,-2.4150895506154484,
2022-03-02 01:00:00,-22.99481658867262,
2022-03-02 02:30:00,-15.651576214764646,
2022-03-02 03:00:00,-42.04995934475937,
2022-03-02 18:30:00,-42.04995934475937,
2022-03-02 20:00:00,-68.49075454059789,
2022-03-02 23:00:00,-112.12430160740132,
2022-03-02 23:59:59,-98.88604618313548,c
0,-98.88604618313548,
0,-98.88604618313548,
0,-98.88604618313548,
0,-98.88604618313548,
0,-98.88604618313548,
0,-98.88604618313548,
0,-98.88604618313548,
0,-98.88604618313548,
0,-98.88604618313548,
0,-98.88604618313548,
0,-98.88604618313548,
0,-98.88604618313548,
0,-98.88604618313548,
0,-98.88604618313548,
0,-98.88604618313548,
0,-98.88604618313548,
2022-03-03 00:00:00,-33.24679724143198,
2022-03-03 01:00:00,-22.539454623837628,
2022-03-03 02:30:00,-48.467790642581804,
2022-03-03 03:00:00,-42.61631901986584,
2022-03-03 18:30:00,-42.61631901986584,
2022-03-03 20:00:00,-59.30206875472231,
2022-03-03 23:00:00,-215.43987462186624,
2022-03-03 23:59:59,-210.14233144402692,c
2022-03-04 00:00:00,-168.666830395038,
2022-03-04 01:00:00,-177.68054644755944,
2022-03-04 02:30:00,-167.59365942579166,
2022-03-04 03:00:00,-259.8385784942677,
2022-03-04 18:30:00,-259.8385784942677,
2022-03-04 20:00:00,-259.8385784942677,
2022-03-04 23:00:00,-259.8385784942677,
2022-03-04 23:59:59,-259.7873692452513,w
2022-03-07 00:00:00,-305.8085099335028,
2022-03-07 01:00:00,-275.5087385383722,
2022-03-07 02:30:00,-337.1991382565491,
2022-03-07 03:00:00,-249.75539394302496,
2022-03-07 18:30:00,-249.75539394302496,
2022-03-07 20:00:00,-193.34203653640316,
2022-03-07 23:00:00,-166.56145200106357,
2022-03-07 23:59:59,-181.59725335839198,c
2022-03-08 00:00:00,-259.8033083762575,
2022-03-08 01:00:00,-185.69090790972427,
2022-03-08 02:30:00,-155.2683117956417,
2022-03-08 03:00:00,-146.80058501537587,
2022-03-08 18:30:00,-146.80058501537587,
2022-03-08 20:00:00,-137.4444025494131,
2022-03-08 23:00:00,-113.19955737196256,
2022-03-08 23:59:59,-99.92148588098621,c
2022-03-09 00:00:00,-181.36059727515612,
2022-03-09 01:00:00,-219.02185566202002,
2022-03-09 02:30:00,-100.32203866482087,
2022-03-09 03:00:00,-137.51782489725292,
2022-03-09 18:30:00,-137.51782489725292,
2022-03-09 20:00:00,-153.52520293502425,
2022-03-09 23:00:00,-96.70191258771933,
2022-03-09 23:59:59,-96.84233979905025,c
2022-03-10 00:00:00,82.68389428978844,
2022-03-10 01:00:00,42.381512197442134,
2022-03-10 02:30:00,-16.00101526701701,
2022-03-10 03:00:00,26.61319181830322,
2022-03-10 18:30:00,26.61319181830322,
2022-03-10 20:00:00,35.65898683817932,
2022-03-10 23:00:00,-82.44493459873365,
2022-03-10 23:59:59,-82.46406287185482,c
2022-03-11 00:00:00,46.54180955400989,
2022-03-11 01:00:00,147.90490633454874,
2022-03-11 02:30:00,174.35965034379979,
2022-03-11 03:00:00,336.48360139429224,
2022-03-11 18:30:00,336.48360139429224,
2022-03-11 20:00:00,336.48360139429224,
2022-03-11 23:00:00,336.48360139429224,
2022-03-11 23:59:59,341.348632961915,e
2022-03-14 00:00:00,283.81702813028414,
2022-03-14 01:00:00,289.7316598578709,
2022-03-14 02:30:00,317.41804840857776,
2022-03-14 03:00:00,298.3157476561132,
2022-03-14 18:30:00,298.3157476561132,
2022-03-14 20:00:00,298.3157476561132,
2022-03-14 23:00:00,176.6677171911051,
2022-03-14 23:59:59,180.97524144337694,c
2022-03-15 00:00:00,299.62088274045163,
2022-03-15 01:00:00,295.8581817700601,
2022-03-15 02:30:00,243.62416721655336,
2022-03-15 03:00:00,267.2727598465617,
2022-03-15 18:30:00,267.2727598465617,
2022-03-15 20:00:00,267.2727598465617,
2022-03-15 23:00:00,233.51519183214805,
2022-03-15 23:59:59,171.92594631510474,c
2022-03-16 00:00:00,173.56899453297547,
2022-03-16 01:00:00,178.37784440819496,
2022-03-16 02:30:00,195.03857686207903,
2022-03-16 03:00:00,186.76970322487296,
2022-03-16 18:30:00,186.76970322487296,
2022-03-16 20:00:00,186.76970322487296,
2022-03-16 23:00:00,-30.731610881918186,
2022-03-16 23:59:59,89.61610616844519,c
2022-03-17 00:00:00,-17.681284875729943,
2022-03-17 01:00:00,0.8307617410669081,
2022-03-17 02:30:00,104.49486531220464,
2022-03-17 03:00:00,122.72210501635709,
2022-03-17 18:30:00,122.72210501635709,
2022-03-17 20:00:00,122.72210501635709,
2022-03-17 23:00:00,126.13167965487492,
2022-03-17 23:59:59,146.51164110644504,c
2022-03-18 00:00:00,124.02151586392347,
2022-03-18 01:00:00,118.4559306215092,
2022-03-18 02:30:00,63.655566784703296,
2022-03-18 03:00:00,59.184474844785655,
2022-03-18 18:30:00,59.184474844785655,
2022-03-18 20:00:00,59.184474844785655,
2022-03-18 23:00:00,59.184474844785655,
2022-03-18 23:59:59,95.05449917380247,w
2022-03-21 00:00:00,81.0978450580651,
2022-03-21 01:00:00,81.0978450580651,
2022-03-21 02:30:00,-9.193182483119017,
2022-03-21 03:00:00,40.188604337803554,
2022-03-21 18:30:00,40.188604337803554,
2022-03-21 20:00:00,40.188604337803554,
2022-03-21 23:00:00,104.72195619245258,
2022-03-21 23:59:59,85.40167903321753,c
2022-03-22 00:00:00,-11.259079417239718,
2022-03-22 01:00:00,-13.869579141732174,
2022-03-22 02:30:00,54.93618138411739,
2022-03-22 03:00:00,90.5819647661474,
2022-03-22 18:30:00,90.5819647661474,
2022-03-22 20:00:00,90.5819647661474,
2022-03-22 23:00:00,59.61772274977466,
2022-03-22 23:59:59,1.0288389733191252,c
2022-03-23 00:00:00,-9.470028910202927,
2022-03-23 01:00:00,-11.84058923125076,
2022-03-23 02:30:00,-3.295096799642579,
2022-03-23 03:00:00,1.6541909279621905,
2022-03-23 18:30:00,1.6541909279621905,
2022-03-23 20:00:00,1.6541909279621905,
2022-03-23 23:00:00,-61.022254031940065,
2022-03-23 23:59:59,-59.4766085002766,c
2022-03-24 00:00:00,-80.32639295433796,
2022-03-24 01:00:00,-73.44484511556334,
2022-03-24 02:30:00,72.18603779116484,
2022-03-24 03:00:00,96.08795266636389,
2022-03-24 18:30:00,96.08795266636389,
2022-03-24 20:00:00,96.08795266636389,
2022-03-24 23:00:00,87.75284236823745,
2022-03-24 23:59:59,102.28246011322653,c
2022-03-25 00:00:00,107.50353977382383,
2022-03-25 01:00:00,108.30843388964013,
2022-03-25 02:30:00,75.9072647576786,
2022-03-25 03:00:00,105.83788693400811,
2022-03-25 18:30:00,105.83788693400811,
2022-03-25 20:00:00,105.83788693400811,
2022-03-25 23:00:00,105.83788693400811,
2022-03-25 23:59:59,111.07693775870985,w
