date,MSCI_ESG_2022_Q4,meta
2022-10-14 00:00:00,192.38214589389554,
2022-10-14 10:00:00,175.06275881268746,
2022-10-14 10:30:00,185.14976381084017,
2022-10-14 12:00:00,181.54238849819097,
2022-10-14 13:30:00,182.81808743684843,
2022-10-14 15:00:00,179.68785777239194,
2022-10-14 15:30:30,179.68785777239194,
2022-10-14 23:59:59,175.33892755063422,w
2022-10-17 00:00:00,170.6015937317283,
2022-10-17 10:00:00,182.8851587185672,
2022-10-17 10:30:00,187.01975652075419,
2022-10-17 12:00:00,188.86003499177374,
2022-10-17 13:30:00,191.00315274051087,
2022-10-17 15:00:00,187.73238086936,
2022-10-17 15:30:30,187.73238086936,
2022-10-17 23:59:59,190.40118135506134,c
2022-10-18 00:00:00,181.29642425666907,
2022-10-18 10:00:00,176.81808752402287,
2022-10-18 10:30:00,182.01598832465038,
2022-10-18 12:00:00,185.47244264647227,
2022-10-18 13:30:00,182.1600250653214,
2022-10-18 15:00:00,183.15999471288626,
2022-10-18 15:30:30,183.15999471288626,
2022-10-18 23:59:59,182.21878964786808,c
2022-10-19 00:00:00,190.28590295738968,
2022-10-19 10:00:00,185.85220847908957,
2022-10-19 10:30:00,177.50389571329907,
2022-10-19 12:00:00,180.64416335193408,
2022-10-19 13:30:00,189.92344222749546,
2022-10-19 15:00:00,191.6830053923758,
2022-10-19 15:30:30,191.6830053923758,
2022-10-19 23:59:59,192.81037306278577,c
2022-10-20 00:00:00,166.07319754360577,
2022-10-20 10:00:00,169.931314204488,
2022-10-20 10:30:00,167.4908884910957,
2022-10-20 12:00:00,185.21824677423047,
2022-10-20 13:30:00,187.12752372162953,
2022-10-20 15:00:00,183.68406548021684,
2022-10-20 15:30:30,183.68406548021684,
2022-10-20 23:59:59,181.62548322513797,c
2022-10-21 00:00:00,192.50264255063632,
2022-10-21 10:00:00,187.90031775392515,
2022-10-21 10:30:00,200.86056699073353,
2022-10-21 12:00:00,203.64118434018135,
2022-10-21 13:30:00,195.72715645004513,
2022-10-21 15:00:00,194.43207695569396,
2022-10-21 15:30:30,194.43207695569396,
2022-10-21 23:59:59,193.39512997776126,w
2022-10-24 00:00:00,189.6405697931004,
2022-10-24 10:00:00,163.39222870767037,
2022-10-24 10:30:00,157.16603174729102,
2022-10-24 12:00:00,158.33074376674602,
2022-10-24 13:30:00,156.50215554642926,
2022-10-24 15:00:00,159.7195275376809,
2022-10-24 15:30:30,159.7195275376809,
2022-10-24 23:59:59,159.76667841427457,c
2022-10-25 00:00:00,164.31208065385206,
2022-10-25 10:00:00,154.86562499508727,
2022-10-25 10:30:00,157.73853855602573,
2022-10-25 12:00:00,154.3617283107373,
2022-10-25 13:30:00,155.6603683409926,
2022-10-25 15:00:00,156.84352206167927,
2022-10-25 15:30:30,156.84352206167927,
2022-10-25 23:59:59,155.77925098666844,c
2022-10-26 00:00:00,126.10707582159989,
2022-10-26 10:00:00,147.33219726831237,
2022-10-26 10:30:00,144.66583442782243,
2022-10-26 12:00:00,140.1315304076469,
2022-10-26 13:30:00,142.70427809709102,
2022-10-26 15:00:00,147.70996944584627,
2022-10-26 15:30:30,147.70996944584627,
2022-10-26 23:59:59,144.80612249047073,c
2022-10-27 00:00:00,150.75998771996768,
2022-10-27 10:00:00,133.96123185247552,
2022-10-27 10:30:00,134.53442123508236,
