date,TDIV_2022_Q1,meta
2022-02-18 00:00:00,136.65455235525636,
2022-02-18 10:00:00,125.32888941917349,
2022-02-18 10:30:00,114.0086146861819,
2022-02-18 12:00:00,119.00110867580918,
2022-02-18 13:30:00,99.85415638215154,
2022-02-18 15:00:00,84.4759216808735,
2022-02-18 15:30:30,84.4759216808735,
2022-02-18 23:59:59,81.15956585422656,w
2022-02-21 00:00:00,81.15956585422656,
2022-02-21 10:00:00,81.15956585422656,
2022-02-21 10:30:00,81.15956585422656,
2022-02-21 12:00:00,81.15956585422656,
2022-02-21 13:30:00,81.15956585422656,
2022-02-21 15:00:00,81.15956585422656,
2022-02-21 15:30:30,81.15956585422656,
2022-02-21 23:59:59,81.15956585422656,c
2022-02-22 00:00:00,92.75813990979681,
2022-02-22 10:00:00,112.28959409828545,
2022-02-22 10:30:00,126.97055826949595,
2022-02-22 12:00:00,113.06441063316555,
2022-02-22 13:30:00,114.92031185105965,
2022-02-22 15:00:00,113.74824897465713,
2022-02-22 15:30:30,113.74824897465713,
2022-02-22 23:59:59,115.69082310062495,c
2022-02-23 00:00:00,154.82016029595584,
2022-02-23 10:00:00,153.28905091749252,
2022-02-23 10:30:00,158.72646918779589,
2022-02-23 12:00:00,144.17400024949544,
2022-02-23 13:30:00,142.42329193322004,
2022-02-23 15:00:00,143.14364374072164,
2022-02-23 15:30:30,143.14364374072164,
2022-02-23 23:59:59,129.6346681646855,c
2022-02-24 00:00:00,107.67139528951977,
2022-02-24 10:00:00,159.05039644399062,
2022-02-24 10:30:00,187.6384846639387,
2022-02-24 12:00:00,232.7730145764163,
2022-02-24 13:30:00,208.55964560318085,
2022-02-24 15:00:00,229.5412993788068,
2022-02-24 15:30:30,229.5412993788068,
2022-02-24 23:59:59,238.9155321178594,c
2022-02-25 00:00:00,207.0006242981432,
2022-02-25 10:00:00,178.2565653440302,
2022-02-25 10:30:00,167.25346054449972,
2022-02-25 12:00:00,182.7506964997334,
2022-02-25 13:30:00,156.50469489183598,
2022-02-25 15:00:00,162.47279441400855,
2022-02-25 15:30:30,162.47279441400855,
2022-02-25 23:59:59,167.33296763688475,w
2022-02-28 00:00:00,159.5509389557421,
2022-02-28 10:00:00,171.61630541784353,
2022-02-28 10:30:00,172.00793852864177,
2022-02-28 12:00:00,175.85508126488128,
2022-02-28 13:30:00,161.8959658268984,
2022-02-28 15:00:00,171.4269960714914,
2022-02-28 15:30:30,171.4269960714914,
2022-02-28 23:59:59,167.22958292586412,c
2022-03-01 00:00:00,200.7239235628107,
2022-03-01 10:00:00,178.1626540115192,
2022-03-01 10:30:00,228.51811645504802,
2022-03-01 12:00:00,211.126094177077,
2022-03-01 13:30:00,213.62978680011605,
2022-03-01 15:00:00,184.14758205325967,
2022-03-01 15:30:30,184.14758205325967,
2022-03-01 23:59:59,169.57350382788246,c
2022-03-02 00:00:00,151.18753731424195,
2022-03-02 10:00:00,153.919247637054,
2022-03-02 10:30:00,122.97614877530265,
2022-03-02 12:00:00,134.58528594134762,
2022-03-02 13:30:00,146.69467037628866,
2022-03-02 15:00:00,143.49767576145067,
2022-03-02 15:30:30,143.49767576145067,
2022-03-02 23:59:59,141.86084896311758,c
2022-03-03 00:00:00,163.402461022322,
2022-03-03 10:00:00,134.81740677372832,
2022-03-03 10:30:00,124.70948294726861,
2022-03-03 12:00:00,117.31722227609748,
2022-03-03 13:30:00,105.06742842234185,
2022-03-03 15:00:00,84.67944537054017,
2022-03-03 15:30:30,84.67944537054017,
2022-03-03 23:59:59,76.47134631106995,c
2022-03-04 00:00:00,45.35397077261395,
2022-03-04 10:00:00,33.01174873288953,
2022-03-04 10:30:00,23.33920738142365,
2022-03-04 12:00:00,13.520500755016144,
2022-03-04 13:30:00,1.5902659697534602,
2022-03-04 15:00:00,-6.304444579623265,
2022-03-04 15:30:30,-6.304444579623265,
2022-03-04 23:59:59,0.0,w
2022-03-07 00:00:00,0.0,
2022-03-07 10:00:00,0.0,
2022-03-07 10:30:00,0.0,
2022-03-07 12:00:00,0.0,
2022-03-07 13:30:00,0.0,
2022-03-07 15:00:00,0.0,
2022-03-07 15:30:30,0.0,
2022-03-07 23:59:59,0.0,c
2022-03-08 00:00:00,0.0,
2022-03-08 10:00:00,0.0,
2022-03-08 10:30:00,0.0,
2022-03-08 12:00:00,0.0,
2022-03-08 13:30:00,0.0,
2022-03-08 15:00:00,0.0,
2022-03-08 15:30:30,0.0,
2022-03-08 23:59:59,0.0,c
2022-03-09 00:00:00,0.0,
2022-03-09 10:00:00,0.0,
2022-03-09 10:30:00,0.0,
2022-03-09 12:00:00,0.0,
2022-03-09 13:30:00,0.0,
2022-03-09 15:00:00,0.0,
2022-03-09 15:30:30,0.0,
2022-03-09 23:59:59,0.0,c
2022-03-10 00:00:00,0.0,
2022-03-10 10:00:00,0.0,
2022-03-10 10:30:00,0.0,
2022-03-10 12:00:00,0.0,
2022-03-10 13:30:00,0.0,
2022-03-10 15:00:00,0.0,
2022-03-10 15:30:30,0.0,
2022-03-10 23:59:59,0.0,c
2022-03-11 00:00:00,0.0,
2022-03-11 10:00:00,0.0,
2022-03-11 10:30:00,0.0,
2022-03-11 12:00:00,0.0,
2022-03-11 13:30:00,0.0,
2022-03-11 15:00:00,0.0,
2022-03-11 15:30:30,0.0,
2022-03-11 23:59:59,0.0,a
2022-03-14 00:00:00,0.0,
