date,EU_MSCI_EM_SC_ALL_2021_Q4,meta
2021-09-30 00:00:00,12.971501533783794,
2021-09-30 03:30:00,6.4872538004656235,
2021-09-30 04:00:00,7.696750378692741,
2021-09-30 06:00:00,18.280020906558548,
2021-09-30 08:00:00,19.73106017906639,
2021-09-30 10:30:00,13.607540437344596,
2021-09-30 11:00:00,19.57883897763986,
2021-09-30 23:59:59,22.96109918035154,c
2021-10-01 00:00:00,31.475806583011035,
2021-10-01 03:30:00,35.5169645192741,
2021-10-01 04:00:00,31.551875377545457,
2021-10-01 06:00:00,27.050573812030052,
2021-10-01 08:00:00,23.628575316014576,
2021-10-01 10:30:00,20.764398598333173,
2021-10-01 11:00:00,15.775277801201355,
2021-10-01 23:59:59,24.823260332808786,w
2021-10-04 00:00:00,20.151445892437096,
2021-10-04 03:30:00,38.35130402548975,
2021-10-04 04:00:00,39.71841005890792,
2021-10-04 06:00:00,34.71808771874248,
2021-10-04 08:00:00,38.39891860856687,
2021-10-04 10:30:00,42.3274482004681,
2021-10-04 11:00:00,42.77297631741385,
2021-10-04 23:59:59,40.46611584562788,c
2021-10-05 00:00:00,43.95359583616346,
2021-10-05 03:30:00,43.61969186016222,
2021-10-05 04:00:00,40.07995694495139,
2021-10-05 06:00:00,32.051948316191556,
2021-10-05 08:00:00,35.330082935943665,
2021-10-05 10:30:00,40.81446633684118,
2021-10-05 11:00:00,50.33346702953804,
2021-10-05 23:59:59,50.23279677355549,c
2021-10-06 00:00:00,50.25787560574736,
2021-10-06 03:30:00,48.9229720073663,
2021-10-06 04:00:00,44.455962205046035,
2021-10-06 06:00:00,51.39229934170544,
2021-10-06 08:00:00,35.08711931184962,
2021-10-06 10:30:00,45.93620382663812,
2021-10-06 11:00:00,43.99159752806099,
2021-10-06 23:59:59,48.11989961825293,c
2021-10-07 00:00:00,47.139082740033245,
2021-10-07 03:30:00,24.077791299131604,
2021-10-07 04:00:00,24.198968875357423,
2021-10-07 06:00:00,36.175274273529794,
2021-10-07 08:00:00,16.945073832901926,
2021-10-07 10:30:00,16.07448815173575,
2021-10-07 11:00:00,19.541241997539146,
2021-10-07 23:59:59,19.69526188637019,c
2021-10-08 00:00:00,12.78817314231128,
2021-10-08 03:30:00,18.66147879989512,
2021-10-08 04:00:00,15.53694982659772,
2021-10-08 06:00:00,3.6461803349252477,
2021-10-08 08:00:00,-2.794405359088614,
2021-10-08 10:30:00,-9.069619491523554,
2021-10-08 11:00:00,-10.875499970576584,
2021-10-08 23:59:59,-8.226921160417078,w
2021-10-11 00:00:00,-53.26991560666647,
2021-10-11 03:30:00,-74.8004432753919,
2021-10-11 04:00:00,-79.05385672894681,
2021-10-11 06:00:00,-61.29190116227255,
2021-10-11 08:00:00,-77.1327490507856,
2021-10-11 10:30:00,-70.37346092990174,
2021-10-11 11:00:00,-67.90287409554367,
2021-10-11 23:59:59,-70.40831138160183,c
2021-10-12 00:00:00,-56.88372780209784,
2021-10-12 03:30:00,-64.19286005350386,
2021-10-12 04:00:00,-58.2182222054098,
2021-10-12 06:00:00,-45.88776528509561,
2021-10-12 08:00:00,-46.84110945103521,
2021-10-12 10:30:00,-52.14312231797021,
2021-10-12 11:00:00,-47.308283545657105,
2021-10-12 23:59:59,-43.666357432223776,c
2021-10-13 00:00:00,-39.71093457889947,
2021-10-13 03:30:00,-38.033727586485384,
2021-10-13 04:00:00,-24.729527462219266,
2021-10-13 06:00:00,-27.47367929097254,
2021-10-13 08:00:00,-24.775019763557793,
2021-10-13 10:30:00,-16.560090150909218,
2021-10-13 11:00:00,-24.301066000312858,
2021-10-13 23:59:59,-19.252981881451888,c
2021-10-14 00:00:00,-8.685892902904016,
2021-10-14 03:30:00,4.63760044859464,
2021-10-14 04:00:00,1.3898022084249533,
2021-10-14 06:00:00,0.6753049348972127,
2021-10-14 08:00:00,10.542323993830905,
2021-10-14 10:30:00,18.260679282503133,
2021-10-14 11:00:00,18.764201287163814,
2021-10-14 23:59:59,13.942501878185794,c
2021-10-15 00:00:00,6.42199840582407,
2021-10-15 03:30:00,6.369044540484538,
2021-10-15 04:00:00,19.314486167036193,
2021-10-15 06:00:00,9.795635800749096,
2021-10-15 08:00:00,12.743052960512614,
2021-10-15 10:30:00,7.31744525622662,
2021-10-15 11:00:00,9.021110035414495,
2021-10-15 23:59:59,15.266420478862074,w
2021-10-18 00:00:00,94.00307810568665,
2021-10-18 03:30:00,83.95225145311815,
2021-10-18 04:00:00,67.21126528758077,
2021-10-18 06:00:00,94.34837507376278,
2021-10-18 08:00:00,91.88635791513525,
2021-10-18 10:30:00,94.79395785906945,
2021-10-18 11:00:00,100.69964387116215,
2021-10-18 23:59:59,100.25282832047878,c
2021-10-19 00:00:00,92.94705473865224,
2021-10-19 03:30:00,99.49588982401929,
2021-10-19 04:00:00,96.373051223944,
2021-10-19 06:00:00,91.46373192680221,
2021-10-19 08:00:00,87.06127834861036,
2021-10-19 10:30:00,98.52444243253603,
2021-10-19 11:00:00,100.43118061934547,
2021-10-19 23:59:59,99.31642463732214,c
2021-10-20 00:00:00,101.95337622294437,
2021-10-20 03:30:00,102.61661872271588,
2021-10-20 04:00:00,103.51112136574375,
2021-10-20 06:00:00,93.13259714218248,
2021-10-20 08:00:00,84.62868424251474,
2021-10-20 10:30:00,73.79904330886939,
2021-10-20 11:00:00,69.54683107487517,
2021-10-20 23:59:59,76.32720049913269,c
2021-10-21 00:00:00,90.82456424354314,
2021-10-21 03:30:00,96.67140655230969,
2021-10-21 04:00:00,93.86760575111384,
2021-10-21 06:00:00,92.59319761159713,
2021-10-21 08:00:00,76.62282426157662,
2021-10-21 10:30:00,88.01271146666113,
2021-10-21 11:00:00,86.41740182399417,
2021-10-21 23:59:59,79.00122077017113,c
2021-10-22 00:00:00,87.72196975557472,
2021-10-22 03:30:00,86.3713530763298,
2021-10-22 04:00:00,81.30982040950585,
2021-10-22 06:00:00,82.35880020028753,
2021-10-22 08:00:00,85.78980165503253,
2021-10-22 10:30:00,86.36033614666212,
2021-10-22 11:00:00,88.00336436078851,
2021-10-22 23:59:59,83.57605215033573,w
2021-10-25 00:00:00,73.03001622108832,
2021-10-25 03:30:00,76.91675430324449,
2021-10-25 04:00:00,74.11909770276816,
