date,PBW_2021_Q4,meta
2021-12-01 00:00:00,-406.59282730625085,
2021-12-01 10:00:00,-389.80911421157805,
2021-12-01 10:30:00,-404.021768937239,
2021-12-01 12:00:00,-397.41459006182686,
2021-12-01 13:30:00,-375.1661331047776,
2021-12-01 15:00:00,-366.8240963077535,
2021-12-01 15:30:30,-366.8240963077535,
2021-12-01 23:59:59,-356.5462237625977,c
2021-12-02 00:00:00,-328.1552029247695,
2021-12-02 10:00:00,-383.067833078331,
2021-12-02 10:30:00,-362.85453656221136,
2021-12-02 12:00:00,-348.95503879634776,
2021-12-02 13:30:00,-280.02650189786135,
2021-12-02 15:00:00,-290.32973120775193,
2021-12-02 15:30:30,-290.32973120775193,
2021-12-02 23:59:59,-298.6429864191357,c
2021-12-03 00:00:00,-263.6668791790161,
2021-12-03 10:00:00,-297.5466097031989,
2021-12-03 10:30:00,-276.03349089012187,
2021-12-03 12:00:00,-269.6870505814291,
2021-12-03 13:30:00,-276.32664567578774,
2021-12-03 15:00:00,-263.44500475884604,
2021-12-03 15:30:30,-263.44500475884604,
2021-12-03 23:59:59,-236.1204408469418,w
2021-12-06 00:00:00,-197.35962023625186,
2021-12-06 10:00:00,-286.3476951562751,
2021-12-06 10:30:00,-260.23608148855334,
2021-12-06 12:00:00,-206.0817069836676,
2021-12-06 13:30:00,-258.40769856245953,
2021-12-06 15:00:00,-217.36705795319813,
2021-12-06 15:30:30,-217.36705795319813,
2021-12-06 23:59:59,-189.317199067635,c
2021-12-07 00:00:00,-244.08702102242592,
2021-12-07 10:00:00,-246.83976669204694,
2021-12-07 10:30:00,-269.1618507353246,
2021-12-07 12:00:00,-290.4761925451232,
2021-12-07 13:30:00,-237.70108798976383,
2021-12-07 15:00:00,-251.60367042080162,
2021-12-07 15:30:30,-251.60367042080162,
2021-12-07 23:59:59,-249.68087134534997,c
2021-12-08 00:00:00,-268.56421334680044,
2021-12-08 10:00:00,-249.43739268612003,
2021-12-08 10:30:00,-211.88876691624452,
2021-12-08 12:00:00,-192.8022334213767,
2021-12-08 13:30:00,-186.51979360529558,
2021-12-08 15:00:00,-162.81273619081048,
2021-12-08 15:30:30,-162.81273619081048,
2021-12-08 23:59:59,-141.50271568285973,c
2021-12-09 00:00:00,-97.93744345762613,
2021-12-09 10:00:00,-99.13703371180682,
2021-12-09 10:30:00,-119.13992695029125,
2021-12-09 12:00:00,-101.04625991572203,
2021-12-09 13:30:00,-122.62768586979448,
2021-12-09 15:00:00,-111.38333457045444,
2021-12-09 15:30:30,-111.38333457045444,
2021-12-09 23:59:59,-104.54591145109205,c
2021-12-10 00:00:00,-125.38566097198397,
2021-12-10 10:00:00,-109.15178870000143,
2021-12-10 10:30:00,-116.17452051728895,
2021-12-10 12:00:00,-103.99497360637125,
2021-12-10 13:30:00,-134.25537520382608,
2021-12-10 15:00:00,-114.15800924950145,
2021-12-10 15:30:30,-114.15800924950145,
2021-12-10 23:59:59,-110.96363897216604,w
2021-12-13 00:00:00,-91.88461487015621,
2021-12-13 10:00:00,71.93857967510036,
2021-12-13 10:30:00,53.697505652154405,
2021-12-13 12:00:00,39.113652894067684,
2021-12-13 13:30:00,48.09992451968219,
2021-12-13 15:00:00,46.190059431977204,
2021-12-13 15:30:30,46.190059431977204,
2021-12-13 23:59:59,68.55156177056534,c
2021-12-14 00:00:00,77.37629100577175,
2021-12-14 10:00:00,119.709019926608,
