date,AS_DWX_EDIV_EDVD_2023_Q1,meta
2023-01-03 00:00:00,164.51638695993415,
2023-01-03 01:00:00,167.37270995773724,
2023-01-03 02:30:00,162.2218607121158,
2023-01-03 03:00:00,165.32058308059095,
2023-01-03 18:30:00,162.66354480609743,
2023-01-03 20:00:00,137.6207349282554,
2023-01-03 23:00:00,140.4528882052973,
2023-01-03 23:59:59,127.66301943901726,c
2023-01-04 00:00:00,121.0010153080234,
2023-01-04 01:00:00,114.17353771363514,
2023-01-04 02:30:00,112.93216606134001,
2023-01-04 03:00:00,107.19602718206352,
2023-01-04 18:30:00,105.4859560336563,
2023-01-04 20:00:00,76.39266776297563,
2023-01-04 23:00:00,70.75618680036041,
2023-01-04 23:59:59,78.88848830459392,c
2023-01-05 00:00:00,73.88377214820639,
2023-01-05 01:00:00,68.5474992122331,
2023-01-05 02:30:00,68.88435710549356,
2023-01-05 03:00:00,76.47729247430698,
2023-01-05 18:30:00,70.11405958951173,
2023-01-05 20:00:00,40.1598186412557,
2023-01-05 23:00:00,55.94914101890663,
2023-01-05 23:59:59,57.160738858755394,c
2023-01-06 00:00:00,68.34467489304598,
2023-01-06 01:00:00,82.83692983380934,
2023-01-06 02:30:00,78.0949403400532,
2023-01-06 03:00:00,76.11084252617184,
2023-01-06 18:30:00,76.11084252617184,
2023-01-06 20:00:00,76.11084252617184,
2023-01-06 23:00:00,76.11084252617184,
2023-01-06 23:59:59,86.8577668436792,w
2023-01-09 00:00:00,43.04524945234061,
2023-01-09 01:00:00,42.89574967245426,
2023-01-09 02:30:00,37.13531577670028,
2023-01-09 03:00:00,34.64907826055605,
2023-01-09 18:30:00,24.036996420688865,
2023-01-09 20:00:00,31.473514633589275,
2023-01-09 23:00:00,34.57784926698787,
2023-01-09 23:59:59,55.22380033482659,c
2023-01-10 00:00:00,64.32559217202333,
2023-01-10 01:00:00,70.78646473371555,
2023-01-10 02:30:00,76.88741093733643,
2023-01-10 03:00:00,76.72908833077645,
2023-01-10 18:30:00,69.7785201852912,
2023-01-10 20:00:00,74.17653997121761,
2023-01-10 23:00:00,75.5811289926296,
2023-01-10 23:59:59,65.90635290311093,c
2023-01-11 00:00:00,65.90067518872365,
2023-01-11 01:00:00,64.99681403416616,
2023-01-11 02:30:00,69.43959426892661,
2023-01-11 03:00:00,63.83606457534415,
2023-01-11 18:30:00,63.767188806823924,
2023-01-11 20:00:00,55.897047430159546,
2023-01-11 23:00:00,68.18639351240881,
2023-01-11 23:59:59,65.55924705757252,c
2023-01-12 00:00:00,67.08820644016578,
2023-01-12 01:00:00,66.30899777862578,
2023-01-12 02:30:00,73.05576145949817,
2023-01-12 03:00:00,70.84392541080251,
2023-01-12 18:30:00,68.19462017254864,
2023-01-12 20:00:00,50.359061505771024,
2023-01-12 23:00:00,31.857061426176642,
2023-01-12 23:59:59,22.98184670217097,c
2023-01-13 00:00:00,20.4323891146164,
2023-01-13 01:00:00,15.217429473648735,
2023-01-13 02:30:00,16.39809909719179,
2023-01-13 03:00:00,15.001363941469208,
2023-01-13 18:30:00,15.001363941469208,
2023-01-13 20:00:00,15.001363941469208,
2023-01-13 23:00:00,15.001363941469208,
2023-01-13 23:59:59,5.50552703584799,w
2023-01-16 00:00:00,-10.006190793050337,
2023-01-16 01:00:00,-10.743271762418772,
2023-01-16 02:30:00,-10.45992508789459,
2023-01-16 03:00:00,-10.782609053182114,
2023-01-16 18:30:00,-14.038674141281263,
2023-01-16 20:00:00,-15.484168032647176,
2023-01-16 23:00:00,-15.656410882681485,
2023-01-16 23:59:59,-15.421228748739395,c
2023-01-17 00:00:00,-14.885660403521797,
2023-01-17 01:00:00,-11.238351947247793,
2023-01-17 02:30:00,-8.932608863188307,
2023-01-17 03:00:00,-9.243783997857463,
2023-01-17 18:30:00,-10.788122183371797,
2023-01-17 20:00:00,-7.556102971516793,
2023-01-17 23:00:00,3.0975165676263714,
2023-01-17 23:59:59,-7.590767608396163,c
2023-01-18 00:00:00,1.1221543274291434,
2023-01-18 01:00:00,4.816221152259459,
2023-01-18 02:30:00,3.953163514314838,
2023-01-18 03:00:00,2.1400359565254803,
2023-01-18 18:30:00,1.0997626745174784,
2023-01-18 20:00:00,-14.371368973194876,
2023-01-18 23:00:00,-33.41483462409951,
2023-01-18 23:59:59,-15.392958954997084,c
2023-01-19 00:00:00,-8.729611959250633,
2023-01-19 01:00:00,-13.373344612420624,
2023-01-19 02:30:00,-17.11262051521271,
2023-01-19 03:00:00,-17.201474834880628,
2023-01-19 18:30:00,-21.298407270749976,
2023-01-19 20:00:00,-19.8966574259739,
2023-01-19 23:00:00,-13.14628583134072,
2023-01-19 23:59:59,-8.11789629673649,c
2023-01-20 00:00:00,-4.043664948763762,
2023-01-20 01:00:00,-11.929487835087912,
2023-01-20 02:30:00,-12.586711881021074,
2023-01-20 03:00:00,-12.229771184480342,
2023-01-20 18:30:00,-12.229771184480342,
2023-01-20 20:00:00,-12.229771184480342,
2023-01-20 23:00:00,-12.229771184480342,
2023-01-20 23:59:59,-11.508044547824738,w
2023-01-23 00:00:00,-9.799420314980125,
2023-01-23 01:00:00,-6.440227897277964,
2023-01-23 02:30:00,-6.440227897277964,
2023-01-23 03:00:00,-7.557569301584408,
2023-01-23 18:30:00,-8.459054551521604,
2023-01-23 20:00:00,-8.693198812599803,
2023-01-23 23:00:00,-7.047884628134398,
2023-01-23 23:59:59,-2.2105084102613546,c
2023-01-24 00:00:00,-0.4878870463412568,
2023-01-24 01:00:00,0.7265383725907668,
2023-01-24 02:30:00,0.7265383725907668,
2023-01-24 03:00:00,-1.4141374606933823,
2023-01-24 18:30:00,3.0014939235488782,
2023-01-24 20:00:00,-9.016651364554946,
2023-01-24 23:00:00,2.4711790619494423,
2023-01-24 23:59:59,0.0,a
2023-01-25 00:00:00,2.656591118873621,
2023-01-25 01:00:00,-1.0793316080862496,
2023-01-25 02:30:00,-3.3940928108322623,
2023-01-25 03:00:00,-2.495002279899836,
2023-01-25 18:30:00,-6.6890905412465145,
2023-01-25 20:00:00,2.7684073279579025,
2023-01-25 23:00:00,9.467843126603384,
2023-01-25 23:59:59,9.117955632787925,c
2023-01-26 00:00:00,12.229762176634722,
2023-01-26 01:00:00,1.4874819491706148,
2023-01-26 02:30:00,-2.703813356066803,
2023-01-26 03:00:00,-7.942517558993131,
2023-01-26 18:30:00,-9.828537034122746,
2023-01-26 20:00:00,-18.855071120234243,
2023-01-26 23:00:00,-23.73711572041975,
2023-01-26 23:59:59,-25.79019209729813,c
2023-01-27 00:00:00,-23.458510902275975,
2023-01-27 01:00:00,-22.398282391500288,
2023-01-27 02:30:00,-23.6975987992505,
2023-01-27 03:00:00,-24.514065921158362,
2023-01-27 18:30:00,-24.514065921158362,
2023-01-27 20:00:00,-24.514065921158362,
2023-01-27 23:00:00,-24.514065921158362,
2023-01-27 23:59:59,-25.12081856312352,w
2023-01-30 00:00:00,-2.1552163524956995,
2023-01-30 01:00:00,-9.015313960930143,
2023-01-30 02:30:00,-4.959790868264463,
2023-01-30 03:00:00,-7.531690133661414,
2023-01-30 18:30:00,-12.633962533536305,
2023-01-30 20:00:00,-9.58509121577299,
2023-01-30 23:00:00,-13.943524501815773,
2023-01-30 23:59:59,-1.225933540771166,c
2023-01-31 00:00:00,-4.798242216879316,
2023-01-31 01:00:00,1.3291768155395403,
2023-01-31 02:30:00,16.138402659163148,
2023-01-31 03:00:00,15.468477161006831,
2023-01-31 18:30:00,18.345842345437177,
2023-01-31 20:00:00,10.114349059616416,
2023-01-31 23:00:00,1.313082752232276,
2023-01-31 23:59:59,-11.825057075179757,e
2023-02-01 00:00:00,-6.614437369542884,
2023-02-01 01:00:00,-14.762104067921882,
2023-02-01 02:30:00,-24.733975299907343,
2023-02-01 03:00:00,-30.92901620314342,
2023-02-01 18:30:00,-33.14570029595234,
2023-02-01 20:00:00,-51.96908164016577,
2023-02-01 23:00:00,-28.859543745361407,
2023-02-01 23:59:59,-24.922841560915913,c
2023-02-02 00:00:00,-33.47464486723766,
2023-02-02 01:00:00,-9.148927298935632,
2023-02-02 02:30:00,-9.771912691357102,
2023-02-02 03:00:00,-5.305387964739566,
2023-02-02 18:30:00,-0.8279680833966268,
2023-02-02 20:00:00,0.9952726473852636,
2023-02-02 23:00:00,-33.135207587553396,
2023-02-02 23:59:59,-33.1134007710848,c
2023-02-03 00:00:00,-25.132952543267493,
2023-02-03 01:00:00,-28.732351490427845,
2023-02-03 02:30:00,-27.121047284599626,
2023-02-03 03:00:00,-28.212158466631536,
2023-02-03 18:30:00,-28.212158466631536,
2023-02-03 20:00:00,-28.212158466631536,
2023-02-03 23:00:00,-28.212158466631536,
2023-02-03 23:59:59,-34.18313702568594,w
2023-02-06 00:00:00,-33.83379938141525,
2023-02-06 01:00:00,-30.845891920433587,
2023-02-06 02:30:00,-19.993236958913712,
2023-02-06 03:00:00,-21.027339135370312,
2023-02-06 18:30:00,-19.751072206487606,
2023-02-06 20:00:00,-36.22005274458479,
2023-02-06 23:00:00,-42.88560597667583,
2023-02-06 23:59:59,-38.98666516475623,c
2023-02-07 00:00:00,-29.117763545765683,
2023-02-07 01:00:00,-39.815461721615065,
2023-02-07 02:30:00,-41.933964148877294,
2023-02-07 03:00:00,-44.15263635590554,
2023-02-07 18:30:00,-39.95662177756594,
2023-02-07 20:00:00,-53.57702331036671,
2023-02-07 23:00:00,-72.74622034590175,
2023-02-07 23:59:59,-62.92058629345047,c
2023-02-08 00:00:00,-59.829480887016416,
2023-02-08 01:00:00,-43.58636019882397,
2023-02-08 02:30:00,-43.531215343101394,
2023-02-08 03:00:00,-43.57608492667168,
2023-02-08 18:30:00,-47.076693969158896,
2023-02-08 20:00:00,-48.30948505195829,
2023-02-08 23:00:00,-22.24395643100388,
2023-02-08 23:59:59,-24.832661366937373,c
2023-02-09 00:00:00,-13.48532346401953,
2023-02-09 01:00:00,-17.022530894386364,
2023-02-09 02:30:00,-11.983697292264878,
2023-02-09 03:00:00,-13.342177911275485,
2023-02-09 18:30:00,-14.69080028233384,
2023-02-09 20:00:00,-21.716126159120904,
2023-02-09 23:00:00,1.7206769875401733,
2023-02-09 23:59:59,10.251233981025052,c
2023-02-10 00:00:00,14.189437711644132,
2023-02-10 01:00:00,21.093736420552887,
2023-02-10 02:30:00,24.078145413885977,
2023-02-10 03:00:00,18.722467235696058,
2023-02-10 18:30:00,18.722467235696058,
2023-02-10 20:00:00,18.722467235696058,
2023-02-10 23:00:00,18.722467235696058,
2023-02-10 23:59:59,21.06158702817538,w
2023-02-13 00:00:00,47.5464283037968,
2023-02-13 01:00:00,44.268062322948026,
2023-02-13 02:30:00,37.685019005755294,
2023-02-13 03:00:00,37.640387848665796,
2023-02-13 18:30:00,36.40005821546856,
2023-02-13 20:00:00,28.832868522172248,
2023-02-13 23:00:00,38.491309443224054,
2023-02-13 23:59:59,32.99423082199928,c
2023-02-14 00:00:00,23.034281279587958,
2023-02-14 01:00:00,33.92084818741114,
2023-02-14 02:30:00,37.60671724018721,
2023-02-14 03:00:00,36.6338406709674,
2023-02-14 18:30:00,36.6338406709674,
2023-02-14 20:00:00,36.6338406709674,
2023-02-14 23:00:00,36.6338406709674,
2023-02-14 23:59:59,36.51010461552141,c
