date,MSCI_FACT_USMV_2020_Q4,meta
2020-10-28 23:59:59,741.3698342430672,c
2020-10-29 00:00:00,747.0868899933046,
2020-10-29 10:00:00,709.8015632510322,
2020-10-29 10:30:00,665.1235561747002,
2020-10-29 12:00:00,655.8168841700979,
2020-10-29 13:30:00,663.4447845352324,
2020-10-29 15:00:00,652.0404828555681,
2020-10-29 15:30:30,652.0404828555681,
2020-10-29 23:59:59,649.8164356060131,c
2020-10-30 00:00:00,635.9116638444541,
2020-10-30 10:00:00,592.0179823943573,
2020-10-30 10:30:00,595.8595918018052,
2020-10-30 12:00:00,555.9287602444697,
2020-10-30 13:30:00,581.520496506774,
2020-10-30 15:00:00,590.1255772141221,
2020-10-30 15:30:30,590.1255772141221,s
2020-10-30 23:59:59,581.2671780502675,w
2020-11-02 00:00:00,550.8454642906961,
2020-11-02 10:00:00,541.7165650034736,
2020-11-02 10:30:00,528.8996460736518,
2020-11-02 12:00:00,472.9406093388627,
2020-11-02 13:30:00,461.0517086012776,
2020-11-02 15:00:00,453.242006490117,
2020-11-02 15:30:30,453.242006490117,
2020-11-02 23:59:59,462.07891610992124,c
2020-11-03 00:00:00,442.4127586439488,
2020-11-03 10:00:00,430.68472307614053,
2020-11-03 10:30:00,433.13852226223673,
2020-11-03 12:00:00,404.8824933788977,
2020-11-03 13:30:00,413.9421670152628,
2020-11-03 15:00:00,410.3973667806776,
2020-11-03 15:30:30,410.3973667806776,
2020-11-03 23:59:59,417.7177908292967,c
2020-11-04 00:00:00,534.3080635247585,
2020-11-04 10:00:00,554.4573584308423,
2020-11-04 10:30:00,601.1041894945297,
2020-11-04 12:00:00,604.2571615579936,
2020-11-04 13:30:00,606.4531653172646,
2020-11-04 15:00:00,606.6794122270147,
2020-11-04 15:30:30,606.6794122270147,
2020-11-04 23:59:59,641.339592588569,c
2020-11-05 00:00:00,676.1940322723049,
2020-11-05 10:00:00,637.1883615375256,
2020-11-05 10:30:00,601.9560552713588,
2020-11-05 12:00:00,619.702912832393,
2020-11-05 13:30:00,612.3393963459887,
2020-11-05 15:00:00,628.2643128148668,
2020-11-05 15:30:30,628.2643128148668,
2020-11-05 23:59:59,639.4122780149746,c
2020-11-06 00:00:00,590.563289647099,
2020-11-06 10:00:00,525.4963464301654,
2020-11-06 10:30:00,557.6962698184838,
2020-11-06 12:00:00,606.898627128787,
2020-11-06 13:30:00,633.8557198536812,
2020-11-06 15:00:00,650.1580962514139,
2020-11-06 15:30:30,650.1580962514139,
2020-11-06 23:59:59,637.7755447278436,w
2020-11-09 00:00:00,214.95705386169757,
2020-11-09 10:00:00,9.967914967865056,
2020-11-09 10:30:00,108.70158761866503,
2020-11-09 12:00:00,153.3801370709784,
2020-11-09 13:30:00,72.25238788299623,
2020-11-09 15:00:00,58.21068914769404,
2020-11-09 15:30:30,58.21068914769404,x
2020-11-09 23:59:59,46.37915612047664,c
2020-11-10 00:00:00,5.793040962144687,
2020-11-10 10:00:00,-78.88609214328005,
2020-11-10 10:30:00,-98.5108265110386,
2020-11-10 12:00:00,-37.52519865204482,
2020-11-10 13:30:00,-43.88995816345067,
2020-11-10 15:00:00,-73.7383777368168,
2020-11-10 15:30:30,-73.7383777368168,
2020-11-10 23:59:59,-84.54081600214607,c
2020-11-11 00:00:00,-29.84056866769913,
2020-11-11 10:00:00,30.0897637195161,
2020-11-11 10:30:00,31.02984317261297,
2020-11-11 12:00:00,31.212159176084356,
2020-11-11 13:30:00,27.655689496392824,
2020-11-11 15:00:00,57.28497649233776,
2020-11-11 15:30:30,57.28497649233776,
2020-11-11 23:59:59,58.96215642744943,c
2020-11-12 00:00:00,119.62767557916789,
2020-11-12 10:00:00,152.22175943959903,
2020-11-12 10:30:00,142.6234337748665,
2020-11-12 12:00:00,129.39703853476738,
2020-11-12 13:30:00,132.84683860905307,
2020-11-12 15:00:00,163.92505962051712,
2020-11-12 15:30:30,163.92505962051712,
2020-11-12 23:59:59,138.05444187574477,c
2020-11-13 00:00:00,132.14572364604254,
2020-11-13 10:00:00,104.29064933487433,
2020-11-13 10:30:00,119.29835704971822,
2020-11-13 12:00:00,118.67049907508056,
2020-11-13 13:30:00,121.03532538596824,
2020-11-13 15:00:00,110.1330898665409,
2020-11-13 15:30:30,110.1330898665409,
2020-11-13 23:59:59,103.44852018202675,w
2020-11-16 00:00:00,-47.97693955228385,
2020-11-16 10:00:00,22.35107600481973,
2020-11-16 10:30:00,10.116850318426941,
2020-11-16 12:00:00,-3.5499264694812496,
2020-11-16 13:30:00,19.867106203139542,
2020-11-16 15:00:00,-5.983507347418708,
2020-11-16 15:30:30,-5.983507347418708,
2020-11-16 23:59:59,-14.83668053526975,c
2020-11-17 00:00:00,32.444958006630316,
2020-11-17 10:00:00,66.57396703511046,
2020-11-17 10:30:00,54.78207326382562,
2020-11-17 12:00:00,6.656879882836563,
2020-11-17 13:30:00,1.2613853069227616,
2020-11-17 15:00:00,-28.608733673546396,
2020-11-17 15:30:30,-28.608733673546396,
2020-11-17 23:59:59,-21.653076511861286,c
2020-11-18 00:00:00,-40.07568381714157,
2020-11-18 10:00:00,-76.79639099623199,
2020-11-18 10:30:00,-75.56627574510065,
2020-11-18 12:00:00,-67.47480610660062,
2020-11-18 13:30:00,-48.40557620105801,
2020-11-18 15:00:00,-11.677835330430923,
2020-11-18 15:30:30,-11.677835330430923,
2020-11-18 23:59:59,0.0,a
2020-11-19 00:00:00,26.24893117101584,
2020-11-19 10:00:00,74.93770865419287,
2020-11-19 10:30:00,81.3546554437167,
2020-11-19 12:00:00,91.57689527330575,
2020-11-19 13:30:00,87.11901797131702,
2020-11-19 15:00:00,69.67492836820782,
2020-11-19 15:30:30,69.67492836820782,
2020-11-19 23:59:59,41.44562718716077,c
2020-11-20 00:00:00,32.387735952989715,
2020-11-20 10:00:00,65.61719459835615,
2020-11-20 10:30:00,90.85152431278954,
2020-11-20 12:00:00,99.40892134470903,
2020-11-20 13:30:00,104.00425602529657,
2020-11-20 15:00:00,110.7592800450085,
2020-11-20 15:30:30,110.7592800450085,
2020-11-20 23:59:59,92.83395529755967,w
2020-11-23 00:00:00,61.80537628164956,
2020-11-23 10:00:00,49.85136651239827,
2020-11-23 10:30:00,51.160462827290644,
2020-11-23 12:00:00,58.450477369462305,
2020-11-23 13:30:00,45.582199930077536,
2020-11-23 15:00:00,42.92972274835245,
2020-11-23 15:30:30,42.92972274835245,
2020-11-23 23:59:59,49.38021265667982,c
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
0,49.38021265667982,
2020-11-24 00:00:00,-44.275796925584984,
2020-11-24 10:00:00,-55.40721404320948,
2020-11-24 10:30:00,-90.84374759780854,
2020-11-24 12:00:00,-108.77630402088249,
2020-11-24 13:30:00,-92.53795559959815,
2020-11-24 15:00:00,-96.94104770944193,
2020-11-24 15:30:30,-96.94104770944193,
2020-11-24 23:59:59,-112.5295680885651,c
2020-11-25 00:00:00,-60.19398753076456,
2020-11-25 10:00:00,-15.613556013513687,
2020-11-25 10:30:00,-27.51214031477383,
2020-11-25 12:00:00,-42.78166366520111,
2020-11-25 13:30:00,-35.24159258316797,
2020-11-25 15:00:00,-24.380414654513913,
2020-11-25 15:30:30,-24.380414654513913,
2020-11-25 23:59:59,-22.863527795681705,c
2020-11-26 00:00:00,-22.863527795681705,
2020-11-26 10:00:00,-22.863527795681705,
2020-11-26 10:30:00,-22.863527795681705,
2020-11-26 12:00:00,-22.863527795681705,
2020-11-26 13:30:00,-22.863527795681705,
2020-11-26 15:00:00,-22.863527795681705,
2020-11-26 15:30:30,-22.863527795681705,
2020-11-26 23:59:59,-22.863527795681705,c
2020-11-27 00:00:00,-4.911248504380978,
2020-11-27 10:00:00,57.55274624683534,
2020-11-27 10:30:00,77.75057714865466,
2020-11-27 12:00:00,67.31325331841151,
2020-11-27 13:30:00,67.31325331841151,
2020-11-27 15:00:00,67.31325331841151,
2020-11-27 15:30:30,67.31325331841151,
2020-11-27 23:59:59,96.85226496479595,w
2020-11-30 00:00:00,150.20309362164923,
2020-11-30 10:00:00,131.68677929137277,
2020-11-30 10:30:00,172.58393381268087,
2020-11-30 12:00:00,169.14888185232562,
2020-11-30 13:30:00,179.18976598003994,
2020-11-30 15:00:00,212.63980928435788,
2020-11-30 15:30:30,212.63980928435788,
2020-11-30 23:59:59,201.07468821122728,e
2020-12-01 00:00:00,118.98447885022648,
2020-12-01 10:00:00,115.61181413612547,
2020-12-01 10:30:00,115.93150676006508,
2020-12-01 12:00:00,118.82275233406335,
2020-12-01 13:30:00,132.78324389691102,
2020-12-01 15:00:00,119.47833597671485,
2020-12-01 15:30:30,119.47833597671485,
2020-12-01 23:59:59,132.82111465387902,c
2020-12-02 00:00:00,135.6424682579887,
2020-12-02 10:00:00,102.82090669624301,
2020-12-02 10:30:00,113.49322540556295,
2020-12-02 12:00:00,138.2431510838116,
2020-12-02 13:30:00,122.75238096467677,
2020-12-02 15:00:00,107.52233001255775,
2020-12-02 15:30:30,107.52233001255775,
2020-12-02 23:59:59,96.38129107477249,c
2020-12-03 00:00:00,78.9553310010806,
2020-12-03 10:00:00,81.94900012314253,
2020-12-03 10:30:00,78.6607989420155,
2020-12-03 12:00:00,51.9614927293577,
2020-12-03 13:30:00,47.622478475739115,
2020-12-03 15:00:00,49.06498433919353,
2020-12-03 15:30:30,49.06498433919353,
2020-12-03 23:59:59,44.56776228351367,c
2020-12-04 00:00:00,13.328363616050467,
2020-12-04 10:00:00,19.65220521780185,
2020-12-04 10:30:00,6.908304160361752,
2020-12-04 12:00:00,-0.8349548756493732,
2020-12-04 13:30:00,19.731220648895658,
2020-12-04 15:00:00,-0.20656872877952992,
2020-12-04 15:30:30,-0.20656872877952992,
2020-12-04 23:59:59,-12.796275348819847,w
2020-12-07 00:00:00,25.408610058756665,
2020-12-07 10:00:00,50.989133925954945,
2020-12-07 10:30:00,55.15473742111823,
2020-12-07 12:00:00,69.8810193848314,
2020-12-07 13:30:00,72.99515487524917,
2020-12-07 15:00:00,68.45655377407343,
2020-12-07 15:30:30,68.45655377407343,
2020-12-07 23:59:59,70.67097126494559,c
2020-12-08 00:00:00,101.61840173008005,
2020-12-08 10:00:00,67.50579130455912,
2020-12-08 10:30:00,69.35158309382825,
2020-12-08 12:00:00,75.7066520668393,
2020-12-08 13:30:00,74.1012994071308,
2020-12-08 15:00:00,77.83089108482187,
2020-12-08 15:30:30,77.83089108482187,
2020-12-08 23:59:59,94.36783491726146,c
2020-12-09 00:00:00,68.71451496012008,
2020-12-09 10:00:00,53.85776767705664,
2020-12-09 10:30:00,57.126972036456266,
2020-12-09 12:00:00,67.82069684145745,
2020-12-09 13:30:00,21.630217488095866,
2020-12-09 15:00:00,19.578159910127397,
2020-12-09 15:30:30,19.578159910127397,
2020-12-09 23:59:59,18.27544488727284,c
2020-12-10 00:00:00,24.77587666891992,
2020-12-10 10:00:00,28.323639017306448,
2020-12-10 10:30:00,50.03491152649991,
2020-12-10 12:00:00,40.64635067621384,
2020-12-10 13:30:00,36.56593270025428,
2020-12-10 15:00:00,41.5096824472397,
2020-12-10 15:30:30,41.5096824472397,
2020-12-10 23:59:59,54.606446721821385,c
2020-12-11 00:00:00,88.0356870056425,
2020-12-11 10:00:00,64.46790993821872,
2020-12-11 10:30:00,95.3908189394428,
2020-12-11 12:00:00,77.45419623054806,
2020-12-11 13:30:00,84.32810057312184,
2020-12-11 15:00:00,90.7769453690513,
2020-12-11 15:30:30,90.7769453690513,
2020-12-11 23:59:59,86.00304307215731,w
2020-12-14 00:00:00,78.55790016000537,
2020-12-14 10:00:00,115.75387868408802,
2020-12-14 10:30:00,123.88698144105126,
2020-12-14 12:00:00,183.71256539213803,
2020-12-14 13:30:00,179.13831576867352,
2020-12-14 15:00:00,184.3820368785025,
2020-12-14 15:30:30,184.3820368785025,
2020-12-14 23:59:59,187.4746221851401,c
2020-12-15 00:00:00,175.81279827960228,
2020-12-15 10:00:00,185.0426263957254,
2020-12-15 10:30:00,203.12730042000305,
2020-12-15 12:00:00,161.4900896374518,
2020-12-15 13:30:00,145.7635906834501,
2020-12-15 15:00:00,142.87128726625127,
2020-12-15 15:30:30,142.87128726625127,
2020-12-15 23:59:59,143.47467185630973,c
2020-12-16 00:00:00,131.69909434977762,
2020-12-16 10:00:00,138.9864839248542,
2020-12-16 10:30:00,160.04836929188616,
2020-12-16 12:00:00,158.757793845592,
2020-12-16 13:30:00,157.31278051815895,
2020-12-16 15:00:00,150.79653582005662,
2020-12-16 15:30:30,150.79653582005662,
2020-12-16 23:59:59,159.89410271754696,c
2020-12-17 00:00:00,160.3886298542325,
2020-12-17 10:00:00,172.25736531451898,
2020-12-17 10:30:00,176.3458197123577,
2020-12-17 12:00:00,154.52445807196386,
2020-12-17 13:30:00,150.67696658655765,
2020-12-17 15:00:00,165.87642731166198,
2020-12-17 15:30:30,165.87642731166198,
2020-12-17 23:59:59,169.9155173539177,c
2020-12-18 00:00:00,184.09759159391194,
2020-12-18 10:00:00,199.05762787647225,
2020-12-18 10:30:00,213.5340190796955,
2020-12-18 12:00:00,198.70669266413142,
2020-12-18 13:30:00,202.8264783662866,
2020-12-18 15:00:00,227.3512096043649,
2020-12-18 15:30:30,227.3512096043649,x
2020-12-18 23:59:59,243.36434453129016,w
2020-12-21 00:00:00,253.24600102758023,
2020-12-21 10:00:00,254.59469893085443,
2020-12-21 10:30:00,258.4523934583634,
2020-12-21 12:00:00,251.7766133168025,
2020-12-21 13:30:00,242.83669147046993,
2020-12-21 15:00:00,243.75188349678356,
2020-12-21 15:30:30,243.75188349678356,
2020-12-21 23:59:59,244.19136454983408,c
