date,AS_MSCI_EM_REST_SC_2023_Q1,meta
2023-01-06 23:00:00,-514.7586554985962,
2023-01-06 23:59:59,-512.3958120808376,w
2023-01-09 00:00:00,-690.3248046522838,
2023-01-09 01:00:00,-676.7367011473634,
2023-01-09 02:30:00,-677.704926678518,
2023-01-09 03:00:00,-681.5907290675202,
2023-01-09 18:30:00,-681.5907290675202,
2023-01-09 20:00:00,-673.9984977420986,
2023-01-09 23:00:00,-646.8160441681382,
2023-01-09 23:59:59,-649.4765522095458,c
2023-01-10 00:00:00,-657.2727514652618,
2023-01-10 01:00:00,-664.3422097616195,
2023-01-10 02:30:00,-652.4138742457411,
2023-01-10 03:00:00,-658.0127704713075,
2023-01-10 18:30:00,-658.0127704713075,
2023-01-10 20:00:00,-589.4652107784689,
2023-01-10 23:00:00,-541.0921620743943,
2023-01-10 23:59:59,-550.0747900606027,c
2023-01-11 00:00:00,-544.0287544542286,
2023-01-11 01:00:00,-556.3048506908355,
2023-01-11 02:30:00,-539.390857765636,
2023-01-11 03:00:00,-527.5581729107696,
2023-01-11 18:30:00,-527.5581729107696,
2023-01-11 20:00:00,-528.7404610687456,
2023-01-11 23:00:00,-504.14480987533005,
2023-01-11 23:59:59,-485.3738218053073,c
2023-01-12 00:00:00,-481.3134399356534,
2023-01-12 01:00:00,-495.20916814247954,
2023-01-12 02:30:00,-503.4024948568749,
2023-01-12 03:00:00,-507.1426421531786,
2023-01-12 18:30:00,-507.1426421531786,
2023-01-12 20:00:00,-526.0834128414149,
2023-01-12 23:00:00,-527.2111508938931,
2023-01-12 23:59:59,-523.5471012249291,c
2023-01-13 00:00:00,-521.6314312448419,
2023-01-13 01:00:00,-522.3549566447925,
2023-01-13 02:30:00,-503.9737661371951,
2023-01-13 03:00:00,-503.7788230875357,
2023-01-13 18:30:00,-503.7788230875357,
2023-01-13 20:00:00,-503.7788230875357,
2023-01-13 23:00:00,-503.7788230875357,
2023-01-13 23:59:59,-482.07973289127705,w
2023-01-16 00:00:00,-435.4946983225717,
2023-01-16 01:00:00,-440.0046174102131,
2023-01-16 02:30:00,-446.1728414279487,
2023-01-16 03:00:00,-466.8185017299022,
2023-01-16 18:30:00,-466.8185017299022,
2023-01-16 20:00:00,-436.4535608046176,
2023-01-16 23:00:00,-466.74392646589166,
2023-01-16 23:59:59,-454.29896528730467,c
2023-01-17 00:00:00,-444.78029684931545,
2023-01-17 01:00:00,-454.4843473485367,
2023-01-17 02:30:00,-465.4381786886697,
2023-01-17 03:00:00,-452.4871660972397,
2023-01-17 18:30:00,-452.4871660972397,
2023-01-17 20:00:00,-400.14807948822084,
2023-01-17 23:00:00,-392.7361529687928,
2023-01-17 23:59:59,-399.79274232624556,c
2023-01-18 00:00:00,-380.03225591581906,
2023-01-18 01:00:00,-363.43073890706137,
2023-01-18 02:30:00,-349.80101490760535,
2023-01-18 03:00:00,-378.0986323121007,
2023-01-18 18:30:00,-378.0986323121007,
2023-01-18 20:00:00,-343.2912776164608,
2023-01-18 23:00:00,-315.2421681640453,
2023-01-18 23:59:59,-312.8947536685555,c
2023-01-19 00:00:00,-309.27720287271177,
2023-01-19 01:00:00,-328.6530345012734,
2023-01-19 02:30:00,-311.03311084532777,
2023-01-19 03:00:00,-311.0087352174663,
2023-01-19 18:30:00,-311.0087352174663,
2023-01-19 20:00:00,-261.7980463940602,
2023-01-19 23:00:00,-258.09493027571114,
2023-01-19 23:59:59,-229.34045215042738,c
2023-01-20 00:00:00,-221.4167412670987,
2023-01-20 01:00:00,-226.06153387549182,
2023-01-20 02:30:00,-188.79514395598233,
2023-01-20 03:00:00,-190.3835029071049,
2023-01-20 18:30:00,-190.3835029071049,
2023-01-20 20:00:00,-190.3835029071049,
2023-01-20 23:00:00,-190.3835029071049,
2023-01-20 23:59:59,-194.07619947614705,w
2023-01-23 00:00:00,-195.43507615482065,
2023-01-23 01:00:00,-195.43507615482065,
2023-01-23 02:30:00,-195.43507615482065,
2023-01-23 03:00:00,-197.8435094610993,
2023-01-23 18:30:00,-197.8435094610993,
2023-01-23 20:00:00,-197.8435094610993,
2023-01-23 23:00:00,-177.95316614286662,
2023-01-23 23:59:59,-177.91333657445944,c
2023-01-24 00:00:00,-176.66342190803607,
2023-01-24 01:00:00,-176.66342190803607,
2023-01-24 02:30:00,-198.54785480980263,
2023-01-24 03:00:00,-210.3154412012475,
2023-01-24 18:30:00,-210.3154412012475,
2023-01-24 20:00:00,-215.5858146219996,
2023-01-24 23:00:00,-197.71056624549874,
2023-01-24 23:59:59,-199.82117403401082,c
2023-01-25 00:00:00,-130.4431385092305,
2023-01-25 01:00:00,-113.40763959619244,
2023-01-25 02:30:00,-118.19306868419471,
2023-01-25 03:00:00,-112.21981999960485,
2023-01-25 18:30:00,-112.21981999960485,
2023-01-25 20:00:00,-77.36272887092707,
2023-01-25 23:00:00,-89.39069471202265,
2023-01-25 23:59:59,-107.68201245983391,c
2023-01-26 00:00:00,-110.4486555654396,
2023-01-26 01:00:00,-127.44387965463864,
2023-01-26 02:30:00,-123.23604150706967,
2023-01-26 03:00:00,-113.19494648771308,
2023-01-26 18:30:00,-113.19494648771308,
2023-01-26 20:00:00,-113.4324454252885,
2023-01-26 23:00:00,-140.641022232031,
2023-01-26 23:59:59,-136.6596007636773,c
2023-01-27 00:00:00,-145.6572345553028,
2023-01-27 01:00:00,-133.40489310372516,
2023-01-27 02:30:00,-131.33443622360608,
2023-01-27 03:00:00,-140.4399896512864,
2023-01-27 18:30:00,-140.4399896512864,
2023-01-27 20:00:00,-140.4399896512864,
2023-01-27 23:00:00,-140.4399896512864,
2023-01-27 23:59:59,-133.3572186169323,w
2023-01-30 00:00:00,-103.18771889680693,
2023-01-30 01:00:00,-115.03620057011392,
2023-01-30 02:30:00,-108.9338954505605,
2023-01-30 03:00:00,-100.9183439235228,
2023-01-30 18:30:00,-100.9183439235228,
2023-01-30 20:00:00,-100.6007095299891,
2023-01-30 23:00:00,-31.938243905052218,
2023-01-30 23:59:59,-24.984246000657777,c
2023-01-31 00:00:00,-31.97211976555127,
2023-01-31 01:00:00,-18.447903334810462,
2023-01-31 02:30:00,-20.111640708658456,
2023-01-31 03:00:00,-19.723052339464175,
2023-01-31 18:30:00,-19.723052339464175,
2023-01-31 20:00:00,-12.27495516041995,
2023-01-31 23:00:00,-19.710047706805312,
2023-01-31 23:59:59,-13.03702005119817,c
2023-02-01 00:00:00,-21.227082223051525,
2023-02-01 01:00:00,-26.028102880928486,
2023-02-01 02:30:00,-35.59665959005906,
2023-02-01 03:00:00,-48.82456249549,
2023-02-01 18:30:00,-48.82456249549,
2023-02-01 20:00:00,-29.279261866288266,
2023-02-01 23:00:00,-25.063120642908757,
2023-02-01 23:59:59,-38.85495735917266,c
2023-02-02 00:00:00,-48.26912281259149,
2023-02-02 01:00:00,-61.25918874334354,
2023-02-02 02:30:00,-59.382783897309196,
2023-02-02 03:00:00,-46.899258188095814,
2023-02-02 18:30:00,-46.899258188095814,
2023-02-02 20:00:00,-73.38818197136527,
2023-02-02 23:00:00,-120.52320659090992,
2023-02-02 23:59:59,-113.08402883713677,c
2023-02-03 00:00:00,-105.22243069447711,
2023-02-03 01:00:00,-112.41401796539878,
2023-02-03 02:30:00,-108.67430168274086,
2023-02-03 03:00:00,-99.88290389583551,
2023-02-03 18:30:00,-99.88290389583551,
2023-02-03 20:00:00,-99.88290389583551,
2023-02-03 23:00:00,-99.88290389583551,
2023-02-03 23:59:59,-122.99747796898362,w
2023-02-06 00:00:00,-84.93025590529317,
2023-02-06 01:00:00,-89.44423809318221,
2023-02-06 02:30:00,-71.1656314185542,
2023-02-06 03:00:00,-59.2871133410423,
2023-02-06 18:30:00,-59.2871133410423,
2023-02-06 20:00:00,-62.165566243717194,
2023-02-06 23:00:00,-29.40584636852668,
2023-02-06 23:59:59,-31.468109518202937,c
2023-02-07 00:00:00,-28.602453840215844,
2023-02-07 01:00:00,-27.68160447840569,
2023-02-07 02:30:00,-32.23873601836249,
2023-02-07 03:00:00,-21.065484067073612,
2023-02-07 18:30:00,-21.065484067073612,
2023-02-07 20:00:00,-53.77329396241282,
2023-02-07 23:00:00,-51.35715711647208,
2023-02-07 23:59:59,-54.30803921701306,c
2023-02-08 00:00:00,-63.34434978642241,
2023-02-08 01:00:00,-53.372259322120954,
2023-02-08 02:30:00,-53.719707683021284,
2023-02-08 03:00:00,-71.20855752754187,
2023-02-08 18:30:00,-71.20855752754187,
2023-02-08 20:00:00,-56.40037191870533,
2023-02-08 23:00:00,-61.68680239953903,
2023-02-08 23:59:59,-68.72580138823787,c
2023-02-09 00:00:00,-56.7685231537713,
2023-02-09 01:00:00,-63.57519544849538,
2023-02-09 02:30:00,-62.83520378355263,
2023-02-09 03:00:00,-48.38231176723468,
2023-02-09 18:30:00,-48.38231176723468,
2023-02-09 20:00:00,-37.38558651450683,
2023-02-09 23:00:00,-5.434722957735062,
2023-02-09 23:59:59,0.0,a
2023-02-10 00:00:00,35.554896384975336,
2023-02-10 01:00:00,21.82921274980015,
2023-02-10 02:30:00,32.910152791838414,
2023-02-10 03:00:00,41.166722007188696,
2023-02-10 18:30:00,41.166722007188696,
2023-02-10 20:00:00,41.166722007188696,
2023-02-10 23:00:00,41.166722007188696,
2023-02-10 23:59:59,41.14268870240892,w
2023-02-13 00:00:00,28.096502311783865,
2023-02-13 01:00:00,25.78852068227502,
2023-02-13 02:30:00,24.53949729300257,
2023-02-13 03:00:00,23.796481246565122,
2023-02-13 18:30:00,23.796481246565122,
2023-02-13 20:00:00,29.304947421051793,
2023-02-13 23:00:00,30.539913068237865,
2023-02-13 23:59:59,35.65267153206753,c
2023-02-14 00:00:00,26.552515660284598,
2023-02-14 01:00:00,15.203540013814745,
2023-02-14 02:30:00,20.339807967496995,
2023-02-14 03:00:00,36.17242730597138,
2023-02-14 18:30:00,36.17242730597138,
2023-02-14 20:00:00,57.80152049901517,
2023-02-14 23:00:00,22.47164525030155,
2023-02-14 23:59:59,47.53102897184783,c
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
0,47.53102897184783,
2023-02-15 00:00:00,60.45645813837871,
2023-02-15 01:00:00,50.01977335402648,
2023-02-15 02:30:00,40.98816814968848,
2023-02-15 03:00:00,55.12779472225532,
2023-02-15 18:30:00,55.12779472225532,
2023-02-15 20:00:00,41.47986802130822,
2023-02-15 23:00:00,36.33048045307078,
2023-02-15 23:59:59,17.44085190897181,c
2023-02-16 00:00:00,23.947831333563272,
2023-02-16 01:00:00,19.097824283307546,
2023-02-16 02:30:00,23.02984591320694,
2023-02-16 03:00:00,32.18443902520539,
2023-02-16 18:30:00,32.18443902520539,
2023-02-16 20:00:00,16.671295101873966,
2023-02-16 23:00:00,8.515314302081151,
2023-02-16 23:59:59,4.3814983206160605,c
2023-02-17 00:00:00,24.947249127166742,
2023-02-17 01:00:00,19.86420222257925,
2023-02-17 02:30:00,17.510417021439935,
2023-02-17 03:00:00,28.092515190422432,
2023-02-17 18:30:00,28.092515190422432,
2023-02-17 20:00:00,28.092515190422432,
2023-02-17 23:00:00,28.092515190422432,
2023-02-17 23:59:59,32.62632057601502,w
2023-02-20 00:00:00,87.69912695926678,
2023-02-20 01:00:00,75.87502297125036,
2023-02-20 02:30:00,75.66391188921546,
2023-02-20 03:00:00,69.41507430304125,
2023-02-20 18:30:00,69.41507430304125,
2023-02-20 20:00:00,75.47930797905735,
2023-02-20 23:00:00,51.245676591457254,
2023-02-20 23:59:59,49.71583449885952,c
2023-02-21 00:00:00,57.86850871154479,
2023-02-21 01:00:00,79.87284646868045,
2023-02-21 02:30:00,84.27018920017508,
2023-02-21 03:00:00,72.29210744066415,
2023-02-21 18:30:00,72.29210744066415,
2023-02-21 20:00:00,65.94259741239125,
2023-02-21 23:00:00,74.27059948115254,
2023-02-21 23:59:59,80.79052880969152,c
2023-02-22 00:00:00,78.0120222901295,
2023-02-22 01:00:00,71.16664127422735,
2023-02-22 02:30:00,69.66972942885059,
2023-02-22 03:00:00,74.62563440373867,
2023-02-22 18:30:00,74.62563440373867,
2023-02-22 20:00:00,-12.129107165276082,
2023-02-22 23:00:00,34.98484790557666,
2023-02-22 23:59:59,22.366395806156447,c
2023-02-23 00:00:00,8.590539489230991,
2023-02-23 01:00:00,14.716854827598695,
2023-02-23 02:30:00,40.05410766125624,
2023-02-23 03:00:00,32.62524812008951,
2023-02-23 18:30:00,32.62524812008951,
2023-02-23 20:00:00,27.54667462786506,
2023-02-23 23:00:00,6.548654161373747,
2023-02-23 23:59:59,2.4901534454310195,c
2023-02-24 00:00:00,4.626728951443624,
2023-02-24 01:00:00,30.296710243476014,
2023-02-24 02:30:00,23.325963383079625,
2023-02-24 03:00:00,21.3583866994245,
2023-02-24 18:30:00,21.3583866994245,
2023-02-24 20:00:00,21.3583866994245,
2023-02-24 23:00:00,21.3583866994245,
2023-02-24 23:59:59,33.872796725741864,w
2023-02-27 00:00:00,123.71675609630472,
2023-02-27 01:00:00,114.64283701486931,
2023-02-27 02:30:00,104.64412521679014,
2023-02-27 03:00:00,104.01518666844709,
2023-02-27 18:30:00,104.01518666844709,
2023-02-27 20:00:00,107.25112280192366,
2023-02-27 23:00:00,149.74532878073705,
2023-02-27 23:59:59,167.0508828480123,c
2023-02-28 00:00:00,155.08807785578767,
2023-02-28 01:00:00,171.5675563762228,
2023-02-28 02:30:00,168.80924722771704,
2023-02-28 03:00:00,185.56694396741852,
2023-02-28 18:30:00,185.56694396741852,
2023-02-28 20:00:00,185.56694396741852,
2023-02-28 23:00:00,181.1920964649322,
2023-02-28 23:59:59,178.74278040468482,e
2023-03-01 00:00:00,153.98024952315302,
2023-03-01 01:00:00,151.17817532053277,
2023-03-01 02:30:00,146.99852512492487,
2023-03-01 03:00:00,147.08127321936183,
2023-03-01 18:30:00,147.08127321936183,
2023-03-01 20:00:00,136.1832995719152,
2023-03-01 23:00:00,102.72113848072172,
2023-03-01 23:59:59,86.51753045864734,c
2023-03-02 00:00:00,83.04991819301006,
2023-03-02 01:00:00,81.5680080011806,
2023-03-02 02:30:00,76.0670893648894,
2023-03-02 03:00:00,77.58120621837702,
2023-03-02 18:30:00,77.58120621837702,
2023-03-02 20:00:00,72.10403231316184,
2023-03-02 23:00:00,46.7892756909373,
2023-03-02 23:59:59,43.6050320417005,c
2023-03-03 00:00:00,44.66252834432544,
2023-03-03 01:00:00,34.109041815036676,
2023-03-03 02:30:00,43.98861812180337,
2023-03-03 03:00:00,53.93511646365357,
2023-03-03 18:30:00,53.93511646365357,
2023-03-03 20:00:00,53.93511646365357,
2023-03-03 23:00:00,53.93511646365357,
2023-03-03 23:59:59,64.02820871234735,w
2023-03-06 00:00:00,18.76906068289111,
2023-03-06 01:00:00,18.880533082172747,
2023-03-06 02:30:00,7.767739437427167,
2023-03-06 03:00:00,8.633823465422665,
2023-03-06 18:30:00,8.633823465422665,
2023-03-06 20:00:00,5.64412131030258,
2023-03-06 23:00:00,-6.649332486483445,
2023-03-06 23:59:59,-4.283654679828146,c
2023-03-07 00:00:00,1.5368779317877852,
2023-03-07 01:00:00,18.160860469713953,
2023-03-07 02:30:00,23.105539773985583,
2023-03-07 03:00:00,27.95094905275903,
2023-03-07 18:30:00,27.95094905275903,
2023-03-07 20:00:00,18.39984239270325,
2023-03-07 23:00:00,38.809756138366765,
2023-03-07 23:59:59,30.27473588356861,c
2023-03-08 00:00:00,39.01015090882049,
2023-03-08 01:00:00,39.54990059342879,
2023-03-08 02:30:00,36.62766485884572,
2023-03-08 03:00:00,39.28184851917547,
2023-03-08 18:30:00,39.28184851917547,
2023-03-08 20:00:00,41.26563015069189,
2023-03-08 23:00:00,35.09023729733076,
2023-03-08 23:59:59,44.4633963063427,c
2023-03-09 00:00:00,36.8480091556205,
2023-03-09 01:00:00,27.894060093913026,
2023-03-09 02:30:00,39.360037822541585,
2023-03-09 03:00:00,35.94301359671579,
2023-03-09 18:30:00,35.94301359671579,
2023-03-09 20:00:00,3.0593022368263973,
2023-03-09 23:00:00,-23.011194352383313,
2023-03-09 23:59:59,-16.822225931251978,c
2023-03-10 00:00:00,-17.713253876593626,
2023-03-10 01:00:00,-15.106009101053473,
2023-03-10 02:30:00,-18.681910514833135,
2023-03-10 03:00:00,-25.997712362041398,
2023-03-10 18:30:00,-25.997712362041398,
2023-03-10 20:00:00,-25.997712362041398,
2023-03-10 23:00:00,-25.997712362041398,
2023-03-10 23:59:59,-23.260622530645037,w
2023-03-13 00:00:00,-23.260622530645037,
2023-03-13 01:00:00,-23.260622530645037,
2023-03-13 02:30:00,-23.260622530645037,
2023-03-13 03:00:00,-23.260622530645037,
2023-03-13 18:30:00,-23.260622530645037,
2023-03-13 20:00:00,-23.260622530645037,
2023-03-13 23:00:00,-23.260622530645037,
2023-03-13 23:59:59,-23.260622530645037,c
2023-03-14 00:00:00,-23.260622530645037,
2023-03-14 01:00:00,-23.260622530645037,
2023-03-14 02:30:00,-23.260622530645037,
2023-03-14 03:00:00,-23.260622530645037,
2023-03-14 18:30:00,-23.260622530645037,
2023-03-14 20:00:00,-23.260622530645037,
2023-03-14 23:00:00,-23.260622530645037,
2023-03-14 23:59:59,-23.260622530645037,c
2023-03-15 00:00:00,-23.260622530645037,
2023-03-15 01:00:00,-23.260622530645037,
2023-03-15 02:30:00,-23.260622530645037,
2023-03-15 03:00:00,-23.260622530645037,
2023-03-15 18:30:00,-23.260622530645037,
2023-03-15 20:00:00,-23.260622530645037,
2023-03-15 23:00:00,-23.260622530645037,
2023-03-15 23:59:59,-23.260622530645037,c
2023-03-16 00:00:00,-23.260622530645037,
2023-03-16 01:00:00,-23.260622530645037,
2023-03-16 02:30:00,-23.260622530645037,
2023-03-16 03:00:00,-23.260622530645037,
2023-03-16 18:30:00,-23.260622530645037,
2023-03-16 20:00:00,-23.260622530645037,
2023-03-16 23:00:00,-23.260622530645037,
2023-03-16 23:59:59,-23.260622530645037,c
2023-03-17 00:00:00,-23.260622530645037,
2023-03-17 01:00:00,-23.260622530645037,
2023-03-17 02:30:00,-23.260622530645037,
2023-03-17 03:00:00,-23.260622530645037,
2023-03-17 18:30:00,-23.260622530645037,
2023-03-17 20:00:00,-23.260622530645037,
2023-03-17 23:00:00,-23.260622530645037,
2023-03-17 23:59:59,-23.260622530645037,w
2023-03-20 00:00:00,-23.260622530645037,
2023-03-20 01:00:00,-23.260622530645037,
2023-03-20 02:30:00,-23.260622530645037,
2023-03-20 03:00:00,-23.260622530645037,
2023-03-20 18:30:00,-23.260622530645037,
2023-03-20 20:00:00,-23.260622530645037,
2023-03-20 23:00:00,-23.260622530645037,
2023-03-20 23:59:59,-23.260622530645037,c
2023-03-21 00:00:00,-23.260622530645037,
2023-03-21 01:00:00,-23.260622530645037,
2023-03-21 02:30:00,-23.260622530645037,
2023-03-21 03:00:00,-23.260622530645037,
2023-03-21 18:30:00,-23.260622530645037,
2023-03-21 20:00:00,-23.260622530645037,
2023-03-21 23:00:00,-23.260622530645037,
2023-03-21 23:59:59,-23.260622530645037,c
2023-03-22 00:00:00,-23.260622530645037,
2023-03-22 01:00:00,-23.260622530645037,
2023-03-22 02:30:00,-23.260622530645037,
2023-03-22 03:00:00,-23.260622530645037,
2023-03-22 18:30:00,-23.260622530645037,
2023-03-22 20:00:00,-23.260622530645037,
2023-03-22 23:00:00,-23.260622530645037,
2023-03-22 23:59:59,-23.260622530645037,c
2023-03-23 00:00:00,-23.260622530645037,
2023-03-23 01:00:00,-23.260622530645037,
2023-03-23 02:30:00,-23.260622530645037,
2023-03-23 03:00:00,-23.260622530645037,
2023-03-23 18:30:00,-23.260622530645037,
2023-03-23 20:00:00,-23.260622530645037,
2023-03-23 23:00:00,-23.260622530645037,
2023-03-23 23:59:59,-23.260622530645037,c
2023-03-24 00:00:00,-23.260622530645037,
2023-03-24 01:00:00,-23.260622530645037,
2023-03-24 02:30:00,-23.260622530645037,
2023-03-24 03:00:00,-23.260622530645037,
2023-03-24 18:30:00,-23.260622530645037,
2023-03-24 20:00:00,-23.260622530645037,
2023-03-24 23:00:00,-23.260622530645037,
2023-03-24 23:59:59,-23.260622530645037,w
2023-03-27 00:00:00,-23.260622530645037,
2023-03-27 01:00:00,-23.260622530645037,
2023-03-27 02:30:00,-23.260622530645037,
2023-03-27 03:00:00,-23.260622530645037,
2023-03-27 18:30:00,-23.260622530645037,
2023-03-27 20:00:00,-23.260622530645037,
2023-03-27 23:00:00,-23.260622530645037,
2023-03-27 23:59:59,-23.260622530645037,c
2023-03-28 00:00:00,-23.260622530645037,
2023-03-28 01:00:00,-23.260622530645037,
2023-03-28 02:30:00,-23.260622530645037,
2023-03-28 03:00:00,-23.260622530645037,
2023-03-28 18:30:00,-23.260622530645037,
2023-03-28 20:00:00,-23.260622530645037,
2023-03-28 23:00:00,-23.260622530645037,
2023-03-28 23:59:59,-23.260622530645037,c
