date,EU_FTSEUK_MCX_2022_Q2,meta
2022-05-13 00:00:00,-577.4783081431392,
2022-05-13 03:30:00,-615.3806937920535,
2022-05-13 04:00:00,-625.2271613836508,
2022-05-13 06:00:00,-664.744113078679,
2022-05-13 08:00:00,-624.9837571558398,
2022-05-13 10:30:00,-686.7419688678717,
2022-05-13 11:00:00,-710.2068332082531,
2022-05-13 23:59:59,-671.1207228436219,w
2022-05-16 00:00:00,-658.5162175126907,
2022-05-16 03:30:00,-613.2295220509341,
2022-05-16 04:00:00,-604.5933466580555,
2022-05-16 06:00:00,-603.1653361242513,
2022-05-16 08:00:00,-593.7529729492874,
2022-05-16 10:30:00,-553.3467831389626,
2022-05-16 11:00:00,-527.4465896856066,
2022-05-16 23:59:59,-518.0674011588612,c
2022-05-17 00:00:00,-490.14030025701004,
2022-05-17 03:30:00,-527.0720173673135,
2022-05-17 04:00:00,-557.6640270217129,
2022-05-17 06:00:00,-600.2425658015366,
2022-05-17 08:00:00,-551.2949747557657,
2022-05-17 10:30:00,-542.4284938295402,
2022-05-17 11:00:00,-506.6377965023007,
2022-05-17 23:59:59,-503.3899119223663,c
2022-05-18 00:00:00,-494.1438701212637,
2022-05-18 03:30:00,-521.8383575939752,
2022-05-18 04:00:00,-507.0468422967458,
2022-05-18 06:00:00,-524.9838857211812,
2022-05-18 08:00:00,-461.84718159953604,
2022-05-18 10:30:00,-418.56044779016406,
2022-05-18 11:00:00,-420.42640971731294,
2022-05-18 23:59:59,-379.3685794449543,c
2022-05-19 00:00:00,-394.1265887710899,
2022-05-19 03:30:00,-406.1924232968138,
2022-05-19 04:00:00,-454.83491597656825,
2022-05-19 06:00:00,-357.1272003847946,
2022-05-19 08:00:00,-362.594508090227,
2022-05-19 10:30:00,-392.89248524143636,
2022-05-19 11:00:00,-428.8221294895782,
2022-05-19 23:59:59,-487.7841890217974,c
2022-05-20 00:00:00,-416.69791633951695,
2022-05-20 03:30:00,-395.34058562899054,
2022-05-20 04:00:00,-441.0958913175434,
2022-05-20 06:00:00,-448.42996571465824,
2022-05-20 08:00:00,-365.6366919052298,
2022-05-20 10:30:00,-337.27216913715506,
2022-05-20 11:00:00,-344.2055629373592,
2022-05-20 23:59:59,-298.1374301388896,w
2022-05-23 00:00:00,-299.9779297949981,
2022-05-23 03:30:00,-310.74897675012517,
2022-05-23 04:00:00,-284.45011976794854,
2022-05-23 06:00:00,-305.0368737096219,
2022-05-23 08:00:00,-283.60435673027087,
2022-05-23 10:30:00,-229.9109088602179,
2022-05-23 11:00:00,-193.83509852345264,
2022-05-23 23:59:59,-221.66533701725893,c
2022-05-24 00:00:00,-280.0208023525911,
2022-05-24 03:30:00,-272.55468574916813,
