date,MSCI_US_MIG_HEDGED_2022_Q4,meta
2022-10-06 00:00:00,71.70587801465442,
2022-10-06 10:00:00,99.26807793004193,
2022-10-06 10:30:00,86.49967983504737,
2022-10-06 12:00:00,91.32902658456993,
2022-10-06 13:30:00,89.49845991057478,
2022-10-06 15:00:00,73.4648232749727,
2022-10-06 15:30:30,73.4648232749727,
2022-10-06 23:59:59,65.52439643938209,c
2022-10-07 00:00:00,66.76712496865932,
2022-10-07 10:00:00,64.57829979021008,
2022-10-07 10:30:00,82.48068412395338,
2022-10-07 12:00:00,86.87409991689043,
2022-10-07 13:30:00,90.03466516144937,
2022-10-07 15:00:00,96.08331480047266,
2022-10-07 15:30:30,96.08331480047266,
2022-10-07 23:59:59,101.20172014844945,w
2022-10-10 00:00:00,98.1001128700749,
2022-10-10 10:00:00,94.83868477224473,
2022-10-10 10:30:00,94.04278043733328,
2022-10-10 12:00:00,91.60285582812924,
2022-10-10 13:30:00,97.70063805151221,
2022-10-10 15:00:00,102.53533988869663,
2022-10-10 15:30:30,102.53533988869663,
2022-10-10 23:59:59,115.89224698172578,c
2022-10-11 00:00:00,105.18364817306781,
2022-10-11 10:00:00,92.51399753532112,
2022-10-11 10:30:00,78.17710591577944,
2022-10-11 12:00:00,90.94687614471482,
2022-10-11 13:30:00,100.66604833100484,
2022-10-11 15:00:00,104.19406033892778,
2022-10-11 15:30:30,104.19406033892778,
2022-10-11 23:59:59,110.07542156870849,c
2022-10-12 00:00:00,103.38971499195094,
2022-10-12 10:00:00,109.24037066648498,
2022-10-12 10:30:00,99.13174608326153,
2022-10-12 12:00:00,92.77485671052247,
2022-10-12 13:30:00,108.85420202396378,
2022-10-12 15:00:00,104.96086129412228,
2022-10-12 15:30:30,104.96086129412228,
2022-10-12 23:59:59,116.15456472571168,c
2022-10-13 00:00:00,113.87735258360888,
2022-10-13 10:00:00,93.54495606412883,
2022-10-13 10:30:00,90.09936237804504,
2022-10-13 12:00:00,100.87630869446318,
2022-10-13 13:30:00,112.20343203208219,
2022-10-13 15:00:00,97.14300867943643,
2022-10-13 15:30:30,97.14300867943643,
2022-10-13 23:59:59,101.49023221686241,c
2022-10-14 00:00:00,96.76047481484727,
2022-10-14 10:00:00,95.38704215552582,
2022-10-14 10:30:00,96.49288734321598,
2022-10-14 12:00:00,79.77306193697825,
2022-10-14 13:30:00,68.6110783959486,
2022-10-14 15:00:00,46.64604532465998,
2022-10-14 15:30:30,46.64604532465998,
2022-10-14 23:59:59,51.00426537224769,w
2022-10-17 00:00:00,74.14129339172226,
2022-10-17 10:00:00,48.21061311295233,
2022-10-17 10:30:00,57.63679417968834,
2022-10-17 12:00:00,45.528846468988405,
2022-10-17 13:30:00,48.39544690786548,
2022-10-17 15:00:00,34.27275351144044,
2022-10-17 15:30:30,34.27275351144044,
2022-10-17 23:59:59,45.48763764480978,c
2022-10-18 00:00:00,32.017401886753845,
2022-10-18 10:00:00,47.407857423512525,
2022-10-18 10:30:00,75.83400785533223,
2022-10-18 12:00:00,56.14485289404607,
2022-10-18 13:30:00,35.82936125647302,
2022-10-18 15:00:00,26.85223489852973,
2022-10-18 15:30:30,26.85223489852973,s
2022-10-18 23:59:59,39.37296576483553,c
2022-10-19 00:00:00,11.577211626991456,
