date,FBT_2022_Q3,meta
2022-06-29 00:00:00,-335.26597977160515,
2022-06-29 10:00:00,-259.32175673100215,
2022-06-29 10:30:00,-267.75087472970364,
2022-06-29 12:00:00,-263.34838301201074,
2022-06-29 13:30:00,-270.269833022341,
2022-06-29 15:00:00,-243.90021625939283,
2022-06-29 15:30:30,-243.90021625939283,
2022-06-29 23:59:59,-258.09515929737955,c
2022-06-30 00:00:00,-225.1926454262065,
2022-06-30 10:00:00,-204.35953341010568,
2022-06-30 10:30:00,-238.42833315582607,
2022-06-30 12:00:00,-193.975614077332,
2022-06-30 13:30:00,-171.83223156212597,
2022-06-30 15:00:00,-179.3930710121312,
2022-06-30 15:30:30,-179.3930710121312,
2022-06-30 23:59:59,-177.20725136075131,c
2022-07-01 00:00:00,-112.18667499393305,
2022-07-01 10:00:00,-131.92888444680983,
2022-07-01 10:30:00,-115.94010802164635,
2022-07-01 12:00:00,-102.15447771753625,
2022-07-01 13:30:00,-84.39235753778735,
2022-07-01 15:00:00,-100.58783787020761,
2022-07-01 15:30:30,-100.58783787020761,
2022-07-01 23:59:59,-106.34934517403538,w
2022-07-04 00:00:00,-106.34934517403538,
2022-07-04 10:00:00,-106.34934517403538,
2022-07-04 10:30:00,-106.34934517403538,
2022-07-04 12:00:00,-106.34934517403538,
2022-07-04 13:30:00,-106.34934517403538,
2022-07-04 15:00:00,-106.34934517403538,
2022-07-04 15:30:30,-106.34934517403538,
2022-07-04 23:59:59,-106.34934517403538,c
2022-07-05 00:00:00,-153.71679500426364,
2022-07-05 10:00:00,-144.75057527045874,
2022-07-05 10:30:00,-130.0374071366399,
2022-07-05 12:00:00,-75.17209898956335,
2022-07-05 13:30:00,-67.11121800515333,
2022-07-05 15:00:00,-62.72812518184475,
2022-07-05 15:30:30,-62.72812518184475,
2022-07-05 23:59:59,-64.32256035662091,c
2022-07-06 00:00:00,-102.23455276342756,
2022-07-06 10:00:00,-117.07147070056033,
2022-07-06 10:30:00,-119.95653859118059,
2022-07-06 12:00:00,-87.66728740490944,
2022-07-06 13:30:00,-96.95643956644179,
2022-07-06 15:00:00,-93.66827525210758,
2022-07-06 15:30:30,-93.66827525210758,
2022-07-06 23:59:59,-109.09909254270877,c
2022-07-07 00:00:00,-180.18439616896592,
2022-07-07 10:00:00,-124.02964980798652,
2022-07-07 10:30:00,-137.88498022593126,
2022-07-07 12:00:00,-145.9384399556198,
2022-07-07 13:30:00,-99.63470765627441,
2022-07-07 15:00:00,-48.7704570923561,
2022-07-07 15:30:30,-48.7704570923561,
2022-07-07 23:59:59,-36.139727079949054,c
2022-07-08 00:00:00,-59.62275455360761,
2022-07-08 10:00:00,-30.377309593633633,
2022-07-08 10:30:00,2.1008193850938426,
2022-07-08 12:00:00,12.954878433378482,
2022-07-08 13:30:00,-0.8120698478698358,
2022-07-08 15:00:00,13.625323952103948,
2022-07-08 15:30:30,13.625323952103948,
2022-07-08 23:59:59,4.656636215967765,w
2022-07-11 00:00:00,-35.77463629203201,
2022-07-11 10:00:00,-7.273693005457552,
2022-07-11 10:30:00,32.14400765989188,
2022-07-11 12:00:00,73.9891571251419,
2022-07-11 13:30:00,46.95516875944393,
2022-07-11 15:00:00,40.14935088129253,
2022-07-11 15:30:30,40.14935088129253,
2022-07-11 23:59:59,52.209348132764696,c
2022-07-12 00:00:00,45.08307565345161,
2022-07-12 10:00:00,68.56391778750009,
2022-07-12 10:30:00,-26.662476077999795,
2022-07-12 12:00:00,10.767992576845025,
2022-07-12 13:30:00,18.886474322080687,
2022-07-12 15:00:00,-5.812423619073698,
2022-07-12 15:30:30,-5.812423619073698,
2022-07-12 23:59:59,-6.603772795893136,c
2022-07-13 00:00:00,-77.24718869486357,
2022-07-13 10:00:00,-59.27600136289553,
2022-07-13 10:30:00,-1.28975670099328,
2022-07-13 12:00:00,34.304281566362185,
2022-07-13 13:30:00,30.821017445994308,
