date,AS_MSCI_EM_HK_AD_2021_Q4,meta
2021-09-30 00:00:00,183.90119793163285,
2021-09-30 01:00:00,183.90119793163285,
2021-09-30 02:30:00,359.85000461594245,
2021-09-30 03:00:00,438.2555219276037,
2021-09-30 18:30:00,438.2555219276037,
2021-09-30 20:00:00,438.2555219276037,
2021-09-30 23:00:00,438.2555219276037,
2021-09-30 23:59:59,485.1399640371965,c
2021-10-01 00:00:00,485.1399640371965,
2021-10-01 01:00:00,485.1399640371965,
2021-10-01 02:30:00,485.1399640371965,
2021-10-01 03:00:00,485.1399640371965,
2021-10-01 18:30:00,485.1399640371965,
2021-10-01 20:00:00,485.1399640371965,
2021-10-01 23:00:00,485.1399640371965,
2021-10-01 23:59:59,485.1399640371965,w
2021-10-04 00:00:00,466.43536038269394,
2021-10-04 01:00:00,466.43536038269394,
2021-10-04 02:30:00,459.1340999957183,
2021-10-04 03:00:00,482.5450280428149,
2021-10-04 18:30:00,482.5450280428149,
2021-10-04 20:00:00,482.5450280428149,
2021-10-04 23:00:00,584.1993951428449,
2021-10-04 23:59:59,606.1351403479775,c
2021-10-05 00:00:00,573.7871163324107,
2021-10-05 01:00:00,573.7871163324107,
2021-10-05 02:30:00,624.0814342707399,
2021-10-05 03:00:00,634.4514677319412,
2021-10-05 18:30:00,634.4514677319412,
2021-10-05 20:00:00,634.4514677319412,
2021-10-05 23:00:00,545.676159359894,
2021-10-05 23:59:59,547.6259371842943,c
2021-10-06 00:00:00,631.2535423547388,
2021-10-06 01:00:00,631.2535423547388,
2021-10-06 02:30:00,679.5197117047146,
2021-10-06 03:00:00,749.9670530262874,
2021-10-06 18:30:00,749.9670530262874,
2021-10-06 20:00:00,749.9670530262874,
2021-10-06 23:00:00,915.5985520860895,
2021-10-06 23:59:59,1032.2606938284844,c
2021-10-07 00:00:00,1046.067037884155,
2021-10-07 01:00:00,1046.067037884155,
2021-10-07 02:30:00,1145.9570355237583,
2021-10-07 03:00:00,1125.5777186288706,
2021-10-07 18:30:00,1125.5777186288706,
2021-10-07 20:00:00,1125.5777186288706,
2021-10-07 23:00:00,823.519662562504,
2021-10-07 23:59:59,674.2812349130636,c
2021-10-08 00:00:00,676.1741026391464,
2021-10-08 01:00:00,676.1741026391464,
2021-10-08 02:30:00,663.3882214403275,
2021-10-08 03:00:00,746.4406626352138,
2021-10-08 18:30:00,746.4406626352138,
2021-10-08 20:00:00,746.4406626352138,
2021-10-08 23:00:00,746.4406626352138,
2021-10-08 23:59:59,723.3700726313282,w
