date,EU_FTSEUK_MIG_2022_Q3,meta
2022-09-01 00:00:00,52.30077192250155,
2022-09-01 03:30:00,16.803947661635902,
2022-09-01 04:00:00,34.56793667921352,
2022-09-01 06:00:00,96.32523765467636,
2022-09-01 08:00:00,66.86151854801687,
2022-09-01 10:30:00,-8.281333635678266,
2022-09-01 11:00:00,-13.475724498907311,
2022-09-01 23:59:59,0.3523186516483747,c
2022-09-02 00:00:00,-0.006304084746943772,
2022-09-02 03:30:00,15.660398431376507,
2022-09-02 04:00:00,113.39588807564724,
2022-09-02 06:00:00,116.17535254142445,
2022-09-02 08:00:00,103.75631470801454,
2022-09-02 10:30:00,14.823640080924633,
2022-09-02 11:00:00,-19.273920945494183,
2022-09-02 23:59:59,-47.84781706335798,w
2022-09-05 00:00:00,12.326131695106596,
2022-09-05 03:30:00,91.95747475582175,
2022-09-05 04:00:00,113.14697066257168,
2022-09-05 06:00:00,142.1177931594275,
2022-09-05 08:00:00,163.99099841222687,
2022-09-05 10:30:00,174.06763593319124,
2022-09-05 11:00:00,151.55697077911714,
2022-09-05 23:59:59,126.30641644786647,c
2022-09-06 00:00:00,119.65187891234223,
2022-09-06 03:30:00,6.238944305974883,
2022-09-06 04:00:00,-38.92732775921445,
2022-09-06 06:00:00,-128.66271799387914,
2022-09-06 08:00:00,-125.32985978211536,
2022-09-06 10:30:00,-125.8689920201632,
2022-09-06 11:00:00,-110.65148062411754,
2022-09-06 23:59:59,-105.89546163304067,c
2022-09-07 00:00:00,-133.6047827766174,
2022-09-07 03:30:00,-137.12308272694645,
2022-09-07 04:00:00,-54.54171663621878,
2022-09-07 06:00:00,-45.92286070333989,
2022-09-07 08:00:00,-83.72140982663018,
2022-09-07 10:30:00,-160.7864984837231,
2022-09-07 11:00:00,-181.07459112966058,
2022-09-07 23:59:59,-173.01274234702169,c
2022-09-08 00:00:00,-105.11302389091702,
2022-09-08 03:30:00,-179.55840905259356,
2022-09-08 04:00:00,-162.257419228368,
2022-09-08 06:00:00,-119.54965272710888,
2022-09-08 08:00:00,-55.07265809678779,
2022-09-08 10:30:00,62.764821498054744,
2022-09-08 11:00:00,27.59037870338966,
2022-09-08 23:59:59,44.09875957708459,c
2022-09-09 00:00:00,89.39415893694263,
2022-09-09 03:30:00,117.5298861519293,
2022-09-09 04:00:00,101.7735235708401,
2022-09-09 06:00:00,99.69852759908758,
2022-09-09 08:00:00,103.40416009092269,
2022-09-09 10:30:00,142.14157449940126,
2022-09-09 11:00:00,137.60510555546443,
2022-09-09 23:59:59,133.38897668924415,w
2022-09-12 00:00:00,135.97248857413115,
2022-09-12 03:30:00,88.7361170833592,
2022-09-12 04:00:00,86.05160744297541,
2022-09-12 06:00:00,79.10976282385059,
2022-09-12 08:00:00,60.59592704954707,
2022-09-12 10:30:00,61.522589433341864,
2022-09-12 11:00:00,68.57819337145838,
2022-09-12 23:59:59,-0.7094200199696843,c
2022-09-13 00:00:00,57.391322572355875,
2022-09-13 03:30:00,136.8850393307739,
2022-09-13 04:00:00,153.90860460336148,
2022-09-13 06:00:00,99.51142747179642,
2022-09-13 08:00:00,67.65312645798167,
2022-09-13 10:30:00,138.00284454039092,
2022-09-13 11:00:00,148.83579632829583,
2022-09-13 23:59:59,195.83564522135498,c
2022-09-14 00:00:00,248.14265598068096,
2022-09-14 03:30:00,259.3562827268818,
2022-09-14 04:00:00,294.55008235909554,
2022-09-14 06:00:00,299.2943208447191,
2022-09-14 08:00:00,288.67443264072153,
2022-09-14 10:30:00,386.71968009326633,
2022-09-14 11:00:00,413.7809163021848,
2022-09-14 23:59:59,401.8970254576843,c
2022-09-15 00:00:00,382.07556537634423,
2022-09-15 03:30:00,369.5152025222126,
2022-09-15 04:00:00,381.6293657184849,
2022-09-15 06:00:00,405.5805704798008,
2022-09-15 08:00:00,440.10591311117537,
2022-09-15 10:30:00,370.9075844500421,
2022-09-15 11:00:00,336.6518632292423,
2022-09-15 23:59:59,340.44954087034716,c
2022-09-16 00:00:00,350.9151050678613,
2022-09-16 03:30:00,332.49435423647856,
2022-09-16 04:00:00,240.75175187352534,
2022-09-16 06:00:00,176.50575144420213,
2022-09-16 08:00:00,283.00364725308145,
2022-09-16 10:30:00,219.27643549462846,
2022-09-16 11:00:00,196.73368502722815,
2022-09-16 23:59:59,240.22897490196215,e
2022-09-19 00:00:00,240.22897490196215,
2022-09-19 03:30:00,240.22897490196215,
2022-09-19 04:00:00,240.22897490196215,
2022-09-19 06:00:00,240.22897490196215,
2022-09-19 08:00:00,240.22897490196215,
2022-09-19 10:30:00,240.22897490196215,
2022-09-19 11:00:00,240.22897490196215,
2022-09-19 23:59:59,240.22897490196215,c
2022-09-20 00:00:00,155.8684256035524,
2022-09-20 03:30:00,159.4580509585105,
2022-09-20 04:00:00,218.8672031942922,
2022-09-20 06:00:00,276.01963010851614,
2022-09-20 08:00:00,261.0615872793851,
2022-09-20 10:30:00,110.97091754581606,
2022-09-20 11:00:00,149.99171616076364,
2022-09-20 23:59:59,178.7451976318805,c
2022-09-21 00:00:00,202.37738068233625,
2022-09-21 03:30:00,234.82488114543207,
2022-09-21 04:00:00,231.37852319197373,
2022-09-21 06:00:00,257.82098333622184,
2022-09-21 08:00:00,239.60616893123347,
2022-09-21 10:30:00,226.51872124896863,
2022-09-21 11:00:00,218.47364034223438,
2022-09-21 23:59:59,224.14081347739284,c
2022-09-22 00:00:00,218.29764123574523,
2022-09-22 03:30:00,226.83416970911435,
2022-09-22 04:00:00,267.12175627595434,
2022-09-22 06:00:00,278.76146207362876,
2022-09-22 08:00:00,222.1906159098719,
2022-09-22 10:30:00,264.2035051627897,
2022-09-22 11:00:00,263.11972650938196,
2022-09-22 23:59:59,247.50753403818294,c
2022-09-23 00:00:00,210.6007932561124,
2022-09-23 03:30:00,130.49446105818606,
2022-09-23 04:00:00,117.18728029433896,
2022-09-23 06:00:00,69.92825192931195,
2022-09-23 08:00:00,80.06768204435275,
2022-09-23 10:30:00,-88.9482871920834,
2022-09-23 11:00:00,-39.02847783601737,
2022-09-23 23:59:59,36.81831061771845,w
2022-09-26 00:00:00,-15.282992995935274,
2022-09-26 03:30:00,37.93044532011163,
2022-09-26 04:00:00,48.194000929438516,
2022-09-26 06:00:00,111.25597462307246,
2022-09-26 08:00:00,83.28485306174139,
2022-09-26 10:30:00,182.86843322770073,
2022-09-26 11:00:00,155.11726224732024,
2022-09-26 23:59:59,100.7918495517722,c
2022-09-27 00:00:00,110.91326805452331,
2022-09-27 03:30:00,56.871794711229995,
2022-09-27 04:00:00,83.8083774355332,
2022-09-27 06:00:00,70.66470509173246,
2022-09-27 08:00:00,93.47256075784594,
2022-09-27 10:30:00,128.2355416744108,
2022-09-27 11:00:00,128.24950182034218,
2022-09-27 23:59:59,166.44641411675275,c
2022-09-28 00:00:00,156.6336234498351,
2022-09-28 03:30:00,63.06979483479222,
2022-09-28 04:00:00,128.84766292868244,
2022-09-28 06:00:00,48.12574834588713,
2022-09-28 08:00:00,-42.217525394722315,
2022-09-28 10:30:00,-70.2466288139965,
2022-09-28 11:00:00,-19.618181180828287,
2022-09-28 23:59:59,-39.209164567463176,c
2022-09-29 00:00:00,-29.14432420834055,
2022-09-29 03:30:00,-46.354156318052446,
2022-09-29 04:00:00,-124.58158826598674,
2022-09-29 06:00:00,38.27054498617326,
2022-09-29 08:00:00,95.13016330633423,
2022-09-29 10:30:00,-36.83126355925492,
2022-09-29 11:00:00,8.123270645835646,
2022-09-29 23:59:59,-2.9984003091192335,c
2022-09-30 00:00:00,-31.453585597479787,
2022-09-30 03:30:00,12.086439384314872,
2022-09-30 04:00:00,7.779284737655189,
2022-09-30 06:00:00,-31.13099711228824,
2022-09-30 08:00:00,-71.1186307113669,
2022-09-30 10:30:00,-75.44496790137396,
2022-09-30 11:00:00,-38.42874933799203,
2022-09-30 23:59:59,-22.602045227722556,w
