date,SPHB_2021_Q4,meta
2021-10-29 00:00:00,135.04792123391522,
2021-10-29 10:00:00,132.5683970623873,
2021-10-29 10:30:00,134.94789292333235,
2021-10-29 12:00:00,126.24499280157391,
2021-10-29 13:30:00,93.93566939745054,
2021-10-29 15:00:00,75.29940590465301,
2021-10-29 15:30:30,75.29940590465301,
2021-10-29 23:59:59,61.0759888781364,w
2021-11-01 00:00:00,65.5081923641988,
2021-11-01 10:00:00,105.91223089353508,
2021-11-01 10:30:00,106.28430187285514,
2021-11-01 12:00:00,93.47064859375413,
2021-11-01 13:30:00,99.78319578040546,
2021-11-01 15:00:00,95.62717621610079,
2021-11-01 15:30:30,95.62717621610079,
2021-11-01 23:59:59,98.39085912024817,c
2021-11-02 00:00:00,86.91083114099169,
2021-11-02 10:00:00,27.042558276190036,
2021-11-02 10:30:00,34.89321109727493,
2021-11-02 12:00:00,48.89939219519242,
2021-11-02 13:30:00,46.14655927438881,
2021-11-02 15:00:00,53.34941817382608,
2021-11-02 15:30:30,53.34941817382608,
2021-11-02 23:59:59,45.892367521368115,c
2021-11-03 00:00:00,28.417123930518457,
2021-11-03 10:00:00,60.63837314688446,
2021-11-03 10:30:00,71.12731846362959,
2021-11-03 12:00:00,85.49036036746531,
2021-11-03 13:30:00,83.00796926847852,
2021-11-03 15:00:00,91.63806708153271,
2021-11-03 15:30:30,91.63806708153271,
2021-11-03 23:59:59,79.94105879410162,c
2021-11-04 00:00:00,46.3825252799749,
2021-11-04 10:00:00,-13.903799693294495,
2021-11-04 10:30:00,-25.17447272397289,
2021-11-04 12:00:00,-68.60506368448011,
2021-11-04 13:30:00,-58.364153305920766,
2021-11-04 15:00:00,-61.79914459193224,
2021-11-04 15:30:30,-61.79914459193224,
2021-11-04 23:59:59,-53.168368157063085,c
2021-11-05 00:00:00,-55.28666944228743,
2021-11-05 10:00:00,-28.77688105024609,
2021-11-05 10:30:00,-56.939860928357966,
2021-11-05 12:00:00,-60.67754573565411,
2021-11-05 13:30:00,-57.05686260346052,
2021-11-05 15:00:00,-74.14212924763368,
2021-11-05 15:30:30,-74.14212924763368,
2021-11-05 23:59:59,-62.38576480131174,w
2021-11-08 00:00:00,-45.32812588300291,
2021-11-08 10:00:00,-67.49654786268567,
2021-11-08 10:30:00,-68.41735736159707,
2021-11-08 12:00:00,-76.65710719905438,
2021-11-08 13:30:00,-90.26269405204812,
2021-11-08 15:00:00,-98.59259700258251,
2021-11-08 15:30:30,-98.59259700258251,
2021-11-08 23:59:59,-82.99262721084298,c
2021-11-09 00:00:00,-114.39271199934447,
2021-11-09 10:00:00,-69.7060447623583,
2021-11-09 10:30:00,-67.32879396164505,
2021-11-09 12:00:00,-70.73059500161345,
2021-11-09 13:30:00,-60.238599826192925,
2021-11-09 15:00:00,-74.67959362905673,
2021-11-09 15:30:30,-74.67959362905673,
2021-11-09 23:59:59,-55.833923681008386,c
2021-11-10 00:00:00,-36.223865895771354,
2021-11-10 10:00:00,-39.1821875271026,
2021-11-10 10:30:00,-45.61951835919851,
2021-11-10 12:00:00,-22.03045633709509,
2021-11-10 13:30:00,-11.084823111696323,
2021-11-10 15:00:00,4.913260505485539,
2021-11-10 15:30:30,4.913260505485539,
2021-11-10 23:59:59,-7.306233049306051,c
2021-11-11 00:00:00,-20.911401306834406,
2021-11-11 10:00:00,-18.039941707885568,
2021-11-11 10:30:00,-15.371220793278397,
2021-11-11 12:00:00,-6.646475803315305,
2021-11-11 13:30:00,-7.479103408736663,
2021-11-11 15:00:00,0.44620860875221524,
2021-11-11 15:30:30,0.44620860875221524,
2021-11-11 23:59:59,3.793175261981645,c
2021-11-12 00:00:00,14.868488643324326,
2021-11-12 10:00:00,26.673839336500038,
2021-11-12 10:30:00,2.061451625892957,
2021-11-12 12:00:00,8.252067217817583,
2021-11-12 13:30:00,1.862559166113158,
2021-11-12 15:00:00,10.003069630738693,
2021-11-12 15:30:30,10.003069630738693,s
2021-11-12 23:59:59,0.0,a
2021-11-15 00:00:00,14.989237336635696,
2021-11-15 10:00:00,46.9424932976265,
2021-11-15 10:30:00,65.64259631898364,
2021-11-15 12:00:00,45.54296299100466,
2021-11-15 13:30:00,37.990727569661374,
2021-11-15 15:00:00,25.227408274823503,
2021-11-15 15:30:30,25.227408274823503,
2021-11-15 23:59:59,21.77363587081649,c
2021-11-16 00:00:00,23.46657203006238,
2021-11-16 10:00:00,-14.909641749158617,
2021-11-16 10:30:00,-13.115235248240971,
2021-11-16 12:00:00,-21.71270384720283,
2021-11-16 13:30:00,-23.174382730567807,
2021-11-16 15:00:00,-34.60113535915505,
2021-11-16 15:30:30,-34.60113535915505,
2021-11-16 23:59:59,-38.4353918441558,c
2021-11-17 00:00:00,-39.427058445370676,
2021-11-17 10:00:00,-73.90188471817419,
2021-11-17 10:30:00,-98.02311472726798,
2021-11-17 12:00:00,-114.01009763320629,
2021-11-17 13:30:00,-95.59585484086548,
2021-11-17 15:00:00,-102.86621240962062,
2021-11-17 15:30:30,-102.86621240962062,
2021-11-17 23:59:59,-86.80018249836638,c
2021-11-18 00:00:00,-106.0098088056236,
2021-11-18 10:00:00,-107.77607195245167,
2021-11-18 10:30:00,-119.05542551931154,
2021-11-18 12:00:00,-153.0946010081867,
2021-11-18 13:30:00,-142.9622416355918,
2021-11-18 15:00:00,-125.70750188007646,
2021-11-18 15:30:30,-125.70750188007646,
2021-11-18 23:59:59,-128.14470407153098,c
2021-11-19 00:00:00,-155.10925119262225,
2021-11-19 10:00:00,-181.98988293237795,
2021-11-19 10:30:00,-154.23309588064885,
2021-11-19 12:00:00,-146.60487608445487,
2021-11-19 13:30:00,-131.13075871911985,
2021-11-19 15:00:00,-151.03506663742212,
2021-11-19 15:30:30,-151.03506663742212,
2021-11-19 23:59:59,-139.76731651735588,e
2021-11-22 00:00:00,-126.30004262897916,
2021-11-22 10:00:00,-145.06810182411226,
2021-11-22 10:30:00,-152.08579181326695,
2021-11-22 12:00:00,-125.83526154908809,
2021-11-22 13:30:00,-124.95610354486504,
2021-11-22 15:00:00,-122.20833584422084,
2021-11-22 15:30:30,-122.20833584422084,u
2021-11-22 23:59:59,-103.80443463710176,c
2021-11-23 00:00:00,-102.5521917086503,
2021-11-23 10:00:00,-110.49107006333799,
2021-11-23 10:30:00,-88.16483910619098,
2021-11-23 12:00:00,-86.75999143449029,
2021-11-23 13:30:00,-61.970620900110276,
2021-11-23 15:00:00,-65.12300506143927,
2021-11-23 15:30:30,-65.12300506143927,
2021-11-23 23:59:59,-69.64014333335962,c
2021-11-24 00:00:00,-81.18443314606813,
2021-11-24 10:00:00,-95.26094277750462,
2021-11-24 10:30:00,-106.9452760902234,
2021-11-24 12:00:00,-130.44555048031845,
2021-11-24 13:30:00,-129.50210804390122,
2021-11-24 15:00:00,-132.05093262357292,
2021-11-24 15:30:30,-132.05093262357292,
2021-11-24 23:59:59,-140.16295091000998,c
2021-11-25 00:00:00,-140.16295091000998,
2021-11-25 10:00:00,-140.16295091000998,
2021-11-25 10:30:00,-140.16295091000998,
2021-11-25 12:00:00,-140.16295091000998,
2021-11-25 13:30:00,-140.16295091000998,
2021-11-25 15:00:00,-140.16295091000998,
2021-11-25 15:30:30,-140.16295091000998,
2021-11-25 23:59:59,-140.16295091000998,c
2021-11-26 00:00:00,-177.98188027462652,
2021-11-26 10:00:00,-212.88476934253248,
2021-11-26 10:30:00,-197.78515934723399,
2021-11-26 12:00:00,-177.7369421590364,
2021-11-26 13:30:00,-177.7369421590364,
2021-11-26 15:00:00,-177.7369421590364,
2021-11-26 15:30:30,-177.7369421590364,
2021-11-26 23:59:59,-156.28628490851185,w
2021-11-29 00:00:00,-160.81641948327726,
2021-11-29 10:00:00,-216.91705632962615,
2021-11-29 10:30:00,-233.13346963570402,
2021-11-29 12:00:00,-237.37344977162854,
2021-11-29 13:30:00,-226.86867564047807,
2021-11-29 15:00:00,-221.6880690520752,
2021-11-29 15:30:30,-221.6880690520752,
2021-11-29 23:59:59,-222.04738926318984,c
2021-11-30 00:00:00,-241.41407309400958,
2021-11-30 10:00:00,-269.86514265279345,
2021-11-30 10:30:00,-283.5889374389734,
2021-11-30 12:00:00,-236.5720435492617,
2021-11-30 13:30:00,-233.58589859304593,
2021-11-30 15:00:00,-238.47883073012616,
2021-11-30 15:30:30,-238.47883073012616,m
2021-11-30 23:59:59,-231.58094702327753,c
2021-12-01 00:00:00,-205.83278011358192,
2021-12-01 10:00:00,-159.1087535443981,
2021-12-01 10:30:00,-165.41384686438755,
2021-12-01 12:00:00,-221.69950446561978,
2021-12-01 13:30:00,-209.1522782429635,
2021-12-01 15:00:00,-197.27287217194805,
